gene_id,meta_log2FC,meta_SE,meta_z,meta_pvalue,tau2,I2,n_datasets,n_up,n_down,meta_padj,frac_concordant,replicated
58510,-1.21034234997646,0.308978243795199,-3.91724134071627,8.95680680222396e-05,9.56656379622215e-08,2.24463104671246e-07,3,0,3,0.0262676515164682,1,TRUE
58499,-79.7060898394778,20.3091517915005,-3.92463903257817,8.68598827506563e-05,59.7222970257723,6.37448665312923,2,0,2,0.0262676515164682,1,TRUE
90203,-123.753485649665,31.5708492993836,-3.91986558473995,8.85983691640026e-05,0,0,2,0,2,0.0262676515164682,1,TRUE
115752,-70.1533281827108,17.9010617819435,-3.91894788349781,8.89363407240035e-05,0,0,2,0,2,0.0262676515164682,1,TRUE
2705,-1.39771385483163,0.357745283158096,-3.90700847958895,9.34458754618323e-05,2.29946880984384e-06,2.08370912482139e-05,3,0,3,0.0266929673153556,1,TRUE
26093,-0.391428436799476,0.100269500526452,-3.90376370426034,9.4708251925278e-05,4.06592373652221e-07,1.7057964333986e-06,3,1,2,0.0266929673153556,0.666666666666667,TRUE
102465906,-0.751918705264004,0.192491229391001,-3.90624917115915,9.37398514048615e-05,3.78404219751396e-06,1.11862308299834e-05,3,1,2,0.0266929673153556,0.666666666666667,TRUE
132299,54.7007743742326,14.037548799602,3.89674687191709,9.74934230283723e-05,0,0,2,2,0,0.0271256700841248,1,TRUE
9021,-1.70445897420091,0.439673360529527,-3.87664827395528,0.000105905281125867,2.42192554892452e-06,3.71340961941241e-08,3,1,2,0.0287294551374197,0.666666666666667,TRUE
9045,-2.03835017702612,0.525562571820088,-3.87841578970713,0.000105138908326913,1.06719083012798e-06,5.51170203107555e-10,3,1,2,0.0287294551374197,0.666666666666667,TRUE
57630,-123.418843638173,31.865897899737,-3.87306970060906,0.000107473075121616,0,0,2,0,2,0.0287948231640655,1,TRUE
14,-0.430255777452179,0.111672780693237,-3.85282586124621,0.000116762432538744,0,0,3,2,1,0.0289841205101687,0.666666666666667,TRUE
9144,0.826613822353231,0.213853531134995,3.865326973869,0.000110940474501146,8.29056767705867e-06,1.16790683441239e-06,3,3,0,0.0289841205101687,1,TRUE
10844,-1.31539458148442,0.340732064348639,-3.86049544236171,0.000113157351540399,1.46466414150909e-06,1.13623280269475e-05,3,1,2,0.0289841205101687,0.666666666666667,TRUE
23291,-0.930076573108514,0.241265590543303,-3.85499055631633,0.000115734096606005,0,0,3,0,3,0.0289841205101687,1,TRUE
57419,1.22207621437612,0.317549635700667,3.8484573023667,0.000118864009096167,1.26837875142467e-06,6.29538849791767e-07,3,2,1,0.0289841205101687,0.666666666666667,TRUE
150365,111.604509863591,28.9936628812179,3.84927252278596,0.000118469144749017,0,0,2,2,0,0.0289841205101687,1,TRUE
389741,-104.374931643068,27.108558648598,-3.85025751446459,0.000117993699215949,0,0,2,0,2,0.0289841205101687,1,TRUE
100506776,98.0184768920183,25.39798881521,3.85930073460455,0.00011371193372293,0,0,2,2,0,0.0289841205101687,1,TRUE
148066,-1.55082223032393,0.403761024405772,-3.84094089469465,0.000122563625390061,0,0,3,1,2,0.0292991815784182,0.666666666666667,TRUE
83593,218.58147382219,56.9169878177185,3.84035561618643,0.000122856212498205,0,0,2,2,0,0.0292991815784182,1,TRUE
6141,-0.637812316456357,0.166660961520298,-3.8270049004768,0.000129711933463562,0,0,3,1,2,0.0302689073121098,0.666666666666667,TRUE
84561,1.21961964237848,0.318660929477552,3.82732719815404,0.000129542266142834,6.14124944727291e-06,4.50296423447022e-06,3,2,1,0.0302689073121098,0.666666666666667,TRUE
54898,1.96223768341053,0.513326859381364,3.82258915065408,0.000132057710042466,8.90822599634868e-06,3.38147116196226e-05,3,2,1,0.0304884725887404,0.666666666666667,TRUE
26157,215.026361134558,56.5606417049818,3.8016959258724,0.000143709031601746,0,0,2,2,0,0.0321523031321762,1,TRUE
58476,-62.2600498866971,16.3629471440813,-3.80494108661944,0.000141837945826971,90.4792053107364,14.9566262354349,2,0,2,0.0321523031321762,1,TRUE
79626,49.4772845916301,13.0126086423102,3.8022571762249,0.000143383773728874,0,0,2,2,0,0.0321523031321762,1,TRUE
8704,-0.498455924556022,0.131324112806351,-3.79561615840527,0.000147277217077756,0,0,3,0,3,0.032284951161833,1,TRUE
169044,-152.20391454225,40.0822997728168,-3.7972849712948,0.000146289580449289,0,0,2,0,2,0.032284951161833,1,TRUE
6005,-1.30581858279262,0.346132373113208,-3.77259882121899,0.000161555945437341,0,0,3,1,2,0.0345402621419831,0.666666666666667,TRUE
10153,-0.762393741705251,0.202261843405255,-3.76934041967425,0.000163679519583215,0,0,3,1,2,0.0345402621419831,0.666666666666667,TRUE
3116,23.6294185429569,6.26948638646038,3.76895603346186,0.000163931757470476,0,0,2,2,0,0.0345402621419831,1,TRUE
29070,-18.98537191701,5.02752579932552,-3.77628532896977,0.00015918463070887,0,0,2,0,2,0.0345402621419831,1,TRUE
83890,-4.93158322531628,1.31250662797458,-3.75737776877102,0.000171703189768227,0,0,2,0,2,0.035829832926443,1,TRUE
2137,-1.02045034406652,0.271812049922421,-3.75424983681838,0.000173861385744995,0,0,3,0,3,0.0359346646994084,1,TRUE
1958,-2.19539388345854,0.585844575443045,-3.74739986590859,0.000178677128776265,0,0,3,1,2,0.0365816136670047,0.666666666666667,TRUE
5613,0.978615659542862,0.262099924371543,3.73375025532481,0.000188649564704175,0,0,3,3,0,0.037947620372739,1,TRUE
197358,97.0880964016945,26.004663999818,3.73348782366017,0.000188846327539204,0,0,2,2,0,0.037947620372739,1,TRUE
9070,0.45170009521856,0.121091608677141,3.73023449067308,0.00019130164431119,0,0,3,3,0,0.0380883328884537,1,TRUE
9728,-0.90272033693223,0.242279797270395,-3.72594144085714,0.000194587579462126,0,0,3,2,1,0.0383898031523852,0.666666666666667,TRUE
159686,-12.0083617322898,3.22487956376166,-3.72366207632344,0.000196353707027682,0,0,2,0,2,0.0383898031523852,1,TRUE
2034,-1.9777287415613,0.532104250121566,-3.71680688720201,0.000201756535836191,0,0,3,2,1,0.0390799589889181,0.666666666666667,TRUE
2775,-1.26538593171137,0.34130874111165,-3.70745245958242,0.000209354702116774,0,0,3,1,2,0.0390799589889181,0.666666666666667,TRUE
4722,0.350067998217741,0.0943702924532177,3.70951481782554,0.000207656804408824,0,0,3,1,2,0.0390799589889181,0.666666666666667,TRUE
5566,-1.81481366359795,0.488574611229516,-3.71450669331938,0.00020360048116061,9.30345570173137e-07,5.47445395609979e-07,3,1,2,0.0390799589889181,0.666666666666667,TRUE
7327,-0.991827007961363,0.267638649967389,-3.70584371159478,0.00021068819471493,3.04707169585925e-06,3.20612647047651e-07,3,0,3,0.0390799589889181,1,TRUE
401115,79.4921310760192,21.4188992625215,3.71130794826199,0.000206191076096223,0,0,2,2,0,0.0390799589889181,1,TRUE
23143,-1.79487098413092,0.484790456059126,-3.70236451996492,0.000213599427614585,0,0,3,2,1,0.039241453083109,0.666666666666667,TRUE
54862,-1.56637655705501,0.423402503717822,-3.69949762531146,0.000216026661557796,2.99769433665645e-06,7.76481958009742e-05,3,1,2,0.039241453083109,0.666666666666667,TRUE
59277,-727.71193578945,196.765273194498,-3.69837585654722,0.000216983428715007,0,0,2,0,2,0.039241453083109,1,TRUE
654,-0.932345303518694,0.253875428008235,-3.67245192192626,0.000240234358231994,8.1925805238239e-07,4.93892882075788e-07,3,1,2,0.0392756956685457,0.666666666666667,TRUE
2204,1.628884102002,0.443480430712818,3.67295598451515,0.000239760794103167,4.22166111783278e-06,3.53689352606841e-05,3,2,1,0.0392756956685457,0.666666666666667,TRUE
2521,-1.08700096931794,0.294929968774717,-3.68562399349876,0.000228142973460551,1.71928786743531e-06,9.53494198693424e-08,3,1,2,0.0392756956685457,0.666666666666667,TRUE
3690,-1.06203817711466,0.288609016326509,-3.67985099922573,0.000233370271522687,1.92767250425554e-06,4.45421470332583e-06,3,0,3,0.0392756956685457,1,TRUE
3754,-1.79894637356417,0.488844998305448,-3.67999341263613,0.000233239978701934,2.49001286703963e-06,2.2115803193511e-05,3,0,3,0.0392756956685457,1,TRUE
3760,1.57919455624583,0.42942013668819,3.67750466576864,0.000235526769032157,1.48512597883883e-06,1.02389242297423e-05,3,2,1,0.0392756956685457,0.666666666666667,TRUE
6193,-0.656599025997937,0.178814445899885,-3.67195738964824,0.000240699821395105,0,0,3,1,2,0.0392756956685457,0.666666666666667,TRUE
100422952,0.344152509087914,0.0932667845224388,3.6899793517071,0.000224272254932726,0,0,3,3,0,0.0392756956685457,1,TRUE
26996,54.5639269009666,14.8432254249094,3.67601551138604,0.000236905124555665,0,0,2,2,0,0.0392756956685457,1,TRUE
57539,-50.5086882184929,13.739120691711,-3.67626788874237,0.000236670993629299,0,0,2,0,2,0.0392756956685457,1,TRUE
81704,170.53131374333,46.2380288983939,3.68811815309138,0.000225918745501415,0,0,2,2,0,0.0392756956685457,1,TRUE
152273,-146.260989582911,39.6994121419534,-3.6842104628634,0.000229412632073444,0,0,2,0,2,0.0392756956685457,1,TRUE
441168,734.76252756319,198.887853427521,3.69435596443276,0.000220444807649056,0,0,2,2,0,0.0392756956685457,1,TRUE
266812,-106.642671464074,29.0606262681236,-3.66966184693168,0.000242871530214096,0,0,2,0,2,0.0393343130500471,1,TRUE
408263,-12.6094591561417,3.44126931821085,-3.66418841135559,0.000248124092471834,0,0,2,0,2,0.0398873263320277,1,TRUE
23196,-0.678190935939745,0.185437174047794,-3.65725448212963,0.000254931250120642,7.7958520678563e-07,3.38169701523132e-09,3,1,2,0.0406061241087627,0.666666666666667,TRUE
222194,33.3069157170898,9.11059647032429,3.65584359109522,0.000256337618786309,0,0,2,2,0,0.0406061241087627,1,TRUE
211,0.6116870748541,0.16756503393437,3.650445802993,0.000261785545320877,0,0,3,1,2,0.0410722751019562,0.666666666666667,TRUE
7293,2.12815191253753,0.583184262666307,3.64919297171645,0.000263065442778173,0,0,3,3,0,0.0410722751019562,1,TRUE
28951,1.03341068464157,0.283841330948782,3.64080411118155,0.000271787869268707,8.55079731886917e-06,2.33259309430451e-07,3,2,1,0.0421310024204962,0.666666666666667,TRUE
375035,0.658141960914206,0.181289055442864,3.63034579945521,0.000283041761210881,0,0,3,3,0,0.0435643425659471,1,TRUE
90411,-0.786810851089814,0.21689583889781,-3.62759772196698,0.000286070515192035,0,0,3,0,3,0.0437204388781517,1,TRUE
10725,-0.961449568640841,0.26645587081885,-3.60828817802436,0.000308224017888659,3.98047566570876e-06,1.22418030626302e-07,3,1,2,0.0457423090011145,0.666666666666667,TRUE
23580,-0.970654681045016,0.268720061235111,-3.61214074075311,0.000303679663278644,0,0,3,0,3,0.0457423090011145,1,TRUE
80153,-0.73129269517559,0.202393799762615,-3.61321688724316,0.000302421532642817,1.13211433331385e-06,2.96922531951073e-06,3,1,2,0.0457423090011145,0.666666666666667,TRUE
56977,-67.501541642166,18.7143921174609,-3.60693209902264,0.000309838697961655,0,0,2,0,2,0.0457423090011145,1,TRUE
283659,-20.8907644365803,5.78788188261494,-3.60939716121883,0.000306909414006541,0,0,2,0,2,0.0457423090011145,1,TRUE
9477,-1.19949784833873,0.333432654720869,-3.59742164228898,0.000321387270698705,0,0,3,1,2,0.0468103795214986,0.666666666666667,TRUE
116442,26.5987922043794,7.39075517047851,3.59892752375631,0.000319532217619964,0,0,2,2,0,0.0468103795214986,1,TRUE
142,0.336956528815947,0.0938182080055882,3.59158990540382,0.000328666753507962,0,0,3,2,1,0.0475515058975319,0.666666666666667,TRUE
54431,0.791236804266268,0.220768176273032,3.58401658075807,0.000338350592387526,0,0,3,2,1,0.0483084510262769,0.666666666666667,TRUE
57168,78.2755215402637,21.8321764827764,3.5853283616508,0.000336654355694612,0,0,2,2,0,0.0483084510262769,1,TRUE
115201,0.537176772243008,0.150045169537858,3.58010040508151,0.000343462208138534,0,0,3,2,1,0.0487177571308658,0.666666666666667,TRUE
8555,-1.51847141862926,0.425194984578847,-3.57123548889762,0.000355301257878111,6.91748626609648e-07,1.96516228239797e-07,3,1,2,0.0494278711440433,0.666666666666667,TRUE
23098,1.0835216100628,0.303303357019478,3.57240229950116,0.000353721465339848,1.06830790081332e-06,4.79523144055966e-06,3,2,1,0.0494278711440433,0.666666666666667,TRUE
285331,-31.0869543787165,8.70436457307505,-3.57142145388497,0.000355049031039988,0,0,2,0,2,0.0494278711440433,1,TRUE
3991,-1.5784262185256,0.442270542902427,-3.56891555147916,0.000358461937772456,0,0,3,1,2,0.0495499425066105,0.666666666666667,TRUE
643977,51.7160677723816,14.4993173381636,3.56679328869229,0.000361376315772251,0,0,2,2,0,0.0496366380056291,1,TRUE
25789,-0.57548631009634,0.161552084676781,-3.56223388418491,0.000367712568466934,0,0,3,1,2,0.0501892966092416,0.666666666666667,TRUE
389432,-80.0337543729226,22.4972436759562,-3.5574915543302,0.000374413135267152,0,0,2,0,2,0.0507844616347984,1,TRUE
6683,0.662685699173843,0.186386686791617,3.55543472863347,0.000377354621019702,2.98432862134302e-06,9.51579749982307e-07,3,2,1,0.0508655278594383,0.666666666666667,TRUE
1315,0.304598630569647,0.0859008639599118,3.54593209576794,0.000391227005771929,0,0,3,2,1,0.0524090630648713,0.666666666666667,TRUE
51663,-1.94853797781482,0.550014690531878,-3.54270169753199,0.000396050425888807,0,0,3,0,3,0.0524090630648713,1,TRUE
286827,34.5159939766002,9.73855401654839,3.54426272298211,0.000393712708548645,0,0,2,2,0,0.0524090630648713,1,TRUE
84329,74.4130801879439,21.0286937505458,3.53864491397676,0.000402186459488976,0,0,2,2,0,0.0528984881444228,1,TRUE
117289,209.570630911729,59.2686270082348,3.53594543168027,0.000406318613670709,0,0,2,2,0,0.0531200394812152,1,TRUE
11156,1.23516613176387,0.350170753985813,3.52732521978095,0.000419780804491624,3.99245846391093e-06,4.83266730952518e-08,3,2,1,0.0544402052286071,0.666666666666667,TRUE
51035,-1.36492543954709,0.387071824162247,-3.52628466952158,0.00042143371479154,0,0,3,2,1,0.0544402052286071,0.666666666666667,TRUE
2813,-0.892823880546183,0.253479425893568,-3.52227356282977,0.000427862381257734,0,0,3,1,2,0.0549436059056529,0.666666666666667,TRUE
5536,-0.638685964944184,0.181980562456037,-3.50963837194689,0.000448716514593999,3.72800923632525e-08,5.37212239616236e-08,3,1,2,0.057282622351288,0.666666666666667,TRUE
10435,-1.06947233196358,0.304984758736105,-3.50664189382974,0.000453799415782225,0,0,3,0,3,0.0575927188380459,1,TRUE
6430,-2.40931571740552,0.687648021273807,-3.50370486479766,0.000458833573921448,0,0,3,0,3,0.0578930594258329,1,TRUE
5164,-1.30341424730172,0.372538507870093,-3.49873696212965,0.000467467499815676,7.71378109601623e-07,6.97351945347227e-07,3,1,2,0.0579713124628561,0.666666666666667,TRUE
55342,47.8554747470091,13.6720324608559,3.5002458401136,0.000464829261795898,0,0,2,2,0,0.0579713124628561,1,TRUE
222166,-50.9006528133816,14.5409734932583,-3.50049828761333,0.000464389222087707,0,0,2,0,2,0.0579713124628561,1,TRUE
55145,0.663556836054333,0.18978249114906,3.49640702910343,0.000471568787763252,0,0,3,2,1,0.0581476467729437,0.666666666666667,TRUE
2177,49.5071417563863,14.1837307564352,3.49041747947202,0.000482266525653655,0,0,2,2,0,0.0587985850546946,1,TRUE
257106,119.831397104018,34.3282162241946,3.49075513628235,0.000481657477326982,0,0,2,2,0,0.0587985850546946,1,TRUE
808,-1.10914580217972,0.318571683927371,-3.48162080353818,0.000498388916981348,0,0,3,1,2,0.0597571064990564,0.666666666666667,TRUE
6418,-0.442335945849046,0.127035476323505,-3.48198754120152,0.000497706848121704,0,0,3,2,1,0.0597571064990564,0.666666666666667,TRUE
83594,-38.6149693541694,11.0891333218069,-3.48223510652837,0.000497246911448566,0,0,2,0,2,0.0597571064990564,1,TRUE
5888,1.40919394010424,0.40599405154156,3.47097188925188,0.000518578284353797,0,0,3,3,0,0.0618361864123412,1,TRUE
26279,3.53892633479602,1.02037084410472,3.46827465253685,0.000523811637771467,1.36270074859263e-07,1.60549827436095e-06,3,3,0,0.0621189079940785,1,TRUE
7709,-1.10165480397061,0.317917180121802,-3.46522576586939,0.000529786530739683,0,0,3,2,1,0.0624860178810467,0.666666666666667,TRUE
7975,-1.63966586030049,0.473843050354886,-3.46035645995537,0.000539460754873351,0,0,3,1,2,0.0632831205527646,0.666666666666667,TRUE
400728,-17.0582037082552,4.93516875048728,-3.45645804038027,0.000547324411727022,0,0,2,0,2,0.0638603999102142,1,TRUE
6209,-0.361870779732159,0.104931601002211,-3.44863488478114,0.000563427985767,0,0,3,2,1,0.064355337616397,0.666666666666667,TRUE
80176,-0.810490649562244,0.234934642444242,-3.44985584556608,0.000560885973785736,2.77201000088912e-06,2.23037711121736e-06,3,1,2,0.064355337616397,0.666666666666667,TRUE
389524,-0.841451776979284,0.243831471558587,-3.45095639869894,0.000558603805087418,0,0,3,0,3,0.064355337616397,1,TRUE
80314,-46.961341734041,13.6026068841738,-3.45237807237369,0.000555668544267368,0,0,2,0,2,0.064355337616397,1,TRUE
51564,-1.16605223914044,0.338564792988139,-3.44410364955251,0.000572956008794837,4.60116714325784e-06,1.06515596728125e-05,3,1,2,0.0647024663629056,0.666666666666667,TRUE
113510,-21.1779710131066,6.15392107008238,-3.44137839467335,0.000578758552373346,0,0,2,0,2,0.0647024663629056,1,TRUE
