entrez_id,meta_log2FC,meta_SE,meta_z,meta_pvalue,meta_padj,n_datasets,n_concordant,frac_concordant,replicated
3607,-0.04854507897549915,0.02769697954218299,-1.7527210467684442,0.07964990120312825,0.13431373006105293,3,2,0.6666666666666666,True
3608,0.15287944415763166,0.04244375586833616,3.601930155094559,0.00031586323824671174,0.0008338195495376921,3,3,1.0,True
3609,0.07618391046064614,0.046023254891583994,1.6553351265596266,0.09785653737916476,0.16061942681966812,3,3,1.0,True
3611,0.19338772618590439,0.03641422638178164,5.3107739859237535,1.0916063879788234e-07,4.1092834711876903e-07,3,3,1.0,True
3612,-0.3927526952060323,0.06124819496126814,-6.412477877174984,1.431732074564979e-10,6.690443093285866e-10,3,3,1.0,True
3613,-0.9022859150192482,0.05329263511041533,-16.930780644451723,2.6681785109019747e-64,2.09269899334426e-62,3,3,1.0,True
3614,0.3478315053285763,0.040746864688587216,8.536399253952915,1.3846930627441188e-17,1.002644396487579e-16,3,3,1.0,True
3615,-0.03624013574163534,0.05025988969480924,-0.7210548204879599,0.47087578660415064,0.5845664631848724,3,2,0.6666666666666666,True
3617,-0.02697740336544094,0.016414412185411287,-1.6435193085633473,0.10027553373552531,0.1640775770892038,3,2,0.6666666666666666,True
3619,0.01176339049775015,0.01765697495962681,0.6662177708609479,0.5052719157422421,0.6163045149507693,3,2,0.6666666666666666,True
3620,3.613190207780207,0.15255796569478924,23.684048167034643,5.265177071950081e-124,3.8259254335176085e-121,3,3,1.0,True
3621,-0.2122501679810809,0.04152251736921994,-5.111688342345519,3.1929227345599006e-07,1.1544614236797438e-06,3,3,1.0,True
3622,-0.30689795210844883,0.05352763520367741,-5.7334487305608555,9.840882238786015e-09,4.0406986304046415e-08,3,3,1.0,True
3623,-0.030137361524194425,0.014253974877327357,-2.1143127993112634,0.03448855988873022,0.06394554301020405,3,3,1.0,True
3624,1.5357703555958238,0.13011455954634166,11.803216803334319,3.7567063407549695e-32,5.938143752699442e-31,3,3,1.0,True
3625,0.08103156676222703,0.026774546493119618,3.0264403090095326,0.0024745167320018714,0.0057312656211529235,3,2,0.6666666666666666,True
3626,0.11610112812579103,0.03441363803994652,3.373695277175393,0.0007416642007729955,0.0018629072533852813,3,2,0.6666666666666666,True
3627,2.4827623324172476,0.19972094397108972,12.431156608075295,1.7705390584230722e-35,3.31385893768185e-34,3,3,1.0,True
3628,0.5015646170815914,0.05714291038476055,8.777372620757408,1.6733786390706602e-18,1.2843272027610976e-17,3,3,1.0,True
3630,-0.014094898416312346,0.014395010746860233,-0.9791516424804791,0.3275050581065472,0.44185998064549775,2,1,0.5,True
3631,0.5666991986590524,0.06375577210133421,8.888594396729031,6.188679606545928e-19,4.889591249098935e-18,3,3,1.0,True
3632,-0.47354371903204023,0.046730724085030706,-10.133455629114271,3.925269792743804e-24,4.1210230271896216e-23,3,3,1.0,True
3633,-0.02951156049478945,0.024407564339220207,-1.209115341647085,0.22661853597134607,0.327650035122306,3,2,0.6666666666666666,True
3635,0.8848385453206994,0.09801573989863734,9.02751482808529,1.7561452432186932e-19,1.426745293619238e-18,3,3,1.0,True
3636,0.12147997736723005,0.02967387141416404,4.093836482328517,4.242935910454654e-05,0.00012471858965341185,3,3,1.0,True
3638,0.3859688610008048,0.11094868647382373,3.478805141977656,0.0005036546674556574,0.0012956364237983625,3,3,1.0,True
3640,-0.020553600425604175,0.029298412249045155,-0.7015260844475975,0.48297476194484423,0.5957846249555283,3,2,0.6666666666666666,True
3641,0.1384197286868574,0.029300341497404122,4.724167760949843,2.3105962242126093e-06,7.753034132201104e-06,3,3,1.0,True
3642,-0.035125268745991305,0.05752531393998588,-0.6106054246420324,0.5414608305788968,0.6490502271515106,3,3,1.0,True
3643,-0.6532377036844729,0.057418324630399954,-11.376815814277837,5.455545339345924e-30,7.67566646662189e-29,3,3,1.0,True
3645,-0.005285383549731249,0.009218407098536824,-0.5733510674062292,0.5664070147952615,0.6714804082308892,3,2,0.6666666666666666,True
3646,-0.07898379426645524,0.04140098926018767,-1.907775530919698,0.056420234637741026,0.09911955606627532,3,3,1.0,True
3651,0.043118386927470706,0.03356279613188627,1.284707828216558,0.1988944017014671,0.2940333346359769,3,1,0.3333333333333333,False
3652,-0.45645721846201254,0.06343701684178454,-7.195439527057873,6.225987657984024e-13,3.3985694007546018e-12,3,3,1.0,True
3653,0.4432540229885067,0.09988975171872005,4.437432422864234,9.103828935126865e-06,2.88839344640098e-05,1,1,1.0,False
3654,0.29581958333424735,0.04101439642167425,7.212579219571791,5.490187008733954e-13,3.0088855420980716e-12,3,3,1.0,True
3655,0.6113712850081083,0.07258039867800244,8.423366310240478,3.6581846098393194e-17,2.595609103121488e-16,3,3,1.0,True
3656,1.031449011031419,0.07243335024833082,14.23997381724295,5.174643983285405e-46,1.6496097322716028e-44,3,3,1.0,True
3658,-0.2831666533989852,0.03426183259674178,-8.264784220150375,1.399476508999808e-16,9.540691675317125e-16,3,3,1.0,True
3659,0.9598168211463389,0.08296929600474315,11.56833753406162,5.962681958962737e-31,8.842378179959987e-30,3,3,1.0,True
3660,-0.012968724280215213,0.03307662416408408,-0.3920812539962035,0.6949981780218031,0.7780074755870714,3,2,0.6666666666666666,True
3661,0.1796552711181766,0.023690727016333568,7.583358290115509,3.3672329152747415e-14,1.9940281976217107e-13,3,3,1.0,True
3662,1.3482597926810471,0.10998786247906904,12.258259796053625,1.5172318932397442e-34,2.718254615981227e-33,3,3,1.0,True
