drug,reversal_score,best_adj_pvalue,l2s2_rank
brd-k31856043,29.20729250030897,0.1457105686704426,483
brd-a49848186,29.20729250030897,0.1457105686704426,484
brd-k06765193,29.128950266101285,0.03993588806362347,485
brd-k32927008,29.097120175758672,0.12147256774318957,486
azd7762,29.0740936739996,0.0681677386037,487
brd-k60895275,29.057915897451196,0.09794545733915296,488
(veliparib),28.974896662797846,0.1343349223008354,489
d-4476,28.96443170695308,0.09794545733915296,490
ncgc00185837-02,28.933995908334047,0.13037788329958833,491
icariin,28.933995908334047,0.18246942409665737,492
brd-k67941506,28.933995908334047,0.18246942409665737,493
"l-165,041",28.933995908334047,0.18246942409665737,494
brd-k59962020,28.459306987058678,0.10228310902683603,495
brd-k69406317,28.369968491441437,0.19563852420321398,496
gr-207,28.35383197455673,0.08143997570069074,497
brd-k02123250,28.35383197455673,0.123597681457051,498
daunorubicin,28.203934262802612,0.021462084797287347,499
digoxin,28.09169984731484,0.033712019262057025,500
tgx-115,28.01315615222033,0.07674404526908997,501
brd-k00944562,27.92658825361603,0.11466502121855775,502
brd-k62169556,27.777426243829417,0.1011227039160328,503
iv,27.742614874296624,0.1056004289862053,504
jnj-38877605,27.73070009446485,0.14131238607548646,505
8644,27.66958820495867,0.18696699256095253,506
ditrifluoroacetate,27.66958820495867,0.1343349223008354,507
indatraline,27.66958820495867,0.18696699256095253,508
tyloxapol,27.66958820495867,0.18696699256095253,509
brd-k63239300,27.66958820495867,0.18696699256095253,510
brd-k43913647,27.66958820495867,0.18696699256095253,511
brd-k51443908,27.638852033187277,0.12703849293604444,512
s1154,27.359509441913787,0.12286351109815678,513
niclosamide,27.209129917930934,0.07665918369799811,514
jsh-23,27.096602149929687,0.10032414793991364,515
ag-879,26.915977461267964,0.0828547080613641,516
dg-041,26.81228369205871,0.04121766473143187,517
ei-273,26.778384788824894,0.2742297113919418,518
ch5424802,26.747530188512364,0.05071882388612693,519
brd-k86899078,26.600806546390295,0.05874024336221468,520
brd-k86574132,26.581350511638213,0.044150816612359436,521
cot-10b,26.50631972524732,0.07229002624910819,522
brd-k78373679,26.48960327692756,0.1813071348620481,523
009,26.48960327692756,0.1910002705512048,524
citrate),26.48960327692756,0.1379582088684224,525
"l-689,560",26.434139087954815,0.26442748523003895,526
mls-0390851.0001,26.43325231981082,0.2201197469666296,527
brd-k94173926,26.327367799545097,0.06260667498322045,528
brd-k72864428,26.321879809212092,0.2541620744153975,529
estrone,26.321879809212092,0.3113404729320233,530
brd-k62748479,26.321879809212092,0.3113404729320233,531
brd-k67977190,26.321879809212092,0.3113404729320233,532
ganciclovir,26.321879809212092,0.3113404729320233,533
brd-k65983740,26.321879809212092,0.10143682806670941,534
brd-a09495397,26.321879809212092,0.3113404729320233,535
