drug,reversal_score,best_adj_pvalue,l2s2_rank
769662,26.31148012617061,0.003980199840325427,536
nitrofurazone,26.288037904781714,0.1315818343143168,537
brd-k98731749,26.194925599931295,0.1822292642832548,538
ncgc00242341-01,26.119627132553024,0.04271669580735633,539
brd-k68007270,26.11342236465532,0.08986018410545271,540
bibr1532,26.07033488673092,0.13882182447463295,541
ivermectin,25.995685392498256,0.19563852420321398,542
55,25.932117843464695,0.1379582088684224,543
brd-k95976153,25.849890651360038,0.19475592198809388,544
brd-k43620258,25.83848511313303,0.02013136784541094,545
betamethasone,25.81687590604753,0.06445967785504314,546
erastin,25.81147328204652,0.12352496446574443,547
brd-k56411643,25.810632738510474,0.1111323503994005,548
brd-k47764688,25.79595943922894,0.09153507507206639,549
pz0013,25.794253146137414,0.19563852420321398,550
brd-k12184916,25.745728383577486,0.10143682806670941,551
np-001236,25.699581071634405,0.031084229540691576,552
kuc103428n,25.58189766779269,0.05578129408929417,553
salermide,25.5101025703997,0.031194014793086807,554
brd-k31706415,25.414407106119675,0.0828547080613641,555
malate,25.386364937864716,0.14131238607548646,556
carmofur,25.386364937864716,0.19475592198809388,557
brd-k58306044,25.386364937864716,0.19475592198809388,558
salicylate,25.386364937864716,0.14131238607548646,559
brd-k70977695,25.386364937864716,0.19475592198809388,560
mk-0591,25.36773874649165,0.11855093603684813,561
alw-ii-49-7,25.34359852797066,0.01272344107071961,562
brd-k62970326,25.343038487291697,0.06445967785504314,563
brd-k31342827,25.23154815603205,0.017577536809695614,564
brd-k87909389,25.22825623471173,0.10309154081759993,565
brd-k81814927,25.20438525641226,0.0923937688850989,566
013,25.1500133499286,0.07674404526908997,567
salt,25.10965603376179,0.16387808719976454,568
[ci779],25.106231389860717,0.10120525892512305,569
calcipotriol,25.08200668671448,0.14131238607548646,570
brd-k17140735,25.047533563129235,0.0344153479683906,571
rad51),24.94634226610985,0.08143997570069074,572
r2146,24.922354938564677,0.12703849293604444,573
v4877,24.874833161779073,0.06631563978265523,574
mln2238,24.86384194767145,0.03623031272316688,575
bms509744,24.819425902165,0.04626170073512151,576
valerate,24.809196445452724,0.10694440518725189,577
ouabain,24.808929669537303,0.0433953846974322,578
538,24.804515035638083,0.021637471139253663,579
0354,24.80087819045878,0.10984209103709762,580
thm-i-94,24.798583206222826,0.032093279036342924,581
"l-690,488",24.711016755196063,0.10068149012258105,582
s1170,24.598221439165226,0.08434761973172973,583
rhamnetin,24.580651791824067,0.09878693895507756,584
brd-k97534490,24.570641683733815,0.1056004289862053,585
brd-k20914082,24.491991089009296,0.11855093603684813,586
brd-k74623475,24.440391563805775,0.1388445846862596,587
brd-k00627859,24.41146741960772,0.04673909589718143,588
etoposide,24.37813754128398,0.09760615708689226,589
brd-k14749055,24.35307612271938,0.20008831210254435,590
brd-a60784279,24.35307612271938,0.20008831210254435,591
brd-k53903639,24.224895514797407,0.09675153026321259,592
hcl,24.167195744645138,0.13882182447463295,593
cosmosiin,24.088476815201133,0.2663229197877617,594
clotrimazole,24.07665121822979,0.12872306110797258,595
ei-215,23.941605266310226,0.12872306110797258,596
mls-0435437.0002,23.932474576005077,0.19882219871613702,597
brd-k81473043,23.862218291987915,0.11267863112611178,598
ct-200783,23.862169130558886,0.048242593847287046,599
c,23.832109552380672,0.05954171906680404,600
(+),23.822631240746585,0.16597284769532666,601
brd-k91677732,23.764838170767604,0.12718535638534448,602
l-6307,23.703698874770833,0.0681677386037,603
brd-k27170250,23.649987937661727,0.11466502121855775,604
"2,5-dihydroxycinnamate",23.638037295536186,0.20892867534839032,605
s-8599,23.628797143815607,0.026300092409900822,606
vu0415555-1,23.574610325457964,0.3220792211460529,607
brd-k15166186,23.574610325457964,0.3220792211460529,608
brd-k18964980,23.574610325457964,0.3220792211460529,609
vu0418000-1,23.574610325457964,0.3220792211460529,610
brd-k90912239,23.574610325457964,0.3220792211460529,611
brd-k70693222,23.574610325457964,0.3220792211460529,612
cycloheximide-n-ethylethanoate,23.574610325457964,0.26442748523003895,613
prothionamide,23.574610325457964,0.3220792211460529,614
brd-k60070073,23.574610325457964,0.30968619731507424,615
ciprofibrate,23.574610325457964,0.26442748523003895,616
brd-k74767048,23.574610325457964,0.3220792211460529,617
ethylestrenol,23.574610325457964,0.26442748523003895,618
eryped,23.574610325457964,0.3220792211460529,619
b4313,23.546411233287362,0.1336050846233139,620
brd-k64642496,23.53900410051038,0.1379582088684224,621
brd-a25088322,23.49650943524087,0.12286351109815678,622
s1057,23.493621904159873,0.026672309362179136,623
brd-k10705233,23.481930917011947,0.1379582088684224,624
indirubin-3?-monoxime,23.469201482473782,0.06445967785504314,625
isox,23.34947137313169,0.07665918369799811,626
(e)-capsaicin,23.217290513956815,0.23732184383742772,627
brd-a10523515,23.201700827298,0.2201197469666296,628
brd-a11702965,22.896261123163328,0.11565081438953058,629
ketone,22.88716077074034,0.08913492887707883,630
brd-k83816656,22.864466903024233,0.16783424555143525,631
r(+)-skf-81297,22.8581506882974,0.2800144670052041,632
milrinone,22.8581506882974,0.2429003754960052,633
brd-k55127335,22.83219341063177,0.09400705644983451,634
brd-k53414658,22.79933758018525,0.09423433906781553,635
26681509,22.782527019707885,0.09153507507206639,636
brd-k86472598,22.781147903333785,0.021039157230916747,637
gsk-3-inhibitor-ii,22.718458872896626,0.17327076416089562,638
2804,22.7130592907387,0.07814120652997633,639
dm-100,22.692691197913287,0.12286351109815678,640
brd-k19166598,22.665354303638303,0.07531090928443947,641
brd-k07061353,22.649109221099728,0.04673909589718143,642
401,22.60781504691656,0.09878693895507756,643
stock1n-27488,22.593243554783303,0.1822292642832548,644
ncgc00180992-01,22.56348703471266,0.012195510912512355,645
brd-k11663430,22.561013993551732,0.1101392102483065,646
cccp,22.515053959251098,0.1457105686704426,647
s1205,22.513907994726694,0.032093279036342924,648
gsk-j1,22.472849991670653,0.15306027771885997,649
brd-k60772276,22.472849991670653,0.15306027771885997,650
brd-k97629076,22.472849991670653,0.15306027771885997,651
ncgc00188012-01,22.472849991670653,0.20673849976495268,652
brd-k37865504,22.412838212424873,0.18757001534369208,653
brd-k83194053,22.30845371238724,0.14953861090808,654
butein,22.28532805286429,0.14230479406155291,655
s1485,22.264194640427878,0.15028733016241738,656
dipropionate,22.238549144113218,0.16783424555143525,657
s1040,22.171976290470646,0.08906783424986843,658
brd-k13665914,22.140487697710704,0.06445967785504314,659
prednicarbate,22.140340709319084,0.14131238607548646,660
e933505,22.132479194843285,0.17783915029988223,661
ei-156,22.11951601457516,0.05846961669627599,662
as605240,21.978052941261357,0.07688895145578724,663
brd-a06929388,21.970873506869857,0.09069027883108254,664
brd-a36630025,21.908347735640383,0.024674486373990393,665
sulfate,21.90809020716978,0.1124592793391545,666
"17,21-dipropionate",21.865980514471513,0.20673849976495268,667
134,21.862369277323964,0.15306027771885997,668
pimozide,21.858552296228602,0.10228310902683603,669
t5345967,21.844991426452307,0.2201197469666296,670
scoulerine,21.766310870704437,0.17548771858680373,671
chlorpromazine,21.685076245374102,0.18315003276039477,672
198306,21.670038585330996,0.07834318008532398,673
brd-k35429092,21.662661382305092,0.07223921612491836,674
flunisolide,21.63059118214967,0.25117477256172605,675
troglitazone,21.615721108953956,0.20985869343339633,676
o-1918,21.615721108953956,0.20985869343339633,677
brd-k67010098,21.615721108953956,0.15689068296653336,678
metolazone,21.615721108953956,0.15689068296653336,679
brd-a11095214,21.615721108953956,0.20985869343339633,680
bl-077,21.56381668467579,0.08630386830406794,681
bjm-ctd2-9,21.552031221868404,0.06693804183334892,682
tromethamine,21.490722485601857,0.04111554684707264,683
brd-k57080016,21.47231687109563,0.03518864786938772,684
brazilin,21.34635984414811,0.025519187604642075,685
brd-k52911425,21.306564603084347,0.11466502121855775,686
medroxyprogesterone,21.268472427628502,0.2742297113919418,687
t5835550,21.268472427628502,0.2742297113919418,688
thiorphan,21.268472427628502,0.2742297113919418,689
liothyronine,21.268472427628502,0.2742297113919418,690
s1064,21.268472427628502,0.33144306720585665,691
losartan,21.268472427628502,0.33144306720585665,692
molsidomine,21.268472427628502,0.2742297113919418,693
ncgc00183406-01,21.268472427628502,0.2742297113919418,694
ei-231,21.268472427628502,0.33144306720585665,695
rifaximin,21.268472427628502,0.33144306720585665,696
brd-k75644678,21.268472427628502,0.2742297113919418,697
sc-10,21.268472427628502,0.33144306720585665,698
brd-k33676730,21.268472427628502,0.33144306720585665,699
l2167,21.268472427628502,0.2742297113919418,700
k784-3131,21.24443661791383,0.1398004339368582,701
pkc-412,21.213061324237565,0.08906783424986843,702
ncgc00188740-01,21.119276096841524,0.12737077130264535,703
brd-k73261812,21.100985654686106,0.07665918369799811,704
brd-k80786583,21.094146745299465,0.09878693895507756,705
brd-k23282736,21.0745067134012,0.11466502121855775,706
brd-k53638321,21.014716572415136,0.30039327583125475,707
brd-k11558771,21.006982053320595,0.13649067120900812,708
s1249,20.994282130465052,0.01767906076115123,709
cyt997,20.95534665810413,0.15938329139733562,710
brd-k41931739,20.934998059339687,0.11637970309295256,711
brd-a81541225,20.868900437520526,0.18246942409665737,712
methoxy-6-harmalan,20.850998343640317,0.08400597229428501,713
"n,n-hexamethyleneamiloride",20.81575453685982,0.15856605991938735,714
kuc104233n,20.81575453685982,0.15856605991938735,715
brd-k19056367,20.80800012547327,0.16111859683550053,716
ncgc00182364-01,20.77048415151164,0.07531090928443947,717
1334,20.76628863426683,0.2312380576111384,718
ncgc00167098-01,20.703537263362378,0.04964219663871964,719
iox2,20.66812987229094,0.12286351109815678,720
cymarin,20.667526672438346,0.03488510487203414,721
nitrate,20.589502968263794,0.08986018410545271,722
brd-k06750613,20.527584864385048,0.06825356668289036,723
s1018,20.430025302896585,0.20985869343339633,724
brd-a81282034,20.375087018624612,0.08986018410545271,725
brd-a24054354,20.351715822650796,0.17783915029988223,726
brd-k92817986,20.336069944183162,0.10694440518725189,727
spb02303,20.30263603670536,0.10694440518725189,728
mls-0435534.0001,20.274186178034018,0.020227496220626282,729
brd-k04853698,20.24616242453768,0.033272443170577204,730
b,20.24601556253281,0.16801457586372248,731
2,20.18981488531271,0.0433953846974322,732
ncgc00012588-02,20.118436878379338,0.10667145401160054,733
brd-k60219430,20.09739848531665,0.06445967785504314,734
s1452,20.049076920750046,0.13882182447463295,735
brd-a00420644,20.04841849607592,0.15856605991938735,736
ammonium,20.045812085858483,0.2189825211225086,737
benzoxiquine,20.022528072537224,0.1252252741072888,738
jmbii127b,20.009564481908313,0.1315818343143168,739
piceatannol,20.00107616783954,0.044315044562925496,740
brd-k10906552,19.978496431292957,0.14449885275331883,741
maz51,19.931613099217767,0.052501531745763934,742
risperidone,19.926254292658104,0.16387808719976454,743
303511,19.905061771190173,0.23780636449333617,744
brd-k03122949,19.903399418532267,0.20673849976495268,745
brd-k74133369,19.866362451833194,0.1910002705512048,746
agk-2,19.849710525902633,0.07672387622751156,747
9810,19.84478523515213,0.1457105686704426,748
piplartine,19.73764430960168,0.08183305979626769,749
brd-k92301463,19.639068092643672,0.10984209103709762,750
brd-u29336476,19.63337926387748,0.03604134658561876,751
brd-k33720404,19.575600076476274,0.24238113451224136,752
t5247673,19.546201997442978,0.07688895145578724,753
494,19.475230149584068,0.2773650400673396,754
brd-k00007652,19.425176992949453,0.10228310902683603,755
chloride,19.377297659971475,0.06968936251512026,756
brd-k88008216,19.363036219872736,0.2312380576111384,757
crotamiton,19.325665537026026,0.16801457586372248,758
brd-k91701654,19.317620577123122,0.07223921612491836,759
3-methyladenine,19.317515521853583,0.16801457586372248,760
am-251,19.30936894370364,0.3417698130509152,761
brd-k06180729,19.30936894370364,0.3417698130509152,762
brd-k27630390,19.30936894370364,0.3417698130509152,763
butoconazole,19.30936894370364,0.3417698130509152,764
ryanodine,19.30936894370364,0.2826362925609824,765
021,19.30936894370364,0.3417698130509152,766
ncgc00185923-01,19.30936894370364,0.2826362925609824,767
6471,19.30936894370364,0.3417698130509152,768
004,19.30936894370364,0.3417698130509152,769
brd-k19885561,19.30936894370364,0.3417698130509152,770
kuc104491n,19.30936894370364,0.3417698130509152,771
brd-k56518176,19.30936894370364,0.2826362925609824,772
brd-a76019558,19.262267367299003,0.20892867534839032,773
brd-k23673040,19.237112597641094,0.03919212245057468,774
brd-a43155244,19.210816372621416,0.1379582088684224,775
ncgc00185087-01,19.162358312935655,0.20673849976495268,776
niguldipine,19.15568175315345,0.11855093603684813,777
oxibendazole,19.155533897284037,0.15856605991938735,778
malonoben,19.120266415892548,0.12724800212030163,779
t5212475,19.10973216459216,0.1257253151749096,780
forskolin,19.106786080031487,0.2201197469666296,781
brd-k36038115,19.091645346669925,0.16826555347492844,782
261,19.049722134072862,0.06693804183334892,783
s1266,18.99495216159066,0.16483767696088353,784
dl-pdmp,18.98967189948712,0.09423433906781553,785
perphenazine,18.980828496320548,0.1111323503994005,786
s1017,18.956163716816366,0.12286351109815678,787
brd-a18725729,18.938222335162312,0.11466502121855775,788
teniposide,18.90374952210461,0.08990710310270829,789
brd-k74561903,18.901455439834656,0.06330227368100856,790
brd-k73945663,18.887569713040385,0.2201197469666296,791
brd-k43226598,18.866755614693403,0.2201197469666296,792
ca-074-me,18.866755614693403,0.20930260961057512,793
(74),18.8338495563776,0.07688895145578724,794
dihydrobromide,18.76072945435417,0.09605802603612039,795
hydrobromide,18.650292301129294,0.25485663250472046,796
vi,18.646669749284417,0.10984209103709762,797
216763,18.646473598079393,0.16826555347492844,798
brd-k05323277,18.644406939607435,0.1713539371883171,799
s1483,18.644406939607435,0.2256344906604869,800
m-3m3fbs,18.608504019177293,0.07665918369799811,801
peitc,18.601516618467578,0.21323230449792643,802
brd-k26664453,18.57240338524694,0.1353955482306488,803
164015,18.56640306159774,0.12872306110797258,804
st4062971,18.545461254059475,0.2742297113919418,805
dichlorobenzamil,18.522749843237182,0.10228310902683603,806
brd-k03015355,18.44939895925834,0.29090620802248474,807
brd-k58214070,18.391112178198732,0.1871325432007662,808
gsk-j4,18.353453838844793,0.17783915029988223,809
brd-u37049823,18.343776275880774,0.09794545733915296,810
312,18.3173030001202,0.1298560169301629,811
21-hemisuccinate,18.307390975383004,0.17327076416089562,812
brd-a20697603,18.304934981525022,0.15689068296653336,813
(65),18.219606121985077,0.14953861090808,814
s1362,18.163510499903275,0.17327076416089562,815
brd-k11757396,18.149915287041757,0.2312380576111384,816
brd-k10554164,18.12304875536096,0.06260667498322045,817
brd-k72238567,18.050197412162337,0.031194014793086807,818
brd-k25737009,18.04153582437288,0.09331617665009198,819
hy-10992,18.033458971748722,0.12718535638534448,820
1893,18.02416682061413,0.1398004339368582,821
stk249718,18.02416682061413,0.2561343594138898,822
unc669,18.01681631591524,0.09331617665009198,823
s(+)-terguride,17.99918137892021,0.17548771858680373,824
met,17.994205927625767,0.08698750699782619,825
brd-a31107743,17.94821674328058,0.06445967785504314,826
36,17.932859219714874,0.1257253151749096,827
granisetron,17.932859219714874,0.1257253151749096,828
ncgc00188714-01,17.932859219714874,0.17643114624585754,829
hki-272,17.874060750201007,0.0952151146814471,830
brd-k98824517,17.85839410265872,0.15306027771885997,831
brd-k74155249,17.84621946498565,0.14419129503283878,832
trihydrochloride,17.844790394337146,0.08287666642180037,833
brd-k63068307,17.824835358239817,0.03858524093737834,834
005,17.796447384658105,0.09153507507206639,835
brd-k05197617,17.764637035436103,0.20892867534839032,836
ncgc00242335-01,17.711581930460024,0.20892867534839032,837
brd-k72451865,17.705023569185883,0.2541620744153975,838
hy-11004,17.705023569185883,0.1813071348620481,839
brd-k30523950,17.705023569185883,0.2541620744153975,840
gs39783,17.627728951176998,0.3510863808898206,841
mls-0390850.0001,17.627728951176998,0.29090620802248474,842
s1189,17.627728951176998,0.3510863808898206,843
brd-k05562558,17.627728951176998,0.29090620802248474,844
brd-k14790374,17.627728951176998,0.3510863808898206,845
doxycycline,17.627728951176998,0.3510863808898206,846
brd-k21009077,17.627728951176998,0.29090620802248474,847
y-26763,17.627728951176998,0.29090620802248474,848
brd-k21165668,17.627728951176998,0.3510863808898206,849
lamivudine,17.627728951176998,0.29090620802248474,850
v-ama37,17.627728951176998,0.3510863808898206,851
218872,17.627728951176998,0.29090620802248474,852
hy-10518,17.624740061142365,0.10667145401160054,853
ei-148,17.608259624747866,0.11855093603684813,854
norethynodrel,17.5937084851685,0.044150816612359436,855
brd-k58288048,17.570785182681455,0.16826555347492844,856
brd-k96083840,17.566662928601836,0.2429003754960052,857
brd-k68548958,17.541005975154846,0.13539078146799452,858
brd-k07023879,17.532802805029494,0.10120525892512305,859
mevastatin,17.483385769218383,0.10667145401160054,860
ether,17.483385769218383,0.16387808719976454,861
brd-k83670234,17.422423353025042,0.05578129408929417,862
mls-0315871.0001,17.392725586857658,0.17548771858680373,863
brd-k04733502,17.387398582604483,0.23488185929596114,864
brd-k17086338,17.387398582604483,0.23488185929596114,865
brd-k64366758,17.269064684556298,0.05578129408929417,866
e3380,17.250124981306367,0.20244576084759341,867
ncgc00181736-02,17.225212127411954,0.1011227039160328,868
brd-k82857306,17.216642466962337,0.1813071348620481,869
brd-a47816767,17.19568778440135,0.15689068296653336,870
brd-k01436366,17.179418791651102,0.15601394944620833,871
brd-k79390395,17.167961798936272,0.16801457586372248,872
ncgc00183696-01,17.14914965439346,0.24999707797016324,873
6-diazo-5-oxo-l-norleucine,17.145438330744096,0.14230479406155291,874
brd-k84450674,17.1198945832182,0.2742297113919418,875
brd-k19295594,17.1198945832182,0.17327076416089562,876
brd-k35716340,17.108647570842287,0.3113404729320233,877
592,17.084813182315266,0.06721068234473625,878
benzoylhydrazone,17.073046747151178,0.1457105686704426,879
dpn,17.06066152188784,0.23007500664034206,880
hemifumarate,17.04739177037028,0.12352496446574443,881
kin001-270,16.982283604361598,0.10694440518725189,882
brd-k52522949,16.9293686607428,0.09848802576583675,883
loratadine,16.926030220009604,0.16387808719976454,884
besylate,16.923532865319295,0.13037788329958833,885
s1042,16.913300600625526,0.10281622801468479,886
brd-k01896723,16.886165337166943,0.03919212245057468,887
exemestane,16.85575687707918,0.17783915029988223,888
abt-751,16.84773021800063,0.0720629920699188,889
brd-k46499837,16.83391690203661,0.20008831210254435,890
fccp,16.83391690203661,0.20008831210254435,891
a),16.81946653249912,0.12564026572086487,892
brd-a28422330,16.806703425635504,0.23780636449333617,893
brd-k76951091,16.806703425635504,0.23780636449333617,894
(z)-,16.804493547685986,0.11267863112611178,895
acetonide,16.752300444428958,0.061539661235347584,896
218078,16.707957246127137,0.09683984096818346,897
brd-k50140147,16.70502865894266,0.14449885275331883,898
artesunate,16.684922747247214,0.1535336333975799,899
s1216,16.681842903878405,0.07353784030043128,900
ncgc00183226-01,16.6375861594268,0.0681677386037,901
cycloheximide,16.58316558345723,0.10345323089200643,902
brd-k00317371,16.555073583550907,0.07229002624910819,903
omdm-2,16.49029955978638,0.2663229197877617,904
brd-k48950795,16.405733304127452,0.1379582088684224,905
brd-k38615104,16.400221578545985,0.12718535638534448,906
brd-k92317137,16.391194797836455,0.10984209103709762,907
cis-(z)-flupenthixol,16.34906909303616,0.08986018410545271,908
b675700.cdx,16.33302860417438,0.05736467952397277,909
harpagoside,16.291500644386804,0.09675153026321259,910
494),16.25495026487543,0.24238113451224136,911
ncgc00241435-01,16.25495026487543,0.1871325432007662,912
brd-k99616396,16.218097876002147,0.1876512784101271,913
brd-k23149109,16.206111018158392,0.2800144670052041,914
strophanthidin,16.174706854700737,0.12737077130264535,915
ncgc00183387-01,16.171078308333918,0.29901597151493536,916
brd-k85592362,16.171078308333918,0.29901597151493536,917
ei-346,16.16429316094894,0.02204229127407755,918
np-009169,16.118571670947443,0.12286351109815678,919
brd-k94991378,16.117555614048687,0.26647880409525115,920
brd-k01614657,16.06591591019987,0.10984209103709762,921
menadione,16.016981954806262,0.19093809387278757,922
s1172,16.015719284047456,0.1111323503994005,923
brd-k19220233,15.883418025200958,0.1011227039160328,924
ym-155,15.88219415161408,0.1928323267303565,925
fgin-1-27,15.878743274501295,0.27039778388162367,926
16,15.83063130303544,0.1336050846233139,927
s1122,15.820914018295856,0.09848802576583675,928
k784-3187,15.777031154890215,0.14903443859831586,929
orlistat,15.770992209471867,0.1871325432007662,930
dexamethasone,15.749229570159827,0.14579149896243832,931
succinate,15.734781784333506,0.10293876986866685,932
brd-k05104363,15.73172750228474,0.22708847147956993,933
brd-k34974324,15.73018052285418,0.24641806849179243,934
b581,15.73018052285418,0.24641806849179243,935
14564,15.73018052285418,0.24641806849179243,936
imperatorin,15.73018052285418,0.19093809387278757,937
triclosan,15.698796662265543,0.1863833153141718,938
s1022,15.688267740531868,0.1494888886952249,939
ncgc00184830-01,15.6206815522187,0.09675153026321259,940
ncgc00166375-02,15.552861562102361,0.2541620744153975,941
brd-k44510578,15.552861562102361,0.23780636449333617,942
paclitaxel,15.55058243481834,0.061539661235347584,943
s1104,15.542255705882479,0.07223921612491836,944
brd-k48803730,15.538621979215527,0.1343349223008354,945
brd-k11072542,15.498560460443779,0.03471406103864715,946
101,15.469691463822524,0.1562086526749883,947
1,15.46278910732636,0.17109555219288708,948
brd-k90700939,15.459608169336127,0.23732184383742772,949
58,15.382342325576438,0.07672387622751156,950
brd-k19624190,15.375077651493012,0.21724409138842452,951
957,15.335051750486787,0.032093279036342924,952
brd-k28120860,15.250879829508891,0.10694440518725189,953
1929,15.230603067672018,0.1950214452176755,954
methylandrostenediol,15.189149944609937,0.08906783424986843,955
brd-k01868942,15.176814824058157,0.26442748523003895,956
brd-k76691125,15.164290610555296,0.2826362925609824,957
triacsin-c,15.160041440215974,0.1388445846862596,958
k784-3188,15.132936921819791,0.11835431387437437,959
brd-k17953061,15.129303731683693,0.13882182447463295,960
fk506,15.10669315006748,0.21724409138842452,961
brd-k98676510,15.060804612544601,0.14953861090808,962
45778,15.054702701530465,0.2541620744153975,963
ncgc00238536-01,15.012517575468069,0.19831613365242737,964
ncgc00167094-01,15.00138036516096,0.20985869343339633,965
ncgc00188324-02,14.937745329338657,0.2312380576111384,966
90-7501,14.914747237462247,0.15306027771885997,967
brd-u43867373,14.911712077918274,0.15491678513804077,968
brd-k24632213,14.899141861115272,0.3070217290668939,969
brd-k78189262,14.899141861115272,0.36605461961310853,970
karakoline,14.899141861115272,0.36605461961310853,971
brd-k51155404,14.899141861115272,0.36605461961310853,972
paxilline,14.899141861115272,0.36605461961310853,973
brd-k61359235,14.899141861115272,0.36605461961310853,974
g3420,14.899141861115272,0.36605461961310853,975
brd-k06817181,14.899141861115272,0.36605461961310853,976
s1093,14.899141861115272,0.36605461961310853,977
brd-k28180706,14.899141861115272,0.3070217290668939,978
ncgc00182110-02,14.899141861115272,0.3070217290668939,979
brd-k90705745,14.899141861115272,0.36605461961310853,980
373,14.871898656922845,0.15601394944620833,981
brd-k51683034,14.866839560671412,0.15938329139733562,982
p8624,14.852731320291413,0.11565081438953058,983
mls-0425600,14.844675773952034,0.11466502121855775,984
cmpd-1,14.805425317449004,0.1298560169301629,985
brd-u51951544,14.788917499991129,0.11144324561154828,986
brd-k58853583,14.777658461214495,0.06656658228847714,987
55712,14.754576984118422,0.25485663250472046,988
brd-k40955748,14.754576984118422,0.25485663250472046,989
s2001,14.754576984118422,0.25485663250472046,990
brd-k82971429,14.75297926075927,0.1713539371883171,991
s1053,14.734029094842553,0.09794545733915296,992
s1011,14.733779477866804,0.2144190602693049,993
s1175,14.672333029186166,0.2541620744153975,994
suloctidil,14.657686713619299,0.12147256774318957,995
raltitrexed,14.653496658957172,0.2826362925609824,996
brd-k60202068,14.653496658957172,0.2826362925609824,997
brd-a40431293,14.601850092529176,0.14336159813617788,998
brd-k58347372,14.596801519330368,0.20244576084759341,999
brd-a50388635,14.587038415058005,0.16801457586372248,1000
ncgc00188535-01,14.570649402789854,0.16826555347492844,1001
0953,14.56883783852204,0.1871325432007662,1002
brd-k83213280,14.560006023226368,0.2201197469666296,1003
brd-k90826279,14.532597253773373,0.20985869343339633,1004
948,14.490262405961685,0.11466502121855775,1005
diphenylcyclopropenone,14.476442344634991,0.2429003754960052,1006
brd-a11087911,14.470272435695888,0.14995582627174014,1007
fluorometholone,14.456264100842393,0.16572845958795768,1008
toremifene,14.450102578948027,0.05874024336221468,1009
brd-k77547509,14.439746499578062,0.08566078266189399,1010
brd-a68061604,14.38752198081774,0.18315003276039477,1011
brd-k57678861,14.381763661045339,0.29901597151493536,1012
brd-k61175124,14.381763661045339,0.29901597151493536,1013
thalidomide,14.37395315970559,0.26208170251561363,1014
s1130,14.353026855207206,0.16111859683550053,1015
mw-ras12,14.334216638788583,0.08400597229428501,1016
brd-k77480336,14.313668181850868,0.2887955181089771,1017
5-nonyloxytryptamine,14.305964309629607,0.1343349223008354,1018
brd-k74690444,14.300596408897894,0.25851535405492027,1019
gr-235,14.300596408897894,0.20244576084759341,1020
isoeugenitol,14.300596408897894,0.20244576084759341,1021
stock1s-53863,14.298461133653555,0.1494628714651606,1022
np-009265,14.276443023314052,0.06631563978265523,1023
potassium,14.273499645174972,0.1339710987472344,1024
trifluoroacetate,14.236508407070717,0.11466502121855775,1025
brd-k18163752,14.23394417861395,0.12703849293604444,1026
brd-k34363599,14.22519967279455,0.051746757380827485,1027
brd-k84203638,14.224258355657494,0.11425177019135153,1028
brd-k71726959,14.220034787455765,0.1322195175160962,1029
ct-incb,14.20712984248099,0.12352496446574443,1030
(-)-cotinine,14.191446124727449,0.2044209080423227,1031
brd-k31841256,14.157799731006271,0.20930260961057512,1032
225002,14.157799731006271,0.22346932442205056,1033
brd-a18411371,14.14938469548691,0.2201197469666296,1034
cytarabine,14.147627156702777,0.23007500664034206,1035
aminoglutethimide,14.147487751916467,0.18315003276039477,1036
digoxigenin,14.146710350003996,0.11443857084633689,1037
brd-a18763547,14.133994191874462,0.1379582088684224,1038
trihydrate,14.127427937864221,0.20244576084759341,1039
brd-k04923131,14.112833634248126,0.2201197469666296,1040
brd-k54256913,14.112833634248126,0.18385610234037314,1041
wiskostatin,14.088618275698336,0.04855127066678622,1042
202190,14.082270192215523,0.20581955724184475,1043
brd-k41925105,14.050124045198794,0.24823614624726273,1044
216174,14.035367707957425,0.1863833153141718,1045
syrosingopine,14.00088251446532,0.3374853958925445,1046
vu0418947-2,13.948024914181193,0.22055706492872307,1047
(nvp-lde225),13.946758514690858,0.2256344906604869,1048
np-004102,13.932087311553902,0.20673849976495268,1049
motesanib,13.885969625963307,0.0049493611834519335,1050
brd-k76236182,13.885546799075488,0.16483767696088353,1051
brd-k94390040,13.875097874866757,0.1111323503994005,1052
brd-k17025677,13.867277146788943,0.26208170251561363,1053
o-2050,13.867277146788943,0.20581955724184475,1054
ei-335,13.867277146788943,0.20581955724184475,1055
brimonidine,13.867277146788943,0.20581955724184475,1056
brd-k60067222,13.832868301241302,0.09794545733915296,1057
ha-1004,13.813005031702035,0.16111859683550053,1058
"(s,+)",13.790854223817265,0.10228310902683603,1059
stavudine,13.780528504706739,0.31539767532184576,1060
brd-a82628254,13.780528504706739,0.3741109085727397,1061
brd-k09186807,13.780528504706739,0.3741109085727397,1062
brd-k66909449,13.780528504706739,0.3741109085727397,1063
calcitriol,13.780528504706739,0.3741109085727397,1064
brd-k22828860,13.780528504706739,0.31539767532184576,1065
brd-k14609189,13.780528504706739,0.3741109085727397,1066
ncgc00241069-01,13.780528504706739,0.31539767532184576,1067
lenalidomide,13.780528504706739,0.3741109085727397,1068
ncgc00182617-01,13.780528504706739,0.3741109085727397,1069
brd-k86456986,13.780528504706739,0.3741109085727397,1070
a112550.cdx,13.777226361897867,0.2038423725991504,1071
medrysone,13.775211249643974,0.1871325432007662,1072
rifapentine,13.743913311254953,0.23802105620129285,1073
helveticoside,13.743913311254953,0.23802105620129285,1074
mls-0435541.0001,13.73543487699834,0.3417698130509152,1075
stk674938,13.727447086720655,0.10228310902683603,1076
