probe,log2FoldChange,pvalue,padj
200863_s_at,0.29453396432595014,0.01582435605178164,0.1017645384998125
200864_s_at,0.20010797111087797,0.31056323079586795,0.5611189874178485
200865_at,0.7291284552214812,0.18420562114930297,0.4234394260841387
200866_s_at,-0.3425584739378298,0.017171112086908323,0.10699773227980373
200867_at,0.27063669771789556,0.004761057646289762,0.05140050752532692
200868_s_at,-0.13910557702055115,0.08350538014841581,0.2700653680474818
200869_at,0.03672869313398053,0.7793573945931456,0.8933253882415716
200870_at,-0.012895589098047111,0.9275182412866785,0.9691776970242979
200871_s_at,-0.42507903404785274,3.950039407265922e-05,0.00391194347164918
200872_at,-0.13272818366048256,0.4110473241480761,0.6502539186242369
200873_s_at,-0.011614258678909195,0.934552022724823,0.9726586979157977
200874_s_at,-0.5274250508083913,0.0004916673349645165,0.014349799429201083
200875_s_at,-0.5570709128806346,0.01642038082273221,0.10400663612079075
200876_s_at,0.1620283194814789,0.1391109184643752,0.36065254172677985
200877_at,0.11549108632114091,0.2820354550223632,0.5342532545999306
200878_at,-0.10303977093921368,0.537452871937101,0.7480109381540395
200879_s_at,-1.978736648837299,0.00020025991876902028,0.008942668877615387
200880_at,-0.12190219725090046,0.4729137051207245,0.7009428012982452
