entrez,log2FoldChange,pvalue,padj
1,19.08864857142857,0.0043082074141325075,0.1642274720440266
2,-231.71057142857217,0.5059401024137861,0.8267895350190668
3,-4.295259714285713,0.47209862481475157,0.8096723468269351
9,20.372714285714295,0.2988033610449898,0.7162869942623122
10,-2.1827414285714286,0.3379294538738639,0.7399100112351732
12,-253.47658857142858,0.05659213800970363,0.423627484348377
13,4.586380285714286,0.2575256334293498,0.6864937440666088
14,8.318714285714265,0.73027573687667,0.9185369168333688
15,2.6998041428571433,0.2347426729030046,0.6689542187517865
16,41.03240000000011,0.5045927400260457,0.8261051641191774
18,-34.46335714285712,0.16445971572559184,0.6021261582280608
19,-122.68640000000016,0.6734218565030103,0.8986244601152489
20,9.638811428571415,0.29308704256310414,0.7120080488001275
21,-23.451174285714284,0.0007703371852339143,0.08450054609046628
22,-7.1351085714285745,0.412613540894213,0.7793334239014142
23,-14.785457142857183,0.682118055419729,0.9019994327623315
24,-2.9254785714285703,0.10080081074937644,0.5178519748799356
25,-43.61971428571428,0.3268668388299386,0.7334281779877249
26,10.945143428571427,0.47104356567225686,0.8092254575520028
27,-45.662657142857114,0.010855148104466106,0.23463842307196892
28,-7.278056000000001,0.3058773995205642,0.7205037374958332
29,-93.7417142857143,0.2450604333245886,0.6770429101577504
30,55.13005714285714,0.17819974028048238,0.617042295560887
31,-35.63435714285714,0.1853306787963543,0.6247268960842961
32,-19.363328571428582,0.7844686802401762,0.9395059085461269
33,1.7473485714285708,0.8514688946933989,0.9605516007135622
34,-88.87682857142858,0.0673729480558371,0.452564979448057
35,-11.465594285714282,0.13619021919701435,0.5691889464050177
36,-29.17245714285714,0.09568594718342323,0.511466898808325
37,-377.75419999999986,0.06690700732064868,0.45176947838341186
38,-40.88125714285724,0.5768625406858794,0.8599618118660828
39,-14.849705714285705,0.36413677756133067,0.7542212491254974
40,2.403780000000001,0.5142604685223912,0.8306317062002568
41,-1.0661871428571388,0.827151425523475,0.9531985286225312
43,7.317774285714284,0.02605836832393906,0.32292413601798914
47,-80.97411428571422,0.20956287424067305,0.6499365586930648
48,-62.408914285714275,0.3684234370159951,0.757074623907744
49,2.2202185714285694,0.6200455491404401,0.8785619499186574
50,-12.860400000000027,0.8191672605885844,0.9506509823848506
51,-27.32034285714286,0.2606537493067626,0.6879445788234684
52,-37.12671428571423,0.2553119249452712,0.6850122434185251
53,46.70131428571432,0.4338208790228156,0.7915649985844345
54,-589.9237428571429,0.11358019634978278,0.5373249364545657
55,14.303066000000001,0.03470505316757697,0.35889895629606033
56,13.50806028571429,0.0023007218879315043,0.12844946279580252
58,717.3137565714286,0.439805975765263,0.7939907431092358
59,-71.18399999999883,0.9466424012638356,0.9867061917662799
60,4880.89714285714,0.07842076566639067,0.47678009109730707
69,-19.744277142857143,0.46215127229597247,0.8054625833577885
70,23.211259999999996,0.5727907265929909,0.8581588233208814
71,1611.6114285714284,0.3240339117932129,0.7313636941584344
72,-16.254597142857136,0.8512845251385427,0.9604420340469619
81,-39.85400000000004,0.8364769115866014,0.9562249910181814
86,28.442000000000007,0.3400646436218419,0.7412113152838052
87,-317.9533714285715,0.27759099891928246,0.7011266164323818
88,19.049029142857147,0.4502438979404596,0.7991003414884966
89,8.43636285714285,0.5782731292753942,0.860609707118057
90,-154.6433428571429,0.026570934493760558,0.32529463579184026
91,-6.374774,0.09253217539589915,0.5046409077570966
92,-8.462114285714279,0.5029021865410911,0.8248688140977427
93,9.975851428571424,0.46783110181071014,0.8082450266592852
94,-16.374571428571443,0.6844230818387647,0.902518574254243
95,2.4707729428571428,0.20138740397997887,0.6424410860142828
97,13.202574285714292,0.48544315885793715,0.815974094855417
100,64.10453428571427,0.02141619566886415,0.30500924672965546
101,40.35389428571428,0.08138392725463538,0.4833078600814481
102,-20.28485142857143,0.04473382457234006,0.39270846761549455
103,220.33971428571408,0.016697465082243484,0.2771184197717312
104,-11.553020000000007,0.05415757200643926,0.4169339973883507
105,2.7167934857142853,0.16452555509865752,0.6021261582280608
107,-30.301171714285708,0.2752744091179278,0.6991461034103005
108,-44.16882571428571,0.000130637294556797,0.04579710421978574
109,-39.96437142857147,0.11001042804121945,0.531641372609825
111,-6.145295142857145,0.28557220674898404,0.7065321802099618
112,-6.396171428571421,0.5445977052029775,0.8453369935821687
113,15.821314285714323,0.8449017866411966,0.958717236079819
114,-13.602285857142856,0.015485851055986414,0.2681092167466932
115,-10.610279999999989,0.7802298626059146,0.9382618584342012
116,37.67060488571428,0.054453022851171366,0.4178581969313659
117,1.8599799999999966,0.6065629312793233,0.8729794243705356
118,-39.89545714285725,0.4942345618743397,0.8201534299995042
119,16.21068285714286,0.014884965539476786,0.2642736478427515
120,215.78485714285716,0.12282126833272362,0.5519108636324731
123,-8.683448285714277,0.4798216328754195,0.8132703124312516
124,1.8661371428571432,0.6305534870963697,0.8825573661894285
125,-125.60703185714283,0.6985099789233805,0.9073870724282913
126,-5.359776857142855,0.6987751276358165,0.9074174407108995
127,-12.439694285714296,0.24675779920671642,0.6783897136102969
128,-76.62322857142851,0.32976194970223494,0.7350718015851544
130,-4.42488742857143,0.0687561591166445,0.4552187957488298
131,-0.22574257142857412,0.9549748296028115,0.9892229583912765
132,6.585771428571519,0.8609908490818071,0.9635753903270644
133,27.22014285714289,0.7755973273430107,0.9363892555693554
134,-9.575782857142855,0.21714988980349867,0.6556012298283652
136,-18.464477142857135,0.2352478217221884,0.6695033937219245
140,-126.07636,0.07253617234089511,0.46455607622565775
141,10.706714285714284,0.16736485235830487,0.605849246097147
