entrez,log2FoldChange,pvalue,padj
1,6.81071428571429,0.3527439242950983,0.6701509455100768
2,-441.45892857142826,0.29847241024482424,0.6290814596273963
3,-27.89642857142858,0.039314905719094385,0.29089823228305467
9,72.96874999999997,0.03849576392286455,0.2890847070195864
10,-3.464285714285716,0.3727676812544141,0.6858941995186483
12,356.30714285714294,0.35733572998651864,0.6733527843189009
13,-0.6419642857142858,0.9201076342694348,0.9717834372823395
14,10.821428571428577,0.432299320025289,0.7275392155328104
15,-2.4187499999999993,0.4378027190995883,0.7314996689414169
16,66.10892857142858,0.38576652033463626,0.6955475695586413
18,115.17857142857144,0.08366595532830555,0.38597957526741083
19,-146.8553571428572,0.24352130505390934,0.5807863622169026
20,-14.94732142857142,0.15071891138426494,0.4823834502098393
21,3.6089285714285744,0.5763374462136598,0.8154397952945933
22,-93.89732142857142,0.012302341874735776,0.20862435599475662
23,35.452678571428606,0.25480676976705185,0.5919726558783659
24,-6.856250000000001,0.05487940900379298,0.32895432874049996
25,91.09464285714279,0.2176264835184538,0.5566656367893081
26,-15.91875,0.11853774575845195,0.44075248554718016
27,33.38303571428574,0.41486425828281087,0.7170582404960859
28,-14.30357142857143,0.3225038965254023,0.6477493529651993
29,90.98660714285717,0.003407480083676522,0.15595317694243888
30,36.23750000000004,0.36631100064910455,0.6803754966732817
31,-36.60089285714284,0.1731443993702199,0.5105252675169483
32,-557.4348214285712,0.09469011356232392,0.40456617643881343
33,-41.70624999999998,0.031092842081368827,0.26886198072317047
34,-1216.2946428571427,0.019758845520730945,0.2365299129704636
35,-0.47410714285715727,0.9644340043352034,0.98778965381803
36,-215.08839285714288,0.0027554777362248516,0.15053197737333318
37,-156.6205357142856,0.2231000903343706,0.5615802244956469
38,-1256.3410714285712,0.009582541492963014,0.19669047889675625
39,19.70714285714284,0.09760068774032818,0.40916487972211213
40,1.9062500000000009,0.5823004302184457,0.8185976066874169
41,-5.449999999999999,0.11325900850289257,0.43360202725483354
43,-9.373214285714287,0.09895657051776868,0.4111146888912329
47,402.6776785714287,0.2698001781599235,0.6050304916200749
48,37.46160714285719,0.5569210418214869,0.8051630959223068
49,-4.203571428571429,0.463575685354454,0.7484458952379528
50,-135.66875000000002,0.0773534369990581,0.37527055616002675
51,-19.431250000000006,0.13369603416038328,0.4608140484029433
52,-51.53392857142859,0.5871225294303545,0.8217190773083461
53,45.64642857142857,0.07232863912900701,0.36575733854776715
54,168.86607142857142,0.014938904276401613,0.21818107295044226
55,3.686607142857145,0.5723937827921839,0.8135056994100172
56,-7.428571428571431,0.030367556534516497,0.26636906811580535
58,-4211.699107142857,0.017778669420902133,0.22973005559210727
59,-694.1741071428573,0.1421633065838147,0.47179706482317874
60,1573.3642857142859,0.19301665237820415,0.531941401722784
69,1.9991071428571452,0.7911418759624417,0.9211543755366131
70,-630.7312499999999,0.042315623923575324,0.29818429748925734
71,1257.4303571428582,0.19398012898869038,0.5329657393874001
72,-49.783928571428575,0.2627864415460073,0.5991346770997018
81,15.698214285714272,0.5456996016752567,0.7982269174807282
86,78.78839285714287,0.0449357408845136,0.304419953119964
87,476.71607142857135,0.061767805476865105,0.3460858979394643
