entrez_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,dataset
147920,236.8143728525475,4.2997055196859675,0.1927259337993407,22.30994778400018,2.958410209879655e-110,4.889364553868105e-106,GSE150910
6273,5629.345657278947,3.8450816359939566,0.200219697856151,19.204312448600724,3.40603815318058e-82,2.8145796278807724e-78,GSE150910
2274,1196.0891674632844,2.0755866094321673,0.1091985553306304,19.00745484358949,1.4795914392791779e-80,8.151069238988992e-77,GSE150910
83416,373.7137052891761,2.613992396292314,0.1407256165219098,18.57509997751786,5.1109826795053874e-77,2.1117302686046388e-73,GSE150910
1294,1062.7934564878487,2.298423208383557,0.1276487253473977,18.005845355121,1.7530277455774448e-72,4.82871492519307e-69,GSE150910
346689,80.03710815398365,-2.5166597767240337,0.1405894975731614,-17.900766559140656,1.1630993062139273e-71,2.7460774619710822e-68,GSE150910
389840,19.330778118196232,-2.4816317090344135,0.1413272139077327,-17.559475209456675,5.033845510645814e-69,1.039929559430542e-65,GSE150910
115908,403.8233941862756,2.475070604015644,0.1419019918006908,17.442113198044588,3.951876584641141e-68,7.256962701596015e-65,GSE150910
1001,927.5260778631616,2.5251117017299873,0.1449776510009199,17.41724799854817,6.1043424580880454e-68,1.0088646780482114e-64,GSE150910
6579,58.41253565598378,-3.798462100895348,0.2198331036067329,-17.278844899040088,6.789413812537181e-67,1.0200785643618364e-63,GSE150910
79783,186.73333043385952,1.9770237238374868,0.1154705108429458,17.12145992431335,1.026679086012436e-65,1.4139937712106274e-62,GSE150910
57669,714.7312395296788,-1.611927894307479,0.0942482163683567,-17.103006894130186,1.4094126755125369e-65,1.7917971760150537e-62,GSE150910
23287,606.2399606955614,-0.8132900663151974,0.0478496414420446,-16.996784966513307,8.674900236773133e-65,1.0240719729510685e-61,GSE150910
91683,29.15566810998,2.6031688951439937,0.1537174113745613,16.934769274775803,2.4933408366205795e-64,2.7471629337885543e-61,GSE150910
339761,27.293874893583027,2.291971066746999,0.1360586724588668,16.845461045049557,1.1328265520260617e-63,1.1701390265834199e-60,GSE150910
84513,1843.3406980696795,0.8788031958061266,0.0524372757794038,16.759131414513718,4.856675330587305e-63,4.7215454816833176e-60,GSE150910
57699,371.8708899839037,1.9988785692475224,0.1198366760163611,16.68002347607354,1.8314692774851148e-62,1.6815940416109164e-59,GSE150910
56649,721.4562675308318,3.558790676006206,0.2135510466772265,16.664824318960928,2.3618152784309404e-62,2.054406374033061e-59,GSE150910
51280,1404.3023973890124,1.3538808757607677,0.0827820901934734,16.35475587287729,4.0231748433342316e-60,3.3245505317892426e-57,GSE150910
148,137.70330065572296,-2.484784435288215,0.1519992190464978,-16.347350011897753,4.5431226322731596e-60,3.5754375115989764e-57,GSE150910
570,55.96080041299966,3.1804591125451926,0.1951082307791034,16.300999193345298,9.709180808088137e-60,7.293801418876027e-57,GSE150910
3075,5842.540975996967,1.2618740330619027,0.0775444280730481,16.272916886732293,1.5366022208723701e-59,1.1041489088851157e-56,GSE150910
83648,48.54595495420171,-2.915935962238014,0.1796009506715203,-16.23563768084441,2.822990088733867e-59,1.9439815498543593e-56,GSE150910
408,1259.2311461752904,-0.9754427211890424,0.0601324055891741,-16.22158155210499,3.549361546390348e-59,2.3464119310877316e-56,GSE150910
1300,397.1039389040051,3.315380704901136,0.2049278235545669,16.178284858514274,7.176587151737171e-59,4.561825225260009e-56,GSE150910
84824,127.75956890943284,2.807190372928092,0.1736861853275461,16.162427470176457,9.28329775041423e-59,5.682409700781331e-56,GSE150910
2196,90.8066523691474,3.5020868473967632,0.2168859640758428,16.14713456594231,1.1896091409144625e-58,7.021667954247614e-56,GSE150910
2596,26.233947425820535,2.7896290102916943,0.1731121004691292,16.114581261112733,2.015244222988578e-58,1.1484807335631803e-55,GSE150910
23213,1104.1964725789487,1.9412322757336395,0.1211107173941533,16.02857548449592,8.071180437390025e-58,4.446413302958164e-55,GSE150910
83959,271.2481778356665,2.4312701843918427,0.1533305733750355,15.856395309010754,1.2697579819650989e-56,6.55790317748037e-54,GSE150910
7162,504.3652041143568,1.26302861262216,0.0797615116530736,15.835063634648256,1.7827871465215568e-56,8.928522172897503e-54,GSE150910
53836,206.07708837218615,4.126702944607227,0.2608927166017729,15.81762418805364,2.352018578302928e-56,1.1432885601062496e-53,GSE150910
64220,116.51212185170162,3.028430288909213,0.1915795878730412,15.807687669294586,2.7539056564534442e-56,1.3003942509773163e-53,GSE150910
10563,845.22223300769,4.286876695732527,0.2741922996595456,15.634562681210898,4.233714137803723e-55,1.943627598763393e-52,GSE150910
3899,295.5163314546586,-1.7250790623557042,0.1103545393019622,-15.632153178904444,4.396906194794014e-55,1.9639910454421803e-52,GSE150910
3241,3454.5213197708813,-1.1947088430438169,0.0768644618032086,-15.543058716817088,1.773145452546958e-54,7.711782866906205e-52,GSE150910
51237,5147.707467378159,2.7929105685056377,0.1798725730723772,15.52716192802682,2.272154273961351e-54,9.628690688656221e-52,GSE150910
221687,91.9069600694826,-1.766523571045238,0.1139917253697582,-15.496945636318031,3.6377930859410365e-54,1.503045158283688e-51,GSE150910
1816,13.74057747783542,2.8926474563962974,0.1868060487705015,15.484763343771732,4.3967750122542485e-54,1.7723292835981948e-51,GSE150910
1311,413.9330226011964,3.111449598230977,0.2017385514365023,15.423178049388902,1.1433653233316862e-53,4.499142547310185e-51,GSE150910
148113,57.706455574508205,2.997451867063506,0.1945483844732727,15.407230829384249,1.4635011186954394e-53,5.624949532251052e-51,GSE150910
80014,971.6200785848928,-1.4209207679658755,0.0922343871435254,-15.405542466008791,1.5022317782343343e-53,5.642587408836099e-51,GSE150910
10331,156.7200207679997,2.9670005490269222,0.1928635856789218,15.38393335674246,2.0980545150183892e-53,7.705454882157537e-51,GSE150910
