gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,dataset
BAIAP3,638.8662100352352,0.971019900526654,0.1629387811887855,5.959415514478428,2.5314169321991425e-09,1.4172333210858817e-08,GSE150910
TSR3,216.42866212805632,-0.2572911612167821,0.09465972962818713,-2.718063554875903,0.006566522360993415,0.013830115338363471,GSE150910
PIGQ,2596.7433165613984,-0.03185441535082861,0.05188533387090256,-0.6139387178289443,0.5392558238210596,0.6237116704315402,GSE150910
CRAMP1,542.9202610241995,-0.12092762822978362,0.04829238747664738,-2.5040722678757654,0.012277295408812769,0.024279000235287212,GSE150910
SELE,32.5271085268292,0.8675867902594259,0.3283769460032599,2.642045371391002,0.008240701577641061,0.016933243189565312,GSE150910
DNAJC11,257.7595390169208,0.10656548233730055,0.07082609223924345,1.5046076801376111,0.1324249705740541,0.19561918919175836,GSE150910
FMO3,108.49920825349243,0.1628675537385567,0.1117980847273579,1.456800929423272,0.1451713392814155,0.21149918232580697,GSE150910
MYLIP,1006.2678343188295,-0.7414184802614241,0.06465159686588684,-11.467906690679602,1.9122922888163664e-30,9.160711494860315e-29,GSE150910
NOX1,15.619897538857304,-0.21928438675204612,0.13621096489900125,-1.6098879184553372,0.10742232697354241,0.1631173096188658,GSE150910
PSMB1,206.81611829146087,0.048624693334677796,0.10223106036468046,0.475635224375282,0.6343342760679489,0.7080671741574355,GSE150910
SYN1,73.16065765977184,0.7591239537561394,0.1572281234572851,4.828169013683955,1.3779412412945428e-06,5.440333228589324e-06,GSE150910
JARID2,84.05952775162406,-0.0014185051712509238,0.0902530217398362,-0.01571698258857098,0.9874601785241494,0.9909979578861194,GSE150910
CDKL5,241.80306082775243,-0.5753170066289875,0.06992860062726215,-8.227206056869042,1.9163064634173688e-16,2.5727698554751304e-15,GSE150910
CAMK1G,10.5719876231474,-0.9244942616997943,0.38640278602782885,-2.392566242090221,0.01673100760987965,0.03202414919255061,GSE150910
CDK11A,1603.806845580052,-0.2459218809906489,0.08414728248025811,-2.9225172072353605,0.0034721443512836818,0.007771415180615575,GSE150910
NADK,2946.8735464582687,-0.1609160733182982,0.04220760754806761,-3.8124898013951847,0.00013757390761779268,0.0003968727476347111,GSE150910
DLEC1,766.4018058494715,1.6916825475580104,0.20905836433786648,8.091915159271139,5.873381631642453e-16,7.42688433252906e-15,GSE150910
CYTH3,220.23816255790666,-0.012500151729326373,0.11423543215981016,-0.1094244709630829,0.9128658252638219,0.9355059396578216,GSE150910
ADAM22,66.91025061352488,0.10950997543669566,0.08610029523163303,1.2718885009869512,0.2034127380513403,0.28141656803737664,GSE150910
SYPL1,3493.164835414957,-0.08214814423356558,0.036284360706747246,-2.2640096899458326,0.023573518805842256,0.04350151242788689,GSE150910
CYB561,653.3940505355557,-0.08216181131003318,0.08603683866141063,-0.954960835246083,0.3395975031019245,0.42846995448244185,GSE150910
SPAG9,1690.493919196117,-0.5051647858948506,0.07852683026010351,-6.43302148095879,1.250919642154107e-10,8.329552347252589e-10,GSE150910
CELSR3,38.31710286310789,0.14885317629119346,0.07986374847070332,1.8638390902199855,0.0623443044400929,0.1015837838392404,GSE150910
AASS,430.4339945523287,-0.32585077264293,0.091538470372619,-3.55971397945053,0.0003712589239165188,0.0010014356513086838,GSE150910
PLEKHG6,177.55751602621413,0.4235965551141915,0.10636636240823902,3.9824296471511196,6.821432060920029e-05,0.00020651732491449955,GSE150910
SS18L2,1409.5224055418118,0.08600026656887627,0.046683149336535244,1.8422121855770044,0.06544411869606936,0.10611154220444799,GSE150910
MPND,850.4624325654662,-0.15317171801598467,0.0531670142991754,-2.880953915412179,0.003964736057309132,0.008755370499618923,GSE150910
MGST1,2625.1190058127086,-0.07653994950122443,0.09643182467472305,-0.793720846405256,0.42735796151282035,0.5178112192025207,GSE150910
CRY1,210.3662174639521,-0.1355714887371273,0.11547743369366949,-1.1740085001954748,0.24039162093282085,0.3220788319227816,GSE150910
NFIX,1900.3201080072224,-0.18524495739099237,0.067327003172432,-2.751421400957938,0.005933725740380046,0.012627695765034898,GSE150910
