gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,dataset
TSPAN6,1145.1499211085795,0.7914919395449294,0.08807989667675746,8.986067983817112,2.5623351058914513e-19,4.615329048970077e-18,GSE150910
DPM1,2073.133249776242,0.08551706061362979,0.04292128922761788,1.9924159351346673,0.04632544037147016,0.07850908049828624,GSE150910
SCYL3,211.16408297040195,-0.01238475435498877,0.05072837637659598,-0.24413859144726333,0.807123484990319,0.852375929894298,GSE150910
C1orf112,111.62590278434612,0.13185209140320742,0.0471545031582825,2.7961717878910175,0.005171190537730998,0.011154302534205195,GSE150910
FGR,3398.822962401784,-0.708077870856365,0.09965925568708373,-7.10498855299132,1.2033251282240648e-12,1.0293661694699338e-11,GSE150910
CFH,5842.540975996967,1.2618740330619027,0.07754442807304812,16.272916886732293,1.5366022208723701e-59,1.1041489088851157e-56,GSE150910
FUCA2,1773.5133077467847,0.06392834216774608,0.047800222205479616,1.3374067989252485,0.18108988636526502,0.2554953518831087,GSE150910
GCLC,880.387446524503,0.8419275458628472,0.0870200366846147,9.675099872851487,3.847158334100171e-22,8.955209265869511e-21,GSE150910
NFYA,606.8047866577549,-0.198625325680098,0.04817026676693645,-4.12340099009857,3.7331896857094076e-05,0.00011837415506356056,GSE150910
STPG1,184.36036579950988,0.31467542437806606,0.10069227759768311,3.125119739920419,0.0017773269637411933,0.004214935102561443,GSE150910
NIPAL3,672.046842509004,-0.2322733490906134,0.04400554036911697,-5.278275124957278,1.304055707742987e-07,5.885343714327784e-07,GSE150910
LAS1L,1055.8148570129454,-0.018555240672753496,0.028300552100286116,-0.6556494236225838,0.512049717607671,0.5989981372382488,GSE150910
SEMA3F,1101.9740388620125,-0.5476511350432686,0.08848395283848001,-6.189270681012178,6.044321413602708e-10,3.6739426260614914e-09,GSE150910
CFTR,475.1927620966176,-0.30646624295521363,0.09120943547841655,-3.3600278452302734,0.0007793461717495199,0.001984019436306888,GSE150910
ANKIB1,168.02007540063423,-0.19704763075503431,0.10594678649420709,-1.8598735957490167,0.06290341183686492,0.10246448722923975,GSE150910
CYP51A1,102.87323888796824,-0.6827513112232761,0.1363727840367361,-5.006507097775144,5.542661883048063e-07,2.3050722934357154e-06,GSE150910
KRIT1,1043.8691790003584,-0.09956444791538063,0.036800255576968546,-2.7055368598497744,0.006819407971906401,0.014295326680834235,GSE150910
RAD52,544.3166595312778,0.09665724488543323,0.08689119016608143,1.1123940724103931,0.2659687521312927,0.35067209451435627,GSE150910
BAD,3730.9318543460545,-0.0656058936018035,0.05111071675382954,-1.2836034743513527,0.19928073347512165,0.27667277235747106,GSE150910
LAP3,5072.807526207139,-0.13452172053694916,0.0686814427491412,-1.958632712889993,0.05015581567523406,0.08416338365972112,GSE150910
CD99,1898.7433482376114,0.07141610939356623,0.07067788634086188,1.0104448943074513,0.3122821880916413,0.39992930822088774,GSE150910
HS3ST1,83.4717635164125,1.20136364057959,0.1729108186146243,6.94788012806263,3.708158661303463e-12,2.972101755352198e-11,GSE150910
AOC1,47.39412652695385,1.4843457905458157,0.11944348520155376,12.427180838210393,1.8608166088787864e-35,1.4856867678714832e-33,GSE150910
HECW1,15.269241462129296,1.0205095914901363,0.14841380943144106,6.876109409222832,6.150926706114399e-12,4.8178372356375676e-11,GSE150910
MAD1L1,975.1468115424353,-0.19729114379570184,0.0667848257605903,-2.9541312947786897,0.003135505763562446,0.007073505835980964,GSE150910
LASP1,638.8523092505447,0.014792637645682647,0.07079843262062893,0.2089401855115707,0.8344949329264384,0.8738324625530791,GSE150910
SNX11,974.5440666873731,-0.14484321148127557,0.03138874623930319,-4.614494965074814,3.9405232717305075e-06,1.4520630571212955e-05,GSE150910
TMEM176A,1337.841209226996,0.6572061680503243,0.09460088250144252,6.947146270441006,3.727491801884657e-12,2.9847023745032814e-11,GSE150910
M6PR,4044.506059138483,-0.0545236331411881,0.04143010379372658,-1.3160390186964526,0.1881609468124663,0.2636933747112381,GSE150910
KLHL13,152.49354586409657,1.5073162920310952,0.12542337776234025,12.01782569504107,2.8640896861532663e-33,1.8007554213344897e-31,GSE150910
CYP26B1,182.57795875246256,-0.147626152394031,0.15037833696928943,-0.9816982643196774,0.3262485207550221,0.41463467414013,GSE150910
ICA1,908.5329863427538,0.04611211014015119,0.04711193963657892,0.9787775773160602,0.3276898911245413,0.41617850077732216,GSE150910
DBNDD1,222.44515086471108,0.20417267337201983,0.0781330247894405,2.6131418042785577,0.00897140701142664,0.018286931879359654,GSE150910
ALS2,199.09594088830926,-0.11248232251619354,0.057030518812066604,-1.9723180651197996,0.048573308644393916,0.08189870148601287,GSE150910
CASP10,707.4034818573533,0.03547732779156924,0.04087557943748699,0.8679345535841623,0.38543016161349297,0.4760128740835599,GSE150910
CFLAR,6236.149770052764,-0.48796970036761916,0.07471054074075334,-6.531470600124299,6.512700790862978e-11,4.499332356547815e-10,GSE150910
TFPI,3063.3894454256556,-0.7293419676075784,0.07260608861879232,-10.04519016906257,9.646144123612165e-24,2.558937783803182e-22,GSE150910
NDUFAF7,342.5988472140992,0.014290713296291658,0.0626122727648235,0.2282414080378247,0.819458571906788,0.8619099992301587,GSE150910
RBM5,5379.443654729044,0.0375857309483984,0.05260319170599791,0.714514266709653,0.47490923743530045,0.5631645954719962,GSE150910
MTMR7,19.486161462628765,-0.18874349804864646,0.12898169367022727,-1.463335553115116,0.14337558384668508,0.20921492797405652,GSE150910
SLC7A2,513.1795677540906,0.42482446238525196,0.10298663132323628,4.1250447453892125,3.706626873010239e-05,0.0001176030376852375,GSE150910
ARF5,783.5679249651336,-0.11763295888254507,0.05299163793320137,-2.219840025153164,0.02642962887979275,0.048031941554468306,GSE150910
SARM1,314.9796776740218,0.031739822787355806,0.05193238560682847,0.6111759052944875,0.5410831328593373,0.6253483172563823,GSE150910
POLDIP2,9.663255306336573,-1.102963869671837,0.5290544817810614,-2.084783151177002,0.03708898879607256,0.06474957333293833,GSE150910
PLXND1,8356.128885412563,-0.333734929430675,0.061842925022581284,-5.396493282114571,6.795595494299362e-08,3.187930931997887e-07,GSE150910
AK2,5180.584528300371,0.0696362309300037,0.03602153091995742,1.9331835474938783,0.05321359078738667,0.08854822945460526,GSE150910
CD38,156.29080099230973,1.448655401074735,0.1503849078072706,9.632983935670554,5.801969169880509e-22,1.3317936732029885e-20,GSE150910
FKBP4,398.21060739205507,-0.21454783562056368,0.14075171600615669,-1.524299963853933,0.1274337961983681,0.18935804821290494,GSE150910
KDM1A,1783.238078058128,0.04769805409192298,0.026252007894471352,1.816929748141975,0.06922787096989697,0.111361594658311,GSE150910
RBM6,3561.051583975894,0.20759058794209698,0.06940067135131772,2.9911899107032975,0.0027789261147807445,0.006348812814346331,GSE150910
CAMKK1,310.34721710683425,-0.053668828068753935,0.06385427502444284,-0.8404891927472357,0.4006341585608446,0.4912658212297877,GSE150910
RECQL,340.20074558584867,-0.12145661476617896,0.10222382358221829,-1.188143922913349,0.23477671226092267,0.3161537296126676,GSE150910
VPS50,174.5928725767089,-0.08295829513828096,0.06323906051958293,-1.3118204865265457,0.1895807109096891,0.26527135408180114,GSE150910
HSPB6,10.018655491615625,0.1267366507915829,0.23048567623831526,0.5498677959516278,0.5824100540051724,0.6622284803951486,GSE150910
ARHGAP33,734.4741460096707,0.20449804085367823,0.09809125132862144,2.0847734949223655,0.0370898657193034,0.06474957333293833,GSE150910
NDUFAB1,177.83829170257172,0.2497403010894016,0.07649212342379572,3.2649152606961174,0.0010949682920229238,0.0027001702420565298,GSE150910
PDK4,635.5847305686376,-0.17264812743034,0.20958976642979776,-0.8237431167144729,0.4100855348500948,0.5005527056475271,GSE150910
SLC22A16,72.60986899200392,0.32963214382536693,0.09578633280510714,3.4413275273421013,0.0005788673761364618,0.0015056564566268968,GSE150910
ZMYND10,3028.35226457355,1.6524773946754217,0.2330082646089879,7.091926105919248,1.3225813267969953e-12,1.1243982298340504e-11,GSE150910
ABCB5,13.497618262300314,0.5983315964006621,0.14449463323429884,4.140856881725594,3.460108090382246e-05,0.0001103961513701687,GSE150910
ARX,115.72125675579638,1.2880414256808062,0.5302098441854962,2.429305000286225,0.01512780018417461,0.029231515683836525,GSE150910
SLC25A13,630.5828761233324,0.009439247861390082,0.03918037279607088,0.24091776539545015,0.8096188528232446,0.8542243858918388,GSE150910
ST7,1344.1131197661398,-0.46100924398326115,0.04890351951893861,-9.42691341069488,4.223339272472562e-21,9.017975213973389e-20,GSE150910
CDC27,815.0467605971968,-0.05315288639541716,0.0556923257042247,-0.9544023476000231,0.3398800183922339,0.4286954944645081,GSE150910
SLC4A1,26.573737264697883,-0.5873577790975529,0.10872549458837687,-5.402208390232915,6.582541379244535e-08,3.090615379965183e-07,GSE150910
CALCR,2.69321328539598,-1.7751940305511293,0.3194197508379827,-5.557558747992231,2.7357391932292733e-08,1.342445417057607e-07,GSE150910
HCCS,321.7766271013013,0.023183651324056063,0.04292412468567683,0.5401077248243136,0.589122743675051,0.6682061344257476,GSE150910
DVL2,393.39590582332175,0.12434051948262201,0.06518363274575764,1.9075420354002055,0.056450433085529335,0.09316519948118068,GSE150910
PRSS22,930.02118802675,0.9830842959058375,0.1261157512475634,7.795095269075924,6.435990246011324e-15,7.177301673132872e-14,GSE150910
UPF1,1777.516653824705,0.03890765285346583,0.03305211545256835,1.1771607451057255,0.23913135334218405,0.32065913806785196,GSE150910
SKAP2,45.6532099552326,-0.6313226342974236,0.1454432920251068,-4.340678937523245,1.4204314245003777e-05,4.8075916757562445e-05,GSE150910
SLC25A5,654.598325577104,0.012237367637162381,0.09902697970165074,0.12357609687815603,0.9016509193212396,0.9268883960702947,GSE150910
MCUB,154.17806142805475,0.32280262703672863,0.08129159936077791,3.9709223286911546,7.159491964645866e-05,0.00021576390171353433,GSE150910
POLR2J,2924.270041188244,-0.014674466610638376,0.047043997116809635,-0.31193069275558927,0.755093196012683,0.8093012484112588,GSE150910
DHX33,40.2852295716097,-0.02411275159855144,0.13117206424940014,-0.18382535745343892,0.854150462741944,0.8888392329515243,GSE150910
MEOX1,115.11843655952165,2.5638115335370797,0.2194065955462333,11.685207216101368,1.5170912147650887e-31,7.909453156600195e-30,GSE150910
THSD7A,28.085569033873362,0.43457453100040916,0.14288339094417182,3.041462888924637,0.0023543158546672303,0.005457191883602429,GSE150910
LIG3,563.0133827502707,0.07809930384285486,0.04654815858627118,1.6778172588311435,0.09338277902974464,0.1443180464769581,GSE150910
RPAP3,539.894908362882,0.3482125429507769,0.0487235819656107,7.146694247490809,8.889256958057014e-13,7.732249986621488e-12,GSE150910
ACSM3,679.0667524325364,-0.46655122988179804,0.09161102919708054,-5.092740841041288,3.529239648988672e-07,1.501744172987533e-06,GSE150910
REXO5,103.02927726211034,0.35376270719727965,0.07104449534859897,4.979452742417939,6.376432000415913e-07,2.6332656589423737e-06,GSE150910
CIAPIN1,1033.5608401739285,0.03534308483029686,0.03768126077271747,0.9379485745839606,0.3482708386151322,0.43724340244547927,GSE150910
SPPL2B,1574.1033015033743,0.38668913590674314,0.08081193304819151,4.78504994647442,1.709448178911167e-06,6.645977429514199e-06,GSE150910
FAM214B,1117.7029757569185,-0.2088954842188716,0.05197161685829052,-4.01941476611091,5.834288330090005e-05,0.00017876025812272434,GSE150910
COPZ2,661.2060257713695,0.4079526492850408,0.0994994598418935,4.1000488840169105,4.1306287762866535e-05,0.00012998267666734485,GSE150910
PRKAR2B,4.634336579633804,-1.1930471953026922,0.5051364832518929,-2.361831375992226,0.018184911564035785,0.03451728878130463,GSE150910
MSL3,175.12219637740975,-0.045522982309585354,0.10387386600956444,-0.4382525081466951,0.6612032488940109,0.7311947871844309,GSE150910
CREBBP,1488.443093203839,-0.1613466372829727,0.06466938048618193,-2.494946388383109,0.012597616202020032,0.024833111041362724,GSE150910
TSPOAP1,1068.6075758215723,0.24849321985055545,0.09130526450426506,2.721565083894454,0.006497358951094393,0.013696664717440948,GSE150910
MPO,87.8290209941745,-2.1733153329833423,0.2049318572164507,-10.605063373274701,2.8227256031589597e-26,9.405481057138735e-25,GSE150910
PON1,40.25553148234477,-0.47783257688959757,0.14183976355050734,-3.368819609738333,0.0007549081769840718,0.0019268521144425877,GSE150910
GCFC2,775.1684121807799,0.06013496515180567,0.04021487511850796,1.495341337616885,0.13482538189690338,0.19849092166489596,GSE150910
WDR54,1564.2271115353271,0.9008119330616989,0.12093423250447886,7.44877537489922,9.421061599360289e-14,9.158934414860442e-13,GSE150910
CROT,485.58449844860365,0.6089389165097107,0.06229033764656045,9.775816595582944,1.4299945849332792e-22,3.400506547509684e-21,GSE150910
ABCB4,24.61778596497458,1.0796909112885873,0.1578586941550138,6.839603716906173,7.941254703891076e-12,6.110107844097199e-11,GSE150910
KMT2E,1490.594024871303,-0.2600160183380877,0.04948541921146685,-5.2543965976514615,1.4851055305834005e-07,6.656994603729824e-07,GSE150910
RHBDD2,3699.406282437902,-0.06909310441565575,0.04844912457750863,-1.4260960341011115,0.15384062340520313,0.2220932899211908,GSE150910
SOX8,10.093757262247774,0.6312045121029234,0.16023832455106296,3.939160708721578,8.176714722211127e-05,0.00024450255873707853,GSE150910
IBTK,453.0744543227318,0.18964152641699428,0.04906066968170705,3.8654492009045027,0.00011088492738145229,0.0003248706248596458,GSE150910
ZNF195,779.0501322781957,0.04796192200520622,0.054706924063057695,0.8767066112129267,0.38064601490911654,0.4712944831752409,GSE150910
MYCBP2,1523.7805481629016,0.06172289322266637,0.041814232472480874,1.4761216354572082,0.13991124175674552,0.20491679867743773,GSE150910
FBXL3,166.74684691034741,-0.2673585192174367,0.051807188472549046,-5.160645213532507,2.461001824750551e-07,1.0672520902034205e-06,GSE150910
ITGAL,1353.6206500062501,-0.5960854065443987,0.10151828379348075,-5.871704921224031,4.313359897701023e-09,2.332686486561021e-08,GSE150910
PDK2,1021.5193484936981,-0.19096355305535434,0.07307402674774191,-2.613289037903681,0.008967542706430985,0.018281309770468098,GSE150910
ITGA3,2668.448043997625,-0.44269940960625714,0.07824448996339345,-5.65789884774472,1.5323739935776687e-08,7.744814982219612e-08,GSE150910
ZFX,485.75855115266336,-0.2551530546911003,0.0636816716879304,-4.006695300674079,6.157421364992718e-05,0.00018768665234089753,GSE150910
LAMP2,3826.6781024723937,-0.07203329519911941,0.05657693038135654,-1.273192000937119,0.20294991836069332,0.2808703149177004,GSE150910
ITGA2B,117.5604677543876,-1.1638257709162434,0.15192256367049248,-7.660651208075225,1.849926406892112e-14,1.9486127295542343e-13,GSE150910
ASB4,34.87707639623722,-0.12888402988181208,0.17259151458695635,-0.746757627049369,0.45520987736996954,0.5444925557858787,GSE150910
GDE1,856.2285664616606,0.10275488124201132,0.062208383794991405,1.6517850966943854,0.09857836786836985,0.15124440083183704,GSE150910
REX1BD,2169.715934506318,0.08839462530133901,0.057437511769415334,1.5389703101381198,0.12381154461491212,0.18483190913713787,GSE150910
CRLF1,1674.1867205976228,1.8583077207966698,0.1647572529000201,11.279064733643924,1.6650674144107267e-29,7.397464827410237e-28,GSE150910
AC003665.1,392.72680930940953,0.36239730888309535,0.10600207908938246,3.4187754805971005,0.0006290360701947107,0.0016256574092428436,GSE150910
TMEM98,3256.030670802638,0.43351185969398864,0.055999123834376434,7.741404329398932,9.832466826013766e-15,1.0740329096730305e-13,GSE150910
YBX2,16.737942012895672,0.7487993204021017,0.15775597503184138,4.746567096751578,2.0689811181962727e-06,7.952104869867396e-06,GSE150910
MAP3K14,269.34033592563657,0.0943754237169053,0.08691201414022871,1.0858731632272922,0.27753511158705046,0.3631976236597659,GSE150910
ABCC8,207.07930912252226,-0.6404950377788269,0.2308667039231705,-2.7743066752145236,0.005531950235788542,0.011852027683027903,GSE150910
TMEM132A,743.9176718722621,0.38479313431264994,0.08554232176038397,4.4982778862433666,6.850611726738791e-06,2.4406134944559602e-05,GSE150910
AP2B1,2703.9852282442143,-0.09272094221779471,0.03387572900915899,-2.737090682025639,0.006198520387870233,0.013136329355174229,GSE150910
TAC1,23.488737019573858,1.1953941172044533,0.3562641019809224,3.3553594385674748,0.000792619249937843,0.0020140864612119822,GSE150910
ZNF263,773.7236839888075,-0.12903423322812693,0.04431971695179129,-2.9114408236966796,0.0035976604785394437,0.008028427589632918,GSE150910
CX3CL1,85.49292216310475,-0.6806721034048183,0.17206054358994174,-3.956003446246283,7.621406172008435e-05,0.00022855920850078644,GSE150910
SPATA20,1618.2309602300961,0.3699382316770129,0.05344133373959339,6.922324084942038,4.442933566807679e-12,3.525125446885766e-11,GSE150910
CACNA1G,25.413940494504065,1.5622599924772622,0.1335503450539774,11.697910565830734,1.3063038628691618e-31,6.853740933853536e-30,GSE150910
TNFRSF12A,6850.439099543384,0.27556565546506745,0.15783372573635296,1.7459237826355003,0.08082419665916511,0.12742457751457226,GSE150910
MAP3K9,97.51114617450624,0.0658034881388227,0.0915520597414733,0.7187548628030873,0.4722919732173184,0.560664375905949,GSE150910
RALA,156.00212366585913,-0.4247364867416938,0.1264047646813812,-3.360130354360411,0.000779057049380263,0.0019835889470201213,GSE150910
BAIAP2L1,108.84130448676594,-0.4195271969724014,0.08734220879991961,-4.80325838717268,1.5610422842402476e-06,6.110692996598431e-06,GSE150910
KDM7A,250.6806459211945,-0.16979005649157847,0.05637334281700355,-3.011885547442926,0.00259630467476046,0.005972042777977191,GSE150910
ETV1,909.0348810666877,-0.7462260545092364,0.09068319415965749,-8.22893438441775,1.8888620435099357e-16,2.537985609194204e-15,GSE150910
AGK,662.4638527372806,-0.00348092421025909,0.026274817457825183,-0.1324813851074881,0.8946035457715076,0.9214778934849301,GSE150910
ALDH3B1,517.7326004955586,-0.0023127891127836925,0.11500731743345143,-0.020109930084422495,0.9839556786861955,0.9884385437886807,GSE150910
TTC22,32.05080393484809,0.21661408299572657,0.10929183684859402,1.9819786110449402,0.047481634593198194,0.08026275697266917,GSE150910
PHTF2,487.8425815490791,0.2455640058238682,0.05869842293341818,4.183485578520776,2.8707330895489477e-05,9.28829400371485e-05,GSE150910
CCL26,65.74067424699236,-1.0315079463884744,0.1913386734891128,-5.391006050050658,7.006431552369652e-08,3.280319950878562e-07,GSE150910
FARP2,528.8852536900202,0.0303982753598387,0.05306968920111786,0.572799197007515,0.5667806628480465,0.6483477093509518,GSE150910
USH1C,61.29178806710534,2.208645255997,0.23647196852599112,9.339987609373848,9.634539243477392e-21,1.9829393533866856e-19,GSE150910
GGCT,695.2356641225916,0.4549736459419199,0.07309700938080306,6.22424432676457,4.838825187152996e-10,2.9873464276457816e-09,GSE150910
DBF4,221.20476862739784,0.3152123297526497,0.05901842613411723,5.340913853519934,9.247919789199744e-08,4.262140835362637e-07,GSE150910
TBXA2R,147.53721952874182,-0.25105720751194277,0.10004100740461802,-2.509542976676918,0.012088750452036561,0.023946116117977683,GSE150910
IFRD1,782.9223236696537,-0.3573706163587653,0.11056485769468781,-3.232226078069067,0.0012282983557058923,0.0029980928850614806,GSE150910
LGALS14,14.786377070633778,-0.02304206755088092,0.11400878137685495,-0.20210783127937826,0.8398324257262596,0.8776286940091921,GSE150910
COX10,49.59828192051304,0.1354806280607203,0.1004561160705299,1.348654849104457,0.17744785430801524,0.2508400932598827,GSE150910
GTF2IRD1,554.4802061684804,-0.032454727652575975,0.0709683097204533,-0.4573129581416875,0.6474461171164203,0.7194715486640402,GSE150910
PAF1,166.6269320583853,-0.22137665101763612,0.10169919238653485,-2.1767788496907157,0.02949707184801504,0.05284532319047638,GSE150910
VPS41,860.8534774287625,0.02888499661317037,0.05650270897595297,0.5112143671812897,0.6092009594784664,0.685662234901976,GSE150910
ARHGAP44,677.5428935066751,-0.5700767416286759,0.06358172121797977,-8.966047642438916,3.073450705505755e-19,5.461819334397163e-18,GSE150910
ELAC2,933.1878349684465,0.16248024746036413,0.039786975869648696,4.083754643546845,4.431381961999482e-05,0.0001388650923131692,GSE150910
SCIN,207.6304319956584,-0.1277519363221268,0.09970184588886519,-1.2813397303047755,0.20007436355548136,0.2775647617293243,GSE150910
ARSD,179.68939423229094,-0.04942254331542438,0.07261257853635256,-0.6806333601096622,0.4961035126438321,0.5835660322750614,GSE150910
PNPLA4,392.65115024243596,0.04530353370407198,0.0726425069971819,0.6236504710090676,0.5328571569499915,0.6175687400359404,GSE150910
ADIPOR2,116.39414193005935,-0.5773646778658177,0.09963208962919516,-5.794967063469405,6.8334590680589184e-09,3.607044970227076e-08,GSE150910
CDKL3,212.22399437292688,0.07115304234013843,0.05504637891973571,1.2926016885486362,0.19614885531347226,0.2730586364357948,GSE150910
UPP2,4.057610510601385,0.7685458600823998,0.1687006620178835,4.5556777957452725,5.22169260399015e-06,1.8916903477892418e-05,GSE150910
PRSS21,346.42830495214844,-1.0588429715193133,0.19107781882473165,-5.5414227461459,3.000239328983005e-08,1.4678790820042072e-07,GSE150910
MARK4,307.5325010811722,0.09147454972310391,0.05230441714640648,1.74888766023442,0.08031044000855243,0.12671752786861204,GSE150910
PROM1,671.3949306650625,2.509801624033404,0.26019054188215884,9.64601405523073,5.11035793344103e-22,1.1812431547689497e-20,GSE150910
CCDC124,480.13103955626246,-0.04050152636692781,0.0536547733484739,-0.7548541134239978,0.4503365208916913,0.5397571746157794,GSE150910
CEACAM21,467.9871255985942,-0.3307682876145723,0.09849817629881673,-3.3581158559840856,0.0007847571388264536,0.001997486713904943,GSE150910
PAFAH1B1,1076.208188340295,-0.34274720241935314,0.11808076680519479,-2.9026505475257,0.003700192662125121,0.00823056313956149,GSE150910
NOS2,62.339775357029346,-1.7134074179058134,0.17232816858774502,-9.942700789705142,2.7136806822265303e-23,6.8681471110502095e-22,GSE150910
DNAH9,586.4131833895716,1.7445700581966386,0.24132427902292372,7.229152678959913,4.860167905470277e-13,4.367808318309259e-12,GSE150910
KIAA0100,567.8524835196691,0.09256282048350048,0.0740028542099708,1.2508006815638335,0.2110072061738244,0.2900296154719557,GSE150910
SLC13A2,14.849675610641185,-1.816182935761063,0.28006372925408424,-6.484891637336423,8.879558158856018e-11,6.031749185836968e-10,GSE150910
GAS7,1148.2282787389245,0.42874181205092377,0.08234925133932751,5.2063838477930355,1.9255612831811276e-07,8.484071268231004e-07,GSE150910
TRAPPC6A,1564.0440967824372,-0.17609343110830306,0.054206499530917045,-3.2485667333650086,0.0011598799841845242,0.002844959409115113,GSE150910
MATK,392.6418679784705,0.03921344287477592,0.09288172769980824,0.4221868374532495,0.6728886482065906,0.7408611673157749,GSE150910
CEACAM7,6.894787442167134,1.670840980555417,0.19500718261184274,8.568099688313467,1.0520670470116403e-17,1.6084655028641424e-16,GSE150910
CD79B,604.8063589059896,1.5245112667261136,0.12607099511061975,12.092482219153156,1.1573630391578446e-33,7.530605885103031e-32,GSE150910
SCN4A,6.026360527169895,1.0348899927341948,0.17326312358597276,5.972938564856732,2.3301766748991428e-09,1.3107838633784252e-08,GSE150910
ST7L,622.5956664866952,0.05602967835635846,0.03757514360749512,1.4911367722672446,0.13592558966114085,0.19987919034875656,GSE150910
TKTL1,34.05515557865615,-1.358218146591582,0.18161045790443484,-7.478744133260704,7.503620327693825e-14,7.3816864973688e-13,GSE150910
PAX6,13.275626029781176,0.274471560486228,0.09462975162998899,2.9004785044711623,0.003725933924901414,0.008282247475029678,GSE150910
RPUSD1,281.54990527744667,0.08323382161424751,0.07213367639049256,1.1538829819745329,0.24854814709831607,0.3311103681358915,GSE150910
RHBDF1,1886.980951727551,-0.33416119654158627,0.06690184097555081,-4.994798224815741,5.889731309479818e-07,2.439588705558219e-06,GSE150910
LUC7L,3209.0060084444794,0.11956150099652267,0.06529090471497971,1.831212195916955,0.06706887706820344,0.10834203218709787,GSE150910
CACNA2D2,2272.9745615506845,-1.3835784652685115,0.14656446391045055,-9.440067724150817,3.725385376597275e-21,7.996031703769243e-20,GSE150910
