entrez_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,dataset
64771,1970.6141461102873,-0.3511078304690775,0.0437559272535486,-8.024234715323118,1.021608054054765e-15,1.2118523885303177e-13,GSE213001
24141,90.29939385278922,1.6433532725925497,0.2047870896146074,8.024691769804466,1.0178117508649672e-15,1.2118523885303177e-13,GSE213001
84101,70.99411436375752,-1.2563071908054104,0.1566318273557687,-8.020765715462623,1.0508799621121773e-15,1.2368364554078086e-13,GSE213001
56129,104.54399617669525,0.7885108385078543,0.0983314360085795,8.018909013380583,1.0668849481503488e-15,1.2459396700686052e-13,GSE213001
1809,4773.114930628544,0.6565751187672163,0.0819491978216182,8.011977374036125,1.1287863734954072e-15,1.308089747439101e-13,GSE213001
27013,824.6293541664108,-0.2774433150430406,0.0346441080452736,-8.008383840636682,1.1622566674836223e-15,1.336595167606166e-13,GSE213001
6469,45.15780285949783,-1.3308128961083237,0.1662942878029114,-8.002757723618117,1.2166317487305249e-15,1.3885270677746482e-13,GSE213001
5738,1242.2745668480525,0.9954568879314978,0.1246078783470495,7.98871549003521,1.3635196269273406e-15,1.544467908245142e-13,GSE213001
7267,2652.875580271841,0.2966420469757486,0.0371668958090321,7.981351159912039,1.4474003940125388e-15,1.6272452937163358e-13,GSE213001
56952,120.02238492870296,0.6557085343293219,0.0821943990332124,7.977533044123465,1.4928694511556596e-15,1.6659317245674086e-13,GSE213001
33,221.7750529062989,-1.412101234222748,0.1770830426177978,-7.974231825632886,1.5333149276173418e-15,1.6860868163908944e-13,GSE213001
55332,1643.174262431947,-0.8745496375962144,0.1096597414643097,-7.975120367038695,1.5223238518447005e-15,1.6860868163908944e-13,GSE213001
55862,957.4414420207428,-0.4400878372758348,0.0551980870187853,-7.972882051620034,1.5501610726039984e-15,1.692259170926032e-13,GSE213001
9625,295.7132905114286,-1.1973502373711595,0.1502011609372876,-7.971644359467238,1.5657685044989937e-15,1.6970001813149169e-13,GSE213001
6938,1728.8584535730076,0.4459860242887594,0.0559691425302229,7.968426960408235,1.6070680331035585e-15,1.729319994193222e-13,GSE213001
27115,189.78547100616947,0.9948316079908496,0.1249659308896641,7.960822609077462,1.7089925099893245e-15,1.8259554725524234e-13,GSE213001
56062,103.40257172184845,1.2779172044942957,0.1608998084026904,7.942316508519393,1.984397872424962e-15,2.1052784470480317e-13,GSE213001
4353,47.82750387433998,-1.771658926475903,0.2231302947308621,-7.940019658078537,2.021492132091042e-15,2.1296348930036045e-13,GSE213001
58472,582.7238617036927,-0.6013571752429752,0.0757647240165238,-7.937165785911427,2.0685348280489068e-15,2.1640609155942215e-13,GSE213001
57484,218.3248705944019,0.8434709477369747,0.1063188740056824,7.933407455875556,2.132134566299161e-15,2.2152142925032317e-13,GSE213001
730005,138.53297681038845,-1.1868880229755423,0.14967243713318,-7.929903766579529,2.193157688178e-15,2.247613644381059e-13,GSE213001
6737,368.7135860031155,-0.5435846981002251,0.068547311537135,-7.930065905002593,2.190296175146688e-15,2.247613644381059e-13,GSE213001
284716,97.87048875566218,-1.4791554097142705,0.1866150219724918,-7.926239774696739,2.258812564303635e-15,2.299257519002315e-13,GSE213001
56922,549.9218817663899,-0.7303510077830297,0.0921845031787034,-7.922709160423788,2.3239071395321945e-15,2.3455134677809346e-13,GSE213001
84446,67.99397187734576,0.9342465647521808,0.1179292109970665,7.922096288555852,2.335393429586062e-15,2.3455134677809346e-13,GSE213001
57546,176.0559560072851,-0.7163282222927431,0.0904451160596356,-7.920032097923636,2.3744927556704907e-15,2.368988964514963e-13,GSE213001
55214,524.1258335503671,-1.143270604994456,0.1444138347683208,-7.916627979781675,2.4403853098012345e-15,2.4187108350102373e-13,GSE213001
5432,898.3954894066817,-0.343843757684717,0.0434415301994769,-7.915093140270117,2.4706806137273008e-15,2.432732251359594e-13,GSE213001
11157,185.98385585577276,-0.3146970067947625,0.0397865175636866,-7.90963939709034,2.581355129019634e-15,2.5252022739403113e-13,GSE213001
6037,8.010979130048334,-2.198823980990628,0.2782874428435357,-7.901269128506435,2.760778278330561e-15,2.683298371809671e-13,GSE213001
3752,398.6777831579245,0.9252646857654188,0.1172649501336439,7.8903771733234676,3.012746026863372e-15,2.9094242881215834e-13,GSE213001
9683,1020.5392391127882,-0.4222836186968107,0.0535749401904709,-7.882110874888483,3.2189619265132405e-15,3.0887682434982153e-13,GSE213001
55,66.52525861451701,-1.0798781375654016,0.1372423433080499,-7.868403522821966,3.591953961589814e-15,3.424859900718389e-13,GSE213001
9034,207.19028348478145,-0.9586748240257952,0.121923857920109,-7.862897716490973,3.7534749864906715e-15,3.556358532797608e-13,GSE213001
168544,197.632606472668,-0.6799911898948321,0.0865176613552119,-7.859565078892056,3.85469512115526e-15,3.62943637501275e-13,GSE213001
1259,11.969883155096577,1.9384666970387725,0.2467233675612676,7.856842731191249,3.9393695902589886e-15,3.686124402313768e-13,GSE213001
11161,465.40906194128416,-0.6344563568216641,0.0808161960317414,-7.850609011249113,4.14021821566264e-15,3.850147371540598e-13,GSE213001
440026,516.9659991954428,-0.7154091770402604,0.0912426755138017,-7.840729932695197,4.4793489860420686e-15,4.1399627285106603e-13,GSE213001
727936,175.76752606853495,0.839362059741634,0.1071621435638234,7.83263596478665,4.777460972121575e-15,4.3885639966470443e-13,GSE213001
29101,1155.653241325357,-0.3499569206416493,0.0446855611799422,-7.831543599339026,4.8191616900677905e-15,4.4000406582346217e-13,GSE213001
6296,146.23526852590717,-0.9641597849330968,0.1231659959935876,-7.828132896219941,4.951683766077201e-15,4.4938021648164475e-13,GSE213001
60312,971.3154727653064,0.5528686632342378,0.0706379900788993,7.826789276092216,5.004869149304981e-15,4.5148714810945826e-13,GSE213001
11261,1659.1196612582985,-0.4791668172183341,0.0612804442106866,-7.8192451668744996,5.314102321193407e-15,4.765294730284445e-13,GSE213001
7086,2793.260014932333,-0.6082572998904032,0.0778574386181677,-7.812449403498212,5.608716212514103e-15,4.99972246991272e-13,GSE213001
8604,472.6570932326997,0.4498045228132718,0.0576095925058384,7.807806013689236,5.819205801226795e-15,5.156843258557745e-13,GSE213001
10234,208.26709615794172,1.3854130808443244,0.1775272571559134,7.803945732274704,6.0001001708959265e-15,5.286053162254219e-13,GSE213001
64393,808.0547949999924,0.8090841094384537,0.1038213699210865,7.793040200234589,6.541579750466128e-15,5.729587147719314e-13,GSE213001
186,135.1581872051916,-2.6655385923771293,0.3423192487440296,-7.78670379231375,6.877994259724605e-15,5.989421012875791e-13,GSE213001
5099,434.8256344767258,1.1634707559675117,0.1494442737237858,7.785315067460705,6.953969261814902e-15,6.020778559151809e-13,GSE213001
79930,431.4803331127412,-0.9461963288144244,0.1215477972105105,-7.78456171587949,6.9955289356396405e-15,6.02215105230921e-13,GSE213001
535,925.9664132985504,-0.386136765135942,0.0496402560408932,-7.778702124699868,7.327236053512993e-15,6.271864269668935e-13,GSE213001
3075,7265.517719519727,1.03768994547365,0.1336521256829844,7.764111047025125,8.221983882584128e-15,6.997976677464966e-13,GSE213001
10066,1250.279397176523,-0.382308798529765,0.049270840488184,-7.7593317820800864,8.537802648895218e-15,7.225954882337442e-13,GSE213001
1669,14.60284080892948,-3.2275944668808614,0.4160695877571039,-7.757342910544786,8.672720086584002e-15,7.299135648289833e-13,GSE213001
8999,114.42663703219064,-1.272853176440516,0.164141034614811,-7.754631128209434,8.860063234796924e-15,7.371544406632506e-13,GSE213001
25801,700.8814049911232,-0.8190301986338364,0.1056270546142972,-7.7539812278640925,8.905549830780724e-15,7.371544406632506e-13,GSE213001
10263,605.8097731920366,-0.7334319646881416,0.0945726561784383,-7.755222220937868,8.818891183226726e-15,7.371544406632506e-13,GSE213001
