"","gene_id","log2FoldChange","stat","pvalue","padj","dataset"
"55146","55146",-0.1129575,-1.64347589462693,0.106730447710031,0.266128343739663,"GSE53845"
"8836","8836",0.26773,1.64312496110526,0.106803310569637,0.266245256481736,"GSE53845"
"23243","23243",0.139375,1.64257258038974,0.106918081393484,0.266438602204526,"GSE53845"
"1267","1267",0.123,1.64256401666048,0.106919861513928,0.266438602204526,"GSE53845"
"10808","10808",0.28827,1.64259664037816,0.106913080234946,0.266438602204526,"GSE53845"
"56253","56253",0.327485,1.64240659462655,0.106952588742132,0.266471568937009,"GSE53845"
"9212","9212",0.14282,1.64219707028613,0.106996160464893,0.266563928970081,"GSE53845"
"57338","57338",0.109395,1.64186857083016,0.107064502895978,0.266685578294964,"GSE53845"
"6338","6338",-0.26341,-1.64178160117348,0.107082602403658,0.266714458328775,"GSE53845"
"165918","165918",-0.159245,-1.64139045425271,0.107164036024492,0.26688486162936,"GSE53845"
"54544","54544",0.365532500000001,1.64130113964316,0.107182637694483,0.266898763770047,"GSE53845"
"120379","120379",0.6312525,1.64132921326248,0.107176790481075,0.266898763770047,"GSE53845"
"23630","23630",0.3548925,1.64108019400409,0.107228665661793,0.266933555605508,"GSE53845"
"79955","79955",-0.3037775,-1.64113833189909,0.107216552660299,0.266933555605508,"GSE53845"
"5967","5967",0.14237,1.64100186432252,0.107244987379283,0.266956741093473,"GSE53845"
"3177","3177",-0.0954650000000001,-1.64093529478059,0.107258860207079,0.266975064867061,"GSE53845"
"10569","10569",-0.1233175,-1.64060361241841,0.107328003336661,0.267114734539462,"GSE53845"
"9551","9551",-0.1480725,-1.64039776806403,0.107370932339884,0.267140495535848,"GSE53845"
"150223","150223",0.1139975,1.64047056386769,0.107355749115069,0.267140495535848,"GSE53845"
"8175","8175",0.101185,1.64027997141335,0.107395505232063,0.267165839020824,"GSE53845"
"414926","414926",-0.0883125000000001,-1.6402366258197,0.107404548466611,0.267165839020824,"GSE53845"
"8454","8454",-0.1131875,-1.6397274151542,0.107510832164111,0.267374992037399,"GSE53845"
"84222","84222",0.2618025,1.63946623321672,0.107565380008581,0.267478201137302,"GSE53845"
"7272","7272",0.1932725,1.63922790633495,0.107615174289919,0.267551833324929,"GSE53845"
"10238","10238",-0.179735,-1.63925705363171,0.107609083456332,0.267551833324929,"GSE53845"
"7767","7767",-0.0870575000000001,-1.63919958142419,0.107621093541335,0.267551833324929,"GSE53845"
"5164","5164",-0.13349,-1.63903520219635,0.107655450246773,0.267621018621092,"GSE53845"
"79682","79682",0.2733225,1.63883790776512,0.107696698342076,0.267674868575721,"GSE53845"
"7327","7327",-0.1634675,-1.63872315598255,0.107720695284814,0.267718282516662,"GSE53845"
"200008","200008",-0.0950875000000001,-1.63819130145065,0.107831973941291,0.267962357209098,"GSE53845"
"119032","119032",0.1872825,1.63802819944418,0.107866118179522,0.268014717008691,"GSE53845"
"140732","140732",-0.0762675000000001,-1.63759210902976,0.107957453930707,0.268209150527722,"GSE53845"
"6860","6860",0.396955,1.63725231153796,0.108028665622416,0.268353546835447,"GSE53845"
"115426","115426",0.1698725,1.63715426012387,0.108049221478513,0.268387231569503,"GSE53845"
"51095","51095",0.177715,1.63687984872364,0.108106767053641,0.268466229509345,"GSE53845"
"83538","83538",0.888472500000001,1.63663823270442,0.108157455961016,0.268559574515603,"GSE53845"
"7442","7442",0.158505,1.63653645486332,0.108178813858125,0.268596340349005,"GSE53845"
"4669","4669",-0.15094,-1.63643335498065,0.108200452692065,0.268626406885384,"GSE53845"
"27433","27433",-0.12465,-1.63634585515578,0.10821882012161,0.268646865160209,"GSE53845"
"10645","10645",-0.3277075,-1.63624161717248,0.108240704443951,0.268668657355733,"GSE53845"
"642620","642620",0.0853850000000001,1.63624736192961,0.10823949826255,0.268668657355733,"GSE53845"
"374969","374969",0.1882725,1.63604861268282,0.108281234450649,0.268720453512295,"GSE53845"
"146225","146225",-0.3531575,-1.63552802211947,0.108390617691554,0.268919229657893,"GSE53845"
"116085","116085",0.113125,1.63549736096708,0.108397062831683,0.268919229657893,"GSE53845"
"151306","151306",-0.2171825,-1.63548012732126,0.108400685574537,0.268919229657893,"GSE53845"
"3750","3750",0.0904525000000001,1.63531082840449,0.10843627972306,0.268986197439106,"GSE53845"
"4087","4087",-0.0878475000000001,-1.635151405646,0.108469806180938,0.269041866510494,"GSE53845"
"138162","138162",0.674257500000001,1.63504350586314,0.108492502203109,0.269065605512187,"GSE53845"
"442524","442524",0.1351575,1.63492500705663,0.108517432124801,0.269094878257943,"GSE53845"
"253039","253039",-0.1452825,-1.63487916729083,0.108527077203389,0.269102519826971,"GSE53845"
"100129775","100129775",-0.0747875,-1.63483269953183,0.108536855130849,0.269110489862409,"GSE53845"
"130026","130026",0.1645575,1.63421893107673,0.108666074134271,0.269382008555845,"GSE53845"
"81031","81031",0.1217925,1.63386849941935,0.108739908098639,0.269532448584982,"GSE53845"
"55195","55195",0.0831900000000001,1.6336497720025,0.108786013461587,0.269614129959807,"GSE53845"
"157922","157922",0.135525,1.63338452240141,0.108841946584291,0.269671247882277,"GSE53845"
"341056","341056",-0.1341225,-1.63301906265043,0.108919049413524,0.269797065366995,"GSE53845"
"170082","170082",-0.225015,-1.63292036994706,0.108939878731743,0.269832358364131,"GSE53845"
"389852","389852",-0.0833225,-1.63261216143256,0.109004947747477,0.269960909552798,"GSE53845"
"203523","203523",-0.0841775000000001,-1.63241120593716,0.109047390558931,0.27001709221622,"GSE53845"
"84872","84872",-0.18777,-1.63226081921746,0.109079161804872,0.270079451295352,"GSE53845"
"90390","90390",-0.173175,-1.6319701473477,0.109140591593911,0.270149979192849,"GSE53845"
"100290566","100290566",0.1272175,1.63138226079864,0.109264920121804,0.270425070928044,"GSE53845"
"100129515","100129515",0.077375,1.63132488848952,0.109277059621482,0.270438790636854,"GSE53845"
"6715","6715",0.139855,1.63116944761474,0.109309955132406,0.270503872551221,"GSE53845"
"286319","286319",-0.164485,-1.63060488443725,0.109429499942046,0.27066900926785,"GSE53845"
"374491","374491",0.2428375,1.63047485791837,0.109457047817409,0.270720815618855,"GSE53845"
"643616","643616",0.1022825,1.63043599843479,0.109465281821177,0.270724849479324,"GSE53845"
"607","607",0.108165,1.63029649319697,0.109494845988993,0.270781632519977,"GSE53845"
"153768","153768",0.106685,1.63021865056235,0.109511345350209,0.270806101288212,"GSE53845"
"100506533","100506533",-0.0982174999999999,-1.62994139743902,0.109570127801599,0.270919075102926,"GSE53845"
"79740","79740",0.750335000000001,1.62982359978763,0.109595110721108,0.270947873828113,"GSE53845"
"55343","55343",0.143265,1.62948620986781,0.109666691192741,0.271059460990017,"GSE53845"
"55591","55591",0.1076275,1.62893914366654,0.10978283744336,0.27123579482818,"GSE53845"
"158798","158798",0.924215000000001,1.62892892244926,0.10978500843779,0.27123579482818,"GSE53845"
"10916","10916",0.19522,1.62896784509421,0.109776741425029,0.27123579482818,"GSE53845"
"342357","342357",0.1180375,1.62883796628138,0.109804329138725,0.271252485068852,"GSE53845"
"83597","83597",-0.0834975000000001,-1.62877067847716,0.109818624042872,0.271255110895702,"GSE53845"
"10379","10379",0.19697,1.62872946355168,0.109827380663806,0.271260398025062,"GSE53845"
"8925","8925",-0.1580925,-1.6285671778277,0.109861865804545,0.271312883868592,"GSE53845"
"205428","205428",-0.0850550000000001,-1.62853203370295,0.109869334968435,0.271314987273737,"GSE53845"
"100505845","100505845",0.1022975,1.62845018145211,0.109886732591813,0.271334044153178,"GSE53845"
"3052","3052",0.1091525,1.6276641082192,0.11005392606784,0.271689003418922,"GSE53845"
"5459","5459",0.0879775,1.62759482233163,0.11006867272959,0.271709048221638,"GSE53845"
"54769","54769",0.1213775,1.62751477769951,0.110085711263717,0.271711719175371,"GSE53845"
"146880","146880",-0.0843275,-1.62749634093465,0.110089636071738,0.271711719175371,"GSE53845"
"9753","9753",-0.0775950000000001,-1.62736744993299,0.110117077498877,0.27176308778992,"GSE53845"
"1659","1659",-0.1019475,-1.62724949586291,0.110142195290545,0.271798652704156,"GSE53845"
"55080","55080",0.1732625,1.62722752332814,0.110146874759163,0.271798652704156,"GSE53845"
"55771","55771",-0.2569125,-1.62708308125596,0.110177640473454,0.271801408710261,"GSE53845"
"344405","344405",-0.2237725,-1.62704553258624,0.110185639370079,0.271801408710261,"GSE53845"
"80824","80824",-0.1992325,-1.62682168068534,0.110233335781499,0.271853640122795,"GSE53845"
"946","946",0.140895,1.62683261124423,0.11023100640285,0.271853640122795,"GSE53845"
"7316","7316",-0.166805,-1.62682261247835,0.11023313720832,0.271853640122795,"GSE53845"
"139135","139135",0.2467,1.62675456658126,0.110247639145946,0.271872561348719,"GSE53845"
"342945","342945",0.0679075,1.62672062835785,0.1102548726389,0.271874046923372,"GSE53845"
"2547","2547",-0.143085,-1.62621367218409,0.110362969804096,0.272068513625062,"GSE53845"
"51520","51520",0.1284375,1.6261874264636,0.110368568471215,0.272068513625062,"GSE53845"
"9885","9885",-0.13721,-1.62625141345443,0.110354919342371,0.272068513625062,"GSE53845"
"908","908",0.102955,1.62580652956424,0.11044984642192,0.272171287118201,"GSE53845"
"8386","8386",-0.1315175,-1.62582830057106,0.110445199487437,0.272171287118201,"GSE53845"
"100129884","100129884",-0.0961425000000001,-1.6258582954989,0.110438797450631,0.272171287118201,"GSE53845"
"79169","79169",-0.13277,-1.62579763531807,0.110451744909061,0.272171287118201,"GSE53845"
"1991","1991",0.3204625,1.62570038848229,0.110472504092453,0.27218151960763,"GSE53845"
"119749","119749",-0.0945250000000001,-1.62528552958911,0.110561099290039,0.272350701207138,"GSE53845"
"130752","130752",0.3064875,1.62511054656696,0.110598485135193,0.272410061909342,"GSE53845"
"10972","10972",0.167105,1.62467124556791,0.110692388967894,0.272559482774828,"GSE53845"
"1087","1087",0.11073,1.62439171324566,0.110752174852196,0.272641198975685,"GSE53845"
"84858","84858",-0.3051725,-1.6244141168366,0.110747382242506,0.272641198975685,"GSE53845"
"192666","192666",-0.113885,-1.62434264445207,0.110762672311823,0.272650670316087,"GSE53845"
"79891","79891",0.26118,1.62390226430286,0.110856920647345,0.272833528215448,"GSE53845"
"51440","51440",-0.10845,-1.62377809043434,0.110883507620282,0.272866203255001,"GSE53845"
"23523","23523",-0.181415,-1.62374324100112,0.110890970194862,0.272868189772496,"GSE53845"
"229","229",-0.06856,-1.62353575685267,0.11093540881919,0.272928398535061,"GSE53845"
"9409","9409",-0.1017525,-1.62332615961242,0.110980314738885,0.273006114135374,"GSE53845"
"219731","219731",0.07751,1.62333607285808,0.110978190506382,0.273006114135374,"GSE53845"
"23232","23232",-0.1330425,-1.62320313616647,0.111006679232576,0.273038205563359,"GSE53845"
"100132006","100132006",-0.0868250000000001,-1.62306465450203,0.111036362592566,0.273066942886011,"GSE53845"
"11155","11155",0.394,1.62305541538644,0.111038343214526,0.273066942886011,"GSE53845"
"84811","84811",-0.0976125000000001,-1.62272880594378,0.11110837811572,0.27322278550618,"GSE53845"
"56979","56979",0.09683,1.6226151175686,0.111132764760589,0.273260560623135,"GSE53845"
"10456","10456",-0.0833250000000001,-1.62244098262064,0.111170125900633,0.273319880138678,"GSE53845"
"11230","11230",0.1353875,1.62242046898686,0.111174527831042,0.273319880138678,"GSE53845"
"29985","29985",0.1044975,1.62220535204749,0.111220697371936,0.273416991980416,"GSE53845"
"3131","3131",-0.340775,-1.62213577913282,0.111235632819421,0.273437313124063,"GSE53845"
"388558","388558",-0.0835450000000001,-1.62189531658641,0.111287266278025,0.273531438007256,"GSE53845"
"284615","284615",0.09474,1.62170676163736,0.111327767488585,0.273598181803752,"GSE53845"
"11309","11309",-0.3461375,-1.62147233034668,0.111378139566668,0.273689165252225,"GSE53845"
"400891","400891",0.823872500000001,1.62147630289344,0.111377285834048,0.273689165252225,"GSE53845"
"79998","79998",0.0953525,1.62139405936657,0.111394961723103,0.27371409748575,"GSE53845"
"8364","8364",-0.2228,-1.62133140515731,0.111408428981409,0.273730783738106,"GSE53845"
"6819","6819",0.16945,1.62104990761249,0.111468952039577,0.273830259653844,"GSE53845"
"6591","6591",0.32873,1.62070508932242,0.111543125752159,0.273961655982819,"GSE53845"
"4104","4104",0.0966825000000001,1.62070788399279,0.111542524430474,0.273961655982819,"GSE53845"
"79781","79781",0.3805675,1.62039126406031,0.111610667465044,0.274063446491395,"GSE53845"
"284369","284369",0.0898625,1.62011825005331,0.111669452806155,0.274174954491429,"GSE53845"
"79023","79023",0.1540675,1.62005362797738,0.111683370908932,0.27419270702193,"GSE53845"
"55299","55299",0.1690625,1.6198057579518,0.111736769474916,0.274307351047968,"GSE53845"
"1802","1802",0.152945,1.61977476274114,0.111743448224467,0.274307351047968,"GSE53845"
"84830","84830",0.418885000000001,1.61961801644877,0.111777228390973,0.274373846855649,"GSE53845"
"3242","3242",-0.152985,-1.61953469588423,0.111795188065904,0.274401503274787,"GSE53845"
"252951","252951",0.0934125000000001,1.61922806988586,0.111861301244508,0.274498045907639,"GSE53845"
"3207","3207",0.1048525,1.61919578669983,0.111868263834938,0.274498702330029,"GSE53845"
"8409","8409",0.1072825,1.61907427226216,0.111894474298816,0.27454658565239,"GSE53845"
"5805","5805",0.158275,1.61862352054222,0.111991744328923,0.274670187084156,"GSE53845"
"9656","9656",-0.1309925,-1.61870259762299,0.111974674907541,0.274670187084156,"GSE53845"
"100506046","100506046",-0.078495,-1.61873031757222,0.11196869183527,0.274670187084156,"GSE53845"
"338661","338661",0.0752375000000001,1.61855130805344,0.112007333821513,0.274691989872115,"GSE53845"
"2010","2010",0.229395,1.61805297743019,0.112114963348339,0.274873736607182,"GSE53845"
"1439","1439",0.11363,1.61780439731885,0.112168683148447,0.274923243010898,"GSE53845"
"85236","85236",0.16515,1.61771784596941,0.112187392376712,0.274936227581901,"GSE53845"
"8332","8332",-0.1097025,-1.6172216030779,0.112294710877041,0.275154130810915,"GSE53845"
"158572","158572",-0.132445,-1.61713030088708,0.11231446516278,0.275181849627941,"GSE53845"
"6613","6613",-0.0713025,-1.61696264950571,0.112350745836032,0.275206681601134,"GSE53845"
"389856","389856",-0.125485,-1.61690468429254,0.112363292040567,0.275206681601134,"GSE53845"
"6010","6010",-0.0749275,-1.61689737398986,0.112364874390317,0.275206681601134,"GSE53845"
"348262","348262",0.0976775000000001,1.61694647758262,0.112354246032167,0.275206681601134,"GSE53845"
"644890","644890",0.4649425,1.61690546741706,0.112363122530618,0.275206681601134,"GSE53845"
"90333","90333",-0.0658000000000001,-1.61682865049871,0.112379750802129,0.275226675998286,"GSE53845"
"100272228","100272228",-0.16024,-1.61648226431198,0.112454756575736,0.275361026015599,"GSE53845"
"64881","64881",0.40129,1.61641439089018,0.112469458518031,0.275378905963475,"GSE53845"
"79966","79966",-0.276355,-1.61638654005984,0.112475491689375,0.275378905963475,"GSE53845"
"56666","56666",0.10754,1.61611134198817,0.112535120468868,0.275475547150492,"GSE53845"
"2335","2335",0.29095,1.61603384078234,0.112551917745645,0.275483769779204,"GSE53845"
"119710","119710",0.303615,1.61577123843383,0.112608848196171,0.275573760059867,"GSE53845"
"348174","348174",0.08705,1.61569108245314,0.112626230143548,0.275599846964217,"GSE53845"
"114548","114548",0.341655,1.61562279171338,0.112641040815472,0.275619639140269,"GSE53845"
"727982","727982",-0.0943475000000001,-1.61550966124164,0.112665579664659,0.275661755696595,"GSE53845"
"9877","9877",0.1082725,1.61540151880176,0.112689040633543,0.275671280786113,"GSE53845"
"4246","4246",0.758015,1.61502522108647,0.112770707512148,0.275805237890604,"GSE53845"
"100130705","100130705",-0.086515,-1.61490179137918,0.112797505601647,0.275821418838643,"GSE53845"
"130940","130940",0.1847925,1.61469527987671,0.112842353330306,0.275868746977481,"GSE53845"
"23582","23582",-0.1147825,-1.61461697244469,0.112859363001712,0.275873957137674,"GSE53845"
"8932","8932",-0.1327825,-1.61454505764393,0.112874985922907,0.27588198884223,"GSE53845"
"4135","4135",0.4038625,1.61453990017171,0.112876106410449,0.27588198884223,"GSE53845"
"83659","83659",0.705760000000001,1.6144689587833,0.112891519711547,0.275903213410432,"GSE53845"
"29070","29070",0.6542325,1.61442761383291,0.11290050343936,0.275908722716443,"GSE53845"
"23639","23639",0.4679625,1.61412158960711,0.112967016644774,0.276021911944919,"GSE53845"
"4245","4245",-0.183765,-1.61386656777758,0.113022468989985,0.2760915889293,"GSE53845"
"29789","29789",-0.0997100000000001,-1.61387053042188,0.113021607177301,0.2760915889293,"GSE53845"
"149483","149483",0.867572500000001,1.61366696861616,0.113065885569792,0.276181192038218,"GSE53845"
"80279","80279",0.205455,1.61363471557084,0.113072902486542,0.276181877871333,"GSE53845"
"84173","84173",-0.1413475,-1.61347392405723,0.113107889288465,0.276250876322574,"GSE53845"
"256933","256933",0.09189,1.61342223325623,0.11311913861447,0.276261894400362,"GSE53845"
"10520","10520",0.14627,1.61295522198137,0.113220814191914,0.276454555572558,"GSE53845"
"7516","7516",-0.0924800000000001,-1.61292623361104,0.113227127854708,0.276454555572558,"GSE53845"
"56126","56126",0.1526975,1.61290505705579,0.113231740286097,0.276454555572558,"GSE53845"
"388561","388561",-0.158845,-1.61282084764028,0.113250083313432,0.276480496529225,"GSE53845"
"4000","4000",0.3236825,1.61263671031958,0.113290201678364,0.276531420421083,"GSE53845"
"2999","2999",0.621222500000001,1.61241256382376,0.11333905249941,0.276611504357624,"GSE53845"
"80020","80020",-0.1213775,-1.61239330512902,0.113343250566051,0.276611504357624,"GSE53845"
"151903","151903",-0.1252025,-1.61180910578056,0.113470656082928,0.276872992882227,"GSE53845"
"25819","25819",0.3087875,1.61174470605046,0.113484707856827,0.276890801126512,"GSE53845"
"128989","128989",-0.110435,-1.61169877318143,0.113494731095925,0.276898778633318,"GSE53845"
"1992","1992",0.2901375,1.61138570653067,0.113563066072283,0.277016046463804,"GSE53845"
"344838","344838",0.2431225,1.61120229248142,0.113603116499556,0.277060764767404,"GSE53845"
"81631","81631",-0.15253,-1.6112372276199,0.113595487152782,0.277060764767404,"GSE53845"
"8241","8241",-0.1069,-1.6108887122276,0.113671616682256,0.277165404934433,"GSE53845"
"124935","124935",0.2075575,1.61090712226844,0.11366759416594,0.277165404934433,"GSE53845"
"5267","5267",0.100735,1.61080655902576,0.113689568219278,0.277177174115478,"GSE53845"
"51575","51575",0.16037,1.61019911284695,0.11382237451037,0.277417510101367,"GSE53845"
"126789","126789",0.116595,1.60949997851375,0.113975382504861,0.277707891050057,"GSE53845"
"147199","147199",-0.0826325,-1.60939041247376,0.113999376542546,0.277733343528694,"GSE53845"
"9495","9495",0.0792225,1.60907455183926,0.114068570303456,0.277819376407372,"GSE53845"
"55545","55545",0.1476425,1.60908348541125,0.114066612809212,0.277819376407372,"GSE53845"
"22826","22826",-0.1101775,-1.60899673890206,0.1140856215656,0.277844400605264,"GSE53845"
"440073","440073",0.183365,1.60893743631371,0.114098618017182,0.277859547321481,"GSE53845"
"84061","84061",0.1991525,1.60853210870035,0.114187479720123,0.278042918905157,"GSE53845"
"23373","23373",0.0717775000000001,1.60844592743824,0.114206380845137,0.278072427973789,"GSE53845"
"55223","55223",0.091795,1.60826094869327,0.114246958636795,0.278138192750347,"GSE53845"
"727832","727832",-0.0756150000000001,-1.60821819072383,0.114256339887088,0.278144515815854,"GSE53845"
"83943","83943",0.1419875,1.60765359359181,0.114380273139769,0.278396628004188,"GSE53845"
"219738","219738",0.18064,1.60726991163707,0.114464556407412,0.27853562898118,"GSE53845"
"23145","23145",-0.1405125,-1.60690671707146,0.11454438563923,0.278680264135321,"GSE53845"
"388228","388228",0.0777525,1.60681824675043,0.114563838028441,0.278711051988731,"GSE53845"
"51604","51604",0.1198625,1.60636145154651,0.114664318406048,0.278922400157104,"GSE53845"
"1364","1364",-0.272915,-1.60632875286577,0.114671513814242,0.278923354673939,"GSE53845"
"8835","8835",0.4017425,1.60568156511864,0.114814004121159,0.279161218490976,"GSE53845"
"9032","9032",0.16124,1.60559739162509,0.11483254701645,0.279161218490976,"GSE53845"
"283777","283777",0.0832625000000001,1.60552430003368,0.114848650608251,0.279161218490976,"GSE53845"
"158506","158506",-0.0814325000000001,-1.60568742408985,0.114812713516785,0.279161218490976,"GSE53845"
"4542","4542",-0.2037975,-1.60553384365075,0.114846547847733,0.279161218490976,"GSE53845"
"79663","79663",-0.1765325,-1.60512947559594,0.114935670285434,0.27931731857642,"GSE53845"
"5457","5457",0.1048125,1.60506682900422,0.114949482567523,0.279317773085311,"GSE53845"
"652764","652764",0.1822825,1.60475300965393,0.11501869352926,0.279469386908832,"GSE53845"
"55320","55320",-0.18363,-1.6044017488206,0.115096202063945,0.279608004065992,"GSE53845"
"120376","120376",0.2597275,1.60442725439074,0.115090572628522,0.279608004065992,"GSE53845"
"29800","29800",0.1679,1.60415351185415,0.115151003091215,0.279724560181291,"GSE53845"
"9530","9530",0.1024725,1.60409538078861,0.115163839217221,0.27973916748066,"GSE53845"
"29952","29952",0.110535,1.60386277716329,0.115215212855965,0.279847377197545,"GSE53845"
"57609","57609",0.36802,1.60374032682852,0.115242265124344,0.279879923593065,"GSE53845"
"84319","84319",0.15161,1.60351690237703,0.115291638311752,0.279966664936143,"GSE53845"
"256369","256369",-0.0840450000000001,-1.60285301964613,0.11543844684988,0.280190404975436,"GSE53845"
"10071","10071",0.076745,1.60277439226653,0.115455844246834,0.280191872708093,"GSE53845"
"84266","84266",-0.1133025,-1.60261581994814,0.115490937034818,0.280251445219434,"GSE53845"
"3217","3217",0.097165,1.60234367010469,0.115551185208863,0.28036445695132,"GSE53845"
"130733","130733",0.1421475,1.60228041791952,0.115565191542467,0.280365257588233,"GSE53845"
"149685","149685",0.1045675,1.60180129137401,0.115671332279451,0.280583656926757,"GSE53845"
"152579","152579",-0.1492325,-1.60146690248817,0.115745456137694,0.280719532779973,"GSE53845"
"283234","283234",0.3122375,1.60131106679192,0.115780013326112,0.280745894472794,"GSE53845"
"23617","23617",-0.0777325,-1.60094825264569,0.115860501208972,0.280882246308413,"GSE53845"
"127731","127731",-0.0820575,-1.60084681957977,0.115883011562441,0.28090359903394,"GSE53845"
"284836","284836",0.1018275,1.60084767046711,0.115882822716035,0.28090359903394,"GSE53845"
"6636","6636",-0.116715,-1.60048880448157,0.115962491760906,0.281046412614362,"GSE53845"
"10592","10592",0.139615,1.60039434166703,0.11598347009251,0.281080640370782,"GSE53845"
"58498","58498",0.12056,1.60011124699019,0.116046358265354,0.281183185915698,"GSE53845"
"9028","9028",0.1697225,1.60001514685927,0.116067712745144,0.2812183088613,"GSE53845"
"83460","83460",-0.114185,-1.59950048088835,0.116182131233979,0.281412381437533,"GSE53845"
"57380","57380",-0.083565,-1.59934818494582,0.116216006576696,0.281461177248777,"GSE53845"
"11238","11238",0.20707,1.59916990972766,0.116255670681311,0.281523979560201,"GSE53845"
"2626","2626",0.136725,1.59913363555875,0.116263742592747,0.28152689855319,"GSE53845"
"374819","374819",-0.0968700000000001,-1.5990148320847,0.116290182520903,0.281574291818168,"GSE53845"
"163087","163087",-0.1289925,-1.59863613796133,0.116374494092597,0.281728522543485,"GSE53845"
"1524","1524",0.684392500000001,1.59842231120462,0.116422121847583,0.281732098544934,"GSE53845"
"8669","8669",0.1577025,1.5984135581211,0.116424071845044,0.281732098544934,"GSE53845"
"8120","8120",0.132815,1.59842110978272,0.116422389496798,0.281732098544934,"GSE53845"
"23326","23326",0.10293,1.59810257052812,0.116493370314841,0.281852040041699,"GSE53845"
"8900","8900",0.3609425,1.59811316259097,0.116491009498433,0.281852040041699,"GSE53845"
"55898","55898",-0.0953325000000001,-1.59809857774867,0.116494260257235,0.281852040041699,"GSE53845"
"1770","1770",0.875927500000001,1.59782559674365,0.116555117489979,0.281982641003666,"GSE53845"
"5144","5144",-0.249195,-1.59729128277766,0.116674309708376,0.282237695323819,"GSE53845"
"7165","7165",-0.1604275,-1.59724657485847,0.116684287411759,0.282245178990095,"GSE53845"
"57231","57231",-0.135655,-1.59696506649927,0.116747128998618,0.282304894600067,"GSE53845"
"100506242","100506242",-0.0907275,-1.59703686534035,0.116731098619093,0.282304894600067,"GSE53845"
"84220","84220",0.1705825,1.59707358178566,0.116722901702689,0.282304894600067,"GSE53845"
"719","719",-0.266895,-1.59672050420862,0.116801745295259,0.282412664805426,"GSE53845"
"387066","387066",-0.4371075,-1.59663986030077,0.116819759440757,0.282439564634452,"GSE53845"
"7247","7247",0.0970975000000001,1.59653107224898,0.116844063957557,0.28246494029272,"GSE53845"
"55997","55997",0.0748775,1.59637424596416,0.116879107979599,0.282483107000916,"GSE53845"
"29893","29893",-0.13924,-1.59637999722559,0.116877822666342,0.282483107000916,"GSE53845"
"153657","153657",0.1810275,1.59610443727893,0.116939418688921,0.28261221139085,"GSE53845"
"7760","7760",-0.10608,-1.59592914768923,0.116978614913831,0.282673614160847,"GSE53845"
"7539","7539",0.110375,1.5955910013003,0.117054257335851,0.282777588870569,"GSE53845"
"124093","124093",0.8605275,1.59558604278761,0.117055366836072,0.282777588870569,"GSE53845"
"10082","10082",0.3593775,1.59558372798306,0.117055884791913,0.282777588870569,"GSE53845"
"54346","54346",0.1011725,1.59501331008492,0.117183576881675,0.283002100026429,"GSE53845"
"53942","53942",0.3863025,1.5947843655248,0.117234859441881,0.283092598923207,"GSE53845"
"6576","6576",-0.13883,-1.59462263751995,0.11727109674034,0.2831300769258,"GSE53845"
"5212","5212",-0.33897,-1.59467860627404,0.117258555175104,0.2831300769258,"GSE53845"
"55432","55432",0.2474925,1.59464119141015,0.117266939035552,0.2831300769258,"GSE53845"
"400818","400818",-0.25178,-1.59453640926125,0.117290421027079,0.283160057829019,"GSE53845"
"6857","6857",0.1029075,1.59431955492399,0.117339030817658,0.283227379225479,"GSE53845"
"2167","2167",-0.266825,-1.59419794260767,0.117366298413489,0.283276519394421,"GSE53845"
"50834","50834",0.0822200000000001,1.593667157288,0.117485369750714,0.283513841069998,"GSE53845"
"2356","2356",-0.18281,-1.59344501440705,0.117535232182654,0.283584094597117,"GSE53845"
"83894","83894",0.8351325,1.59338986575412,0.117547613561969,0.283587750421759,"GSE53845"
"26045","26045",-0.097775,-1.59337251221527,0.11755150980918,0.283587750421759,"GSE53845"
"128876","128876",-0.0781725,-1.59299032316185,0.117637346067666,0.283713599339666,"GSE53845"
"59336","59336",0.13708,1.59279998615914,0.117680112976487,0.283800048940412,"GSE53845"
"4714","4714",-0.0739950000000001,-1.59272713119134,0.117696486121343,0.283822840311439,"GSE53845"
"4891","4891",-0.142025,-1.59267246612183,0.117708772548727,0.283835774539658,"GSE53845"
"4487","4487",0.2535475,1.59241861360141,0.11776584160477,0.283913271331932,"GSE53845"
"4868","4868",0.0767450000000001,1.59203396165616,0.117852358575823,0.284031665977471,"GSE53845"
"51268","51268",0.14289,1.59170012826052,0.11792748696794,0.284146759263203,"GSE53845"
"6152","6152",0.1238,1.59175038273965,0.117916174843572,0.284146759263203,"GSE53845"
"747","747",-0.1154025,-1.59165915055769,0.117936711568981,0.284151447042853,"GSE53845"
"10991","10991",0.0859825,1.59131795941006,0.118013540690443,0.284303141683305,"GSE53845"
"162966","162966",-0.15035,-1.59122279083471,0.118034977885235,0.284338078336935,"GSE53845"
"2784","2784",0.08218,1.5910871998904,0.118065525859758,0.284394956832741,"GSE53845"
"6224","6224",-0.0963675,-1.59096887299464,0.118092189553357,0.284442472781556,"GSE53845"
"259197","259197",0.2795,1.59087142387507,0.118114152321376,0.284461950492037,"GSE53845"
"54989","54989",0.0812575,1.5907047409602,0.118151726436169,0.28452404853692,"GSE53845"
"2987","2987",-0.106985,-1.59065849148484,0.118162153831385,0.284527415697819,"GSE53845"
"5984","5984",0.1458125,1.59041152766666,0.118217846830351,0.284611375222805,"GSE53845"
"146562","146562",0.5619,1.590285992677,0.118246164457967,0.284641173817846,"GSE53845"
