entrez_id,gene_id,log2FoldChange,stat,pvalue,padj,dataset
142678,142678,0.101734757142857,4.09247592536997,7.91441367187942e-05,0.0069657935093649,GSE38958
441024,441024,-0.173057774603175,-4.08732223866873,8.06951199737684e-05,0.0069769256904304,GSE38958
123036,123036,-0.427800144444444,-4.08506474889709,8.13836306259567e-05,0.0070075517927251,GSE38958
23301,23301,-0.235244246031746,-4.07857273359057,8.33951102613412e-05,0.0070251703035852,GSE38958
23231,23231,-0.382393576190476,-4.07907862678099,8.32366704938955e-05,0.0070251703035852,GSE38958
51805,51805,-0.129470379365079,-4.07718066509753,8.38325811883686e-05,0.0070251703035852,GSE38958
9536,9536,0.216291928571427,4.07742982029166,8.37541207118928e-05,0.0070251703035852,GSE38958
113130,113130,0.148852209523809,4.08210653729141,8.22943714039206e-05,0.0070251703035852,GSE38958
8526,8526,-0.25085336984127,-4.08072239201939,8.272384939756e-05,0.0070251703035852,GSE38958
6925,6925,-0.350099519047619,-4.07432582281851,8.47366244587073e-05,0.0070467235637645,GSE38958
84181,84181,-0.208249287301587,-4.07492791379776,8.45451871785993e-05,0.0070467235637645,GSE38958
257144,257144,-0.386214173015873,-4.0727807360747,8.52297914061261e-05,0.0070607859131432,GSE38958
435,435,0.109279453968254,4.06849682879848,8.6611554485146e-05,0.0070726805389373,GSE38958
83988,83988,-0.322773365079366,-4.06848919439474,8.66140359726574e-05,0.0070726805389373,GSE38958
51202,51202,-0.272727998412698,-4.07023787496987,8.60474181492831e-05,0.0070726805389373,GSE38958
23344,23344,-0.222772130158731,-4.06831146583345,8.66718241186102e-05,0.0070726805389373,GSE38958
51361,51361,-0.315436741269841,-4.06346540253099,8.82618080891241e-05,0.007082643677792,GSE38958
51669,51669,-0.192450165079365,-4.06403882936059,8.80722220288094e-05,0.007082643677792,GSE38958
7169,7169,-0.149431623809524,-4.06258223828389,8.85545634498583e-05,0.007082643677792,GSE38958
81539,81539,-0.357038680952381,-4.06291077653046,8.84455497064352e-05,0.007082643677792,GSE38958
4756,4756,-0.249113487301587,-4.06279939897312,8.84824919958586e-05,0.007082643677792,GSE38958
671,671,0.888474115873015,4.06201121864108,8.87443420248408e-05,0.007082643677792,GSE38958
116983,116983,0.0953780063492067,4.04934499429512,9.30553995280881e-05,0.0071105970975173,GSE38958
387509,387509,0.137557711111111,4.05298125164261,9.1797686876668e-05,0.0071105970975173,GSE38958
54546,54546,0.155099547619048,4.04654979856081,9.40333931164278e-05,0.0071105970975173,GSE38958
6480,6480,-0.357117817460318,-4.04699755913296,9.38760703742185e-05,0.0071105970975173,GSE38958
79807,79807,-0.157420733333333,-4.05035762475086,9.2703503460392e-05,0.0071105970975173,GSE38958
4050,4050,-0.323305942857141,-4.05799352976204,9.00906663131057e-05,0.0071105970975173,GSE38958
51645,51645,-0.227393842857143,-4.03938425593601,9.65856090821388e-05,0.0071105970975173,GSE38958
79778,79778,0.124937833333333,4.03995618286489,9.63794919775219e-05,0.0071105970975173,GSE38958
1875,1875,-0.287753026984127,-4.05822055115341,9.00140735578711e-05,0.0071105970975173,GSE38958
389677,389677,-0.232096384126985,-4.04804577504356,9.35087588649552e-05,0.0071105970975173,GSE38958
158219,158219,-0.316896563492064,-4.05321763303678,9.17164924574921e-05,0.0071105970975173,GSE38958
59338,59338,-0.384340966666667,-4.03934234034977,9.66007316350811e-05,0.0071105970975173,GSE38958
83591,83591,-0.163472276190476,-4.04050910193699,9.61806251025975e-05,0.0071105970975173,GSE38958
29843,29843,-0.212562120634921,-4.04793286638888,9.35482576884002e-05,0.0071105970975173,GSE38958
4008,4008,-0.255842892063492,-4.04156823837325,9.58007837470124e-05,0.0071105970975173,GSE38958
6815,6815,-0.335793861904762,-4.04022348724464,9.62833022980535e-05,0.0071105970975173,GSE38958
