gene,score_dn,adj_p_dn,score_up,adj_p_up,reversal_score
F13A1,24.901067311009644,0.005534744483455436,172.27267576967827,9.111620462943031e-08,65.49636245768538
GALK1,24.901067311009644,0.005534744483455436,172.27267576967827,9.111620462943031e-08,65.49636245768538
GUCY1A3,51.21050975846752,0.000453250196222031,83.7543173192051,1.3173541965709453e-05,65.49123059149933
PDGFRA,86.25597658553218,3.093003200604204e-05,49.64735123586094,0.00026988822898898535,65.43990193860404
AIF1,49.64735123586094,0.000453250196222031,86.25597658553218,1.3173541965709453e-05,65.43990193860404
DDX6,86.25597658553218,3.093003200604204e-05,49.64735123586094,0.00026988822898898535,65.43990193860404
SIPA1L3,87.54718146778751,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,65.42362141450891
LGMN,66.63528903911535,0.00012443682497553899,64.18469102051411,6.168183346807935e-05,65.39851250631217
TNNI3K,64.66446989952124,0.00012443682497553899,66.13467868968416,6.12915892724042e-05,65.39544280332989
C6ORF10,66.13467868968416,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,65.39544280332989
CD2AP,64.66446989952124,0.00012443682497553899,66.13467868968416,6.12915892724042e-05,65.39544280332989
SMAD2,65.63938941592905,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.39390808623003
BCAT2,50.42043020443891,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,65.22243160443251
MAP3K5,84.99194620357753,3.093003200604204e-05,50.03179670011319,0.00026988822898898535,65.20966012489521
MASP1,84.99194620357753,3.093003200604204e-05,50.03179670011319,0.00026988822898898535,65.20966012489521
GSPT2,49.26703313987476,0.000453250196222031,86.25597658553218,1.3173541965709453e-05,65.18877247618393
VPS45,86.25597658553218,3.093003200604204e-05,49.26703313987476,0.00026988822898898535,65.18877247618393
SLC30A7,49.26703313987476,0.000453250196222031,86.25597658553218,1.3173541965709453e-05,65.18877247618393
SPINK4,49.26703313987476,0.000453250196222031,86.25597658553218,1.3173541965709453e-05,65.18877247618393
ATP13A3,86.25597658553218,3.093003200604204e-05,49.26703313987476,0.00026988822898898535,65.18877247618393
APCS,86.25597658553218,3.093003200604204e-05,49.26703313987476,0.00026988822898898535,65.18877247618393
CARMIL2,86.25597658553218,3.093003200604204e-05,49.26703313987476,0.00026988822898898535,65.18877247618393
NOX3,86.25597658553218,3.093003200604204e-05,49.26703313987476,0.00026988822898898535,65.18877247618393
PANX3,49.26703313987476,0.000453250196222031,86.25597658553218,1.3173541965709453e-05,65.18877247618393
PADI1,49.26703313987476,0.000453250196222031,86.25597658553218,1.3173541965709453e-05,65.18877247618393
CMPK2,86.25597658553218,3.093003200604204e-05,49.26703313987476,0.00026988822898898535,65.18877247618393
OFD1,86.25597658553218,3.093003200604204e-05,49.26703313987476,0.00026988822898898535,65.18877247618393
NDUFS1,86.89813277454742,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,65.18065464739817
EFHD2,24.301872668713624,0.005534744483455436,174.7839149625946,9.111620462943031e-08,65.17343359038439
LAP3,64.18469102051411,0.00012443682497553899,66.13467868968416,6.12915892724042e-05,65.15238995952764
SERPINA6,65.63938941592905,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,65.15010607135875
MADCAM1,64.66446989952124,0.00012443682497553899,65.63938941592905,6.12915892724042e-05,65.15010607135875
ZC3H12A,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
C16ORF54,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
PI4K2B,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
CPNE3,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
IRAK4,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
NCBP1,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
CH25H,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
JCHAIN,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
SORL1,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
MMRN1,65.14934481935528,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,65.14934481935528
TMEM82,171.03704716274783,3.8215919129239017e-07,24.699129212589373,0.004214178750841679,64.99589316266415
FUK,85.62061356445105,3.093003200604204e-05,49.26703313987476,0.00026988822898898535,64.94823789708401
FHL1,85.62061356445105,3.093003200604204e-05,49.26703313987476,0.00026988822898898535,64.94823789708401
PHACTR1,86.25597658553218,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.9393734298784
EVI2B,48.89078285819952,0.000453250196222031,86.25597658553218,1.3173541965709453e-05,64.9393734298784
EMD,66.13467868968416,0.00012443682497553899,63.70993588448946,6.26829807582871e-05,64.91098627398208
CDK20,66.13467868968416,0.00012443682497553899,63.70993588448946,6.26829807582871e-05,64.91098627398208
CAMK2D,65.63938941592905,0.00012443682497553899,64.18469102051411,6.168183346807935e-05,64.90796506159018
CDK5R1,64.66446989952124,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,64.90645458692632
P2RX1,64.66446989952124,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,64.90645458692632
SCNN1A,64.66446989952124,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,64.90645458692632
NEO1,15.058829906129759,0.017861462027660154,279.38143194101355,4.953768603319662e-10,64.86260450005604
CCL17,113.99664944507805,7.1991198072225475e-06,36.83615594032715,0.0011002477117794851,64.80122186836992
FASTKD1,24.699129212589373,0.005534744483455436,169.81448712841754,9.111620462943031e-08,64.76318367525164
MAPK7,50.03179670011319,0.000453250196222031,83.7543173192051,1.3173541965709453e-05,64.73313662160392
NPHP4,24.49940842451797,0.005534744483455436,171.03704716274783,9.111620462943031e-08,64.73257660686544
STK38L,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
GABRQ,85.62061356445105,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.69975908738292
NIM1K,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
KANK3,85.62061356445105,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.69975908738292
PKDCC,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
A1CF,85.62061356445105,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.69975908738292
APOBEC3G,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
PTPRT,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
SIRT1,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
RBP1,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
SELENOM,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
GM2A,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
CSF3R,85.62061356445105,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.69975908738292
GPR22,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
DAGLA,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
RNFT1,48.89078285819952,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.69975908738292
DKC1,85.62061356445105,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.69975908738292
LCN2,85.62061356445105,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.69975908738292
MOS,86.25597658553218,3.093003200604204e-05,48.51854193085795,0.00026988822898898535,64.69168583946661
CACNA1S,86.89813277454742,3.093003200604204e-05,48.1502529637702,0.00026988822898898535,64.6851379775428
HCRTR1,86.89813277454742,3.093003200604204e-05,48.1502529637702,0.00026988822898898535,64.6851379775428
PLD2,47.7858596099108,0.000453250196222031,87.54718146778751,1.3173541965709453e-05,64.68011535907368
KCNK2,64.18469102051411,0.00012443682497553899,65.14934481935528,6.12915892724042e-05,64.66521914769369
COX7A1,64.66446989952124,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.66446989952124
DNAJC5B,64.66446989952124,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.66446989952124
VSIG1,64.66446989952124,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.66446989952124
CD33,64.66446989952124,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.66446989952124
BLOC1S6,64.66446989952124,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.66446989952124
MAGT1,64.66446989952124,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.66446989952124
KPNB1,64.66446989952124,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.66446989952124
CD40,64.66446989952124,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.66446989952124
PFDN4,64.66446989952124,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.66446989952124
PPP2R2D,24.49940842451797,0.005534744483455436,169.81448712841754,9.111620462943031e-08,64.5008098907227
FNTB,24.49940842451797,0.005534744483455436,169.81448712841754,9.111620462943031e-08,64.5008098907227
BLNK,24.49940842451797,0.005534744483455436,169.81448712841754,9.111620462943031e-08,64.5008098907227
TESK2,24.49940842451797,0.005534744483455436,169.81448712841754,9.111620462943031e-08,64.5008098907227
TNFSF18,24.49940842451797,0.005534744483455436,169.81448712841754,9.111620462943031e-08,64.5008098907227
CDKL1,83.14516955141458,3.135220422119175e-05,50.03179670011319,0.00026988822898898535,64.49730397150579
RDH13,49.26703313987476,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,64.47211501007348
EGFR,49.26703313987476,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,64.47211501007348
DNMT3B,48.89078285819952,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.46179323083469
CCR9,84.99194620357753,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.46179323083469
PRKACG,48.51854193085795,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.45298541861814
PDCD10,85.62061356445105,3.093003200604204e-05,48.51854193085795,0.00026988822898898535,64.45298541861814
C11ORF96,48.51854193085795,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.45298541861814
LRBA,85.62061356445105,3.093003200604204e-05,48.51854193085795,0.00026988822898898535,64.45298541861814
NRBP2,48.51854193085795,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.45298541861814
HARS,48.51854193085795,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.45298541861814
SPTA1,47.7858596099108,0.000453250196222031,86.89813277454742,1.3173541965709453e-05,64.4399097852248
DVL3,63.70993588448946,0.00012547179145470168,65.14934481935528,6.12915892724042e-05,64.42562053529342
SLC2A2,64.18469102051411,0.00012443682497553899,64.66446989952124,6.12915892724042e-05,64.42413383590116
OGFOD2,25.105255604213053,0.005534744483455436,165.05119423989666,9.111620462943031e-08,64.37120799839958
STAM,113.1549045779041,7.1991198072225475e-06,36.543850183093305,0.0011002477117794851,64.30486669278731
TBC1D16,24.699129212589373,0.005534744483455436,167.40781813443743,9.111620462943031e-08,64.30262305147538
NECTIN4,82.54234487702274,3.251885196778644e-05,50.03179670011319,0.00026988822898898535,64.26306729403625
SRSF2,49.64735123586094,0.000453250196222031,83.14516955141458,1.3444881857736364e-05,64.24902673414041
AKR1C1,48.89078285819952,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,64.22545775014905
PPM1G,84.36987878021648,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.22545775014905
C12ORF75,84.36987878021648,3.093003200604204e-05,48.89078285819952,0.00026988822898898535,64.22545775014905
PRKG2,84.99194620357753,3.093003200604204e-05,48.51854193085795,0.00026988822898898535,64.21592719616761
TRAF6,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
PTGDS,84.99194620357753,3.093003200604204e-05,48.51854193085795,0.00026988822898898535,64.21592719616761
LPAR3,84.99194620357753,3.093003200604204e-05,48.51854193085795,0.00026988822898898535,64.21592719616761
TNFRSF19,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
DAPK2,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
A2M,84.99194620357753,3.093003200604204e-05,48.51854193085795,0.00026988822898898535,64.21592719616761
OVCA2,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
EHF,84.99194620357753,3.093003200604204e-05,48.51854193085795,0.00026988822898898535,64.21592719616761
SALL1,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
AICDA,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
ATF2,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
GOT2,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
GRK7,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
NEU2,48.51854193085795,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,64.21592719616761
TNFRSF13B,48.1502529637702,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.20789828394581
CD34,48.1502529637702,0.000453250196222031,85.62061356445105,1.3173541965709453e-05,64.20789828394581
SPPL2A,63.70993588448946,0.00012547179145470168,64.66446989952124,6.12915892724042e-05,64.18542849668448
SLC1A4,64.18469102051411,0.00012443682497553899,64.18469102051411,6.168183346807935e-05,64.18469102051411
SETDB1,64.18469102051411,0.00012443682497553899,64.18469102051411,6.168183346807935e-05,64.18469102051411
FZD10,64.18469102051411,0.00012443682497553899,64.18469102051411,6.168183346807935e-05,64.18469102051411
GSK3B,23.913230103586077,0.005534744483455436,172.27267576967827,9.111620462943031e-08,64.18408008408935
KLF4,24.301872668713624,0.005534744483455436,168.60480612595586,9.111620462943031e-08,64.01103443786958
UBE2Q2,24.301872668713624,0.005534744483455436,168.60480612595586,9.111620462943031e-08,64.01103443786958
POMC,24.301872668713624,0.005534744483455436,168.60480612595586,9.111620462943031e-08,64.01103443786958
BAZ1B,83.14516955141458,3.135220422119175e-05,49.26703313987476,0.00026988822898898535,64.00246732517465
LRRC8A,48.89078285819952,0.000453250196222031,83.7543173192051,1.3173541965709453e-05,63.990734809736296
SPNS2,48.89078285819952,0.000453250196222031,83.7543173192051,1.3173541965709453e-05,63.990734809736296
SLC2A5,48.89078285819952,0.000453250196222031,83.7543173192051,1.3173541965709453e-05,63.990734809736296
TIGAR,48.51854193085795,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.9804931311047
MLPH,48.1502529637702,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,63.971741492516884
PAK4,48.1502529637702,0.000453250196222031,84.99194620357753,1.3173541965709453e-05,63.971741492516884
MSI1,84.99194620357753,3.093003200604204e-05,48.1502529637702,0.00026988822898898535,63.971741492516884
SULT2A1,24.901067311009644,0.005534744483455436,163.89120319509445,9.176082057799839e-08,63.883220664298115
UCK2,36.25474367187441,0.0016209275223648388,112.32217220720173,2.662351658289678e-06,63.81388220473845
KCNQ1,36.25474367187441,0.0016209275223648388,112.32217220720173,2.662351658289678e-06,63.81388220473845
DCST2,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
MAP4K2,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
NR4A2,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
STK3,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
P2RY14,84.36987878021648,3.093003200604204e-05,48.1502529637702,0.00026988822898898535,63.737202682499735
SLC5A2,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
GTF3C2,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
MPP5,84.36987878021648,3.093003200604204e-05,48.1502529637702,0.00026988822898898535,63.737202682499735
NEUROD2,84.36987878021648,3.093003200604204e-05,48.1502529637702,0.00026988822898898535,63.737202682499735
ADCK3,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
PTP4A3,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
LRCH4,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
AFF3,48.1502529637702,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.737202682499735
CYP20A1,84.36987878021648,3.093003200604204e-05,48.1502529637702,0.00026988822898898535,63.737202682499735
UHMK1,84.99194620357753,3.093003200604204e-05,47.7858596099108,0.0002713703025376255,63.729217861646845
LTN1,23.913230103586077,0.005534744483455436,169.81448712841754,9.111620462943031e-08,63.724507888443554
PAPSS2,63.70993588448946,0.00012547179145470168,63.70993588448946,6.26829807582871e-05,63.70993588448946
IL1RL1,111.4983207911654,7.1991198072225475e-06,36.25474367187441,0.0011002477117794851,63.57942308741191
ARF6,24.106490262222916,0.005534744483455436,167.40781813443743,9.111620462943031e-08,63.52649004689147
TAOK2,24.106490262222916,0.005534744483455436,167.40781813443743,9.111620462943031e-08,63.52649004689147
SLC22A12,24.106490262222916,0.005534744483455436,167.40781813443743,9.111620462943031e-08,63.52649004689147
TRPT1,83.14516955141458,3.135220422119175e-05,48.51854193085795,0.00026988822898898535,63.51442667007711
SCN8A,48.1502529637702,0.000453250196222031,83.7543173192051,1.3173541965709453e-05,63.50426415389446
TNFRSF6B,83.7543173192051,3.093003200604204e-05,48.1502529637702,0.00026988822898898535,63.50426415389446
LAG3,23.913230103586077,0.005534744483455436,168.60480612595586,9.111620462943031e-08,63.497130056881325
PARVG,84.36987878021648,3.093003200604204e-05,47.7858596099108,0.0002713703025376255,63.49556821303844
ALPK1,47.7858596099108,0.000453250196222031,84.36987878021648,1.3173541965709453e-05,63.49556821303844
TUBB6,47.42530654144766,0.0004583105532042478,84.99194620357753,1.3173541965709453e-05,63.48833831703971
STK39,111.4983207911654,7.1991198072225475e-06,35.96878960319749,0.0011002477117794851,63.32818994450456
ZNF573,35.96878960319749,0.0016209275223648388,111.4983207911654,2.662351658289678e-06,63.32818994450456
SLC1A6,35.96878960319749,0.0016209275223648388,111.4983207911654,2.662351658289678e-06,63.32818994450456
HDAC9,111.4983207911654,7.1991198072225475e-06,35.96878960319749,0.0011002477117794851,63.32818994450456
SPCS3,35.96878960319749,0.0016209275223648388,111.4983207911654,2.662351658289678e-06,63.32818994450456
RAB11FIP5,35.96878960319749,0.0016209275223648388,111.4983207911654,2.662351658289678e-06,63.32818994450456
CDC42BPB,82.54234487702274,3.251885196778644e-05,48.51854193085795,0.00026988822898898535,63.283759535817445
DNMT1,83.7543173192051,3.093003200604204e-05,47.7858596099108,0.0002713703025376255,63.263512779006
TUBB,83.7543173192051,3.093003200604204e-05,47.7858596099108,0.0002713703025376255,63.263512779006
SOWAHC,47.7858596099108,0.000453250196222031,83.7543173192051,1.3173541965709453e-05,63.263512779006
SMOX,47.7858596099108,0.000453250196222031,83.7543173192051,1.3173541965709453e-05,63.263512779006
DHFR,47.42530654144766,0.0004583105532042478,84.36987878021648,1.3173541965709453e-05,63.25557180214678
SLC6A3,47.42530654144766,0.0004583105532042478,84.36987878021648,1.3173541965709453e-05,63.25557180214678
CYTIP,47.06853943122217,0.0004702178958157312,84.99194620357753,1.3173541965709453e-05,63.24908514136313
CSNK2B,63.2401334981539,0.00012897107915002187,63.2401334981539,6.4635123649085e-05,63.2401334981539
POLE3,63.2401334981539,0.00012897107915002187,63.2401334981539,6.4635123649085e-05,63.2401334981539
UBE2L3,24.49940842451797,0.005534744483455436,162.74319473302356,9.396903148312435e-08,63.14358238233879
CKS1B,24.106490262222916,0.005534744483455436,165.05119423989666,9.111620462943031e-08,63.07776951281911
FLT4,23.913230103586077,0.005534744483455436,166.22334057701454,9.111620462943031e-08,63.04710137512196
CD200,23.913230103586077,0.005534744483455436,166.22334057701454,9.111620462943031e-08,63.04710137512196
SPATA2L,23.913230103586077,0.005534744483455436,166.22334057701454,9.111620462943031e-08,63.04710137512196
GP1BB,166.22334057701454,3.8215919129239017e-07,23.913230103586077,0.004214178750841679,63.04710137512196
PDE4D,23.913230103586077,0.005534744483455436,166.22334057701454,9.111620462943031e-08,63.04710137512196
KCNJ10,23.913230103586077,0.005534744483455436,166.22334057701454,9.111620462943031e-08,63.04710137512196
FAM89A,23.913230103586077,0.005534744483455436,166.22334057701454,9.111620462943031e-08,63.04710137512196
HHLA2,23.913230103586077,0.005534744483455436,166.22334057701454,9.111620462943031e-08,63.04710137512196
GLUL,166.22334057701454,3.8215919129239017e-07,23.913230103586077,0.004214178750841679,63.04710137512196
TNFSF14,23.913230103586077,0.005534744483455436,166.22334057701454,9.111620462943031e-08,63.04710137512196
ADGRE1,23.913230103586077,0.005534744483455436,166.22334057701454,9.111620462943031e-08,63.04710137512196
LRRC32,113.99664944507805,7.1991198072225475e-06,34.855591702953106,0.0011002477117794851,63.035074907247605
BDKRB2,47.42530654144766,0.0004583105532042478,83.7543173192051,1.3173541965709453e-05,63.02439347612145
GLO1,114.84754085963878,7.1991198072225475e-06,34.584727540369165,0.0011002477117794851,63.02357423466256
GDF15,23.53295495022006,0.005534744483455436,168.60480612595586,9.111620462943031e-08,62.99023183758499
TPK1,23.53295495022006,0.005534744483455436,168.60480612595586,9.111620462943031e-08,62.99023183758499
SNRK,36.25474367187441,0.0016209275223648388,109.07877334887964,2.662351658289678e-06,62.88579305221583
PDLIM4,110.68322124491725,7.1991198072225475e-06,35.68594204325646,0.0011002477117794851,62.847712913892494
BECN1,35.68594204325646,0.0016209275223648388,110.68322124491725,2.662351658289678e-06,62.847712913892494
IFNA16,35.68594204325646,0.0016209275223648388,110.68322124491725,2.662351658289678e-06,62.847712913892494
LRP8,110.68322124491725,7.1991198072225475e-06,35.68594204325646,0.0011002477117794851,62.847712913892494
WDR72,35.68594204325646,0.0016209275223648388,110.68322124491725,2.662351658289678e-06,62.847712913892494
CACNA1G,23.913230103586077,0.005534744483455436,165.05119423989666,9.111620462943031e-08,62.82441553035197
GSTM1,23.913230103586077,0.005534744483455436,165.05119423989666,9.111620462943031e-08,62.82441553035197
SPATA33,47.42530654144766,0.0004583105532042478,83.14516955141458,1.3444881857736364e-05,62.79478603687154
MPZL3,47.42530654144766,0.0004583105532042478,83.14516955141458,1.3444881857736364e-05,62.79478603687154
QRICH1,47.42530654144766,0.0004583105532042478,83.14516955141458,1.3444881857736364e-05,62.79478603687154
FGFR1OP,47.42530654144766,0.0004583105532042478,83.14516955141458,1.3444881857736364e-05,62.79478603687154
VNN3,83.14516955141458,3.135220422119175e-05,47.42530654144766,0.00027633824453739803,62.79478603687154
ADCY1,47.42530654144766,0.0004583105532042478,83.14516955141458,1.3444881857736364e-05,62.79478603687154
GHSR,83.14516955141458,3.135220422119175e-05,47.42530654144766,0.00027633824453739803,62.79478603687154
EDA,23.913230103586077,0.005534744483455436,163.89120319509445,9.176082057799839e-08,62.60325913207615
TRAF2,35.12938694213557,0.0016209275223648388,111.4983207911654,2.662351658289678e-06,62.58488359397346
FGF1,23.722061659079653,0.005534744483455436,165.05119423989666,9.111620462943031e-08,62.57279446104002
POLR3H,23.722061659079653,0.005534744483455436,165.05119423989666,9.111620462943031e-08,62.57279446104002
CACNB2,165.05119423989666,3.8215919129239017e-07,23.722061659079653,0.004214178750841679,62.57279446104002
NDUFA4L2,34.855591702953106,0.0016209275223648388,112.32217220720173,2.662351658289678e-06,62.57040653250553
FAM89B,113.1549045779041,7.1991198072225475e-06,34.584727540369165,0.0011002477117794851,62.557425975524964
KIR2DL1,15.310192995146434,0.017726959562131286,254.9422371092963,2.6253445304667595e-09,62.475714103623574
ETV1,107.50784281550115,7.1991198072225475e-06,36.25474367187441,0.0011002477117794851,62.43131653258771
CLEC1B,35.96878960319749,0.0016209275223648388,108.2891785991164,2.662351658289678e-06,62.41018091092746
TRPM6,35.68594204325646,0.0016209275223648388,109.07877334887964,2.662351658289678e-06,62.39053440929662
KIF21B,35.40615590806419,0.0016209275223648388,109.876746878485,2.662351658289678e-06,62.37237554118446
ALAS1,109.876746878485,7.1991198072225475e-06,35.40615590806419,0.0011002477117794851,62.37237554118446
CCDC50,109.876746878485,7.1991198072225475e-06,35.40615590806419,0.0011002477117794851,62.37237554118446
ACAD8,35.40615590806419,0.0016209275223648388,109.876746878485,2.662351658289678e-06,62.37237554118446
DBH,109.876746878485,7.1991198072225475e-06,35.40615590806419,0.0011002477117794851,62.37237554118446
ZNF668,35.40615590806419,0.0016209275223648388,109.876746878485,2.662351658289678e-06,62.37237554118446
LACC1,35.40615590806419,0.0016209275223648388,109.876746878485,2.662351658289678e-06,62.37237554118446
TMPRSS9,35.40615590806419,0.0016209275223648388,109.876746878485,2.662351658289678e-06,62.37237554118446
CDK10,35.40615590806419,0.0016209275223648388,109.876746878485,2.662351658289678e-06,62.37237554118446
KCNJ15,47.06853943122217,0.0004702178958157312,82.54234487702274,1.3936943435982169e-05,62.33095229971771
ZAP70,15.829866216943264,0.017726959562131286,244.32295261342014,2.7997116691426424e-09,62.1900285704952
RBPMS2,107.50784281550115,7.1991198072225475e-06,35.96878960319749,0.0011002477117794851,62.184620115623346
SGPL1,35.96878960319749,0.0016209275223648388,107.50784281550115,2.662351658289678e-06,62.184620115623346
ACY1,108.2891785991164,7.1991198072225475e-06,35.68594204325646,0.0011002477117794851,62.16430930525904
MYD88,108.2891785991164,7.1991198072225475e-06,35.68594204325646,0.0011002477117794851,62.16430930525904
ANKRD55,35.12938694213557,0.0016209275223648388,109.876746878485,2.662351658289678e-06,62.12811567267581
GALK2,35.12938694213557,0.0016209275223648388,109.876746878485,2.662351658289678e-06,62.12811567267581
DCAF13,109.876746878485,7.1991198072225475e-06,35.12938694213557,0.0011002477117794851,62.12811567267581
SLC8A1,34.855591702953106,0.0016209275223648388,110.68322124491725,2.662351658289678e-06,62.11223042268294
GIGYF2,163.89120319509445,3.840298269182711e-07,23.53295495022006,0.00422243054534467,62.10349669324199
TRIB1,23.53295495022006,0.005534744483455436,163.89120319509445,9.176082057799839e-08,62.10349669324199
FBXW11,111.4983207911654,7.1991198072225475e-06,34.584727540369165,0.0011002477117794851,62.09781836563289
ZFHX3,112.32217220720173,7.1991198072225475e-06,34.31675258080153,0.0011037527123993987,62.08487893982498
PDE6B,35.68594204325646,0.0016209275223648388,107.50784281550115,2.662351658289678e-06,61.93963713091561
SNAI2,107.50784281550115,7.1991198072225475e-06,35.68594204325646,0.0011002477117794851,61.93963713091561
CPNE7,107.50784281550115,7.1991198072225475e-06,35.68594204325646,0.0011002477117794851,61.93963713091561
TMEM120A,15.697777723674061,0.017726959562131286,244.32295261342014,2.7997116691426424e-09,61.93002020762806
CEBPB,35.40615590806419,0.0016209275223648388,108.2891785991164,2.662351658289678e-06,61.92013840937796
COX6B1,108.2891785991164,7.1991198072225475e-06,35.40615590806419,0.0011002477117794851,61.92013840937796
GAA,109.07877334887964,7.1991198072225475e-06,35.12938694213557,0.0011002477117794851,61.902103648796114
TBX4,35.12938694213557,0.0016209275223648388,109.07877334887964,2.662351658289678e-06,61.902103648796114
ABCA6,35.12938694213557,0.0016209275223648388,109.07877334887964,2.662351658289678e-06,61.902103648796114
KCNMB2,35.12938694213557,0.0016209275223648388,109.07877334887964,2.662351658289678e-06,61.902103648796114
