gene,score_dn,adj_p_dn,score_up,adj_p_up,reversal_score
ARHGEF25,23.345880542330317,0.005584360126083513,105.9694797833701,2.7317465778409266e-06,49.73882604319734
SLC6A4,15.183822278252531,0.017726959562131286,162.74319473302356,9.396903148312435e-08,49.70979527036169
ABTB2,50.42043020443891,0.000453250196222031,48.89078285819952,0.00026988822898898535,49.64971605902925
SEMA4C,50.03179670011319,0.000453250196222031,49.26703313987476,0.00026988822898898535,49.64794241529001
PSG7,49.64735123586094,0.000453250196222031,49.64735123586094,0.00026988822898898535,49.64735123586094
GPR84,49.64735123586094,0.000453250196222031,49.64735123586094,0.00026988822898898535,49.64735123586094
RAG1,49.64735123586094,0.000453250196222031,49.64735123586094,0.00026988822898898535,49.64735123586094
CFTR,49.64735123586094,0.000453250196222031,49.64735123586094,0.00026988822898898535,49.64735123586094
GSTA3,49.64735123586094,0.000453250196222031,49.64735123586094,0.00026988822898898535,49.64735123586094
NR5A2,49.64735123586094,0.000453250196222031,49.64735123586094,0.00026988822898898535,49.64735123586094
ZNF276,49.64735123586094,0.000453250196222031,49.64735123586094,0.00026988822898898535,49.64735123586094
PDE4DIP,67.65278573788646,0.00012443682497553899,36.25474367187441,0.0011002477117794851,49.52508864823277
SEPHS2,36.25474367187441,0.0016209275223648388,67.65278573788646,6.12915892724042e-05,49.52508864823277
OXCT1,67.65278573788646,0.00012443682497553899,36.25474367187441,0.0011002477117794851,49.52508864823277
ATP5A1,36.25474367187441,0.0016209275223648388,67.65278573788646,6.12915892724042e-05,49.52508864823277
HIVEP3,15.058829906129759,0.017861462027660154,162.74319473302356,9.396903148312435e-08,49.50476833462363
PCK2,50.813313561508096,0.000453250196222031,48.1502529637702,0.00026988822898898535,49.46386460754952
STK24,50.42043020443891,0.000453250196222031,48.51854193085795,0.00026988822898898535,49.46034529849105
GPR55,48.51854193085795,0.000453250196222031,50.42043020443891,0.00026988822898898535,49.46034529849105
AMY2B,49.64735123586094,0.000453250196222031,49.26703313987476,0.00026988822898898535,49.45682661315992
MVK,68.69251988203348,0.00012443682497553899,35.40615590806419,0.0011002477117794851,49.31671185978519
