,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127
dacarbazine,-0.17849143,-0.2938918,-0.4720657,-0.0016850038,-0.48052913,0.33608398,-0.0053421184,-0.07569012,-0.03942853,0.29761526,-0.022552017,-0.3867959,0.15731953,0.38255188,0.09861356,-0.21118863,0.25538713,-0.7362143,0.3852145,0.13214633,0.12478162,0.14888881,-0.03530315,-0.10549102,0.0047475514,0.20803763,-0.29231432,0.011418629,-0.06511772,0.39491415,0.5677841,0.10117552,-0.0005050142,-0.19167925,-0.06802273,0.015758831,-0.07988957,-0.035044502,0.2530656,0.3137831,-0.21257089,0.007581979,-0.13568828,-0.166152,-0.0048682243,-0.2098064,0.25278658,0.313714,-0.19602586,-0.102089316,0.23023449,0.13214517,0.07129862,-0.13725473,0.16867042,-0.035709612,-0.29274103,0.012443768,0.30922008,0.20625985,0.07013412,-0.11708206,0.05771309,-0.33672807,0.2105382,-0.13695095,0.002814902,-0.03379008,0.6337583,0.377177,-0.08876292,0.16540985,-0.23871581,0.4150591,-0.4751268,0.24692151,-0.021140609,0.079360396,0.312946,0.008863565,-0.6723651,0.014795357,0.18897025,0.035169646,-0.030066207,0.035983697,0.44260144,0.1858727,0.5095742,-0.035977304,-0.052290127,-0.3529779,-0.055578746,0.54876876,-0.17133828,-0.108855024,0.119348064,0.029990926,-0.28710818,0.59859943,-0.23897277,-0.16858757,-0.43510115,-0.06239225,0.004909168,0.06027143,0.19236885,0.18416853,0.40086704,0.14313169,0.10370074,0.07534812,-0.17502712,0.021196216,-0.19934382,0.10451938,0.15685466,-0.098703325,-0.20746778,0.20609061,-0.03145063,-0.33638725,0.23673898,-0.10907297,-0.24654935,-0.14151752,0.1355609,-0.04022274
dacinostat,0.30531493,0.041134104,-0.1604052,-0.13098314,0.49806347,0.20503077,-0.25905737,0.0869604,-0.023485627,-0.077759005,0.35028815,0.0360708,0.31348106,-1.2029709,-0.5516462,-0.24446058,-0.17002624,2.0959141,0.03305407,-0.22047712,0.23973148,0.021633163,0.18330349,0.16495973,-0.09753129,0.22111692,-0.3201404,-0.002859043,-0.33411673,0.49991754,0.99503183,-0.19647281,0.4902725,-0.12703474,0.3893125,-0.005416084,-0.019814825,0.26802462,0.050178472,-0.36660558,-0.049993213,0.19219504,-0.36888164,-0.52638924,0.4016447,-0.45029998,1.1007882,-0.119141005,-2.8231163,-1.0009004,-0.054979086,0.5158837,-0.06329173,0.033591267,-0.10425332,0.18590495,0.09547527,-0.1970066,-0.1295342,-0.11046447,-0.030932928,-0.42429566,-0.36345237,-0.34288907,0.18617533,-0.04094179,-0.39901745,-0.14008057,-0.018680241,-0.1369129,0.43382674,-0.31214407,-0.22051226,-0.061404854,-0.23960656,0.4273144,0.06444827,-0.25289232,-0.42232835,0.42738494,1.521781,-0.44829825,-0.010765992,0.066542454,0.50252503,0.28738722,-0.0056834556,0.42472458,0.07699262,-0.18932638,0.799447,-0.4005997,0.10608053,-0.5082124,-0.17580116,-0.1743178,-0.0228417,0.19760025,0.010024354,-1.3197651,-0.07304943,0.23509958,-0.03895162,-0.13178542,0.04104951,0.25375116,-0.019101534,0.35115317,-0.9160457,-0.061947893,1.5741664,0.7304328,-0.4367382,0.08579395,-0.009070927,-0.078501776,0.21510914,-0.05386159,-0.028193824,-0.009922255,-0.120107725,0.07857678,-0.084593065,0.39616907,-0.0060630217,0.37403154,-0.15915643,0.0673271
dacomitinib,-0.045600753,-0.054990925,-0.45384204,-0.1870188,-0.006312173,0.24883194,0.09322958,-0.012434443,-0.1838196,-0.36919925,0.28568918,0.21448222,-0.34025607,0.8669868,-0.3149075,0.59998405,-0.31766453,0.21727063,-0.6551915,0.3166663,0.1056243,-0.37185687,-0.1005085,-0.42439237,0.12790313,-0.01975384,-0.49581978,-0.37050885,-0.0074474774,0.21256296,-0.6410086,-0.26467404,-0.51829934,0.30011123,0.62893426,0.02593192,0.3480504,-0.5931976,0.31286997,0.21188895,-0.48871627,-0.18304968,-0.24961855,0.108672924,0.049840495,0.02044472,-0.049855433,-0.19868901,0.29011634,0.17620692,-0.28466657,-0.035553195,-0.32063025,0.025261294,-0.05688034,0.1950176,-0.13956517,-0.12359412,-0.38413775,0.12550034,0.17336154,-0.23062652,-0.47897232,-0.26874802,0.24205397,-0.31963402,0.14030549,-0.26862288,-0.09377864,-0.18675272,-0.018446982,-0.0628471,-0.15180968,0.38458872,-0.26341945,-0.19799274,-0.041097324,0.04992084,-0.4000505,0.043182068,0.87602264,0.25160453,-0.22295749,0.11744058,0.49630135,0.30313405,0.0612426,0.26562512,-0.072560124,0.12340924,0.19859236,-0.060583286,-0.43786716,0.3307126,0.18175195,0.01761447,-0.3656625,0.09240487,0.4486389,-0.2411558,-0.33459377,-0.20652178,0.15976217,0.061138652,0.2865762,-0.3068578,0.48495415,-0.70022017,0.44926825,-0.13554847,-0.67929584,0.58715194,0.1550433,0.59713316,0.5643707,-0.14648475,0.06858184,-0.05145552,-0.095862836,-0.27281034,-0.18288743,-0.13539574,-0.15781519,0.03101635,-0.33861458,0.34060556,-0.062083535,-0.48123953
dalfampridine,-0.070218235,0.19094563,0.045551535,-0.019835718,0.09905243,0.13454327,0.06798754,-0.020925252,0.13444336,-0.07669219,0.29474965,0.33640683,0.17530745,0.060677983,0.43452907,0.009189829,-0.036404796,-0.43311965,-0.054007046,-0.17332642,-0.038494296,0.3672728,0.29944915,-0.004146049,-0.15787272,-0.093183085,0.4002236,-0.13908383,0.06766968,-0.19471301,-0.09491044,-0.08413945,-0.22218537,-0.078838505,-0.0887353,0.2116009,-0.00021359697,0.313216,0.1485604,-0.08841699,0.104445785,0.023256712,0.17678997,-0.0038028955,-0.029247336,0.017413793,-0.36480886,0.18595314,-0.20380963,-0.33110622,-0.26997158,0.2885585,0.22721237,-0.0236177,0.18350585,0.05137998,0.38846695,-0.100638464,-0.0996609,0.13190028,0.22702491,0.2027004,-0.22612,-0.15954603,0.070772305,-0.07654208,-0.04140527,0.19493087,-0.049067505,0.0093197,0.08099514,-0.006299358,0.015290078,0.029212205,0.25401634,-0.45093754,0.22526014,-0.015553474,0.08385561,-0.14069568,0.13840665,-0.082257494,0.066095166,-0.04149441,0.04311642,-0.12738764,-0.12206325,0.10838409,-0.0439097,0.03877882,0.15452833,0.060031768,0.356472,-0.31505886,0.2903061,-0.047209166,0.119044244,-0.12790442,0.039605763,1.072517,0.08432851,-0.22813614,-0.017743023,0.068631075,-0.019626284,0.058999073,-0.5371292,0.11314577,-0.8617977,0.14588903,-0.20810467,-0.0053113014,0.15657201,-0.44803,-0.23762244,0.29468736,-0.2706063,0.21172436,0.41876292,-0.09915654,-0.16941707,0.050002918,-0.11809347,-0.08194916,0.02075369,0.02009876,-0.3411343,-0.1364575
daminozide,0.23364149,-0.2425115,-0.08207365,-0.2895963,-0.28261983,-0.029475398,-0.15852429,0.33357063,0.3844299,0.12454997,0.11114389,0.0015678629,-0.101479016,-0.043207824,-0.12453787,-0.22836523,-0.031691536,-0.6755233,0.34687728,-0.15553094,0.3261598,0.04045394,-0.27353936,0.22492567,-0.36221287,0.15339576,-0.17726475,0.030968264,-0.21492007,0.10182783,0.40980348,0.1196768,-0.088845864,-0.26886934,-0.08416237,-0.1685749,0.040130008,0.1266058,0.024105342,0.15188448,0.09963623,-0.13204356,0.07424839,0.061573297,0.06319534,-0.13529113,-0.24396399,-0.007079539,0.15451537,0.49701875,0.19831489,-0.10567771,-0.22545284,-0.11972885,0.32812855,0.34160626,0.012205924,-0.05409701,0.11767448,-0.24845463,-0.057681486,-0.17067793,-0.05498942,-0.43611652,-0.010513859,0.0448483,-0.09407367,-0.16094464,0.20351537,0.32473195,0.25045782,-0.052440178,0.49537903,-0.27458704,-0.51840264,0.2159268,-0.057927165,-0.16579776,-0.3881602,-0.10688667,-0.35135567,-0.28833422,0.16207679,0.39202663,0.039788,0.33214107,0.31191644,0.37510157,0.017765513,0.2885737,-0.008668311,0.2549456,0.42363727,0.13928865,0.124198705,-0.020396631,-0.1498437,0.22315103,0.14160071,-0.11048528,0.058389764,-0.27331412,0.12094398,-0.11582729,-0.3584871,-0.21538082,0.15694812,0.24260262,0.06417449,0.4005116,0.01725733,-0.04968597,0.31476602,-0.0810854,-0.5185992,0.41108888,-0.007641633,0.35099223,0.28684115,4.325062e-06,0.2603125,-0.17423467,-0.10726746,0.06023901,-0.0258641,-0.08270458,0.11124386,-0.045945086
danazol,-0.009759226,-0.038621657,-0.3685668,0.20600833,0.10274005,-0.19104116,-0.08515628,-0.2930072,0.095053405,-0.37053245,0.19308181,-0.03958877,-0.6409142,0.66590065,-0.40147075,0.49901298,-0.25465852,0.34518504,0.5645952,0.23484044,0.21634029,0.32528114,-0.042515792,0.34055296,0.018102884,0.08392494,-0.21106045,-0.13202338,0.18050522,0.0025697201,-0.082525656,-0.09837851,-0.949235,-0.14830592,-0.048465893,0.09478486,-0.2863549,-0.15964495,0.27380684,-0.28894138,0.4089537,-0.78195345,-0.29678896,-0.17911492,-0.06735641,-0.26351902,0.23268047,0.05446063,-0.10969706,-0.28157508,0.38652653,0.8108496,-0.09264578,0.16300982,-0.060380526,-0.08865442,-0.24463451,-0.20145509,0.1812133,-0.14877371,-0.3156529,0.07870698,0.096311636,-0.11828303,0.10990988,-0.23224792,-0.10779459,0.16754894,0.50713885,-0.374395,-0.22958705,-0.3277826,0.3075816,0.2875848,0.02105915,-0.1881023,-0.12055835,-0.3341815,-0.042681374,0.24843143,-0.876634,-0.35135826,-0.47741464,0.3053491,-0.16860619,-0.21636921,0.10121581,0.53100955,-0.43090555,0.07763155,-1.5896257,-0.07724583,0.34384584,0.4395851,-0.3482411,0.08260929,-0.27715656,0.35460395,0.59307545,-0.50386304,0.24375501,-0.18781865,-0.10982614,0.19478118,-0.30671534,0.35336247,-0.2062149,-0.2804955,-0.2083862,-0.25720915,0.7170856,-1.2948875,-0.5063254,0.17857693,-0.27172896,0.010969762,-0.07911078,-0.34922627,-0.14955601,0.12565616,-0.08579005,0.3748681,-0.0846814,0.29090267,0.3914659,-0.2625438,0.06042321,-0.18630926
danegaptide,-0.20533314,-0.27150366,-0.31536233,-0.072506286,-0.5359267,0.15286453,0.07250416,-0.0033759791,-0.08759193,0.1350694,0.051656056,-0.27284452,0.19806437,0.1475901,0.07027708,-0.14079428,0.1091164,-0.5273921,0.2021319,0.011979023,0.048230514,-0.0670463,0.007131979,-0.09910249,-0.0065851375,0.16435802,-0.14923483,-0.03597809,-0.0012998441,0.33625844,0.5257896,0.29202262,-0.20057534,-0.12004706,-0.08443174,0.004849393,0.012518299,-0.062877014,0.16208938,0.2756635,-0.15741913,0.16840717,-0.057851147,-0.03936132,-0.0072700493,-0.24642448,0.14777933,0.24535021,-0.2715067,-0.24684723,0.032687582,0.0742347,0.0461905,-0.054789983,0.16126406,0.0020430184,-0.10635534,-0.001832746,0.19156995,0.17652296,0.023655731,-0.06364855,0.0060541313,-0.14686103,0.21211702,-0.06956298,0.07396374,-0.048212323,0.33400062,0.32784423,-0.050733544,0.11086552,-0.28355965,0.22725652,-0.15086883,0.10921431,-0.10604064,0.030370506,0.21247903,-0.04174849,-0.5521812,0.043649387,0.14547086,-0.14085872,-0.03730335,0.088688836,0.33381438,0.026280046,0.3164875,-0.08981498,0.27190784,-0.39090458,-0.1521551,0.47584814,-0.13402979,-0.17581,0.06647733,-0.03214217,-0.20796278,0.6077831,-0.19833712,-0.0810254,-0.20717761,-0.027155906,0.04972092,0.05420017,0.16752107,0.14859103,0.20173775,0.27697426,0.29464006,-0.0155297015,-0.12182204,0.11339555,-0.08240661,0.24440172,0.082344554,0.045978542,-0.14287193,0.20257089,-0.026890345,-0.21465777,0.0823292,-0.059253506,-0.3515653,-0.11238708,0.067022234,-0.11359214
dantrolene,0.12213844,-0.11546175,-0.01461884,0.23771745,-0.3981207,0.21113728,0.2649098,0.11362848,-0.03237557,0.036897544,0.12837328,0.14683819,0.21283165,-0.28003588,0.23170906,0.20552173,0.28154656,0.26644543,0.15255266,0.18587708,-0.21183836,0.07643277,-0.07716099,-0.0086801145,-0.028338466,-0.050369285,0.16443671,0.08149375,-0.17974813,0.031088155,-0.13675371,-0.0022096634,-0.05684827,-0.0329523,-0.045515373,0.19135857,-0.108627,0.19539607,-0.19345164,-0.11331728,-0.20077945,0.04830657,0.06951079,-0.28630403,0.015607744,-0.3125525,0.34884468,-0.24695498,-0.09314355,-0.09858577,0.23871551,0.43344277,0.23526898,0.27631333,-0.04172547,0.22648844,0.2849305,0.10286433,0.091231465,-0.07270765,0.00044689886,0.07004482,-0.05274246,0.33737582,-0.41362298,0.18475324,0.14195439,0.09305324,0.11301759,-0.024604745,0.06775942,0.0026152981,0.10050245,0.5171766,-0.22247466,0.15231341,-0.051104177,-0.030263454,-0.18344423,0.1744637,0.021318445,0.48619443,0.07961606,-0.19734271,-0.06620035,0.4026516,-0.10806849,-0.09906581,0.31388456,-0.13471748,-0.7399261,0.15949629,0.029771717,-0.25726068,0.0004320899,0.22275451,0.18193729,-0.34502667,-0.29904836,0.43295297,-0.17381516,-0.2025801,0.0010592323,0.17251368,0.16721188,0.091982864,-0.28390867,0.104144335,0.710747,-0.24553335,0.07653338,-0.014727542,-0.04916788,0.25079188,-0.00082532596,0.13273285,0.0951858,-0.10390791,0.2021163,0.08166602,-0.086060464,-0.20238426,0.40183917,-0.17153403,0.0296126,-0.15711151,-0.6421546,0.10709992
danusertib,0.07028157,0.5935968,-0.44248903,0.3790108,-0.15461166,0.1063565,0.2984995,0.05999225,-0.08971281,0.21425566,-0.12449014,-0.386099,0.14258379,-0.94948614,-0.21416168,-0.13156843,7.812865e-05,-0.79056185,-0.031701908,0.03431704,0.059206203,0.17679971,0.33520925,-0.43279472,0.14532998,0.062242758,-0.31003693,-0.24136324,0.20619978,0.1978661,-0.19966184,0.09586021,0.6398693,-0.14052148,-0.12982295,0.3075073,-0.2529246,0.10449791,0.016361333,-0.31632262,-0.026201405,0.20406613,-0.52356,0.14280352,-0.009635877,0.28261504,0.1937647,0.23475072,-0.60614914,0.006693485,-0.0034694783,-0.5142186,0.040616482,-0.16029024,-0.04126075,0.13183187,-0.026016338,-0.058542646,0.17325479,-0.025200222,-0.17732346,-0.30024204,0.34816906,-0.16057184,0.053659886,-0.15327877,-0.040958207,0.3633718,0.14184052,0.014143698,-0.11752361,0.017957166,-0.1708945,0.09652619,-0.081108704,0.010459503,-0.12274769,0.16186851,0.55537075,-0.07096924,-0.32981312,0.07516928,-0.10422374,-0.17258759,-0.43604055,-0.11612826,-0.023474196,-0.07986814,0.2655858,-0.0988276,0.2018291,-0.47414598,-0.1487244,0.46708024,0.13550659,0.092274785,0.27599928,0.28399196,-0.08983058,-0.5262988,-0.15321088,-0.030150443,-0.10002481,-0.12177004,0.31605694,-0.0009399975,0.477842,0.18306315,0.35916165,-0.14684232,-0.8197416,-0.5181953,-0.18801866,-0.073465064,0.16744831,-0.3324373,0.10638683,0.032882866,-0.14047347,0.26279908,0.16048136,0.07288117,0.3240207,0.13332254,-0.021489149,0.18187064,0.066492595,0.0375938
dapagliflozin,-0.04715536,-0.043181613,0.42692715,-0.13551432,0.19799039,-0.6668134,0.30759007,0.27439088,0.24984157,0.13638616,-0.2891622,0.24714231,-0.05608819,-0.07818036,0.050773043,-0.711063,0.13896933,-0.16482705,-0.1096182,-0.101930656,-0.078390636,-0.25034067,-0.48059636,0.3522076,0.09757933,0.30036643,0.37840396,-0.11558971,-0.3443419,-0.009512253,-0.07888433,0.37094742,0.148444,0.28599492,0.045352522,0.021590296,0.13470428,-0.0795645,-0.19435036,0.0371084,0.034890544,0.12123218,0.0852333,0.06466444,-0.1632985,-0.014221955,-0.06452997,0.33733773,-0.033124387,0.37604722,-0.25857642,-0.14717071,0.34835774,-0.058355436,0.030494051,-0.005077649,0.12120204,0.065617755,0.0056731803,0.103708364,-0.18052062,0.05177138,0.19042963,0.20340988,-0.022037053,0.061685987,0.24460536,-0.3483144,-0.43338445,0.10031688,0.10709518,0.33419982,0.16321583,-0.07711533,0.18805116,-0.3026235,-0.08546661,0.40512177,0.2568734,0.09817308,0.088000014,0.050456293,-0.0020106249,-0.18286422,-0.0062336028,0.26827347,-0.270786,-0.13697973,-0.36107188,0.0015632468,-0.087695315,0.17018245,0.046416543,0.031743202,0.08502618,-0.054683972,0.16397502,0.032630265,-0.03289871,0.9331429,-0.04533002,-0.004535662,0.17522721,0.23063444,-0.22340038,-0.120936856,0.049249697,-0.11511294,-0.57670003,-0.27984104,0.31400657,-0.14286068,0.45717043,-0.07230105,0.063131385,-0.07680446,-0.30906662,0.116727054,-0.086463936,-0.24022841,0.09939718,-0.17437953,0.070060685,-0.0019282047,-0.020051712,-0.03394755,0.33841407,-0.052510567
dapivirine,0.071127534,0.16083826,-0.30471706,0.22392331,-0.6655421,0.097059384,-0.009053655,0.14358781,0.22741833,-0.12630548,0.32091442,0.05301052,0.030016003,0.13790351,-0.2907585,0.05373706,0.30140156,0.13870932,-0.051189423,0.08985635,0.36148643,0.4107275,-0.48215044,0.23684989,-0.029745685,0.24810398,0.10032037,-0.10183029,-0.22768994,0.21227384,-0.14008677,-0.2266963,0.0140155945,0.073017344,0.2041858,-0.07351026,-0.43418056,0.16659042,-0.36273837,0.05179745,-0.297605,-0.150571,-0.30937913,-0.35174733,0.24846585,0.0646399,-0.06749336,-0.14647022,0.43962976,0.0056913667,0.21385182,-0.27320677,0.049851976,0.34732053,-0.014544345,-0.20181979,-0.17939772,-0.20530047,0.1373661,0.07368372,-0.4370218,-0.19935149,-0.063549526,-0.015034533,-0.32558754,0.16379172,0.09598029,0.17710625,0.41012236,-0.1997152,0.048132032,-0.34922966,-0.08613831,0.41828778,-0.08810121,0.36639327,0.015143881,0.27561915,-0.19004089,0.2882493,0.4479941,-0.1601704,0.15094665,-0.07665652,0.16232327,0.45502943,0.21109864,0.34280592,0.063745596,-0.06962491,-0.24889052,0.039241876,0.35364047,0.3410163,0.12696879,0.43437487,0.17430478,-0.108105265,-0.08746205,-0.0041976925,0.039575357,-0.044533268,-0.06165245,0.27085084,0.20802526,-0.4269559,-0.030760858,0.3656966,-1.887846,-0.15650266,-0.031309634,0.72516257,-0.16311955,0.16338055,-0.3962599,0.051200084,0.1579232,0.13914162,-0.08630157,0.38653564,0.34946042,-0.26602226,0.22907588,-0.10981501,0.15176313,-0.03144786,-0.2199016,0.09468263
dapsone,-0.036491867,0.042365745,0.0053103603,0.12229015,-0.2886686,0.03539551,-0.02997154,-0.11671961,-0.13153274,0.07433715,0.16632695,-0.09855825,0.13921659,-0.12278318,-0.036645666,-0.04588466,0.15004829,0.18650216,-0.00167986,0.20017652,0.022202358,0.08510652,-0.015965879,0.0575371,0.038176496,-0.08853764,-0.03174947,0.038943235,-0.07804543,0.027046602,-0.13850464,-0.13529386,-0.10855477,0.01076233,-0.10711456,-0.011470482,-0.055864416,0.19005665,-0.34627408,0.042084694,-0.2512417,0.005285356,0.13266999,-0.29398865,0.021792017,-0.16049808,0.080541186,-0.054697044,0.038330212,-0.38915905,0.10204749,-0.022342548,-0.1468808,0.21307762,-0.032920532,0.07553357,-0.19432318,0.1400957,0.017884113,0.04536393,0.07551539,-0.17107335,0.0011945125,0.06388907,-0.20907931,0.055784263,0.04108587,0.00081449375,-0.049124327,0.03450123,0.08062173,-0.020916056,0.008400353,0.037107587,-0.06868221,0.16736415,0.07861586,0.15893711,-0.1404265,-0.0063717924,0.1994664,-0.080489874,0.17553309,0.03560705,0.12473584,0.11373337,0.06384905,0.007704161,0.19988704,-0.06707638,-0.6358811,0.13361998,0.12130655,0.16936965,0.15802433,0.23991635,0.051192727,-0.090148635,-0.03891049,0.11750588,0.072648495,-0.12023002,0.09257636,0.024420284,0.18923563,-0.09392116,-0.027553957,0.04431937,0.2715347,0.035699233,0.060983557,0.353056,-0.03976107,0.15191369,-0.15401703,-0.09815058,0.10475514,-0.028048329,0.11217209,0.09314124,0.014400717,-0.33223984,0.13101646,-0.34511113,-0.16488305,-0.008394629,-0.17013332,0.19354022
darapladib,-0.3851758,-0.65048075,-0.3084519,0.3392422,0.6717694,0.33897042,-0.2634249,-0.5329099,-0.12877972,-0.28577992,0.4402672,0.34946293,-0.42131522,0.29977745,0.6257246,0.9604497,-0.5232653,-0.23384774,0.14202031,0.1581265,-0.35780907,0.44577003,1.1234636,-0.4897593,0.32372615,-0.3278256,0.011250656,-0.1407171,0.412487,-0.20843469,-0.19620028,-0.39110416,0.16978562,-0.12087126,0.14197685,0.5353738,-0.017602438,0.4555367,0.7172136,-0.3127485,0.15928397,-0.38563323,-0.3684488,0.68071127,-0.28215453,0.09350508,0.29665503,0.16078761,0.38433954,0.22105451,-0.18169615,-0.2791791,-0.007868379,-0.023519563,-0.024293438,0.22010103,0.18168364,-0.103797354,-0.44440222,0.009768536,0.51221347,0.25677416,-0.119595155,-0.36880985,-0.1011658,-0.2342535,-0.29279837,0.16647914,0.25255343,-0.42049944,-0.17572364,0.029470894,0.10760771,0.5464127,0.2906367,-0.50682825,0.50994205,-0.48415405,0.24978666,-0.1872466,0.20755038,-0.11246504,-0.40456644,0.20914873,-0.43356773,-0.5403604,-0.26604846,0.09638439,0.055564046,-0.2058771,0.60261637,-0.054094475,-0.028399954,-0.053551815,-0.17379755,-0.2737001,0.13583422,0.3047969,0.36209345,0.07130335,-0.06271833,-0.29454178,-0.29888025,-0.122783706,0.10072351,0.43060148,-0.5372345,-0.52146447,-1.6746907,0.07795709,-0.45836443,-0.23847339,-0.2894926,-0.3127745,-0.15934984,0.10146791,-0.012044296,-0.3990999,0.3504101,-0.3785074,-0.44304866,0.16706546,-0.12764925,0.113804765,-0.109817244,0.009945065,-0.3782695,-0.31901506
darifenacin,-0.037507277,0.19732553,0.2651812,-0.044386957,0.07224131,-0.22010835,0.08400482,-0.16054773,-0.11966209,0.021771394,0.1231924,0.043838173,0.09837784,0.07426188,-0.07270682,-0.13474998,-0.20309672,0.12094228,0.010883808,-0.0920109,-0.051590607,-0.09486796,-0.09754427,0.08686356,0.16780734,0.040823195,-0.117317796,0.022962932,0.23405235,-0.086845726,-0.09963208,-0.06730126,-1.3964591,0.17619132,0.3819824,0.11656294,0.20261784,-0.25968772,0.16050282,-0.08337609,-0.058245752,-0.03747915,0.09890251,-0.39932284,0.035566844,0.2209017,0.018539594,-0.2149589,-0.14743026,-1.6604465,-0.108229935,0.88257295,-0.10146825,-0.11894387,-0.10188283,-0.08323267,-0.057896104,-0.16716155,-0.29618093,-0.06451805,0.08584072,0.18461858,0.010929672,-0.2915448,0.17166394,-0.07101194,-0.057288837,-0.1605079,-0.1013006,0.056264408,0.38822773,-0.10032185,0.10491966,-0.2620195,0.17424873,0.09823518,0.08289739,-0.008170035,0.07608345,-0.16840653,-0.9053501,-0.05479834,-0.056277514,0.26466653,0.16595575,-0.11098216,-0.09434866,0.11293204,-0.16434969,-0.11834508,-0.98722965,0.085882366,0.033610888,0.43446952,0.19668457,-0.0055432357,-0.096043885,0.13540775,0.22132571,-0.49941304,0.03676278,0.2675933,0.36369157,-0.037154563,0.036908716,-0.15736061,0.025038175,-0.29965818,-0.6487059,-0.1597137,0.13831206,0.18352127,0.09223827,-0.027358092,0.34940517,-0.3609993,-0.18720122,0.05818651,-0.07816169,-0.12896343,0.1506539,-0.0940481,-0.12057089,-0.20635852,-0.16012605,0.009228829,0.17170535,0.19251536
darunavir,-0.121932074,-0.1728748,0.28741857,-0.0081467545,-0.11385256,-0.5065809,0.15714987,0.3264463,0.13861914,-0.10837272,-0.124504685,0.24393916,0.03286063,-0.39632198,0.076014206,-0.23097315,0.11718952,0.027960608,0.07914579,-0.025203608,-0.11037025,-0.34487814,-0.432998,0.2753888,0.077685155,0.0045460467,0.2935099,-0.027051076,-0.26805443,-0.07137856,-0.052016255,0.23295575,0.091132805,-0.026545772,0.0039359257,0.014455302,0.13954465,-0.009251438,-0.15580964,0.07123962,0.012502546,0.26916263,0.398091,0.019597322,-0.12187152,-0.48938194,-0.16759327,0.10845857,-0.44698334,-0.04727162,-0.07653355,-0.0061834864,0.030880332,0.07053268,0.049606316,0.19605514,0.06562907,0.18910712,0.03300808,0.07719205,-0.055391077,0.024219742,0.03202389,0.27126473,-0.14423594,0.14775446,0.18216605,-0.20949002,-0.35804066,0.22470413,0.13696674,0.18518463,0.015351066,-0.10981296,0.20797053,-0.13399464,-0.120231226,0.25250542,-0.061969273,0.13104737,0.23030972,0.027352717,0.12878314,-0.06934026,0.24072027,0.42970964,-0.105004616,-0.15945092,-0.1437993,-0.061414495,0.11224565,0.088698626,-0.052786067,0.22839211,-0.121687286,-0.11238544,0.0062279347,-0.21174872,-0.11752279,0.85398287,0.036797404,-0.0047508385,0.1668077,0.2454752,-0.10721415,0.07493882,-0.080064505,-0.10172032,0.06681478,-0.059086546,0.09668887,0.026365476,0.2905607,0.023377007,0.04386784,0.25840318,-0.12717332,0.03126499,0.042971347,-0.14714684,0.12246662,-0.12962474,0.024627943,-0.09639525,-0.0741056,-0.18847421,0.1538538,-0.04430014
