drug,net_trace,weighted_trace,vae_score,baseline,sig_reproducibility,n_cell_lines,reversal_rank,reversal_pct
nicergoline,-0.0440581981615094,-0.077999429716238,-0.015509121,0.0,0.0,7,1342,75.90497737556561
equol,-0.0440805078005494,-0.0716273002378543,-0.10590975,0.0680898876404494,0.0,7,1343,75.96153846153845
imipramine,-0.0440873062571524,-0.057859681247216,-0.08912777,0.0,0.0,7,1344,76.01809954751131
voreloxin,-0.0441342093965147,-0.0928796422733043,-0.33731437,0.0919475655430711,0.0,7,1345,76.07466063348416
griseofulvin,-0.0441740184785762,-0.0276791346848113,-0.062103197,0.0,0.0,7,1346,76.13122171945702
CP-724714,-0.0442363367112393,-0.0731693823256395,0.061138343,0.0936142322097378,0.0,15,1347,76.18778280542986
firategrast,-0.044247641909047,-0.0814955217267251,-0.70959365,0.0740262172284644,0.0,7,1348,76.2443438914027
ABT-202,-0.0442505477477906,-0.0426661921904828,-0.037541054,0.1214981273408239,0.0,7,1349,76.30090497737557
AMG-487,-0.0442787721195553,-0.0495075435079537,-0.052858222,0.0841573033707865,0.0,7,1350,76.35746606334841
diosmin,-0.0443739094627191,-0.0493974165248004,-0.011821222,0.1108988764044944,0.0,7,1351,76.41402714932126
JNJ-38877605,-0.0444818662171039,-0.0450984809239982,-0.16394797,0.1202996254681648,0.0,21,1352,76.47058823529412
zileuton,-0.0445267810371155,-0.0281420364855044,0.042523414,0.0,0.0,7,1353,76.52714932126696
moracizine,-0.0445291292325511,-0.0169850037520371,-0.047956582,0.1254307116104869,0.0,7,1354,76.58371040723982
levothyroxine,-0.044532637386565,-0.0581417775189062,-0.028007183,0.0919288389513108,0.0,7,1355,76.64027149321268
BRD-K68548958,-0.0445337072481856,-0.0493895422451054,0.033732895,0.0,0.0,19,1356,76.69683257918552
allopurinol,-0.0446190072087928,-0.0417718443155232,-0.004817009,0.0769475655430712,0.0,7,1357,76.75339366515837
trimethoprim,-0.0446898757294841,-0.0355453548619273,-0.05180981,0.0,0.0,7,1358,76.80995475113123
chloramphenicol,-0.0447410974537315,-0.0459551936827848,-0.00034988968,0.0971722846441947,0.0,7,1359,76.86651583710407
carisoprodol,-0.0448267110541365,-0.0358817569859407,-0.08183521,0.1680711610486891,0.0,7,1360,76.92307692307693
aurora-a-inhibitor-i,-0.0448315240068666,-0.0538095877509786,0.2611356,0.1307865168539325,0.0,19,1361,76.97963800904978
indoprofen,-0.0448472312064312,-0.0498887276414378,0.016997194,0.0593445692883895,0.0,7,1362,77.03619909502262
ozagrel,-0.0450820386364966,-0.066549982752787,-0.08384659,0.1133895131086142,0.0,7,1363,77.09276018099548
salvinorin-a,-0.0450844443840078,-0.0676347056668252,-0.63215464,0.0870786516853932,0.0,7,1364,77.14932126696833
sulforaphane,-0.0451191345856889,-0.0819261386461149,-0.10575159,0.1130149812734082,0.0,7,1365,77.20588235294117
dopamine,-0.0451411586693349,-0.0295687023508366,0.013642238,0.0,0.0,7,1366,77.26244343891403
testosterone,-0.045335105327437,-0.0857379698253743,-0.007869343,0.0879026217228464,0.0,7,1367,77.31900452488688
rocuronium,-0.0453620234997676,-0.0641105433619729,-0.0152695095,0.122940074906367,0.0,7,1368,77.37556561085974
Gossypetin,-0.0453844738354781,-0.0742768819915077,-0.620304,0.113689138576779,0.0,5,1369,77.43212669683258
niacin,-0.0454025947963726,-0.0615337463338645,-0.05772323,0.1056554307116104,0.0,7,1370,77.48868778280543
novobiocin,-0.0454829944124607,-0.0536622162227421,-0.014027369,0.0884456928838951,0.0,7,1371,77.54524886877829
fiacitabine,-0.0455001260025061,-0.0318036579451992,-0.031514175,0.1482771535580524,0.0,7,1372,77.60180995475113
ciprofloxacin,-0.0455115322146018,-0.0361408200192249,-0.098716274,0.1044756554307115,0.0,7,1373,77.65837104072398
sulfadoxine,-0.0456600188841155,-0.0303406829411964,-0.011163094,0.0,0.0,7,1374,77.71493212669684
lerisetron,-0.0457167428378664,-0.0809472809811609,-0.0024099366,0.1282958801498127,0.0,7,1375,77.77149321266968
entecavir,-0.0457245895610165,-0.0645704182484575,-0.61511123,0.1269101123595505,0.0,7,1376,77.82805429864254
ciclesonide,-0.0457468400405927,-0.0442136205324157,-0.41203043,0.0,0.0,7,1377,77.88461538461539
glimepiride,-0.0457479394281261,-0.0461913014569315,-0.6765966,0.1277715355805243,0.0,7,1378,77.94117647058823
thalidomide,-0.045770283097536,-0.0546674680558707,-0.088108644,0.1200187265917603,0.0,7,1379,77.99773755656109
glycopyrrolate,-0.0458376360754871,-0.0583428312796042,0.020045528,0.0823220973782771,0.0,7,1380,78.05429864253394
tetrabenazine,-0.0458594083001625,-0.0557594134561127,-0.033824574,0.0,0.0,7,1381,78.11085972850678
letermovir,-0.0458685581948066,-0.0310621486592427,-0.050037093,0.0755430711610486,0.0,7,1382,78.16742081447964
alvocidib,-0.0458734460434104,-0.0654094342693477,0.110255964,0.0,0.0,18,1383,78.22398190045249
T-5224,-0.045904933681533,-0.0647075463219549,0.14670609,0.0923595505617977,0.0,7,1384,78.28054298642535
IKK-inhibitor-X,-0.0459181793402776,-0.0353188124434866,-0.2531892,0.0862359550561797,0.0,2,1385,78.33710407239819
deferiprone,-0.0459684093467391,-0.0298370315588046,-0.059237044,0.0835205992509363,0.0,7,1386,78.39366515837104
sch 900776,-0.0460852890849062,-0.0407985170970871,-0.08120052,0.0861048689138577,0.0,2,1387,78.4502262443439
estramustine,-0.0461664153763783,-0.0829107767242983,0.021212405,0.0823408239700374,0.0,7,1388,78.50678733031674
KIN001-043,-0.0462398595151306,-0.0553713029609578,0.1464551,0.1056367041198501,0.0,15,1389,78.56334841628959
idebenone,-0.0462411345484164,-0.0293215625701058,-0.06499778,0.104063670411985,0.0,7,1390,78.61990950226244
adarotene,-0.0462448233763239,-0.0441635783875062,0.20274764,0.0,0.0,7,1391,78.67647058823529
taltirelin,-0.0463643822177986,-0.0561217215119739,-0.05984505,0.12938202247191,0.0,7,1392,78.73303167420815
acifran,-0.0464604578713145,-0.053410961165418,-0.052059893,0.1125093632958801,0.0,7,1393,78.789592760181
midodrine,-0.0465708251643738,-0.0432043580211079,-0.07066623,0.0,0.0,7,1394,78.84615384615384
cyclosporin-a,-0.0468326572851524,-0.0642963699955436,-0.011092506,0.0764044943820224,0.0,7,1395,78.9027149321267
travoprost,-0.0468917322958148,-0.0585485393593925,-0.51349384,0.0,0.0,7,1396,78.95927601809954
lacosamide,-0.0469479922899944,-0.0508916595660558,-0.028929112,0.0770599250936329,0.0,7,1397,79.01583710407239
betrixaban,-0.0471011196579212,-0.0669577838743575,-0.059619375,0.1046067415730337,0.0,7,1398,79.07239819004525
tetrindole,-0.0471077131553053,-0.0228914721466545,-0.028216805,0.071067415730337,0.0,7,1399,79.1289592760181
miltefosine,-0.047129543878038,-0.0435928779294608,-0.57945466,0.134063670411985,0.0,7,1400,79.18552036199095
rasagiline,-0.0471569618643756,-0.0835893980250919,-0.053467546,0.1463483146067415,0.0,7,1401,79.2420814479638
procaine,-0.0471648533631353,-0.0513163502587111,-0.5764275,0.1024344569288389,0.0,7,1402,79.29864253393664
tirofiban,-0.047234601083058,-0.0170516633294873,-0.10373755,0.1237265917602996,0.0,7,1403,79.3552036199095
rotundine,-0.0472422657234429,-0.041119985118386,-0.6056442,0.0,0.0,7,1404,79.41176470588235
estrone,-0.0472768380578126,-0.0789246860434466,-0.06348168,0.1219288389513108,0.0,7,1405,79.4683257918552
minoxidil,-0.0473570946259988,-0.0340089885029968,-0.06530894,0.1274719101123595,0.0,7,1406,79.52488687782805
PD-173074,-0.0473765645461332,-0.0329804976197772,0.16632928,0.0783333333333333,0.0,15,1407,79.5814479638009
levomequitazine,-0.0477298440311372,-0.0262516706149184,0.039463986,0.0,0.0,7,1408,79.63800904977376
iniparib,-0.0480478453231921,-0.0345528279703332,-0.16992305,0.1131835205992509,0.0,21,1409,79.69457013574662
QL-XI-92,-0.0481810606411429,-0.064880088632992,0.040150795,0.1143258426966292,0.0,19,1410,79.75113122171946
indapamide,-0.0482204581062016,-0.0527504117169238,-0.079890825,0.1200374531835206,0.0,7,1411,79.8076923076923
1271738-62-5,-0.0482857841262402,-0.040705150274597,-0.23463073,0.1232584269662921,0.0,5,1412,79.86425339366517
fomepizole,-0.0482961905883177,-0.0601737838554033,-0.11574462,0.1051498127340823,0.0,7,1413,79.92081447963801
orantinib,-0.0483424653055206,-0.0496452834944167,-0.02787922,0.0,0.0,7,1414,79.97737556561087
Y-27632,-0.0484315341706826,-0.0517108074566512,-0.1591328,0.1226404494382022,0.0,21,1415,80.03393665158372
clotrimazole,-0.0484693750076767,-0.0661111848705088,-0.6444461,0.1048314606741572,0.0,7,1416,80.09049773755656
avasimibe,-0.0485462123106772,-0.0624393810748245,-0.039536048,0.1116479400749063,0.0,7,1417,80.14705882352942
nefopam,-0.0485485070682064,-0.0573871526895746,-0.011590074,0.0752434456928839,0.0,7,1418,80.20361990950227
ginkgolide-b,-0.048579842658973,-0.0755264694907209,-0.0150596965,0.1279213483146067,0.0,7,1419,80.26018099547511
clemizole,-0.048629166667922,-0.0586310943994596,-0.032917872,0.0957303370786516,0.0,7,1420,80.31674208144797
tamibarotene,-0.0488303288358691,-0.0603175520145576,-0.38297996,0.0982958801498127,0.0,7,1421,80.37330316742081
ilomastat,-0.0489331149338509,-0.0459253370031513,-0.0985598,0.0928089887640449,0.0,7,1422,80.42986425339367
sotalol,-0.0490077588204493,-0.0408698539230029,-0.6438893,0.1207303370786516,0.0,7,1423,80.48642533936652
tobramycin,-0.049064944849303,-0.0499595919145819,-0.018649455,0.0926591760299625,0.0,7,1424,80.54298642533936
potassium-canrenoate,-0.0492232127911533,-0.0628951543736407,-0.50463784,0.0917041198501872,0.0,7,1425,80.59954751131222
chlorthalidone,-0.049228874032767,-0.0648941196819766,-0.60190326,0.0986329588014982,0.0,7,1426,80.65610859728507
miglustat,-0.0492672127951987,-0.0590957253953542,-0.07593404,0.1021161048689138,0.0,7,1427,80.71266968325791
O6-benzylguanine,-0.0492892204940897,-0.0408546644040415,-0.037847962,0.0895131086142321,0.0,7,1428,80.76923076923077
granisetron,-0.0493136080885216,-0.0603142517791895,-0.5429761,0.0762921348314606,0.0,7,1429,80.82579185520362
chenodiol,-0.0494428055250911,-0.0490098401393005,-0.07919374,0.1137078651685393,0.0,7,1430,80.88235294117648
targinine,-0.0494655481693005,-0.0571468815294104,-0.12488942,0.127565543071161,0.0,7,1431,80.93891402714932
loxoprofen,-0.0499240104995107,-0.0261108357692806,-0.037812598,0.1187827715355805,0.0,7,1432,80.99547511312217
UNC-669,-0.0499841712958856,-0.0648663452851729,-0.28489357,0.1164044943820224,0.0,19,1433,81.05203619909503
diethylcarbamazine,-0.0500156122848227,-0.0958485076427275,-0.085907005,0.1117790262172284,0.0,7,1434,81.10859728506787
VX-745,-0.0500473003927866,-0.072480008236482,-0.10487387,0.107940074906367,0.0,19,1435,81.16515837104072
tebipenem,-0.0500496079100506,-0.0472369033961529,-0.0510211,0.0814232209737828,0.0,7,1436,81.22171945701358
deoxycholic-acid,-0.0500594549797722,-0.0677241762664299,0.10896287,0.0772097378277154,0.0,7,1437,81.27828054298642
NSC-4644,-0.0500831518850221,-0.0827099333636963,-0.047309108,0.0,0.0,7,1438,81.33484162895928
fipronil,-0.0501610509091769,-0.0475027505177302,0.09722078,0.0,0.0,7,1439,81.39140271493213
QL-X-138,-0.0501944499420081,-0.0423535821058279,0.10798169,0.0885955056179775,0.0,15,1440,81.44796380090497
clofarabine,-0.0504312314346419,-0.0712410067642655,-0.27932137,0.0,0.0,7,1441,81.50452488687783
temazepam,-0.0504736432658771,-0.0544748194061428,-0.059763726,0.086685393258427,0.0,7,1442,81.56108597285068
bexarotene,-0.0504836086776479,-0.045418452542295,0.019938117,0.0,0.0,7,1443,81.61764705882352
butoconazole,-0.0505364817691032,-0.0496284057070016,-0.64507467,0.0957677902621723,0.0,7,1444,81.67420814479638
ABT-239,-0.0506636387780746,-0.0202432322036819,-0.51705915,0.0774719101123595,0.0,7,1445,81.73076923076923
KIN001-269,-0.0507844552833947,-0.0800349458044197,-0.212655,0.1418913857677903,0.0,19,1446,81.78733031674209
physostigmine,-0.0509015599993041,-0.0642262620764258,-0.66892815,0.1029775280898877,0.0,7,1447,81.84389140271493
tibolone,-0.0513480230627538,-0.0813267256437806,-0.037853435,0.1240636704119849,0.0,7,1448,81.90045248868778
tiapride,-0.0513727701380564,-0.0460050015197826,-0.094754964,0.1332584269662921,0.0,7,1449,81.95701357466064
AZD-6482,-0.051504500651326,-0.0644585009822248,-0.30573893,0.0914606741573033,0.0,13,1450,82.01357466063348
safingol,-0.051529469158133,-0.0496160611890686,-0.07634289,0.0861235955056179,0.0,7,1451,82.07013574660633
CX-516,-0.0515309094068749,-0.05487667062751,-0.59368986,0.0835955056179775,0.0,7,1452,82.12669683257919
SB-683698,-0.0516193814728239,-0.0818517991865754,-0.51685363,0.0664794007490636,0.0,7,1453,82.18325791855203
triamcinolone-acetonide,-0.0517883006855962,-0.0513876584998736,-0.038623266,0.1059925093632958,0.0,7,1454,82.23981900452489
dabigatran-etexilate,-0.051857319135089,-0.0159845825359372,-0.014748162,0.0882022471910112,0.0,7,1455,82.29638009049773
lorazepam,-0.0518594701007364,-0.0244553378913781,-0.021074237,0.0998501872659176,0.0,7,1456,82.35294117647058
raclopride,-0.0520369513632539,-0.0250660422340772,-0.068519965,0.1186704119850187,0.0,7,1457,82.40950226244344
dapivirine,-0.0520643833614994,-0.0346300401726588,-0.05834387,0.0,0.0,7,1458,82.46606334841628
dinaciclib,-0.0522349157998246,-0.0551778246642751,0.19339024,0.0,0.0,23,1459,82.52262443438913
irinotecan,-0.0522493948003347,-0.0448913157403891,-0.28671092,0.1191760299625467,0.0,7,1460,82.57918552036199
triamterene,-0.0523103217201106,-0.0535929373405896,-0.055376675,0.0954494382022471,0.0,7,1461,82.63574660633483
selamectin,-0.0524747360356238,-0.0691183796775278,-0.122625865,0.1304494382022472,0.0,7,1462,82.6923076923077
piroxicam,-0.0524815882417125,-0.0696772909893056,-0.058256183,0.1519662921348314,0.0,7,1463,82.74886877828054
digoxin,-0.052681176551589,-0.0393458825079343,0.20375322,0.1184831460674157,0.0,7,1464,82.80542986425338
zardaverine,-0.0527888569797423,-0.0712913341935242,0.13275522,0.0890074906367041,0.0,7,1465,82.86199095022624
enzastaurin,-0.0528562543035174,-0.0383924764437463,0.1565581,0.1191011235955056,0.0,15,1466,82.9185520361991
metenkephalin,-0.0528665190990763,-0.0619678914886178,-0.08226794,0.099438202247191,0.0,7,1467,82.97511312217195
azelastine,-0.0528936821985635,-0.0590166288480016,0.042714752,0.1109925093632959,0.0,7,1468,83.0316742081448
cladribine,-0.052971332648986,-0.0696277385726383,0.06985616,0.0,0.0,7,1469,83.08823529411765
naphazoline,-0.053048771128592,-0.0390055537321168,-0.11337877,0.0743820224719101,0.0,7,1470,83.1447963800905
MLN-2480,-0.0530697384397152,-0.0168959175723907,-0.053425167,0.1010486891385767,0.0,7,1471,83.20135746606336
eugenol,-0.0530700141750127,-0.067833513147393,-0.0037276936,0.0797940074906367,0.0,7,1472,83.2579185520362
CT-7758,-0.0531149233122164,-0.0864864603199103,0.0014454662,0.0,0.0,7,1473,83.31447963800905
mestinon,-0.0531983899943444,-0.0555986908297878,-0.07124786,0.0,0.0,7,1474,83.3710407239819
mibampator,-0.0533876232788551,-0.0617683521934795,0.0006916643,0.093501872659176,0.0,7,1475,83.42760180995475
AICA-ribonucleotide,-0.0534287284608821,-0.0506765785399112,-0.024890019,0.1323970037453183,0.0,7,1476,83.48416289592761
RG-108,-0.0534440557936502,-0.0686945264787547,-0.00012647403,0.1211985018726591,0.0,19,1477,83.54072398190046
anisodamine,-0.0534611869009973,-0.0498970645296601,-0.4968025,0.0,0.0,7,1478,83.5972850678733
SB-239063,-0.0537381851427172,-0.0906836726247751,-0.09861747,0.0980711610486891,0.0,19,1479,83.65384615384616
cyanocobalamin,-0.0537596653278753,-0.0578711694107653,0.03833161,0.0,0.0,7,1480,83.710407239819
regadenoson,-0.053881360953088,-0.093230988318473,-0.075602874,0.0724906367041199,0.0,7,1481,83.76696832579185
XL-147,-0.0538901779795816,-0.0356147661435834,-0.021735905,0.0,0.0,7,1482,83.82352941176471
protirelin,-0.0540956873072885,-0.0831409586995176,-0.5895428,0.1255805243445693,0.0,7,1483,83.88009049773756
KIN001-244,-0.0541977872445472,-0.0709337226325983,0.09434591,0.1184644194756554,0.0,22,1484,83.93665158371041
piclamilast,-0.0543227221788058,-0.027554473491069,0.044597268,0.1137078651685393,0.0,7,1485,83.99321266968326
carbimazole,-0.0543297959561191,-0.0537971822384747,-0.10022126,0.0711048689138577,0.0,7,1486,84.0497737556561
mitomycin-c,-0.054422399207776,-0.0715661554070683,0.3136699,0.0,0.0,7,1487,84.10633484162896
safinamide,-0.0544446527437277,-0.0532654733726672,-0.020541284,0.0973595505617977,0.0,7,1488,84.16289592760181
GSK-256066,-0.0544458679894797,-0.0290122328925609,0.080944724,0.0,0.0,7,1489,84.21945701357465
zalcitabine,-0.0545882305366915,-0.0757203178810152,0.14452189,0.0853932584269662,0.0,7,1490,84.27601809954751
balicatib,-0.0548064695587698,-0.0539706792014045,-0.3345212,0.0999625468164794,0.0,7,1491,84.33257918552036
rutin,-0.0548186974538874,-0.0762384370314175,-0.056594834,0.1095131086142321,0.0,7,1492,84.38914027149322
imatinib,-0.054933369614786,-0.0407323341473316,0.022707524,0.0931647940074906,0.0,17,1493,84.44570135746606
rimexolone,-0.0550069265511654,-0.0480933554396269,-0.47420135,0.0631647940074906,0.0,7,1494,84.50226244343891
ziprasidone,-0.0550109782851801,-0.0691642811375943,-0.5005099,0.0952808988764044,0.0,7,1495,84.55882352941177
palonosetron,-0.0551051134217435,-0.0576936295100254,-0.5955951,0.108632958801498,0.0,7,1496,84.61538461538461
desvenlafaxine,-0.0551625279989827,-0.0497429163733846,-0.09146086,0.0991198501872659,0.0,7,1497,84.67194570135746
eflornithine,-0.0552780495311934,-0.0435797732730621,-0.021866929,0.0905430711610487,0.0,7,1498,84.72850678733032
linsitinib,-0.0554493859401,-0.0427788895227479,0.055026185,0.0777340823970037,0.0,15,1499,84.78506787330316
fenobam,-0.0554538626025985,-0.0873262250084118,-0.046052698,0.0925093632958801,0.0,7,1500,84.84162895927602
epirubicin,-0.05553129747044,-0.0457692583418445,0.28892168,0.0,0.0,7,1501,84.89819004524887
sulbutiamine,-0.0556305455548561,-0.0375684136942238,-0.054499898,0.0928277153558052,0.0,7,1502,84.95475113122171
clindamycin,-0.0556371175127739,-0.0430887378526659,-0.08313178,0.0806367041198501,0.0,7,1503,85.01131221719457
ZD-7288,-0.055674544964835,-0.0408654966530349,-0.43276423,0.0873970037453183,0.0,7,1504,85.06787330316742
triptolide,-0.0557379824666705,-0.0570869272624368,0.1422276,0.0,0.0,7,1505,85.12443438914026
AGP-103,-0.0558405132325637,-0.0595986236408014,-0.09503219,0.0968913857677902,0.0,7,1506,85.18099547511312
flumazenil,-0.0558587814352193,-0.0487018788593931,-0.09263653,0.089438202247191,0.0,7,1507,85.23755656108597
seocalcitol,-0.0560422531153963,-0.0424054582947779,0.11363069,0.0819850187265918,0.0,7,1508,85.29411764705883
flutamide,-0.0560794420126122,-0.0538573896211747,0.18239933,0.0941760299625468,0.0,7,1509,85.35067873303167
cevimeline,-0.0561519790636747,-0.0458189264892327,-0.06929183,0.1231835205992509,0.0,7,1510,85.40723981900452
phenazone,-0.0561655222777814,-0.0512756732482608,0.07910588,0.1178651685393258,0.0,7,1511,85.46380090497738
rimantadine,-0.0564022678490047,-0.0663486454974774,-0.010426211,0.1099999999999999,0.0,7,1512,85.52036199095022
resorcinol,-0.0564456021547329,-0.0847532444981314,-0.07694577,0.1143258426966292,0.0,7,1513,85.57692307692307
ALW-II-38-3,-0.0564536586547985,-0.0792801780655287,-0.19474182,0.0959176029962546,0.0,19,1514,85.63348416289593
levocetirizine,-0.0564939460041037,-0.0515573979930737,-0.4165605,0.1341573033707865,0.0,7,1515,85.69004524886877
dantrolene,-0.0565791952580921,-0.058718246325485,-0.034010153,0.1103183520599251,0.0,7,1516,85.74660633484163
oxymetazoline,-0.0567955496047485,-0.0779821927709696,-0.6111669,0.0975280898876404,0.0,7,1517,85.80316742081448
risperidone,-0.05679615564654,-0.0735359417456923,-0.08432515,0.1179400749063669,0.0,7,1518,85.85972850678732
linagliptin,-0.056796754694672,-0.042012811323696,-0.60838073,0.1100936329588015,0.0,7,1519,85.91628959276018
CPI-1189,-0.0568469009767532,-0.0755127806116952,-0.5935071,0.1008239700374531,0.0,7,1520,85.97285067873304
levonorgestrel,-0.0569338198507485,-0.0719427729444825,-0.04470052,0.1008614232209737,0.0,7,1521,86.02941176470588
voglibose,-0.0570411658057972,-0.0973208477304256,-0.012493895,0.1192134831460674,0.0,7,1522,86.08597285067874
methimazole,-0.0571213350852973,-0.0508104811066317,-0.059607945,0.0835580524344569,0.0,7,1523,86.14253393665159
rupatadine,-0.0571844349662543,-0.0365973604809958,0.04547295,0.0822846441947565,0.0,7,1524,86.19909502262443
ondansetron,-0.057340622964491,-0.0822550565260847,-0.65470743,0.1570786516853932,0.0,7,1525,86.2556561085973
nimodipine,-0.057356269643856,-0.06175208712868,-0.08183581,0.0852808988764045,0.0,7,1526,86.31221719457014
AMD-11070,-0.0573995648932645,-0.0482033945160104,-0.019383496,0.0877340823970037,0.0,7,1527,86.36877828054298
etanidazole,-0.0574147016589867,-0.0498342512956912,0.016812716,0.1014044943820224,0.0,7,1528,86.42533936651584
omeprazole,-0.0574291566661508,-0.0492336649907897,-0.082691014,0.0986142322097378,0.0,7,1529,86.48190045248869
fentiazac,-0.0575264998321101,-0.1162726966860082,-0.6079421,0.1517977528089887,0.0,7,1530,86.53846153846155
fludarabine-phosphate,-0.0575299893485883,-0.0716922078835104,-0.018486947,0.0948314606741572,0.0,7,1531,86.59502262443439
forskolin,-0.0576148490322872,-0.0350530932141486,-0.45848614,0.0758052434456929,0.0,7,1532,86.65158371040724
alprostadil,-0.0577103306398399,-0.0560766551659636,0.0073479735,0.1120786516853932,0.0,7,1533,86.7081447963801
barasertib-HQPA,-0.0577433963626881,-0.0717717652604344,0.31783652,0.0914232209737827,0.0,13,1534,86.76470588235294
AZD-1480,-0.0580301881025324,-0.0502381944849709,-0.16380171,0.1149999999999999,0.0,21,1535,86.8212669683258
amonafide,-0.058075966112973,-0.0650931139364934,0.16134089,0.1093258426966291,0.0,7,1536,86.87782805429865
IOX2,-0.0580853165765402,-0.0669963582525406,-0.13346073,0.1373970037453183,0.0,19,1537,86.93438914027149
goserelin-acetate,-0.0581006811866999,-0.0549863769998683,-0.028764494,0.0917977528089887,0.0,7,1538,86.99095022624435
GW-843682X,-0.0581126522661939,-0.0816977144543734,0.11484551,0.0772846441947565,0.0,15,1539,87.0475113122172
lupanine,-0.0582300726691268,-0.0562777966674169,-0.08245074,0.0,0.0,7,1540,87.10407239819004
tiagabine,-0.058237100932458,-0.086179673363735,-0.08677919,0.1161797752808988,0.0,7,1541,87.1606334841629
regorafenib,-0.0584517889256645,-0.0485218590631633,-0.019473072,0.1226404494382021,0.0,21,1542,87.21719457013575
phorbol-myristate-acetate,-0.0585012618520509,-0.0750299640863646,0.2771736,0.135,0.0,7,1543,87.27375565610859
josamycin,-0.0585737998147564,-0.0832714149377695,-0.6618413,0.0,0.0,7,1544,87.33031674208145
tiludronate,-0.0585969194776812,-0.0880515527265998,-0.57614285,0.1076591760299625,0.0,7,1545,87.3868778280543
medrysone,-0.0586614054369186,-0.0665163921414712,-0.551737,0.0,0.0,7,1546,87.44343891402715
agomelatine,-0.0587150100781419,-0.0612903563056385,0.007661351,0.1153183520599251,0.0,7,1547,87.5
buspirone,-0.0587700265262825,-0.0735781708703748,-0.09117447,0.0,0.0,7,1548,87.55656108597285
trientine,-0.0589032128630961,-0.0405538113826492,-0.06980805,0.1049625468164794,0.0,7,1549,87.6131221719457
thioctic-acid,-0.059146435745849,-0.0789547580297792,-0.64562637,0.106067415730337,0.0,7,1550,87.66968325791855
E-2012,-0.0592108831322402,-0.0495042974503405,0.116369694,0.0,0.0,7,1551,87.72624434389141
triclabendazole,-0.0593195576284319,-0.0871224049654779,-0.033251435,0.1297003745318351,0.0,7,1552,87.78280542986425
naftifine,-0.0594113137682506,-0.0684586239443287,-0.07489031,0.12812734082397,0.0,7,1553,87.8393665158371
azathioprine,-0.0594801636730114,-0.0598392194529585,-0.62993115,0.0991573033707864,0.0,7,1554,87.89592760180996
trimipramine,-0.0595052650521598,-0.0796647871053684,-0.52858853,0.1238951310861423,0.0,7,1555,87.9524886877828
A-769662,-0.0599364403663718,-0.0816276289160062,-0.0018877836,0.1332771535580524,0.0,19,1556,88.00904977375565
merimepodib,-0.0599624737233949,-0.0871753478173839,-0.42530787,0.1089513108614232,0.0,7,1557,88.06561085972851
azelaic-acid,-0.0600684445677335,-0.0591796515039085,-0.48350802,0.122565543071161,0.0,7,1558,88.12217194570135
SB-216763,-0.0600939700829261,-0.0908808246050878,-0.006298108,0.104812734082397,0.0,22,1559,88.1787330316742
ZM-447439,-0.0601208489458738,-0.0723759373943365,-0.19539115,0.0879026217228464,0.0,19,1560,88.23529411764706
colforsin-daproate,-0.0603713717867041,-0.0496416880809471,-0.60223377,0.1288389513108614,0.0,7,1561,88.2918552036199
amtolmetin-guacil,-0.0604105557828687,-0.0778010070477575,0.0055295895,0.1008988764044943,0.0,7,1562,88.34841628959276
MD-920,-0.0608815947150758,-0.0538486261846547,-0.08032082,0.0,0.0,7,1563,88.40497737556561
CHIR-99021,-0.0609784701339684,-0.0822511079611649,0.123406716,0.1689138576779026,0.0,16,1564,88.46153846153845
bindarit,-0.0610484644853267,-0.0435701034828933,-0.6203212,0.1000187265917603,0.0,7,1565,88.51809954751131
isoconazole,-0.0610932021289613,-0.0498941078403744,-0.07618712,0.0,0.0,7,1566,88.57466063348416
CGP-60474,-0.0613685039644613,-0.0693433115140029,-0.09144405,0.0,0.0,27,1567,88.63122171945702
latanoprost,-0.0613980170399087,-0.0820391575131337,-0.45223594,0.1136516853932584,0.0,7,1568,88.68778280542986
otamixaban,-0.0614143763716805,-0.0567508616571565,0.13230395,0.1048501872659176,0.0,7,1569,88.7443438914027
AZD-2014,-0.0614481132846506,-0.0595944923852206,-0.2158168,0.077565543071161,0.0,7,1570,88.80090497737557
nateglinide,-0.0615188944749405,-0.0518051068839681,0.1560534,0.0800374531835206,0.0,7,1571,88.85746606334841
batimastat,-0.0615517396924431,-0.0557380473966312,-0.4535684,0.0,0.0,7,1572,88.91402714932126
pazopanib,-0.0616035311184307,-0.087195684057141,-0.045738928,0.0826591760299625,0.0,24,1573,88.97058823529412
everolimus,-0.0617172949651881,-0.0509194912156848,0.3092328,0.082565543071161,0.0,24,1574,89.02714932126696
danazol,-0.0618663443772771,-0.0718311963865734,0.014108567,0.1079213483146067,0.0,7,1575,89.08371040723982
bosentan,-0.0618728429447731,-0.0852472139042035,-0.069510244,0.0953745318352059,0.0,7,1576,89.14027149321268
tirasemtiv,-0.0619437679456819,-0.0424713154123415,-0.13501264,0.1154681647940074,0.0,7,1577,89.19683257918552
dehydroepiandrosterone,-0.0619707663794638,-0.0814170200979773,0.14388707,0.1076966292134831,0.0,7,1578,89.25339366515837
cholic-acid,-0.0620023470835908,-0.030612963551525,-0.024446039,0.1159737827715355,0.0,7,1579,89.30995475113123
tadalafil,-0.0621010686766304,-0.0517215143871835,-0.040116936,0.1128277153558052,0.0,7,1580,89.36651583710407
talazoparib,-0.0621567816383538,-0.0658331601055348,0.10004646,0.0,0.0,7,1581,89.42307692307693
