drug,trace_score,emp_pvalue,emp_padj,significant,trace_rank,baseline_score,baseline_rank
gsk126,0.0075334775200097,0.345,1.0,False,372,0.0,331
NPK76-II-72-1,0.0073808988635133,0.431,1.0,False,373,0.0,556
metatinib,0.007205564033653,0.301,1.0,False,374,0.0,242
indoramin,0.0071857125668379,0.577,1.0,False,375,0.0,412
setiptiline,0.0070595727442768,0.362,1.0,False,376,-0.0689325842696629,169
cytarabine,0.0070563265327756,0.34,1.0,False,377,0.0,460
guanadrel,0.0070088026984264,0.552,1.0,False,378,0.1040823970037453,1433
cyclizine,0.0068281597860578,0.459,1.0,False,379,0.0,477
naftidrofuryl,0.0068212717887524,0.243,1.0,False,380,0.0,255
metergoline,0.0068192748317552,0.478,1.0,False,381,0.0,241
trilostane,0.0067381911670199,0.558,1.0,False,382,0.0627715355805243,859
pimecrolimus,0.0067018994617402,0.335,1.0,False,383,0.0,668
genz-644282,0.0066225558159476,0.327,1.0,False,384,0.0,391
GSK-1070916,0.0066068557245379,0.43,1.0,False,385,0.0,650
17-hydroxyprogesterone-caproate,0.0065272179666956,0.31,1.0,False,386,0.0,729
"16,16-dimethylprostaglandin-e2",0.0063508149706135,0.428,1.0,False,387,-0.0730711610486891,149
NVP-DPP728,0.006027456993685,0.535,1.0,False,388,0.0,546
gefitinib,0.0059680109539998,0.385,1.0,False,389,0.0,395
indibulin,0.0058896634327203,0.434,1.0,False,390,0.0,347
nafamostat,0.0058510068468668,0.588,1.0,False,391,0.0811610486891385,1072
ABT-724,0.0058235515066414,0.626,1.0,False,392,0.0653370786516853,876
L-655240,0.0054970411921593,0.401,1.0,False,393,0.0,503
LCL-161,0.0054960829243352,0.489,1.0,False,394,0.1116479400749063,1516
cilostazol,0.0054374108319255,0.642,1.0,False,395,0.0,426
malotilate,0.0054194100809584,0.548,1.0,False,396,-0.0792134831460674,124
podophyllotoxin,0.0053710850041475,0.432,1.0,False,397,-0.0612359550561797,204
cinaciguat,0.0053471102796996,0.378,1.0,False,398,0.0,428
neostigmine,0.0052571988363154,0.344,1.0,False,399,0.0,278
sildenafil,0.0052543814061255,0.66,1.0,False,400,0.0,509
resatorvid,0.0051342280125701,0.325,1.0,False,401,0.0,773
mercaptopurine,0.0051026537112053,0.506,1.0,False,402,0.0842696629213483,1130
aspirin,0.0048157204689686,0.462,1.0,False,403,0.0,280
mirodenafil,0.004771266795265,0.587,1.0,False,404,0.0,320
tenidap,0.004734267563474,0.53,1.0,False,405,-0.0612172284644194,205
amuvatinib,0.0045816867248407,0.38,1.0,False,406,0.0,318
SB-743921,0.0045668907311765,0.438,1.0,False,407,-0.0751310861423221,144
bitopertin,0.0045013519878303,0.561,1.0,False,408,0.0,221
colchicine,0.0044380832456462,0.422,1.0,False,409,-0.0660299625468164,183
dihydroergocristine,0.0043872536693178,0.559,1.0,False,410,0.0,345
TH-302,0.0042164910460357,0.657,1.0,False,411,0.0563108614232209,834
WZ-4002,0.0041550957316045,0.327,1.0,False,412,0.0,689
ursolic-acid,0.0040755016534779,0.602,1.0,False,413,0.0,665
ixazomib-citrate,0.0040712876859207,0.448,1.0,False,414,0.0763670411985018,1001
vicriviroc,0.0040074760554113,0.363,1.0,False,415,-0.0611048689138576,206
TWS-119,0.0039821831492255,0.618,1.0,False,416,0.0,736
GSK-2110183,0.0039767629367067,0.341,1.0,False,417,0.0,651
secnidazole,0.0039321131437328,0.713,1.0,False,418,0.0,563
butorphanol-(+)-tartrate,0.0039204806195775,0.648,1.0,False,419,0.0870599250936329,1178
dronedarone,0.00383072381149,0.474,1.0,False,420,0.0,367
IOWH-032,0.0037484600568837,0.683,1.0,False,421,-0.0770599250936329,133
adatanserin,0.0033095503140876,0.683,1.0,False,422,0.0,733
donitriptan,0.0032568543553515,0.536,1.0,False,423,0.0,335
SU-11652,0.0030895875091014,0.45,1.0,False,424,-0.1035393258426966,53
zafirlukast,0.003066286483838,0.347,1.0,False,425,0.0,572
cinoxacin,0.0030290739779737,0.667,1.0,False,426,0.0818352059925093,1086
cefotetan,0.0028014504351805,0.687,1.0,False,427,0.0811235955056179,1069
pidotimod,0.002736294696799,0.608,1.0,False,428,0.0863857677902621,1166
GSK-2636771,0.0027233455216834,0.57,1.0,False,429,0.0739513108614232,964
AR-A014418,0.0027075001812932,0.429,1.0,False,430,0.0,661
yohimbine,0.0026107830537069,0.531,1.0,False,431,0.0652996254681648,875
balsalazide,0.0025044864956492,0.7,1.0,False,432,0.097752808988764,1335
ponatinib,0.0024096341190724,0.45,1.0,False,433,0.0,673
ifosfamide,0.0023422141433236,0.494,1.0,False,434,0.0,352
altretamine,0.0023351343410573,0.635,1.0,False,435,0.0,705
avanafil,0.0023278221318233,0.689,1.0,False,436,0.0,252
mozavaptan,0.0021965022169645,0.345,1.0,False,437,0.0,260
Y-26763,0.0021518435831672,0.65,1.0,False,438,0.0,674
bifemelane,0.0021291993674998,0.507,1.0,False,439,-0.0698501872659176,161
conivaptan,0.0020513196624048,0.344,1.0,False,440,0.0,494
tacrolimus,0.0020253653575395,0.659,1.0,False,441,0.080561797752809,1060
epothilone-b,0.0020253071287285,0.439,1.0,False,442,0.0,369
tyrphostin-AG-1478,0.002024266583465,0.48,1.0,False,443,0.0753932584269663,981
SEP-227900,0.0020164032655406,0.536,1.0,False,444,0.0,794
IPI-145,0.0019684584685297,0.379,1.0,False,445,0.0773408239700374,1018
phenytoin,0.001953283460415,0.426,1.0,False,446,0.0,672
netupitant,0.0019305380863888,0.62,1.0,False,447,0.0,269
camptothecin,0.0018384317085605,0.457,1.0,False,448,0.0,438
lafutidine,0.0018239634334311,0.572,1.0,False,449,0.0,492
MK-0893,0.0016816278120584,0.447,1.0,False,450,0.0,569
r(-)-apomorphine,0.0016295336443206,0.711,1.0,False,451,-0.0599250936329587,207
trazodone,0.0015601679037402,0.709,1.0,False,452,0.0,634
MK-3207,0.0015428664927227,0.606,1.0,False,453,0.0760861423220973,992
galeterone,0.0015376065517639,0.627,1.0,False,454,0.0758988764044943,990
etomidate,0.0015191685134755,0.69,1.0,False,455,-0.0860299625468164,103
mocetinostat,0.0014482765180301,0.426,1.0,False,456,0.0,284
valsartan,0.0014022037804097,0.412,1.0,False,457,-0.0503932584269662,217
palbociclib,0.001386789825137,0.485,1.0,False,458,0.0,703
elvitegravir,0.0013426436643549,0.542,1.0,False,459,0.062940074906367,861
lestaurtinib,0.001305208602737,0.481,1.0,False,460,-0.0910674157303371,85
VX-765,0.001096653162992,0.529,1.0,False,461,0.0,693
trifluoperazine,0.0010609477881906,0.485,1.0,False,462,0.0,571
ropinirole,0.0010464484914526,0.343,1.0,False,463,0.0,760
tioguanine,0.0010106127640528,0.571,1.0,False,464,0.0,586
aminosalicylic-acid,0.0009150279793849,0.61,1.0,False,465,0.0830149812734082,1112
IKK-2-inhibitor-V,0.0009055157746082,0.495,1.0,False,466,0.0,629
MK-1775,0.0008198927411743,0.383,1.0,False,467,-0.0967602996254681,65
clofibric-acid,0.0006402555160893,0.661,1.0,False,468,0.0,488
ifenprodil,0.0006300540126778,0.533,1.0,False,469,0.0,354
JTC-801,0.000627468720812,0.36,1.0,False,470,0.0,522
primaquine,0.0005434134569401,0.413,1.0,False,471,0.0,678
tolperisone,0.0004992643566648,0.437,1.0,False,472,0.0659925093632959,880
mericitabine,0.0004734671655116,0.796,1.0,False,473,-0.0653932584269663,186
losartan,0.0004523830866032,0.584,1.0,False,474,0.0,421
sertraline,0.0003958791507775,0.297,1.0,False,475,0.0,566
acetylcysteine,0.0002484799960887,0.77,1.0,False,476,0.0715168539325843,936
sparfloxacin,0.0002394734010977,0.371,1.0,False,477,0.0718726591760299,939
TGX-221,0.0001809658879132,0.628,1.0,False,478,0.0,786
anecortave-acetate,0.0001734306685045,0.641,1.0,False,479,0.0,267
S-18986,0.0001560183224032,0.701,1.0,False,480,0.117378277153558,1576
fluocinolone-acetonide,0.0001367497030864,0.445,1.0,False,481,-0.069250936329588,165
AZD-3514,0.0001345607074534,0.607,1.0,False,482,0.0611610486891385,850
thioguanine,9.39636135690118e-05,0.623,1.0,False,483,0.0,642
sobetirome,2.8818691319938382e-05,0.682,1.0,False,484,0.0,533
narlaprevir,-4.796503216002938e-06,0.642,1.0,False,485,0.0,264
dolutegravir,-0.000109335485414,0.397,1.0,False,486,0.0,334
albendazole,-0.0001608090194426,0.44,1.0,False,487,-0.071067415730337,158
clofoctol,-0.0001676693967601,0.74,1.0,False,488,0.0,497
diclofensine,-0.0002539989208131,0.656,1.0,False,489,-0.0465730337078651,219
MLN-0128,-0.0003040118835093,0.453,1.0,False,490,-0.0722471910112359,154
argatroban,-0.0003283874744714,0.511,1.0,False,491,0.0,272
acipimox,-0.0004195682498925,0.522,1.0,False,492,0.0,717
atovaquone,-0.0004206742089208,0.65,1.0,False,493,0.0,250
eperezolid,-0.000434877944777,0.528,1.0,False,494,0.0566666666666666,835
ornidazole,-0.0004862168674487,0.437,1.0,False,495,-0.0623220973782771,196
benzamil,-0.0005228292522888,0.64,1.0,False,496,0.0741385767790262,967
GSK-1059615,-0.0005524054093822,0.476,1.0,False,497,0.0720224719101123,943
meptazinol,-0.0005820768941244,0.469,1.0,False,498,0.0,228
sodium-tanshinone-ii-a-sulfonate,-0.0005867550971364,0.725,1.0,False,499,0.0675093632958801,895
prednisone,-0.0005987087064114,0.424,1.0,False,500,0.0,680
duloxetine,-0.0006429935298768,0.698,1.0,False,501,0.0539513108614232,826
LY-2334737,-0.0006546847100943,0.587,1.0,False,502,0.0,527
ebselen,-0.0006829378587144,0.634,1.0,False,503,0.0,393
methylstat,-0.0007135935124015,0.329,1.0,False,504,0.0,313
finasteride,-0.0007294524222145,0.533,1.0,False,505,0.0,378
gliquidone,-0.0007763395038453,0.64,1.0,False,506,0.0677153558052434,897
sasapyrine,-0.0009068627033848,0.6,1.0,False,507,-0.0757677902621722,142
ganciclovir,-0.000923165110259,0.614,1.0,False,508,0.0765730337078652,1008
mibefradil,-0.0010536666017746,0.565,1.0,False,509,0.0,297
lersivirine,-0.001181604549384,0.488,1.0,False,510,0.0,480
CEP-37440,-0.0012686344603817,0.452,1.0,False,511,0.0,603
GDC-0834,-0.0012735363519039,0.628,1.0,False,512,0.0,647
amodiaquine,-0.001380358248403,0.605,1.0,False,513,0.0854868913857677,1148
BMS-299897,-0.0014582282285235,0.467,1.0,False,514,0.0,638
golvatinib,-0.0015369342044844,0.603,1.0,False,515,0.0,337
chlorpromazine,-0.0016437241819846,0.631,1.0,False,516,0.0,418
birinapant,-0.0017107807243359,0.639,1.0,False,517,0.098501872659176,1348
piketoprofen,-0.0017510925903188,0.613,1.0,False,518,0.0936142322097377,1279
lesinurad,-0.0017557362034044,0.592,1.0,False,519,0.0852808988764045,1142
cefdinir,-0.0018945370857774,0.364,1.0,False,520,0.0737453183520599,961
pentamidine,-0.0019096774294277,0.619,1.0,False,521,0.051816479400749,817
riociguat,-0.0019301679870694,0.674,1.0,False,522,0.0788576779026217,1037
BS-181,-0.0020965699406764,0.452,1.0,False,523,0.0,599
benzbromarone,-0.0021025555421637,0.543,1.0,False,524,0.0,323
AZD-7687,-0.0021243331814649,0.711,1.0,False,525,0.1055805243445693,1454
dosulepin,-0.0021782473584382,0.696,1.0,False,526,0.073876404494382,962
rilpivirine,-0.002181203021121,0.566,1.0,False,527,0.0,741
WZ-7043,-0.002256760752696,0.825,1.0,False,528,0.0675468164794007,896
elesclomol,-0.0022956099717166,0.49,1.0,False,529,0.0,409
ostarine,-0.0023757399068151,0.444,1.0,False,530,0.0585580524344569,840
MGCD-265,-0.0024095654660248,0.416,1.0,False,531,0.0,565
elacridar,-0.0024244822862548,0.538,1.0,False,532,0.0,400
MK-8033,-0.0025007731132786,0.673,1.0,False,533,0.0670411985018726,890
KW-2449,-0.0025416645279127,0.623,1.0,False,534,0.0,501
rottlerin,-0.0025628492555209,0.502,1.0,False,535,0.0,552
ambrisentan,-0.002776952590854,0.66,1.0,False,536,0.0,707
filgotinib,-0.0028076249799034,0.699,1.0,False,537,0.0,387
cyproheptadine,-0.0028788315415315,0.748,1.0,False,538,0.0774906367041198,1021
valproic-acid,-0.0031092622700619,0.741,1.0,False,539,0.1178464419475655,1581
trehalose,-0.0031172621448352,0.582,1.0,False,540,-0.0596629213483146,208
benazepril,-0.0033824960510469,0.665,1.0,False,541,0.0480898876404494,813
rabeprazole,-0.0035382390109977,0.823,1.0,False,542,0.0763295880149812,1000
adenosine,-0.0036323759076204,0.768,1.0,False,543,0.0928277153558052,1271
cyclobenzaprine,-0.0036367817026129,0.718,1.0,False,544,0.0985580524344569,1350
L-690330,-0.0036899112758941,0.442,1.0,False,545,0.0,504
azithromycin,-0.0037288199674917,0.759,1.0,False,546,0.0720224719101123,942
alectinib,-0.0037407421219747,0.481,1.0,False,547,0.0829588014981273,1111
topiramate,-0.0037551660696325,0.555,1.0,False,548,0.0,612
tolcapone,-0.0038309329169222,0.485,1.0,False,549,0.0,581
olprinone,-0.0038331022012262,0.755,1.0,False,550,0.1026404494382022,1413
SR-2640,-0.0038842720454043,0.556,1.0,False,551,-0.0501123595505618,218
amikacin,-0.0038875428175638,0.532,1.0,False,552,-0.0617790262172284,200
telcagepant,-0.0038946340586489,0.666,1.0,False,553,0.0,649
PI-103,-0.0039615680166119,0.493,1.0,False,554,0.0,771
AVN-944,-0.0040057627762894,0.498,1.0,False,555,0.0,799
meglitinide,-0.0041902374905093,0.517,1.0,False,556,0.0,225
penfluridol,-0.0042600597985769,0.517,1.0,False,557,0.0,716
fluticasone-propionate,-0.0043367719626791,0.672,1.0,False,558,-0.0830337078651685,110
BMS-927711,-0.004347315714432,0.446,1.0,False,559,0.0,589
betahistine,-0.0044265559912954,0.686,1.0,False,560,0.0,293
PF-04447943,-0.0044685726943588,0.78,1.0,False,561,0.0823033707865168,1097
actarit,-0.0044941618836515,0.596,1.0,False,562,0.0,721
GSK-923295,-0.0048468875701098,0.734,1.0,False,563,-0.0644382022471909,191
teneligliptin,-0.0048726255185514,0.662,1.0,False,564,0.0,644
aliskiren,-0.0049137947957522,0.711,1.0,False,565,0.0,715
acecainide,-0.0049423790652049,0.682,1.0,False,566,0.0,671
ritonavir,-0.0049991801292052,0.675,1.0,False,567,0.0,755
dilazep,-0.005021615007375,0.546,1.0,False,568,-0.0695692883895131,162
indacaterol,-0.0050417622998676,0.614,1.0,False,569,0.0,348
L-NAME,-0.0051184109691039,0.551,1.0,False,570,-0.0723033707865168,153
lomerizine,-0.0051301740360342,0.557,1.0,False,571,-0.0584082397003745,210
dimethyl-fumarate,-0.0052343361852342,0.564,1.0,False,572,0.0,326
levetiracetam,-0.0052444681725551,0.739,1.0,False,573,0.0,476
CL-218872,-0.0053449998719623,0.767,1.0,False,574,0.0758988764044944,991
lisinopril,-0.005480476047523,0.384,1.0,False,575,0.0505617977528089,814
delanzomib,-0.0055092889808033,0.51,1.0,False,576,0.0814606741573034,1081
norfloxacin,-0.0056533753511941,0.746,1.0,False,577,0.0854494382022471,1146
LY-2886721,-0.005664818207505,0.543,1.0,False,578,0.0,559
torasemide,-0.0056986857999312,0.377,1.0,False,579,0.0891385767790262,1212
dexniguldipine,-0.0057401740351662,0.385,1.0,False,580,0.0,365
epirizole,-0.0057911555113582,0.49,1.0,False,581,0.0,399
voriconazole,-0.0058117725146934,0.735,1.0,False,582,0.1055430711610486,1453
lonafarnib,-0.006067384753309,0.483,1.0,False,583,-0.0900187265917603,89
chlorprothixene,-0.0060826113562048,0.61,1.0,False,584,0.0,419
GSK-690693,-0.0060836440143789,0.545,1.0,False,585,-0.0615917602996254,203
miglitol,-0.0061268313028204,0.698,1.0,False,586,0.1123033707865168,1526
simeprevir,-0.0061621052484879,0.658,1.0,False,587,0.0,508
efavirenz,-0.0061892422360842,0.536,1.0,False,588,0.0,397
fingolimod,-0.0062061104649296,0.73,1.0,False,589,0.0,376
amiloride,-0.0062085129147497,0.661,1.0,False,590,0.0,712
entinostat,-0.0062227168635427,0.484,1.0,False,591,0.0,407
tasquinimod,-0.0062894085628777,0.742,1.0,False,592,0.0818726591760299,1087
tolazamide,-0.0063488500898914,0.819,1.0,False,593,0.0698876404494381,917
oxybuprocaine,-0.0063627276822876,0.503,1.0,False,594,0.0733520599250936,957
SU-11274,-0.0063845399643287,0.644,1.0,False,595,-0.06812734082397,173
SGI-1776,-0.0064717722604925,0.815,1.0,False,596,0.0,802
thiocolchicoside,-0.0065165486885662,0.724,1.0,False,597,0.0982771535580524,1344
grazoprevir,-0.0065226579566001,0.549,1.0,False,598,0.0959363295880149,1315
darifenacin,-0.0065494787113437,0.595,1.0,False,599,-0.0660299625468164,182
etodolac,-0.0065938950055096,0.442,1.0,False,600,0.0853183520599251,1143
enoxolone,-0.0068480994401847,0.58,1.0,False,601,0.0517790262172284,816
BX-795,-0.0068807260642242,0.579,1.0,False,602,0.0,600
cisapride,-0.0068950660674278,0.779,1.0,False,603,0.0654494382022472,877
alaproclate,-0.0069502836625217,0.496,1.0,False,604,-0.059063670411985,209
dapagliflozin,-0.0069736688277816,0.66,1.0,False,605,0.1342696629213483,1698
ticlopidine,-0.0069771670869183,0.788,1.0,False,606,0.0816104868913857,1083
sulbactam,-0.0069862600445565,0.755,1.0,False,607,0.0,632
lofexidine,-0.0070875799408132,0.525,1.0,False,608,0.0,420
flavoxate,-0.0071461916758729,0.698,1.0,False,609,0.1238014981273408,1635
lidocaine,-0.0072005739084194,0.699,1.0,False,610,0.0,431
CPI-613,-0.0072090383270062,0.75,1.0,False,611,0.0950374531835206,1301
PS-178990,-0.0072792413291222,0.726,1.0,False,612,0.0721535580524344,945
fludroxycortide,-0.0074637716707759,0.716,1.0,False,613,0.0,370
fluvoxamine,-0.0074680415789676,0.79,1.0,False,614,0.0773970037453183,1019
drospirenone,-0.0074799308080754,0.758,1.0,False,615,0.0825468164794007,1102
L-ergothioneine,-0.007497274379726,0.564,1.0,False,616,0.0,507
glibenclamide,-0.0075158355125082,0.72,1.0,False,617,0.0,338
idalopirdine,-0.0076106695033037,0.699,1.0,False,618,0.0,359
lenvatinib,-0.0078473423594234,0.8,1.0,False,619,0.066441947565543,885
phenylacetylglutamine,-0.0079011538089619,0.781,1.0,False,620,0.0,719
ramelteon,-0.0079442641209824,0.574,1.0,False,621,0.0649999999999999,872
phenylbutazone,-0.0079859694644406,0.698,1.0,False,622,0.0,696
apixaban,-0.0080849246675202,0.801,1.0,False,623,0.0895318352059925,1222
ftorafur,-0.008214423403909,0.678,1.0,False,624,0.0,404
amlexanox,-0.0082937974773247,0.688,1.0,False,625,0.0,236
picotamide,-0.0082979067099748,0.81,1.0,False,626,0.0,499
epinastine,-0.0083865181633067,0.632,1.0,False,627,0.1134831460674157,1541
mirtazapine,-0.0083925897392444,0.765,1.0,False,628,0.0,317
SB-271046,-0.0084358295577141,0.701,1.0,False,629,0.0,800
telotristat,-0.0084980200958075,0.635,1.0,False,630,0.0796629213483146,1043
nicotinamide,-0.0085050500471131,0.79,1.0,False,631,0.0915917602996254,1247
inositol,-0.0085096361827491,0.554,1.0,False,632,0.0,473
triptorelin,-0.0085590112309882,0.784,1.0,False,633,0.080505617977528,1056
biperiden,-0.0086342080834311,0.822,1.0,False,634,0.0839325842696629,1124
PX-12,-0.0086708854640385,0.575,1.0,False,635,0.0905056179775281,1233
balapiravir,-0.0087122786392164,0.771,1.0,False,636,0.1009550561797752,1388
sufentanil,-0.0087361678627601,0.833,1.0,False,637,0.0920224719101123,1256
oxiperomide,-0.0088972756109067,0.706,1.0,False,638,0.0,708
alvimopan,-0.0089749168157673,0.58,1.0,False,639,0.0,713
closantel,-0.0090033953958841,0.709,1.0,False,640,0.0644756554307116,868
nefiracetam,-0.009026043815368,0.729,1.0,False,641,0.0893445692883895,1216
methiopril,-0.0090518634897902,0.746,1.0,False,642,0.106629213483146,1470
defactinib,-0.0091414840394334,0.507,1.0,False,643,0.0,411
pinacidil,-0.0092351222058763,0.59,1.0,False,644,-0.0700187265917602,160
timolol,-0.009359222250815,0.633,1.0,False,645,0.0876029962546816,1188
taladegib,-0.0093662759856265,0.855,1.0,False,646,0.0776404494382022,1025
pibenzimol,-0.0093912023304121,0.624,1.0,False,647,0.1012359550561797,1392
ipratropium,-0.0093957086946571,0.814,1.0,False,648,0.0663295880149812,882
PF-04691502,-0.0094458310751791,0.596,1.0,False,649,-0.0863857677902621,102
BAY-87-2243,-0.0094655126356275,0.6,1.0,False,650,0.0,576
MBX-2982,-0.0094850618301392,0.828,1.0,False,651,0.0857865168539326,1155
XBD-173,-0.0095137206746022,0.638,1.0,False,652,0.0521161048689138,820
tasisulam,-0.009601604391721,0.68,1.0,False,653,0.1317415730337078,1684
MK-5108,-0.0097176900005811,0.802,1.0,False,654,0.0574344569288389,836
clozapine,-0.0097604802777054,0.579,1.0,False,655,0.0,491
beclomethasone-dipropionate,-0.009777289317696,0.679,1.0,False,656,0.0,311
orteronel,-0.0098992502679613,0.688,1.0,False,657,0.0905617977528089,1235
GSK-2334470,-0.0099355734900025,0.789,1.0,False,658,0.083501872659176,1118
ATN-161,-0.0102283710727585,0.777,1.0,False,659,0.0728651685393258,953
phenformin,-0.0102549067165204,0.735,1.0,False,660,0.072565543071161,950
idoxuridin,-0.0102894612349677,0.689,1.0,False,661,0.0,356
PHA-665752,-0.0102965667272561,0.623,1.0,False,662,0.0,769
API-001,-0.0103572957837113,0.68,1.0,False,663,0.0811235955056179,1070
cabozantinib,-0.0103707176014338,0.592,1.0,False,664,0.0733333333333333,956
metoclopramide,-0.0104102059500592,0.811,1.0,False,665,0.065,873
methazolamide,-0.010418485425252,0.731,1.0,False,666,0.0919475655430711,1255
vincamine,-0.0104835314337803,0.621,1.0,False,667,0.0778089887640449,1029
doxapram,-0.0105275080957367,0.685,1.0,False,668,0.095749063670412,1310
indoximod,-0.0105288421059441,0.675,1.0,False,669,0.1065917602996254,1469
GSK-1904529A,-0.0105356235786837,0.64,1.0,False,670,-0.0953932584269663,70
retigabine,-0.0105477289583257,0.634,1.0,False,671,0.0854494382022471,1147
ataluren,-0.0106504336408305,0.579,1.0,False,672,0.0,282
erteberel,-0.0108859400870604,0.734,1.0,False,673,0.0751123595505618,978
bms-906024,-0.0109254502933312,0.692,1.0,False,674,0.0,237
tagatose,-0.0109861329715429,0.583,1.0,False,675,0.0842883895131086,1131
pramipexole,-0.0111097581266228,0.756,1.0,False,676,0.1117790262172284,1520
eplerenone,-0.011127765160908,0.871,1.0,False,677,0.0952434456928838,1302
apocynin,-0.0111424891274879,0.746,1.0,False,678,0.0,247
amlodipine,-0.0112630066638228,0.84,1.0,False,679,0.0765168539325843,1006
berberine,-0.0113151911533069,0.801,1.0,False,680,0.0697565543071161,916
reboxetine,-0.0113413528038264,0.634,1.0,False,681,0.0808426966292134,1065
fosfomycin,-0.0113998375123119,0.783,1.0,False,682,0.0,405
navitoclax,-0.0114311030045824,0.589,1.0,False,683,0.0,266
etomoxir,-0.0115049201727035,0.705,1.0,False,684,0.0652059925093632,874
CI-966,-0.0115057545585289,0.783,1.0,False,685,0.0,611
clobetasol,-0.0116159557859122,0.723,1.0,False,686,0.0,484
A-443654,-0.0116378010313776,0.66,1.0,False,687,0.0638951310861423,866
exifone,-0.0116600976381428,0.78,1.0,False,688,0.0,384
aprepitant,-0.011751899835034,0.829,1.0,False,689,0.0855992509363295,1150
nicotine,-0.0118048715884924,0.582,1.0,False,690,0.1400561797752809,1721
BCI-540,-0.0118128897184669,0.825,1.0,False,691,0.0939325842696629,1283
cariporide,-0.0118232871579487,0.776,1.0,False,692,0.0831647940074906,1113
verapamil,-0.011904156403967,0.788,1.0,False,693,0.0,732
nefazodone,-0.0120577052130432,0.624,1.0,False,694,0.0,283
dorzolamide,-0.0120740653945878,0.838,1.0,False,695,0.0957303370786516,1308
zaleplon,-0.0121626688146961,0.716,1.0,False,696,0.066067415730337,881
temozolomide,-0.0122599473461887,0.862,1.0,False,697,0.0791198501872659,1038
mycophenolate-mofetil,-0.0124127983490857,0.517,1.0,False,698,0.0,257
diflunisal,-0.0124553511578855,0.81,1.0,False,699,0.0,346
dapsone,-0.0124617130612366,0.715,1.0,False,700,0.1197940074906367,1599
piribedil,-0.0124679315386473,0.866,1.0,False,701,0.0866666666666666,1170
PF-04136309,-0.012510211902206,0.799,1.0,False,702,-0.0788202247191011,126
ARRY-334543,-0.0125259641456913,0.632,1.0,False,703,0.0,691
PCA-4248,-0.012576384425871,0.858,1.0,False,704,0.0,554
zebularine,-0.0126392570240739,0.766,1.0,False,705,0.0,784
dimesna,-0.0126430610840506,0.733,1.0,False,706,0.0703745318352059,923
penciclovir,-0.0126545777161233,0.77,1.0,False,707,0.0884456928838951,1200
fluorometholone,-0.0127309727946374,0.75,1.0,False,708,0.0,390
pyrazinoylguanidine,-0.0127952398556393,0.617,1.0,False,709,0.0,781
progesterone,-0.0128008291913617,0.781,1.0,False,710,0.0,790
pazufloxacin,-0.0128008649131461,0.766,1.0,False,711,0.081441947565543,1078
donepezil,-0.01282919713446,0.823,1.0,False,712,0.0617041198501872,853
mubritinib,-0.0128325437409585,0.599,1.0,False,713,0.0,258
cobicistat,-0.0128454479085297,0.559,1.0,False,714,-0.0910674157303371,84
CTS-1027,-0.0128479990864065,0.73,1.0,False,715,0.0,585
buflomedil,-0.0129299346221907,0.774,1.0,False,716,0.0863295880149813,1165
mefloquine,-0.0129613207933515,0.626,1.0,False,717,0.0,227
LY-294002,-0.013051201552605,0.574,1.0,False,718,0.0949250936329588,1299
lasalocid,-0.0130793696520994,0.515,1.0,False,719,0.0875468164794007,1186
semaxanib,-0.0130927295206753,0.714,1.0,False,720,0.0947565543071161,1293
APD-668,-0.013158848647894,0.7,1.0,False,721,0.1084456928838951,1488
CG-930,-0.0131640016349022,0.843,1.0,False,722,0.0,604
betulinic-acid,-0.0131676083801316,0.627,1.0,False,723,0.0583520599250936,838
fluphenazine,-0.0131743710092464,0.81,1.0,False,724,0.0756367041198501,985
estriol,-0.0131980920473811,0.626,1.0,False,725,0.0,379
PF-04457845,-0.0132337180606165,0.476,1.0,False,726,0.0,761
idelalisib,-0.0132470674781016,0.683,1.0,False,727,0.0,357
tioconazole,-0.0132546885620035,0.621,1.0,False,728,-0.0691385767790262,166
enoxacin,-0.0132608354252323,0.776,1.0,False,729,0.0762734082397003,998
lodoxamide,-0.0133000334431626,0.839,1.0,False,730,0.0805430711610487,1057
PSI-6130,-0.0133032666187206,0.678,1.0,False,731,0.0,739
moxifloxacin,-0.0133349040457574,0.865,1.0,False,732,0.0,261
SB-756050,-0.0133474309183224,0.681,1.0,False,733,0.0,805
BAY-K8644,-0.01335594446549,0.826,1.0,False,734,0.0895318352059925,1221
VGX-1027,-0.0133885537512438,0.772,1.0,False,735,0.0978464419475655,1337
BMS-707035,-0.013434672448509,0.666,1.0,False,736,-0.0778089887640449,130
lurasidone,-0.0134795673104465,0.486,1.0,False,737,-0.0828089887640449,112
NMS-1286937,-0.0134804436639652,0.624,1.0,False,738,0.0,557
2-methoxyestradiol,-0.0135285362854099,0.722,1.0,False,739,0.0,690
indinavir,-0.013575741144023,0.826,1.0,False,740,0.0,388
rilmenidine,-0.0135762097401357,0.522,1.0,False,741,0.0,742
VX-661,-0.0136108321779685,0.83,1.0,False,742,0.0,683
alagebrium,-0.0137820198643192,0.785,1.0,False,743,0.0817415730337078,1085
ellagic-acid,-0.0138100205315377,0.525,1.0,False,744,0.0,401
altrenogest,-0.0139173643730911,0.737,1.0,False,745,0.1059176029962546,1460
carvedilol,-0.0140172648573977,0.721,1.0,False,746,0.0,450
AS-601245,-0.0140237511161283,0.766,1.0,False,747,0.134625468164794,1700
acetazolamide,-0.0140438749895388,0.665,1.0,False,748,0.0,684
