drug,trace_score,emp_pvalue,emp_padj,significant,trace_rank,baseline_score,baseline_rank
amitriptyline,-0.0317793579940573,0.925,1.0,False,1113,0.0,232
LY-2811376,-0.0318140418456038,0.911,1.0,False,1114,0.0761048689138576,994
raltegravir,-0.0318164745734256,0.873,1.0,False,1115,0.0,804
lenalidomide,-0.0319371062899441,0.729,1.0,False,1116,0.0,482
licochalcone-a,-0.0319449677798553,0.917,1.0,False,1117,0.0842134831460674,1128
A-66,-0.0319514929329395,0.72,1.0,False,1118,0.077752808988764,1028
gemfibrozil,-0.031971451115048,0.775,1.0,False,1119,0.072565543071161,951
ambroxol,-0.032181862597596,0.777,1.0,False,1120,0.0834082397003745,1117
FPL-55712,-0.0321866612900455,0.938,1.0,False,1121,0.097940074906367,1339
tozasertib,-0.0322818116210843,0.798,1.0,False,1122,0.0,601
loperamide,-0.0323186418752246,0.85,1.0,False,1123,0.0,415
levalbuterol,-0.0324169219621576,0.921,1.0,False,1124,0.0,479
doxorubicin,-0.0324276065426119,0.796,1.0,False,1125,0.0,355
quizartinib,-0.0324708548194898,0.761,1.0,False,1126,0.0,779
IB-MECA,-0.0324823542199636,0.926,1.0,False,1127,0.100374531835206,1379
MDL-73005EF,-0.0325101559048718,0.728,1.0,False,1128,0.0758052434456928,986
esmolol,-0.0325334308998344,0.905,1.0,False,1129,0.1008052434456929,1382
rebamipide,-0.0326492041153214,0.855,1.0,False,1130,0.0748314606741572,976
timonacic,-0.0326635830095216,0.915,1.0,False,1131,0.0,588
naproxen,-0.0326718267922241,0.894,1.0,False,1132,0.1300187265917602,1676
chelerythrine,-0.0326742204961123,0.766,1.0,False,1133,0.1052434456928839,1450
gaboxadol,-0.0327436568714277,0.879,1.0,False,1134,0.0898501872659175,1225
emtricitabine,-0.0328039415525127,0.802,1.0,False,1135,0.0891385767790262,1213
guanethidine,-0.0328538539486345,0.904,1.0,False,1136,0.0988951310861423,1357
pilocarpine,-0.032867275678403,0.797,1.0,False,1137,0.0839887640449438,1125
palovarotene,-0.032868718762024,0.921,1.0,False,1138,0.1243632958801498,1639
rucinol,-0.0328849887199756,0.93,1.0,False,1139,0.1022846441947565,1408
oxandrolone,-0.0329917634025463,0.811,1.0,False,1140,0.0994943820224719,1366
maprotiline,-0.0330776058843388,0.777,1.0,False,1141,0.0,449
aniracetam,-0.0331372412823829,0.853,1.0,False,1142,0.0,277
LY-2090314,-0.0331620392899678,0.873,1.0,False,1143,0.1198689138576779,1601
benzotript,-0.0332026523558352,0.856,1.0,False,1144,0.0,321
BIX-02189,-0.0332088990216393,0.885,1.0,False,1145,0.1282771535580524,1663
probucol,-0.0334304864434945,0.928,1.0,False,1146,0.0907116104868913,1237
telbivudine,-0.0335834022809024,0.822,1.0,False,1147,0.0750561797752809,977
zosuquidar,-0.0335949019320793,0.931,1.0,False,1148,0.0696441947565543,915
sulpiride,-0.0338431455974288,0.801,1.0,False,1149,0.0,628
telmisartan,-0.0340017061184837,0.935,1.0,False,1150,0.1189700374531835,1592
floxuridine,-0.0340296217834048,0.809,1.0,False,1151,0.0,373
econazole,-0.0340974888532734,0.942,1.0,False,1152,0.070880149812734,925
bemegride,-0.0341979260954761,0.913,1.0,False,1153,0.0900187265917603,1228
zofenopril-calcium,-0.0342065149429626,0.89,1.0,False,1154,0.0709550561797753,930
apafant,-0.0342260288774727,0.939,1.0,False,1155,0.1161235955056179,1571
naringenin,-0.0342322144612755,0.807,1.0,False,1156,0.0593258426966292,843
ganaxolone,-0.034238578785878,0.904,1.0,False,1157,0.129250936329588,1670
esculin,-0.0342518753800792,0.909,1.0,False,1158,0.097003745318352,1329
RHO-kinase-inhibitor-III[rockout],-0.0344183389891537,0.929,1.0,False,1159,0.0,751
diazepam,-0.0344471382180359,0.917,1.0,False,1160,0.1215168539325843,1617
JW55,-0.0344573643337942,0.919,1.0,False,1161,0.1318913857677902,1685
nandrolone,-0.0344617429546308,0.942,1.0,False,1162,0.1014794007490637,1395
ibuprofen,-0.0345162031527211,0.943,1.0,False,1163,0.1015168539325842,1397
ammonium-glycyrrhizinate,-0.034570027988545,0.882,1.0,False,1164,0.1031647940074906,1422
carprofen,-0.0346978116618835,0.943,1.0,False,1165,0.0876779026217228,1190
talmapimod,-0.0347317254542047,0.941,1.0,False,1166,0.0840074906367041,1126
sertaconazole,-0.0347386359599082,0.933,1.0,False,1167,0.081067415730337,1067
AMG-837,-0.0347940471583077,0.927,1.0,False,1168,0.070880149812734,926
castanospermine,-0.0349365778808274,0.957,1.0,False,1169,0.0872284644194756,1182
xaliproden,-0.0349599879164111,0.807,1.0,False,1170,0.1019101123595506,1401
PF-562271,-0.0350114293300098,0.933,1.0,False,1171,0.1095692883895131,1500
ursodeoxycholyltaurine,-0.0350122296545527,0.775,1.0,False,1172,0.1137078651685393,1548
dasabuvir,-0.0350168759261726,0.823,1.0,False,1173,0.0724157303370786,948
"2',5'-dideoxyadenosine",-0.0350483403226592,0.901,1.0,False,1174,0.1012546816479401,1393
otilonium,-0.0350525213841145,0.954,1.0,False,1175,0.0852808988764045,1140
rifabutin,-0.0350581895921247,0.924,1.0,False,1176,0.0,745
aclidinium,-0.0350915708427896,0.764,1.0,False,1177,0.0758239700374531,989
lamotrigine,-0.035433488293389,0.832,1.0,False,1178,0.1709176029962547,1764
marimastat,-0.0354701494083089,0.944,1.0,False,1179,0.0,453
letrozole,-0.0354811286198487,0.91,1.0,False,1180,0.1345880149812734,1699
quetiapine,-0.0355030350960057,0.754,1.0,False,1181,0.0782584269662921,1031
exherin,-0.0355087507688642,0.948,1.0,False,1182,0.0828464419475655,1109
enprofylline,-0.035535339326805,0.958,1.0,False,1183,0.1219662921348314,1621
TAS-103,-0.0355631971506404,0.816,1.0,False,1184,0.0,783
PF-431396,-0.0357876293753859,0.872,1.0,False,1185,0.0,764
pasireotide,-0.035809531771983,0.868,1.0,False,1186,0.0,704
propranolol,-0.0358273145289402,0.905,1.0,False,1187,0.0,785
pralatrexate,-0.0358442595159027,0.833,1.0,False,1188,0.0,685
niguldipine,-0.0358711564732631,0.948,1.0,False,1189,0.0761610486891385,996
zaprinast,-0.0359040709138797,0.945,1.0,False,1190,0.0811423220973782,1071
trifluridine,-0.0359497852436026,0.848,1.0,False,1191,0.084250936329588,1129
glipizide,-0.0360768517618411,0.905,1.0,False,1192,0.0765168539325842,1005
ipriflavone,-0.0360813080755551,0.907,1.0,False,1193,0.1073970037453183,1474
medroxyprogesterone-acetate,-0.0361927821555285,0.852,1.0,False,1194,0.0,439
BMS-345541,-0.0362646377204258,0.914,1.0,False,1195,0.0743820224719101,970
zaldaride,-0.0363592168917542,0.957,1.0,False,1196,0.1283707865168539,1665
tazarotene,-0.0364309454396544,0.924,1.0,False,1197,0.0,652
mifobate,-0.0366609957534262,0.955,1.0,False,1198,0.0923033707865168,1259
GSK-J4,-0.0367031504970409,0.791,1.0,False,1199,0.0824157303370786,1100
EMD-53998,-0.0368553749120399,0.941,1.0,False,1200,0.0872284644194756,1181
clioquinol,-0.0368591235867129,0.946,1.0,False,1201,0.0,483
ginkgetin,-0.0368985680329619,0.88,1.0,False,1202,0.0,341
bropirimine,-0.0369057531074032,0.882,1.0,False,1203,0.1298501872659176,1674
nicardipine,-0.0369801598116646,0.909,1.0,False,1204,0.072003745318352,941
pemirolast,-0.0369899312372734,0.917,1.0,False,1205,0.0923408239700374,1260
fadrozole,-0.0371321585002861,0.847,1.0,False,1206,0.0845692883895131,1134
phentolamine,-0.03713589359958,0.946,1.0,False,1207,0.0742134831460674,968
SYK-inhibitor,-0.0373288879554702,0.934,1.0,False,1208,0.0941011235955056,1285
phenylbutyrate,-0.0374537880111442,0.858,1.0,False,1209,0.0993071161048689,1363
PF-477736,-0.0375589306824678,0.816,1.0,False,1210,0.0,772
telatinib,-0.0375596283670605,0.806,1.0,False,1211,0.0691573033707864,913
theobromine,-0.037585206126687,0.845,1.0,False,1212,0.0740074906367041,965
tivantinib,-0.0376247203301439,0.861,1.0,False,1213,0.0764606741573033,1004
isradipine,-0.0376310260590933,0.783,1.0,False,1214,0.0876591760299625,1189
diminazene-aceturate,-0.0376468221089567,0.872,1.0,False,1215,0.1279213483146067,1659
serdemetan,-0.0377157233930387,0.957,1.0,False,1216,0.0702808988764045,922
LY-215490,-0.0377470649216669,0.832,1.0,False,1217,0.0,513
formoterol,-0.0378182445536075,0.952,1.0,False,1218,0.097059925093633,1330
AKT-inhibitor-1-2,-0.0378287871755082,0.808,1.0,False,1219,0.0,735
tirapazamine,-0.037919011067195,0.896,1.0,False,1220,0.0869288389513108,1177
arglabin,-0.0380221244753552,0.917,1.0,False,1221,0.09812734082397,1342
favipiravir,-0.0381049194349326,0.819,1.0,False,1222,0.0,382
afloqualone,-0.0381585979625556,0.929,1.0,False,1223,0.0995318352059925,1368
torin-1,-0.038163536428746,0.872,1.0,False,1224,0.0798689138576778,1047
homoharringtonine,-0.0382174577695882,0.858,1.0,False,1225,0.0536329588014981,823
lorcaserin,-0.0382441306261279,0.949,1.0,False,1226,0.0882584269662921,1198
fdcyd,-0.0382869521450114,0.831,1.0,False,1227,0.0,381
hydroxyurea,-0.0383118073865705,0.935,1.0,False,1228,0.0517041198501872,815
clinofibrate,-0.0383738682102521,0.925,1.0,False,1229,0.0798501872659175,1046
mazindol,-0.038445316955542,0.925,1.0,False,1230,0.104438202247191,1437
oxybenzone,-0.0384978810716413,0.937,1.0,False,1231,0.1138389513108614,1551
enzalutamide,-0.03852822577253,0.939,1.0,False,1232,0.1178089887640449,1580
KI-20227,-0.0385753145878555,0.946,1.0,False,1233,0.0967790262172284,1325
sumatriptan,-0.0386936363225437,0.813,1.0,False,1234,0.0644569288389513,867
KBG,-0.038694889786179,0.84,1.0,False,1235,0.0787265917602996,1035
NVP-AEW541,-0.0389301257319757,0.809,1.0,False,1236,0.0962172284644194,1319
istaroxime,-0.0389699618595064,0.945,1.0,False,1237,0.0900187265917602,1227
AGI-6780,-0.0389776835256736,0.934,1.0,False,1238,0.085936329588015,1157
mestranol,-0.0389814482717345,0.899,1.0,False,1239,0.1058239700374532,1459
AMG-232,-0.038989941678,0.927,1.0,False,1240,0.0,701
quercetin,-0.0389925202149307,0.844,1.0,False,1241,0.0924906367041198,1263
GSK-1292263,-0.0389943053923635,0.905,1.0,False,1242,0.0866853932584269,1172
exalamide,-0.0390101474930148,0.952,1.0,False,1243,0.1182584269662921,1584
methyldopa,-0.0390297253794845,0.911,1.0,False,1244,0.0990074906367041,1358
idasanutlin,-0.0390498426756379,0.898,1.0,False,1245,0.0,358
ruxolitinib,-0.0390568445951386,0.909,1.0,False,1246,0.0,548
ramatroban,-0.0390902708520787,0.917,1.0,False,1247,0.1019850187265917,1403
AZD-8931,-0.03909488684085,0.87,1.0,False,1248,0.0,529
quiflapon,-0.0390971769795461,0.961,1.0,False,1249,0.1201872659176029,1605
diacerein,-0.0391178205288111,0.95,1.0,False,1250,0.1530337078651685,1750
bromocriptine,-0.039121124102227,0.95,1.0,False,1251,0.1036516853932583,1426
"3,3'-diindolylmethane",-0.039187592474707,0.971,1.0,False,1252,0.0735393258426966,959
5-aminolevulinic-acid,-0.0392378673881565,0.943,1.0,False,1253,0.1255992509363296,1645
altanserin,-0.0392599611738246,0.928,1.0,False,1254,0.1137265917602995,1550
chloroxine,-0.0392849156249291,0.952,1.0,False,1255,0.1104307116104869,1508
chrysin,-0.0394094779812829,0.91,1.0,False,1256,0.0721348314606741,944
sarcosine,-0.0394097753768707,0.933,1.0,False,1257,0.1172284644194756,1575
bupropion,-0.0394562135096564,0.963,1.0,False,1258,0.085561797752809,1149
disopyramide,-0.0394900912531668,0.853,1.0,False,1259,0.0902996254681648,1231
nikethamide,-0.0395802256519217,0.951,1.0,False,1260,0.093876404494382,1282
FPL-62064,-0.0395882657189116,0.955,1.0,False,1261,0.073501872659176,958
exemestane,-0.0395968166282536,0.91,1.0,False,1262,0.119438202247191,1598
acebutolol,-0.0396088576470457,0.958,1.0,False,1263,0.1191198501872659,1594
TTNPB,-0.0396497505078312,0.907,1.0,False,1264,0.1330524344569288,1689
choline-alfoscerate,-0.0396671367069187,0.951,1.0,False,1265,0.0,422
suvorexant,-0.0396693280190793,0.951,1.0,False,1266,0.1004868913857678,1381
deferasirox,-0.0397984665787402,0.911,1.0,False,1267,0.0814232209737828,1076
trovafloxacin,-0.0398239336476632,0.898,1.0,False,1268,0.1127902621722846,1531
PF-04217903,-0.0398603672781117,0.973,1.0,False,1269,0.1060299625468164,1463
efaproxiral,-0.0399426369716876,0.889,1.0,False,1270,0.0820599250936329,1091
rizatriptan,-0.0399969269208692,0.854,1.0,False,1271,0.076441947565543,1003
nelarabine,-0.0400447538253271,0.82,1.0,False,1272,0.1096067415730337,1501
ORE-1001,-0.0400556170487782,0.931,1.0,False,1273,0.0,550
NF-449,-0.0400715473630539,0.981,1.0,False,1274,0.094756554307116,1292
vernakalant,-0.0401370462733658,0.968,1.0,False,1275,0.0,654
fidarestat,-0.0402032908952365,0.909,1.0,False,1276,0.1086329588014981,1491
bretazenil,-0.040229857963694,0.964,1.0,False,1277,0.0761985018726591,997
mianserin,-0.0403188265025279,0.963,1.0,False,1278,0.1245505617977528,1640
mCPP,-0.0403286401771339,0.934,1.0,False,1279,0.1040262172284644,1431
mesulergine,-0.0403391769491652,0.852,1.0,False,1280,0.0856554307116104,1152
atracurium,-0.0403765424212538,0.853,1.0,False,1281,0.0597191011235954,845
SR-27897,-0.040483612841957,0.907,1.0,False,1282,0.0747752808988763,975
folic-acid,-0.0405230045695776,0.894,1.0,False,1283,0.0947565543071161,1296
indiplon,-0.0405307042022552,0.858,1.0,False,1284,0.1051123595505618,1447
dexfenfluramine,-0.0405502510738498,0.948,1.0,False,1285,0.0964232209737827,1322
3-deazaadenosine,-0.04056423251524,0.924,1.0,False,1286,0.0880898876404494,1194
SC-12267,-0.0406026048662449,0.918,1.0,False,1287,0.0,809
felbamate,-0.0406995109192089,0.916,1.0,False,1288,0.0910861423220973,1240
SB-203580,-0.0407213606628896,0.894,1.0,False,1289,0.0921161048689138,1257
tyrphostin-1,-0.0407345186677255,0.954,1.0,False,1290,0.0805430711610487,1058
melperone,-0.040796596323009,0.903,1.0,False,1291,0.1038951310861422,1429
CI-976,-0.0408278566553675,0.915,1.0,False,1292,0.0799999999999999,1051
imexon,-0.0408870902336231,0.93,1.0,False,1293,0.1096441947565543,1502
LDN-193189,-0.0410720688484993,0.947,1.0,False,1294,0.1176404494382022,1579
tranilast,-0.0410870210686444,0.859,1.0,False,1295,0.0,646
CB-10-277-(free-acid),-0.0411276956891132,0.951,1.0,False,1296,0.0821535580524344,1093
camostat-mesilate,-0.0411775027499698,0.971,1.0,False,1297,0.0,437
metamizole,-0.0411790134695984,0.938,1.0,False,1298,0.0832771535580524,1115
MLN-8054,-0.0412785618931361,0.87,1.0,False,1299,0.0,573
venetoclax,-0.0413315087774087,0.865,1.0,False,1300,0.0903745318352059,1232
lumacaftor,-0.0413801802283855,0.85,1.0,False,1301,0.1032022471910112,1423
motesanib,-0.0413879228606902,0.973,1.0,False,1302,0.1033520599250936,1424
daminozide,-0.0414306683645739,0.978,1.0,False,1303,0.1332022471910112,1690
oxypurinol,-0.0414865084964298,0.94,1.0,False,1304,0.12125468164794,1615
PH-797804,-0.0415488276142314,0.917,1.0,False,1305,0.0,768
tandutinib,-0.0417290730510497,0.844,1.0,False,1306,0.0,636
acrivastine,-0.0419721426455109,0.912,1.0,False,1307,0.0,720
spironolactone,-0.0420768324310393,0.924,1.0,False,1308,0.0,577
abacavir,-0.0421600744747103,0.817,1.0,False,1309,0.0,669
masoprocol,-0.0422604030084435,0.878,1.0,False,1310,0.096123595505618,1317
thiomersal,-0.0422965209066495,0.892,1.0,False,1311,0.0,639
ketoprofen,-0.0423759701807069,0.936,1.0,False,1312,0.0867977528089887,1176
moxisylyte,-0.0425117933755683,0.958,1.0,False,1313,0.1160299625468165,1570
amantadine,-0.0425346397729884,0.942,1.0,False,1314,0.1052247191011235,1449
maraviroc,-0.042612769967701,0.935,1.0,False,1315,0.0,447
rifaximin,-0.0427062305709934,0.852,1.0,False,1316,0.080318352059925,1054
darunavir,-0.0427911184369125,0.961,1.0,False,1317,0.098314606741573,1346
lucitanib,-0.0428826541997364,0.892,1.0,False,1318,0.0,433
fosinopril,-0.0428826687627688,0.949,1.0,False,1319,0.0977715355805243,1336
etizolam,-0.0428991534291628,0.94,1.0,False,1320,0.1043632958801498,1436
disulfiram,-0.0429251248823317,0.895,1.0,False,1321,0.0613483146067415,851
UNC-0321,-0.0431538735207627,0.954,1.0,False,1322,0.0,792
lirimilast,-0.0431649359701098,0.955,1.0,False,1323,0.0799812734082396,1049
roflumilast,-0.0432942338934753,0.887,1.0,False,1324,0.0,765
amsacrine,-0.043363048748779,0.904,1.0,False,1325,0.0,303
rigosertib,-0.0434154872326662,0.876,1.0,False,1326,0.0,743
HG-9-91-01,-0.0435492538181237,0.939,1.0,False,1327,0.1232771535580524,1631
levamisole,-0.0435547577255784,0.931,1.0,False,1328,0.1016104868913858,1399
pritelivir,-0.0435661056355629,0.917,1.0,False,1329,0.0994943820224719,1367
amcinonide,-0.0435983876975426,0.926,1.0,False,1330,0.0,709
tipranavir,-0.0436669492311248,0.908,1.0,False,1331,0.097565543071161,1334
AV-608,-0.0437366742014271,0.94,1.0,False,1332,0.0907116104868913,1236
mebendazole,-0.0437476384915347,0.956,1.0,False,1333,0.0,441
ribavirin,-0.0438177682693213,0.945,1.0,False,1334,0.1114232209737827,1512
probenecid,-0.04391804506452,0.97,1.0,False,1335,0.0927340823970037,1267
dienogest,-0.0439217762041357,0.939,1.0,False,1336,0.0886704119850187,1207
miconazole,-0.0439309567736352,0.871,1.0,False,1337,0.0979213483146067,1338
SGX523,-0.0439311566914819,0.97,1.0,False,1338,0.1267228464419475,1650
FR-180204,-0.0439519634764605,0.982,1.0,False,1339,0.1010112359550561,1389
cpi-169,-0.0439535522450297,0.897,1.0,False,1340,0.0799812734082396,1048
pregnenolone,-0.0439623706487604,0.984,1.0,False,1341,0.1047940074906367,1442
nicergoline,-0.0440581981615094,0.946,1.0,False,1342,0.0,268
equol,-0.0440805078005494,0.921,1.0,False,1343,0.0680898876404494,902
imipramine,-0.0440873062571524,0.992,1.0,False,1344,0.0,349
voreloxin,-0.0441342093965147,0.968,1.0,False,1345,0.0919475655430711,1254
griseofulvin,-0.0441740184785762,0.95,1.0,False,1346,0.0,333
CP-724714,-0.0442363367112393,0.876,1.0,False,1347,0.0936142322097378,1280
firategrast,-0.044247641909047,0.919,1.0,False,1348,0.0740262172284644,966
ABT-202,-0.0442505477477906,0.955,1.0,False,1349,0.1214981273408239,1616
AMG-487,-0.0442787721195553,0.97,1.0,False,1350,0.0841573033707865,1127
diosmin,-0.0443739094627191,0.939,1.0,False,1351,0.1108988764044944,1509
JNJ-38877605,-0.0444818662171039,0.958,1.0,False,1352,0.1202996254681648,1606
zileuton,-0.0445267810371155,0.888,1.0,False,1353,0.0,670
moracizine,-0.0445291292325511,0.975,1.0,False,1354,0.1254307116104869,1642
levothyroxine,-0.044532637386565,0.962,1.0,False,1355,0.0919288389513108,1253
BRD-K68548958,-0.0445337072481856,0.812,1.0,False,1356,0.0,610
allopurinol,-0.0446190072087928,0.907,1.0,False,1357,0.0769475655430712,1014
trimethoprim,-0.0446898757294841,0.955,1.0,False,1358,0.0,738
chloramphenicol,-0.0447410974537315,0.918,1.0,False,1359,0.0971722846441947,1331
carisoprodol,-0.0448267110541365,0.931,1.0,False,1360,0.1680711610486891,1759
aurora-a-inhibitor-i,-0.0448315240068666,0.804,1.0,False,1361,0.1307865168539325,1679
indoprofen,-0.0448472312064312,0.939,1.0,False,1362,0.0593445692883895,844
ozagrel,-0.0450820386364966,0.856,1.0,False,1363,0.1133895131086142,1540
salvinorin-a,-0.0450844443840078,0.951,1.0,False,1364,0.0870786516853932,1179
sulforaphane,-0.0451191345856889,0.911,1.0,False,1365,0.1130149812734082,1536
dopamine,-0.0451411586693349,0.938,1.0,False,1366,0.0,336
testosterone,-0.045335105327437,0.964,1.0,False,1367,0.0879026217228464,1193
rocuronium,-0.0453620234997676,0.962,1.0,False,1368,0.122940074906367,1625
Gossypetin,-0.0453844738354781,0.958,1.0,False,1369,0.113689138576779,1545
niacin,-0.0454025947963726,0.938,1.0,False,1370,0.1056554307116104,1458
novobiocin,-0.0454829944124607,0.876,1.0,False,1371,0.0884456928838951,1199
fiacitabine,-0.0455001260025061,0.947,1.0,False,1372,0.1482771535580524,1739
ciprofloxacin,-0.0455115322146018,0.967,1.0,False,1373,0.1044756554307115,1438
sulfadoxine,-0.0456600188841155,0.911,1.0,False,1374,0.0,631
lerisetron,-0.0457167428378664,0.885,1.0,False,1375,0.1282958801498127,1664
entecavir,-0.0457245895610165,0.949,1.0,False,1376,0.1269101123595505,1652
ciclesonide,-0.0457468400405927,0.911,1.0,False,1377,0.0,423
glimepiride,-0.0457479394281261,0.935,1.0,False,1378,0.1277715355805243,1656
thalidomide,-0.045770283097536,0.878,1.0,False,1379,0.1200187265917603,1603
glycopyrrolate,-0.0458376360754871,0.952,1.0,False,1380,0.0823220973782771,1098
tetrabenazine,-0.0458594083001625,0.969,1.0,False,1381,0.0,643
letermovir,-0.0458685581948066,0.96,1.0,False,1382,0.0755430711610486,984
alvocidib,-0.0458734460434104,0.94,1.0,False,1383,0.0,706
T-5224,-0.045904933681533,0.948,1.0,False,1384,0.0923595505617977,1262
IKK-inhibitor-X,-0.0459181793402776,0.806,1.0,False,1385,0.0862359550561797,1162
deferiprone,-0.0459684093467391,0.95,1.0,False,1386,0.0835205992509363,1119
sch 900776,-0.0460852890849062,0.917,1.0,False,1387,0.0861048689138577,1159
estramustine,-0.0461664153763783,0.98,1.0,False,1388,0.0823408239700374,1099
KIN001-043,-0.0462398595151306,0.929,1.0,False,1389,0.1056367041198501,1455
idebenone,-0.0462411345484164,0.944,1.0,False,1390,0.104063670411985,1432
adarotene,-0.0462448233763239,0.89,1.0,False,1391,0.0,725
taltirelin,-0.0463643822177986,0.92,1.0,False,1392,0.12938202247191,1671
acifran,-0.0464604578713145,0.985,1.0,False,1393,0.1125093632958801,1530
midodrine,-0.0465708251643738,0.943,1.0,False,1394,0.0,295
cyclosporin-a,-0.0468326572851524,0.884,1.0,False,1395,0.0764044943820224,1002
travoprost,-0.0468917322958148,0.818,1.0,False,1396,0.0,623
lacosamide,-0.0469479922899944,0.814,1.0,False,1397,0.0770599250936329,1015
betrixaban,-0.0471011196579212,0.918,1.0,False,1398,0.1046067415730337,1441
tetrindole,-0.0471077131553053,0.944,1.0,False,1399,0.071067415730337,932
miltefosine,-0.047129543878038,0.963,1.0,False,1400,0.134063670411985,1696
rasagiline,-0.0471569618643756,0.971,1.0,False,1401,0.1463483146067415,1736
procaine,-0.0471648533631353,0.896,1.0,False,1402,0.1024344569288389,1412
tirofiban,-0.047234601083058,0.966,1.0,False,1403,0.1237265917602996,1633
rotundine,-0.0472422657234429,0.851,1.0,False,1404,0.0,551
estrone,-0.0472768380578126,0.965,1.0,False,1405,0.1219288389513108,1619
minoxidil,-0.0473570946259988,0.976,1.0,False,1406,0.1274719101123595,1654
PD-173074,-0.0473765645461332,0.936,1.0,False,1407,0.0783333333333333,1032
levomequitazine,-0.0477298440311372,0.876,1.0,False,1408,0.0,429
iniparib,-0.0480478453231921,0.958,1.0,False,1409,0.1131835205992509,1538
QL-XI-92,-0.0481810606411429,0.931,1.0,False,1410,0.1143258426966292,1553
indapamide,-0.0482204581062016,0.904,1.0,False,1411,0.1200374531835206,1604
1271738-62-5,-0.0482857841262402,0.928,1.0,False,1412,0.1232584269662921,1630
fomepizole,-0.0482961905883177,0.97,1.0,False,1413,0.1051498127340823,1448
orantinib,-0.0483424653055206,0.869,1.0,False,1414,0.0,294
Y-27632,-0.0484315341706826,0.969,1.0,False,1415,0.1226404494382022,1624
clotrimazole,-0.0484693750076767,0.87,1.0,False,1416,0.1048314606741572,1444
avasimibe,-0.0485462123106772,0.875,1.0,False,1417,0.1116479400749063,1517
nefopam,-0.0485485070682064,0.971,1.0,False,1418,0.0752434456928839,979
ginkgolide-b,-0.048579842658973,0.973,1.0,False,1419,0.1279213483146067,1657
clemizole,-0.048629166667922,0.95,1.0,False,1420,0.0957303370786516,1309
tamibarotene,-0.0488303288358691,0.904,1.0,False,1421,0.0982958801498127,1345
ilomastat,-0.0489331149338509,0.883,1.0,False,1422,0.0928089887640449,1269
sotalol,-0.0490077588204493,0.952,1.0,False,1423,0.1207303370786516,1609
tobramycin,-0.049064944849303,0.955,1.0,False,1424,0.0926591760299625,1266
potassium-canrenoate,-0.0492232127911533,0.959,1.0,False,1425,0.0917041198501872,1249
chlorthalidone,-0.049228874032767,0.866,1.0,False,1426,0.0986329588014982,1352
miglustat,-0.0492672127951987,0.968,1.0,False,1427,0.1021161048689138,1405
O6-benzylguanine,-0.0492892204940897,0.978,1.0,False,1428,0.0895131086142321,1220
granisetron,-0.0493136080885216,0.934,1.0,False,1429,0.0762921348314606,999
chenodiol,-0.0494428055250911,0.966,1.0,False,1430,0.1137078651685393,1547
targinine,-0.0494655481693005,0.943,1.0,False,1431,0.127565543071161,1655
loxoprofen,-0.0499240104995107,0.974,1.0,False,1432,0.1187827715355805,1591
UNC-669,-0.0499841712958856,0.991,1.0,False,1433,0.1164044943820224,1573
diethylcarbamazine,-0.0500156122848227,0.913,1.0,False,1434,0.1117790262172284,1518
VX-745,-0.0500473003927866,0.911,1.0,False,1435,0.107940074906367,1485
tebipenem,-0.0500496079100506,0.958,1.0,False,1436,0.0814232209737828,1077
deoxycholic-acid,-0.0500594549797722,0.879,1.0,False,1437,0.0772097378277154,1016
NSC-4644,-0.0500831518850221,0.955,1.0,False,1438,0.0,555
fipronil,-0.0501610509091769,0.962,1.0,False,1439,0.0,375
QL-X-138,-0.0501944499420081,0.929,1.0,False,1440,0.0885955056179775,1206
clofarabine,-0.0504312314346419,0.917,1.0,False,1441,0.0,485
temazepam,-0.0504736432658771,0.952,1.0,False,1442,0.086685393258427,1173
bexarotene,-0.0504836086776479,0.928,1.0,False,1443,0.0,298
butoconazole,-0.0505364817691032,0.886,1.0,False,1444,0.0957677902621723,1311
ABT-239,-0.0506636387780746,0.947,1.0,False,1445,0.0774719101123595,1020
KIN001-269,-0.0507844552833947,0.97,1.0,False,1446,0.1418913857677903,1723
physostigmine,-0.0509015599993041,0.92,1.0,False,1447,0.1029775280898877,1418
tibolone,-0.0513480230627538,0.984,1.0,False,1448,0.1240636704119849,1638
tiapride,-0.0513727701380564,0.929,1.0,False,1449,0.1332584269662921,1691
AZD-6482,-0.051504500651326,0.966,1.0,False,1450,0.0914606741573033,1246
safingol,-0.051529469158133,0.918,1.0,False,1451,0.0861235955056179,1160
CX-516,-0.0515309094068749,0.954,1.0,False,1452,0.0835955056179775,1121
SB-683698,-0.0516193814728239,0.962,1.0,False,1453,0.0664794007490636,886
triamcinolone-acetonide,-0.0517883006855962,0.953,1.0,False,1454,0.1059925093632958,1462
dabigatran-etexilate,-0.051857319135089,0.967,1.0,False,1455,0.0882022471910112,1197
lorazepam,-0.0518594701007364,0.945,1.0,False,1456,0.0998501872659176,1371
raclopride,-0.0520369513632539,0.917,1.0,False,1457,0.1186704119850187,1590
dapivirine,-0.0520643833614994,0.974,1.0,False,1458,0.0,471
dinaciclib,-0.0522349157998246,0.932,1.0,False,1459,0.0,328
irinotecan,-0.0522493948003347,0.936,1.0,False,1460,0.1191760299625467,1596
triamterene,-0.0523103217201106,0.967,1.0,False,1461,0.0954494382022471,1305
selamectin,-0.0524747360356238,0.96,1.0,False,1462,0.1304494382022472,1677
