drug,trace_score,trace_rank
oxybuprocaine,-0.006362727682287696,594
SU-11274,-0.006384539964328726,595
SGI-1776,-0.006471772260492575,596
thiocolchicoside,-0.006516548688566272,597
grazoprevir,-0.006522657956600147,598
darifenacin,-0.006549478711343723,599
etodolac,-0.006593895005509604,600
enoxolone,-0.006848099440184728,601
BX-795,-0.006880726064224204,602
cisapride,-0.006895066067427833,603
alaproclate,-0.006950283662521745,604
dapagliflozin,-0.0069736688277816225,605
ticlopidine,-0.006977167086918383,606
sulbactam,-0.006986260044556529,607
lofexidine,-0.007087579940813232,608
flavoxate,-0.007146191675872982,609
lidocaine,-0.007200573908419499,610
CPI-613,-0.007209038327006219,611
PS-178990,-0.007279241329122236,612
fludroxycortide,-0.007463771670775904,613
fluvoxamine,-0.007468041578967638,614
drospirenone,-0.007479930808075495,615
L-ergothioneine,-0.00749727437972603,616
glibenclamide,-0.007515835512508263,617
idalopirdine,-0.007610669503303783,618
lenvatinib,-0.007847342359423486,619
phenylacetylglutamine,-0.007901153808961952,620
ramelteon,-0.00794426412098242,621
phenylbutazone,-0.007985969464440665,622
apixaban,-0.008084924667520274,623
ftorafur,-0.008214423403909082,624
amlexanox,-0.008293797477324727,625
picotamide,-0.00829790670997486,626
epinastine,-0.008386518163306768,627
mirtazapine,-0.00839258973924449,628
SB-271046,-0.008435829557714127,629
telotristat,-0.008498020095807588,630
nicotinamide,-0.008505050047113124,631
inositol,-0.008509636182749143,632
triptorelin,-0.0085590112309882,633
biperiden,-0.008634208083431197,634
PX-12,-0.008670885464038545,635
balapiravir,-0.008712278639216498,636
sufentanil,-0.008736167862760177,637
oxiperomide,-0.008897275610906724,638
alvimopan,-0.008974916815767347,639
closantel,-0.009003395395884134,640
nefiracetam,-0.00902604381536809,641
methiopril,-0.009051863489790203,642
defactinib,-0.009141484039433448,643
pinacidil,-0.009235122205876335,644
timolol,-0.009359222250815091,645
taladegib,-0.009366275985626536,646
pibenzimol,-0.009391202330412142,647
ipratropium,-0.009395708694657175,648
PF-04691502,-0.009445831075179113,649
BAY-87-2243,-0.009465512635627579,650
MBX-2982,-0.009485061830139292,651
XBD-173,-0.009513720674602242,652
tasisulam,-0.009601604391721055,653
MK-5108,-0.009717690000581185,654
clozapine,-0.009760480277705439,655
beclomethasone-dipropionate,-0.009777289317696072,656
orteronel,-0.009899250267961306,657
GSK-2334470,-0.009935573490002582,658
ATN-161,-0.010228371072758556,659
phenformin,-0.010254906716520403,660
idoxuridin,-0.01028946123496772,661
PHA-665752,-0.010296566727256134,662
API-001,-0.010357295783711315,663
cabozantinib,-0.010370717601433882,664
metoclopramide,-0.010410205950059278,665
methazolamide,-0.010418485425252035,666
vincamine,-0.010483531433780367,667
doxapram,-0.01052750809573671,668
indoximod,-0.010528842105944106,669
GSK-1904529A,-0.010535623578683767,670
retigabine,-0.010547728958325732,671
ataluren,-0.010650433640830535,672
erteberel,-0.01088594008706049,673
bms-906024,-0.010925450293331267,674
tagatose,-0.010986132971542984,675
pramipexole,-0.011109758126622822,676
eplerenone,-0.011127765160908052,677
apocynin,-0.011142489127487946,678
amlodipine,-0.01126300666382282,679
berberine,-0.011315191153306961,680
reboxetine,-0.011341352803826497,681
fosfomycin,-0.01139983751231192,682
navitoclax,-0.011431103004582487,683
etomoxir,-0.01150492017270358,684
CI-966,-0.011505754558528978,685
clobetasol,-0.011615955785912287,686
A-443654,-0.011637801031377619,687
exifone,-0.011660097638142814,688
aprepitant,-0.011751899835034014,689
nicotine,-0.011804871588492444,690
BCI-540,-0.011812889718466982,691
cariporide,-0.01182328715794879,692
verapamil,-0.011904156403967098,693
nefazodone,-0.012057705213043203,694
dorzolamide,-0.012074065394587821,695
zaleplon,-0.012162668814696149,696
temozolomide,-0.012259947346188755,697
mycophenolate-mofetil,-0.012412798349085792,698
diflunisal,-0.012455351157885588,699
dapsone,-0.012461713061236676,700
piribedil,-0.012467931538647335,701
PF-04136309,-0.012510211902206088,702
ARRY-334543,-0.012525964145691303,703
PCA-4248,-0.012576384425871074,704
zebularine,-0.012639257024073937,705
dimesna,-0.012643061084050618,706
penciclovir,-0.012654577716123378,707
fluorometholone,-0.012730972794637403,708
pyrazinoylguanidine,-0.012795239855639396,709
progesterone,-0.012800829191361714,710
pazufloxacin,-0.012800864913146184,711
donepezil,-0.012829197134460086,712
mubritinib,-0.012832543740958593,713
cobicistat,-0.012845447908529763,714
CTS-1027,-0.012847999086406523,715
buflomedil,-0.012929934622190753,716
mefloquine,-0.01296132079335156,717
LY-294002,-0.013051201552605002,718
lasalocid,-0.013079369652099477,719
semaxanib,-0.013092729520675314,720
APD-668,-0.013158848647894026,721
CG-930,-0.013164001634902228,722
betulinic-acid,-0.013167608380131608,723
fluphenazine,-0.013174371009246465,724
estriol,-0.013198092047381187,725
PF-04457845,-0.013233718060616519,726
idelalisib,-0.013247067478101683,727
tioconazole,-0.013254688562003507,728
enoxacin,-0.013260835425232324,729
lodoxamide,-0.013300033443162617,730
PSI-6130,-0.013303266618720626,731
moxifloxacin,-0.013334904045757464,732
SB-756050,-0.013347430918322413,733
BAY-K8644,-0.013355944465490025,734
VGX-1027,-0.013388553751243804,735
BMS-707035,-0.013434672448509091,736
lurasidone,-0.013479567310446519,737
NMS-1286937,-0.013480443663965296,738
2-methoxyestradiol,-0.013528536285409964,739
indinavir,-0.01357574114402308,740
rilmenidine,-0.013576209740135722,741
VX-661,-0.013610832177968532,742
alagebrium,-0.013782019864319215,743
ellagic-acid,-0.013810020531537733,744
altrenogest,-0.013917364373091183,745
carvedilol,-0.014017264857397705,746
AS-601245,-0.014023751116128393,747
acetazolamide,-0.014043874989538897,748
pimozide,-0.014063379619130246,749
asenapine,-0.014098391575415386,750
talinolol,-0.014103688818706864,751
sorbinil,-0.014175229677421936,752
pinitol,-0.014202510216573759,753
fulvestrant,-0.014299835244165643,754
lopinavir,-0.014350756258842075,755
sertindole,-0.014367460976880986,756
nepafenac,-0.01442355629924045,757
tetradecylthioacetic-acid,-0.014516396301688186,758
minaprine,-0.014519366270653982,759
tizanidine,-0.01455130141831305,760
preladenant,-0.014616834090249728,761
bumetanide,-0.014641764150158143,762
climbazole,-0.014652612893771655,763
rolipram,-0.014713162142711912,764
ARP-101,-0.014735187300304663,765
vinburnine,-0.014751150019523561,766
ciglitazone,-0.014795802517022144,767
GDC-0068,-0.014841984134686318,768
lacitol,-0.014925829876128524,769
amiprilose,-0.01497554458102053,770
SCH-28080,-0.015073425513327365,771
fexofenadine,-0.015094939441475379,772
cimetidine,-0.015301749164379016,773
