drug,trace_score,trace_rank
balaglitazone,-0.015316930547856357,774
VTP-27999,-0.015333821305708945,775
PKI-179,-0.015363911556599627,776
L-citrulline,-0.015414046257063291,777
arofylline,-0.015441297742120818,778
ivabradine,-0.015528842339071813,779
suprofen,-0.015548117926536775,780
amineptine,-0.01564890270794159,781
isoniazid,-0.01566792841129963,782
tamoxifen,-0.015684433849999794,783
TPCA-1,-0.015692935864300216,784
AMG-517,-0.0157482980302542,785
tretinoin,-0.0157858580809854,786
calcitriol,-0.01583151108087144,787
dicoumarol,-0.01590226558517818,788
cyproterone-acetate,-0.015912256045922328,789
HMN-214,-0.015973720254816,790
warfarin,-0.015976121095142,791
labetalol,-0.016115120092234363,792
penicillin-v-potassium,-0.016138041042966997,793
ketorolac,-0.016219486425622553,794
andrographolide,-0.016253025977452443,795
almorexant,-0.016512064804287272,796
methylnaltrexone,-0.016514746908341323,797
dideoxyadenosine,-0.01667429294192421,798
BRD-K73261812,-0.016732896016976424,799
capsaicin,-0.016733557439866438,800
pomalidomide,-0.016744679214371942,801
anidulafungin,-0.016757846725008237,802
saxagliptin,-0.016841611467796586,803
eptifibatide,-0.01696178675175138,804
candesartan,-0.01719882470359691,805
tramadol,-0.017213755685867662,806
SN-38,-0.017279095049425205,807
desmopressin-acetate,-0.017309257102587967,808
10-DEBC,-0.017385592881468084,809
linezolid,-0.01755517161113775,810
acarbose,-0.017575265103735055,811
cinepazide,-0.017611958876090503,812
gliclazide,-0.017632461574208776,813
tipiracil,-0.01775177642801908,814
cutamesine,-0.017835195122941294,815
urea,-0.01796054139075427,816
ketotifen,-0.01821428678245753,817
tacrine,-0.018475573880930872,818
sacubitril,-0.018502177543351865,819
okadaic acid,-0.01851447952364443,820
AZD-8055,-0.018556325817731197,821
PSI-7976,-0.018568599461792935,822
ASC-J9,-0.018588295566566708,823
tonabersat,-0.01858916053937401,824
etravirine,-0.018618366049969977,825
amitifadine,-0.018620153214530106,826
anastrozole,-0.018685431771443793,827
emedastine,-0.018719574706943885,828
tetrahydrouridine,-0.018755104056332603,829
tolvaptan,-0.01875947812264923,830
brequinar,-0.01878783625083068,831
NXY-059,-0.01878897282849086,832
LY-2784544,-0.018869422216434128,833
dextromethorphan,-0.018907442016071745,834
irbesartan,-0.018945936803193026,835
empagliflozin,-0.018991365933405144,836
ACY-1215,-0.019014136050630143,837
lomeguatrib,-0.01903508600937571,838
sotrastaurin,-0.019114403541479922,839
sitagliptin,-0.01912969720083311,840
mitoxantrone,-0.01913658241898307,841
pirfenidone,-0.01916912219055139,842
ethinyl-estradiol,-0.019230667422560254,843
aminocaproic-acid,-0.019269832111313737,844
prochlorperazine,-0.019311878161945358,845
torcitabine,-0.019319927441679634,846
glycitein,-0.019336455727551452,847
phenprocoumon,-0.019363274399307212,848
trimebutine,-0.019363869835617477,849
atenolol-(+/-),-0.01942208166303517,850
benfluorex,-0.019422308843766677,851
dicloxacillin,-0.019762435282626414,852
papaverine,-0.019809769679107785,853
erlotinib,-0.01992582925783783,854
ivacaftor,-0.019997531552389407,855
cefoperazone,-0.02012998598004349,856
voxtalisib,-0.02013066984540885,857
teriflunomide,-0.020142525463083157,858
AZD-5363,-0.020165902156994688,859
RG-2833,-0.020171702246384763,860
CGK-733,-0.020217415961807473,861
ZK-93423,-0.020222372255397136,862
KN-93,-0.02024104073584438,863
ORG-9768,-0.020275122390792957,864
talnetant,-0.020345999446004133,865
resminostat,-0.020374471582922955,866
ranolazine,-0.020390689158736288,867
bepotastine,-0.020414475652452635,868
ethylenediaminetetraacetic-acid,-0.02045441005801467,869
triamcinolone,-0.020461570391682806,870
AMG-208,-0.02050274045131788,871
methocarbamol,-0.020806191840523593,872
formestane,-0.02082395362668092,873
procainamide,-0.020830534223089784,874
nemonapride,-0.02088646986136519,875
TG-100115,-0.020896751025724154,876
ibutilide,-0.020947085660704884,877
AGK-2,-0.021059278626537444,878
YM-155,-0.021081681724190376,879
SB-242235,-0.021112998843042616,880
luteolin,-0.021171384060940428,881
acenocoumarol,-0.021198442467365068,882
ampalex,-0.02132341808672811,883
tyrphostin-AG-112,-0.021338297683897684,884
iguratimod,-0.02135513566386007,885
CYT-997,-0.021384840879539267,886
mephentermine,-0.021388701565549433,887
picolinic-acid,-0.0214679501916887,888
hesperidin,-0.021584859454624482,889
lamivudine,-0.021602204700018016,890
etacrynic-acid,-0.02162185463346527,891
cilengitide,-0.021668706971021044,892
doxifluridine,-0.021725737048960372,893
CNQX,-0.021756336962689665,894
buparlisib,-0.02177289675560405,895
selegiline,-0.02181071810468691,896
VT-464,-0.02186482783221731,897
nizofenone,-0.021887998836431798,898
mepyramine,-0.021933911697412226,899
GDC-0152,-0.02194311280334202,900
YM-976,-0.022021747279217553,901
halofantrine,-0.02210601765305313,902
zidovudine,-0.022126411209049002,903
bezafibrate,-0.022275278159912742,904
niclosamide,-0.02228598411851266,905
PD-153035,-0.02231794960488474,906
sulmazole,-0.022419958771250484,907
busulfan,-0.022495331720176166,908
salirasib,-0.02253306713666842,909
ZSTK-474,-0.022552957180757945,910
levobunolol,-0.02277217775162101,911
staurosporine,-0.022845802937702754,912
aminoguanidine,-0.02287980526950358,913
WZ-3105,-0.022935303922823416,914
hydrocortisone,-0.0229687211725543,915
butaclamol,-0.023015785431556992,916
medetomidine,-0.023098291755847124,917
itopride,-0.02321477453619016,918
nutlin-3,-0.023270883871106415,919
CC-401,-0.023304505161723686,920
D-serine,-0.023350908795978856,921
vilazodone,-0.023386433504939585,922
molsidomine,-0.02341140305927794,923
carbamazepine,-0.02346820461115438,924
metoprolol,-0.023545205604778647,925
PD-123319,-0.02355136197673084,926
"4,5,6,7-tetrabromobenzotriazole",-0.02359722584048788,927
CP-945598,-0.023610051038890977,928
ofloxacin,-0.023692298562049675,929
swainsonine,-0.02370287149961009,930
famotidine,-0.02380253279732783,931
RU-58841,-0.02382950577946385,932
tolbutamide,-0.023870094450425327,933
BMS-777607,-0.02392526689852773,934
dalfampridine,-0.023944770230003035,935
roquinimex,-0.023954643176534843,936
bendroflumethiazide,-0.023993025796950528,937
HG-5-88-01,-0.024048083125276832,938
tolnaftate,-0.024070847992479858,939
fidaxomicin,-0.024164374633087845,940
repaglinide,-0.02427425663772736,941
GDC-0879,-0.02429444570095996,942
bisoprolol,-0.02434464279076387,943
indobufen,-0.0243819472158072,944
tofacitinib,-0.02447944468544001,945
PF-03814735,-0.02449182018002647,946
orphenadrine,-0.024518094830296117,947
Y-27152,-0.02458976371661866,948
amrinone,-0.024641073537612836,949
menadione,-0.02469482383239848,950
lisofylline,-0.02476832158886695,951
amiodarone,-0.024770446378477994,952
bavisant,-0.024802495326549066,953
lobenzarit,-0.02480625621872904,954
ARN-509,-0.024985166808313603,955
etofenamate,-0.02500098096435827,956
itraconazole,-0.025021912203776142,957
chloroquine,-0.025039042235611972,958
retapamulin,-0.02514461367160396,959
olmesartan-medoxomil,-0.025187796392775297,960
piretanide,-0.02519137926468896,961
maribavir,-0.02521977188769498,962
febuxostat,-0.025369843299736204,963
bevirimat-dimeglumine,-0.02539008531425244,964
furosemide,-0.025399032016956466,965
carbenoxolone,-0.02550888225807654,966
etoposide,-0.025582811055362444,967
gestrinone,-0.025618448823274187,968
dinoprost,-0.025647782822434708,969
mepivacaine,-0.02567176672561594,970
bucladesine,-0.02577542735363939,971
moclobemide,-0.025791943073521995,972
clofibrate,-0.02584719291045054,973
metolazone,-0.02588333913195718,974
perhexiline,-0.025897750863141746,975
NVP-BGJ398,-0.025918022899651845,976
epz-5676,-0.026020588446703026,977
EX-527,-0.02613279692529136,978
dequalinium,-0.026164204549363274,979
PHA-793887,-0.02619047465824868,980
paricalcitol,-0.02620149372745883,981
estramustine-phosphate,-0.02621555205630775,982
nebivolol,-0.026344416678333548,983
pyrazinamide,-0.02641549459085973,984
trimetazidine,-0.026636774866135908,985
asymmetrical-dimethylarginine,-0.026664978945819373,986
pirenzepine,-0.02669002242730051,987
diphenylpyraline,-0.02669754553680726,988
rivaroxaban,-0.0267358703846147,989
pantoprazole,-0.026928280961125754,990
edoxaban,-0.02693832707934344,991
tafamidis-meglumine,-0.026988912078858757,992
flecainide,-0.02712165459513418,993
alisertib,-0.027177348172294735,994
thiothixene,-0.027178342628477323,995
QL-XII-47,-0.0271921029030833,996
rondual-kinase-inhibitor,-0.027239062183715426,997
tetracaine,-0.02727681774691227,998
fenoldopam,-0.02732001303531167,999
aphidicolin,-0.027419515594393516,1000
amfepramone,-0.027447438342668006,1001
nimesulide,-0.027449518070642043,1002
RAF-265,-0.027472131894244,1003
nisoxetine,-0.027525599201944445,1004
epinephrine,-0.027534784953789124,1005
LGX-818,-0.02761490471752285,1006
dofequidar,-0.02761907992697437,1007
camicinal,-0.027640069814577676,1008
levosimendan,-0.027647223410091532,1009
loratadine,-0.027684612874404643,1010
ZK-93426,-0.027696336446787415,1011
trimethobenzamide,-0.027701324511546645,1012
CX-4945,-0.027719690945760083,1013
estradiol,-0.027762773490965727,1014
propylthiouracil,-0.027763696459124385,1015
moxonidine,-0.027783156770082487,1016
ZK-811752,-0.02779059629701842,1017
tolfenamic-acid,-0.027811829826835457,1018
AM-24,-0.02783447821671538,1019
epz004777,-0.027980666801578905,1020
sulfasalazine,-0.02802139686595866,1021
danegaptide,-0.028190904310395927,1022
R-547,-0.02823367762294211,1023
solifenacin-succinate,-0.028284973751216552,1024
sulfafurazole,-0.028287730728719696,1025
withaferin-a,-0.028310682057295814,1026
ramipril,-0.028345661609315873,1027
tacalcitol,-0.02837750865935843,1028
escitalopram,-0.028399100399974994,1029
phentermine,-0.028531199736669358,1030
piperidolate,-0.028571962784568323,1031
lidamidine,-0.02864034005819393,1032
alizapride,-0.02864223306292831,1033
pyrimethamine,-0.02865212367711002,1034
gimeracil,-0.02868000532163732,1035
oxfendazole,-0.028682349619794437,1036
WAY-362450,-0.028719733662195608,1037
cianidanol,-0.02875004561493936,1038
dazmegrel,-0.02878672562710435,1039
fusidic-acid,-0.028831285010612235,1040
ASA-404,-0.02884505651410274,1041
dexloxiglumide,-0.02885794498387996,1042
smer-3,-0.02886453054297172,1043
benzylpenicillin,-0.02893282550873412,1044
cinnarizine,-0.029003783344320504,1045
irsogladine,-0.029028905016562176,1046
vortioxetine,-0.029073888703161098,1047
dipraglurant,-0.029140645621615602,1048
bendamustine,-0.029178655690424816,1049
bimatoprost,-0.029193276353489412,1050
adoprazine,-0.029312276598676582,1051
DMP-777,-0.029363749951114397,1052
varespladib,-0.029399271824874545,1053
daunorubicin,-0.029425040511530824,1054
selinexor,-0.029439039840397942,1055
teroxirone,-0.029464101838043728,1056
moxidectin,-0.029464740781776383,1057
TAK-715,-0.029472359839623527,1058
erythromycin,-0.02950875851157527,1059
tosedostat,-0.029537777958074867,1060
TG-100801,-0.029583181154183617,1061
ICI-162846,-0.02959580995329678,1062
pterostilbene,-0.029642344993725575,1063
XMD-1499,-0.02966556796364585,1064
indometacin,-0.02969884282974132,1065
imiquimod,-0.02972619671315636,1066
LX-1031,-0.029753229262750307,1067
KIN001-270,-0.029880117046945723,1068
gatifloxacin,-0.029882793715175836,1069
Y-39983,-0.030004883664455098,1070
valrubicin,-0.030007277597369438,1071
vanoxerine,-0.030065506366288946,1072
SB-590885,-0.030085182412796566,1073
TIC10,-0.030122611479882735,1074
calpeptin,-0.030146886774454918,1075
chlormezanone,-0.030154600938277324,1076
melatonin,-0.030161677811691448,1077
phenylephrine,-0.030267373696916254,1078
SK&F-10047-(+),-0.0302883798811535,1079
RS-127445,-0.03036294209812786,1080
MF-101,-0.03038112733274803,1081
ercalcitriol,-0.030388315555975067,1082
stavudine,-0.030394839107526248,1083
felodipine,-0.0304685518652767,1084
pevonedistat,-0.03050417536608566,1085
acivicin,-0.030512554675106003,1086
BMY-14802,-0.030557657572953888,1087
taranabant,-0.030619794219269948,1088
KIN001-260,-0.030629286288817923,1089
quinine,-0.030629549217062162,1090
oxiconazole,-0.030670556621131186,1091
zonisamide,-0.030719828886711775,1092
meloxicam,-0.030751363873933724,1093
ripasudil,-0.030845792508796422,1094
diltiazem,-0.03084628297210742,1095
chlorambucil,-0.0309659877481403,1096
dutasteride,-0.030968209352074533,1097
resiquimod,-0.030968496025513933,1098
VX-222,-0.03101109419247906,1099
cefepime,-0.03101500292384852,1100
JNK-IN-5A,-0.031016936382515584,1101
ecabet,-0.03116927931115968,1102
merbarone,-0.03120846094660344,1103
MK-0773,-0.031260669049826405,1104
glafenine,-0.03136349134243637,1105
oglemilast,-0.031395972824212415,1106
tolimidone,-0.031436006979166715,1107
benzydamine,-0.03156040401771533,1108
decitabine,-0.03159132543319162,1109
WYE-125132,-0.031612797670634005,1110
capecitabine,-0.031626997829099,1111
nevirapine,-0.031718539283629624,1112
amitriptyline,-0.03177935799405735,1113
LY-2811376,-0.03181404184560385,1114
raltegravir,-0.03181647457342566,1115
lenalidomide,-0.031937106289944193,1116
licochalcone-a,-0.03194496777985538,1117
A-66,-0.03195149293293957,1118
gemfibrozil,-0.03197145111504804,1119
ambroxol,-0.032181862597596096,1120
FPL-55712,-0.0321866612900455,1121
tozasertib,-0.032281811621084365,1122
loperamide,-0.03231864187522467,1123
levalbuterol,-0.0324169219621576,1124
doxorubicin,-0.0324276065426119,1125
quizartinib,-0.0324708548194898,1126
IB-MECA,-0.03248235421996369,1127
MDL-73005EF,-0.03251015590487183,1128
esmolol,-0.032533430899834404,1129
rebamipide,-0.03264920411532147,1130
timonacic,-0.03266358300952165,1131
naproxen,-0.03267182679222419,1132
chelerythrine,-0.03267422049611232,1133
gaboxadol,-0.0327436568714277,1134
emtricitabine,-0.03280394155251277,1135
guanethidine,-0.03285385394863457,1136
pilocarpine,-0.032867275678403,1137
palovarotene,-0.03286871876202403,1138
rucinol,-0.032884988719975694,1139
oxandrolone,-0.032991763402546365,1140
maprotiline,-0.03307760588433888,1141
aniracetam,-0.03313724128238298,1142
LY-2090314,-0.03316203928996782,1143
benzotript,-0.03320265235583527,1144
BIX-02189,-0.03320889902163931,1145
probucol,-0.03343048644349455,1146
telbivudine,-0.033583402280902425,1147
zosuquidar,-0.03359490193207933,1148
sulpiride,-0.033843145597428834,1149
telmisartan,-0.034001706118483785,1150
floxuridine,-0.034029621783404865,1151
econazole,-0.0340974888532734,1152
bemegride,-0.03419792609547615,1153
zofenopril-calcium,-0.03420651494296266,1154
apafant,-0.0342260288774727,1155
naringenin,-0.03423221446127554,1156
ganaxolone,-0.03423857878587804,1157
esculin,-0.03425187538007923,1158
RHO-kinase-inhibitor-III[rockout],-0.034418338989153766,1159
diazepam,-0.03444713821803591,1160
JW55,-0.03445736433379423,1161
nandrolone,-0.034461742954630836,1162
ibuprofen,-0.034516203152721185,1163
ammonium-glycyrrhizinate,-0.03457002798854507,1164
carprofen,-0.0346978116618835,1165
talmapimod,-0.03473172545420471,1166
sertaconazole,-0.03473863595990829,1167
AMG-837,-0.03479404715830778,1168
castanospermine,-0.0349365778808274,1169
xaliproden,-0.03495998791641117,1170
PF-562271,-0.03501142933000988,1171
ursodeoxycholyltaurine,-0.03501222965455271,1172
dasabuvir,-0.03501687592617262,1173
"2',5'-dideoxyadenosine",-0.035048340322659265,1174
otilonium,-0.03505252138411459,1175
rifabutin,-0.035058189592124735,1176
aclidinium,-0.03509157084278969,1177
lamotrigine,-0.03543348829338905,1178
marimastat,-0.035470149408308935,1179
letrozole,-0.03548112861984878,1180
quetiapine,-0.03550303509600577,1181
exherin,-0.03550875076886421,1182
enprofylline,-0.03553533932680509,1183
TAS-103,-0.03556319715064041,1184
PF-431396,-0.03578762937538593,1185
pasireotide,-0.03580953177198303,1186
propranolol,-0.03582731452894028,1187
pralatrexate,-0.035844259515902754,1188
niguldipine,-0.03587115647326316,1189
zaprinast,-0.035904070913879746,1190
trifluridine,-0.03594978524360267,1191
glipizide,-0.03607685176184113,1192
ipriflavone,-0.03608130807555511,1193
medroxyprogesterone-acetate,-0.03619278215552858,1194
BMS-345541,-0.03626463772042582,1195
zaldaride,-0.0363592168917542,1196
tazarotene,-0.036430945439654444,1197
mifobate,-0.03666099575342629,1198
GSK-J4,-0.03670315049704099,1199
EMD-53998,-0.03685537491203992,1200
clioquinol,-0.03685912358671295,1201
ginkgetin,-0.03689856803296196,1202
bropirimine,-0.03690575310740322,1203
nicardipine,-0.036980159811664644,1204
pemirolast,-0.03698993123727348,1205
fadrozole,-0.03713215850028618,1206
phentolamine,-0.037135893599580055,1207
SYK-inhibitor,-0.037328887955470236,1208
phenylbutyrate,-0.0374537880111442,1209
PF-477736,-0.03755893068246785,1210
telatinib,-0.03755962836706058,1211
theobromine,-0.03758520612668705,1212
tivantinib,-0.03762472033014392,1213
isradipine,-0.03763102605909332,1214
diminazene-aceturate,-0.03764682210895674,1215
serdemetan,-0.03771572339303873,1216
LY-215490,-0.03774706492166695,1217
formoterol,-0.03781824455360751,1218
AKT-inhibitor-1-2,-0.03782878717550821,1219
tirapazamine,-0.03791901106719509,1220
arglabin,-0.03802212447535529,1221
favipiravir,-0.03810491943493262,1222
afloqualone,-0.038158597962555676,1223
torin-1,-0.038163536428746064,1224
homoharringtonine,-0.03821745776958828,1225
lorcaserin,-0.03824413062612792,1226
fdcyd,-0.03828695214501148,1227
hydroxyurea,-0.03831180738657051,1228
clinofibrate,-0.038373868210252134,1229
mazindol,-0.038445316955542,1230
oxybenzone,-0.038497881071641385,1231
enzalutamide,-0.03852822577253001,1232
KI-20227,-0.0385753145878555,1233
sumatriptan,-0.03869363632254374,1234
KBG,-0.038694889786179014,1235
NVP-AEW541,-0.0389301257319757,1236
istaroxime,-0.03896996185950641,1237
AGI-6780,-0.03897768352567361,1238
mestranol,-0.03898144827173457,1239
AMG-232,-0.03898994167800003,1240
quercetin,-0.038992520214930715,1241
GSK-1292263,-0.03899430539236354,1242
exalamide,-0.03901014749301486,1243
methyldopa,-0.03902972537948456,1244
idasanutlin,-0.03904984267563796,1245
ruxolitinib,-0.0390568445951386,1246
ramatroban,-0.03909027085207873,1247
AZD-8931,-0.039094886840850024,1248
quiflapon,-0.03909717697954618,1249
diacerein,-0.0391178205288111,1250
bromocriptine,-0.039121124102227,1251
"3,3'-diindolylmethane",-0.03918759247470708,1252
5-aminolevulinic-acid,-0.039237867388156586,1253
altanserin,-0.03925996117382468,1254
chloroxine,-0.039284915624929154,1255
chrysin,-0.039409477981282956,1256
sarcosine,-0.03940977537687074,1257
bupropion,-0.03945621350965643,1258
disopyramide,-0.03949009125316685,1259
nikethamide,-0.03958022565192172,1260
FPL-62064,-0.03958826571891166,1261
exemestane,-0.039596816628253644,1262
acebutolol,-0.03960885764704574,1263
TTNPB,-0.03964975050783129,1264
choline-alfoscerate,-0.03966713670691875,1265
suvorexant,-0.03966932801907933,1266
deferasirox,-0.03979846657874027,1267
trovafloxacin,-0.03982393364766326,1268
PF-04217903,-0.03986036727811171,1269
efaproxiral,-0.03994263697168765,1270
rizatriptan,-0.0399969269208692,1271
nelarabine,-0.040044753825327115,1272
ORE-1001,-0.0400556170487782,1273
NF-449,-0.04007154736305396,1274
vernakalant,-0.0401370462733658,1275
fidarestat,-0.04020329089523656,1276
bretazenil,-0.04022985796369409,1277
mianserin,-0.040318826502527993,1278
mCPP,-0.0403286401771339,1279
mesulergine,-0.04033917694916527,1280
atracurium,-0.040376542421253894,1281
SR-27897,-0.040483612841957,1282
folic-acid,-0.040523004569577636,1283
indiplon,-0.04053070420225523,1284
dexfenfluramine,-0.04055025107384981,1285
3-deazaadenosine,-0.040564232515240085,1286
SC-12267,-0.04060260486624497,1287
felbamate,-0.04069951091920898,1288
SB-203580,-0.04072136066288968,1289
tyrphostin-1,-0.0407345186677255,1290
melperone,-0.04079659632300909,1291
CI-976,-0.04082785665536753,1292
imexon,-0.04088709023362316,1293
LDN-193189,-0.04107206884849932,1294
tranilast,-0.041087021068644425,1295
CB-10-277-(free-acid),-0.041127695689113244,1296
camostat-mesilate,-0.041177502749969855,1297
metamizole,-0.041179013469598465,1298
MLN-8054,-0.04127856189313612,1299
venetoclax,-0.04133150877740873,1300
lumacaftor,-0.04138018022838558,1301
motesanib,-0.041387922860690284,1302
daminozide,-0.041430668364573965,1303
oxypurinol,-0.04148650849642985,1304
PH-797804,-0.04154882761423144,1305
tandutinib,-0.04172907305104972,1306
acrivastine,-0.04197214264551099,1307
spironolactone,-0.042076832431039324,1308
abacavir,-0.042160074474710395,1309
masoprocol,-0.04226040300844355,1310
thiomersal,-0.04229652090664956,1311
ketoprofen,-0.04237597018070693,1312
moxisylyte,-0.04251179337556838,1313
amantadine,-0.04253463977298846,1314
maraviroc,-0.04261276996770103,1315
rifaximin,-0.042706230570993445,1316
darunavir,-0.04279111843691252,1317
lucitanib,-0.04288265419973643,1318
fosinopril,-0.04288266876276883,1319
etizolam,-0.04289915342916284,1320
disulfiram,-0.04292512488233177,1321
UNC-0321,-0.04315387352076278,1322
lirimilast,-0.043164935970109806,1323
roflumilast,-0.04329423389347539,1324
amsacrine,-0.043363048748779,1325
rigosertib,-0.04341548723266626,1326
HG-9-91-01,-0.04354925381812375,1327
levamisole,-0.04355475772557845,1328
pritelivir,-0.04356610563556295,1329
amcinonide,-0.0435983876975426,1330
tipranavir,-0.04366694923112489,1331
AV-608,-0.043736674201427114,1332
mebendazole,-0.04374763849153478,1333
ribavirin,-0.043817768269321315,1334
probenecid,-0.04391804506452008,1335
dienogest,-0.04392177620413579,1336
miconazole,-0.043930956773635295,1337
SGX523,-0.04393115669148192,1338
FR-180204,-0.043951963476460576,1339
cpi-169,-0.0439535522450297,1340
pregnenolone,-0.04396237064876042,1341
nicergoline,-0.04405819816150941,1342
equol,-0.04408050780054948,1343
imipramine,-0.04408730625715245,1344
voreloxin,-0.04413420939651476,1345
griseofulvin,-0.04417401847857621,1346
CP-724714,-0.04423633671123933,1347
firategrast,-0.044247641909047085,1348
ABT-202,-0.04425054774779061,1349
AMG-487,-0.044278772119555325,1350
diosmin,-0.04437390946271915,1351
JNJ-38877605,-0.04448186621710395,1352
zileuton,-0.04452678103711557,1353
moracizine,-0.044529129232551146,1354
levothyroxine,-0.04453263738656503,1355
BRD-K68548958,-0.04453370724818562,1356
allopurinol,-0.044619007208792826,1357
trimethoprim,-0.044689875729484185,1358
chloramphenicol,-0.044741097453731525,1359
carisoprodol,-0.04482671105413652,1360
aurora-a-inhibitor-i,-0.04483152400686669,1361
indoprofen,-0.044847231206431255,1362
ozagrel,-0.045082038636496694,1363
salvinorin-a,-0.045084444384007834,1364
sulforaphane,-0.04511913458568897,1365
dopamine,-0.04514115866933495,1366
testosterone,-0.045335105327437016,1367
rocuronium,-0.045362023499767645,1368
Gossypetin,-0.045384473835478105,1369
niacin,-0.045402594796372625,1370
novobiocin,-0.045482994412460793,1371
fiacitabine,-0.04550012600250612,1372
ciprofloxacin,-0.04551153221460189,1373
sulfadoxine,-0.04566001888411558,1374
lerisetron,-0.04571674283786644,1375
entecavir,-0.04572458956101659,1376
ciclesonide,-0.045746840040592755,1377
glimepiride,-0.04574793942812617,1378
thalidomide,-0.04577028309753603,1379
glycopyrrolate,-0.045837636075487194,1380
tetrabenazine,-0.04585940830016253,1381
letermovir,-0.04586855819480662,1382
alvocidib,-0.04587344604341049,1383
T-5224,-0.04590493368153303,1384
IKK-inhibitor-X,-0.04591817934027767,1385
deferiprone,-0.045968409346739195,1386
sch 900776,-0.04608528908490623,1387
estramustine,-0.04616641537637834,1388
KIN001-043,-0.04623985951513063,1389
idebenone,-0.046241134548416434,1390
adarotene,-0.0462448233763239,1391
taltirelin,-0.046364382217798664,1392
acifran,-0.04646045787131453,1393
midodrine,-0.04657082516437386,1394
cyclosporin-a,-0.04683265728515247,1395
travoprost,-0.046891732295814864,1396
lacosamide,-0.04694799228999445,1397
betrixaban,-0.04710111965792127,1398
tetrindole,-0.0471077131553053,1399
miltefosine,-0.047129543878038097,1400
rasagiline,-0.04715696186437562,1401
procaine,-0.04716485336313537,1402
tirofiban,-0.04723460108305804,1403
rotundine,-0.047242265723442936,1404
estrone,-0.04727683805781263,1405
minoxidil,-0.04735709462599886,1406
PD-173074,-0.04737656454613322,1407
levomequitazine,-0.047729844031137204,1408
iniparib,-0.04804784532319219,1409
QL-XI-92,-0.04818106064114293,1410
indapamide,-0.048220458106201645,1411
1271738-62-5,-0.04828578412624022,1412
fomepizole,-0.04829619058831771,1413
orantinib,-0.048342465305520645,1414
Y-27632,-0.048431534170682605,1415
clotrimazole,-0.04846937500767679,1416
avasimibe,-0.04854621231067722,1417
nefopam,-0.048548507068206494,1418
ginkgolide-b,-0.04857984265897307,1419
clemizole,-0.04862916666792205,1420
tamibarotene,-0.04883032883586911,1421
ilomastat,-0.04893311493385099,1422
sotalol,-0.04900775882044935,1423
tobramycin,-0.049064944849303085,1424
potassium-canrenoate,-0.049223212791153305,1425
chlorthalidone,-0.04922887403276702,1426
miglustat,-0.049267212795198745,1427
O6-benzylguanine,-0.04928922049408978,1428
granisetron,-0.049313608088521685,1429
chenodiol,-0.04944280552509113,1430
targinine,-0.04946554816930056,1431
loxoprofen,-0.04992401049951072,1432
UNC-669,-0.049984171295885685,1433
diethylcarbamazine,-0.050015612284822736,1434
VX-745,-0.0500473003927866,1435
tebipenem,-0.050049607910050635,1436
deoxycholic-acid,-0.050059454979772273,1437
NSC-4644,-0.05008315188502215,1438
fipronil,-0.0501610509091769,1439
QL-X-138,-0.05019444994200819,1440
clofarabine,-0.05043123143464197,1441
temazepam,-0.050473643265877104,1442
bexarotene,-0.050483608677647916,1443
butoconazole,-0.05053648176910323,1444
ABT-239,-0.05066363877807465,1445
KIN001-269,-0.05078445528339474,1446
physostigmine,-0.05090155999930412,1447
tibolone,-0.05134802306275389,1448
tiapride,-0.051372770138056405,1449
AZD-6482,-0.05150450065132605,1450
safingol,-0.051529469158133036,1451
CX-516,-0.051530909406874985,1452
SB-683698,-0.051619381472823946,1453
triamcinolone-acetonide,-0.051788300685596214,1454
dabigatran-etexilate,-0.051857319135089036,1455
lorazepam,-0.05185947010073646,1456
raclopride,-0.05203695136325394,1457
dapivirine,-0.052064383361499406,1458
dinaciclib,-0.05223491579982461,1459
irinotecan,-0.05224939480033476,1460
triamterene,-0.05231032172011066,1461
selamectin,-0.052474736035623845,1462
piroxicam,-0.0524815882417125,1463
digoxin,-0.05268117655158904,1464
zardaverine,-0.052788856979742345,1465
enzastaurin,-0.052856254303517466,1466
metenkephalin,-0.052866519099076324,1467
azelastine,-0.052893682198563566,1468
cladribine,-0.05297133264898601,1469
naphazoline,-0.05304877112859202,1470
MLN-2480,-0.053069738439715214,1471
eugenol,-0.05307001417501272,1472
CT-7758,-0.05311492331221647,1473
mestinon,-0.05319838999434448,1474
mibampator,-0.05338762327885517,1475
AICA-ribonucleotide,-0.05342872846088214,1476
RG-108,-0.05344405579365025,1477
anisodamine,-0.05346118690099731,1478
SB-239063,-0.053738185142717235,1479
cyanocobalamin,-0.05375966532787538,1480
regadenoson,-0.05388136095308808,1481
XL-147,-0.05389017797958166,1482
protirelin,-0.05409568730728851,1483
KIN001-244,-0.054197787244547276,1484
piclamilast,-0.0543227221788058,1485
carbimazole,-0.05432979595611912,1486
mitomycin-c,-0.05442239920777605,1487
safinamide,-0.054444652743727784,1488
GSK-256066,-0.05444586798947972,1489
zalcitabine,-0.054588230536691526,1490
balicatib,-0.05480646955876989,1491
rutin,-0.054818697453887476,1492
imatinib,-0.05493336961478605,1493
rimexolone,-0.05500692655116542,1494
ziprasidone,-0.05501097828518012,1495
palonosetron,-0.05510511342174359,1496
desvenlafaxine,-0.055162527998982705,1497
eflornithine,-0.05527804953119343,1498
linsitinib,-0.05544938594010003,1499
fenobam,-0.05545386260259851,1500
epirubicin,-0.05553129747044,1501
sulbutiamine,-0.05563054555485617,1502
