drug,weighted_trace,weighted_rank
formoterol,-0.026033499938485048,768
tolfenamic-acid,-0.02608280183862404,769
carglumic-acid,-0.02608509582603123,770
loxoprofen,-0.0261108357692806,771
tetrahydrouridine,-0.02618095034680587,772
TAS-103,-0.026194680534252092,773
altretamine,-0.02624208704875647,774
levomequitazine,-0.026251670614918423,775
daunorubicin,-0.02627809127615737,776
dihydroergocristine,-0.026350875686827247,777
sotrastaurin,-0.026457668102971853,778
trimethobenzamide,-0.026466685224595263,779
amfepramone,-0.02661399150131598,780
SB-242235,-0.026649269454094796,781
QL-XII-47,-0.026672372157235676,782
VGX-1027,-0.02697075281776307,783
darifenacin,-0.0269917005214023,784
olmesartan-medoxomil,-0.027073666529409558,785
"3,3'-diindolylmethane",-0.027109261532029694,786
nisoxetine,-0.027112043933426908,787
CO-102862,-0.027132015095862005,788
tipiracil,-0.027164500138756754,789
mirodenafil,-0.027192216581328203,790
indibulin,-0.027228642715130234,791
ramipril,-0.027240719981545973,792
moxonidine,-0.0273547240673365,793
piclamilast,-0.027554473491069015,794
MK-0752,-0.027596288684782942,795
griseofulvin,-0.027679134684811316,796
abacavir,-0.027683453245812863,797
amiprilose,-0.02770704047607412,798
racecadotril,-0.027710299600818375,799
tosedostat,-0.027716629457922637,800
HG-9-91-01,-0.02773146234834772,801
serdemetan,-0.027752769276777885,802
alectinib,-0.027864808582762166,803
chloroquine,-0.02788429605020685,804
tyrphostin-AG-112,-0.027900392036157115,805
carbamazepine,-0.0279466623409806,806
arglabin,-0.027997988382292664,807
luteolin,-0.028084196096065866,808
zileuton,-0.02814203648550449,809
BMY-14802,-0.028250693631892775,810
okadaic acid,-0.028307323388428597,811
LY-215490,-0.02834729527040999,812
PD-123319,-0.028362019506651587,813
propylthiouracil,-0.028390566368453853,814
IB-MECA,-0.028543914584647802,815
esmolol,-0.02861238085538073,816
fusidic-acid,-0.028701768858626516,817
RU-58841,-0.028784887294153974,818
teriflunomide,-0.028794827279342492,819
nemonapride,-0.028832615774307613,820
MGCD-265,-0.028871756282672273,821
azacitidine,-0.028878855949562746,822
betulinic-acid,-0.028887037209429672,823
GSK-256066,-0.029012232892560913,824
probucol,-0.02901790864439092,825
smer-3,-0.029111278571046395,826
bezafibrate,-0.02914078324097996,827
AGI-5198,-0.029247181786812872,828
favipiravir,-0.02929101321966963,829
albendazole,-0.02930659033492062,830
felbamate,-0.02932007427711875,831
idebenone,-0.029321562570105854,832
calpeptin,-0.029372408775928907,833
triptorelin,-0.02948791709539699,834
TTNPB,-0.029522942670696828,835
dopamine,-0.029568702350836622,836
sodium-tanshinone-ii-a-sulfonate,-0.029589611473464845,837
etomoxir,-0.029667246053595896,838
berberine,-0.029705525450327227,839
deferiprone,-0.029837031558804617,840
ZK-93423,-0.029862573906887818,841
HMN-214,-0.029903106201989053,842
NMS-1286937,-0.029923551347897783,843
bms-906024,-0.02998543336421511,844
defactinib,-0.029985447207752144,845
XMD-1499,-0.030093611290980087,846
indinavir,-0.030118515574107916,847
thioguanine,-0.03013190760996875,848
meglitinide,-0.03020404907959631,849
sorbinil,-0.030216451811336423,850
BMS-707035,-0.03022302631206329,851
ZSTK-474,-0.03023571422034482,852
asenapine,-0.030246536088703924,853
GSK-1904529A,-0.030247269304467812,854
trovafloxacin,-0.030268075878544083,855
sulfadoxine,-0.030340682941196434,856
KN-93,-0.030374337632837603,857
AMG-208,-0.0303916196035216,858
ramelteon,-0.030415795567136174,859
CP-945598,-0.030476577418706987,860
navitoclax,-0.030544405367183863,861
cholic-acid,-0.03061296355152503,862
apocynin,-0.03068219400326205,863
rivaroxaban,-0.030803990729656814,864
prochlorperazine,-0.030922650650824,865
letermovir,-0.031062148659242703,866
PF-04136309,-0.03108217263472306,867
idelalisib,-0.031231504930733907,868
semagacestat,-0.03124676994606504,869
AM-24,-0.03134436928564786,870
KW-2449,-0.03138334453094189,871
PF-03814735,-0.031398757760588036,872
felodipine,-0.031414622569246285,873
primaquine,-0.031429515272523224,874
ipratropium,-0.031441156535271096,875
vanoxerine,-0.03146292765364412,876
apafant,-0.03148354392596941,877
LY-2811376,-0.03148723447779029,878
"4,5,6,7-tetrabromobenzotriazole",-0.031499779667525235,879
gliclazide,-0.031624016058670906,880
guanethidine,-0.031628865142098714,881
trehalose,-0.03168136479096466,882
fiacitabine,-0.03180365794519924,883
exemestane,-0.03183936715034534,884
TGX-221,-0.031960825368123044,885
climbazole,-0.03206160238756073,886
trilostane,-0.03211847355984934,887
withaferin-a,-0.03230656748472993,888
levosimendan,-0.03235886748863149,889
ABT-724,-0.032406964960174776,890
tivantinib,-0.032419680323816896,891
glafenine,-0.03246185632000891,892
topiramate,-0.03256530297094207,893
dipraglurant,-0.032569602041265355,894
pirfenidone,-0.032569742225623595,895
exalamide,-0.03258438107148113,896
fidarestat,-0.03290300426026144,897
PD-173074,-0.03298049761977723,898
ZK-811752,-0.03300691279943323,899
A-443654,-0.03301639671943317,900
mercaptopurine,-0.033053992438001306,901
ammonium-glycyrrhizinate,-0.03307101541328467,902
D-serine,-0.03308515621346937,903
GSK-2334470,-0.033098449350665145,904
PF-04457845,-0.033100663204650146,905
saxagliptin,-0.03311014512098811,906
taranabant,-0.03314465380902903,907
cinepazide,-0.03315766301623907,908
selinexor,-0.03329859299741377,909
aniracetam,-0.033305738561328437,910
tandutinib,-0.033325926386701385,911
sobetirome,-0.03333848211953814,912
doxifluridine,-0.03340237434959069,913
oxfendazole,-0.03342520116787043,914
capecitabine,-0.033437664994997646,915
phenformin,-0.03347046341598194,916
phenytoin,-0.03369937941820132,917
voxtalisib,-0.03383687473657827,918
spironolactone,-0.03386727452271015,919
L-690330,-0.033930876647201506,920
compound e,-0.03393427834063303,921
bepotastine,-0.03393835446163465,922
minoxidil,-0.034008988502996815,923
nandrolone,-0.03410043277688362,924
tolbutamide,-0.034123362120965776,925
tofacitinib,-0.0341622958776593,926
altrenogest,-0.03416759179263873,927
bucladesine,-0.03416961245744585,928
melatonin,-0.0343163587347779,929
mepyramine,-0.0344034932013412,930
eptifibatide,-0.03443263587301631,931
zaleplon,-0.034495629517710555,932
iniparib,-0.03455282797033327,933
istaroxime,-0.03459759049211028,934
LY-2886721,-0.034606136469683975,935
dapivirine,-0.034630040172658874,936
tramadol,-0.03472836191582859,937
estramustine-phosphate,-0.034732838055780334,938
AKT-inhibitor-1-2,-0.03476157954855141,939
dimethyl-fumarate,-0.03478955748976509,940
thiomersal,-0.03482908848515938,941
labetalol,-0.034888333353021724,942
"2',5'-dideoxyadenosine",-0.03492068188330404,943
torasemide,-0.03496727346124179,944
forskolin,-0.03505309321414869,945
phenylacetylglutamine,-0.0350603238510176,946
letrozole,-0.035101595584475856,947
pirenzepine,-0.03520135044689662,948
nepafenac,-0.03523351565386626,949
AZD-8931,-0.03528824159361416,950
ranolazine,-0.035305090083876035,951
IKK-inhibitor-X,-0.035318812443486655,952
timonacic,-0.03540242272377401,953
mifobate,-0.03542240351148477,954
gemifloxacin,-0.03542574706554276,955
cinnarizine,-0.03550881916456007,956
trimethoprim,-0.03554535486192738,957
arofylline,-0.03559183302250378,958
indiplon,-0.03560449652315943,959
BAY-K8644,-0.0356092838872738,960
XL-147,-0.03561476614358347,961
PCA-4248,-0.03566296389098102,962
PD-153035,-0.03573251077311025,963
BX-795,-0.03575201419909974,964
yohimbine,-0.035758242779852935,965
ropinirole,-0.03583206711600964,966
carisoprodol,-0.03588175698594078,967
altanserin,-0.035907947881555345,968
mestranol,-0.03601608307323589,969
oglemilast,-0.036065313771949034,970
ciprofloxacin,-0.03614082001922497,971
vilazodone,-0.036180382479357696,972
ebselen,-0.03622217497551652,973
talinolol,-0.036224023178094415,974
timolol,-0.0362318731229017,975
r(-)-apomorphine,-0.03626029350752836,976
levalbuterol,-0.03628329614437157,977
suprofen,-0.03635703462561987,978
rupatadine,-0.036597360480995836,979
LX-1031,-0.03663124337988237,980
itopride,-0.03664412511720832,981
estradiol,-0.0366860359149942,982
BCI-540,-0.036702485695839414,983
diclofensine,-0.036802557989929395,984
A-66,-0.036863268608873505,985
amiloride,-0.036947998760725805,986
metamizole,-0.036973316809739115,987
glycitein,-0.03704296755900903,988
maribavir,-0.03705284971781586,989
trazodone,-0.03718517060675388,990
enoxacin,-0.03720787270266792,991
niguldipine,-0.037328050996177094,992
miconazole,-0.037353529615073176,993
brequinar,-0.037356976330836365,994
JNK-IN-5A,-0.037382167680979,995
cilostazol,-0.03740477782464084,996
sertaconazole,-0.03746262459329782,997
elesclomol,-0.03755474500880797,998
sulbutiamine,-0.03756841369422389,999
tetracaine,-0.037591476903007154,1000
PF-477736,-0.03760584631919252,1001
piketoprofen,-0.037621225107597835,1002
halofantrine,-0.03770689047093028,1003
amiodarone,-0.037719250989985846,1004
proguanil,-0.03775722183887056,1005
ASC-J9,-0.03776217997546367,1006
lonafarnib,-0.0378327215035901,1007
rebamipide,-0.038052499868696806,1008
ORE-1001,-0.038094939432438295,1009
imexon,-0.03811896364678725,1010
BMS-927711,-0.03813996787617253,1011
VT-464,-0.038176123680999346,1012
tyrphostin-1,-0.03827732831368476,1013
gatifloxacin,-0.0382777879822623,1014
escitalopram,-0.038389830635131905,1015
enzastaurin,-0.038392476443746354,1016
indoximod,-0.0385593483733417,1017
dapsone,-0.03857916694507972,1018
3-amino-benzamide,-0.038601038271924085,1019
salirasib,-0.03866390208048484,1020
VTP-27999,-0.03867723813577516,1021
idalopirdine,-0.03872387924557757,1022
disulfiram,-0.03872531161558405,1023
lirimilast,-0.03874760395655594,1024
melperone,-0.03877972676115224,1025
adatanserin,-0.0388824492926324,1026
RAF-265,-0.03894055416236578,1027
naphazoline,-0.03900555373211689,1028
norfloxacin,-0.03900825332812909,1029
AGK-2,-0.03903418383910624,1030
pyrimethamine,-0.039047598201956066,1031
WYE-125132,-0.039077001728395386,1032
amitifadine,-0.03914611142391629,1033
sarcosine,-0.03918058094763752,1034
bisoprolol,-0.03922401426652189,1035
aphidicolin,-0.039263910538490494,1036
rotigotine,-0.03928002131709124,1037
digoxin,-0.03934588250793439,1038
mazindol,-0.03939588557344542,1039
ercalcitriol,-0.0395513248421031,1040
metolazone,-0.039626256986653896,1041
andrographolide,-0.03968033304164252,1042
AMG-837,-0.03969335037063254,1043
ornidazole,-0.039706348099280045,1044
aminoguanidine,-0.03974228310650499,1045
roflumilast,-0.03977069967142731,1046
merbarone,-0.03980731108784758,1047
ipriflavone,-0.039894969957436396,1048
nicardipine,-0.040004070346101636,1049
hydrocortisone,-0.040084166089991984,1050
oxandrolone,-0.040108261614067185,1051
piperidolate,-0.04011763054905709,1052
rondual-kinase-inhibitor,-0.040136060597203996,1053
alvimopan,-0.040141073382694036,1054
chlorprothixene,-0.040149072026327184,1055
dideoxyadenosine,-0.04021589045360099,1056
Y-26763,-0.04024250719811489,1057
PX-12,-0.0402989185955858,1058
galeterone,-0.040501755345382445,1059
ZK-93426,-0.0405025697002981,1060
cutamesine,-0.04053343811646842,1061
trientine,-0.04055381138264929,1062
PH-797804,-0.04057019105741549,1063
1271738-62-5,-0.040705150274597,1064
imatinib,-0.04073233414733167,1065
losartan,-0.040787048161530046,1066
sch 900776,-0.04079851709708719,1067
fexofenadine,-0.0408043807227102,1068
O6-benzylguanine,-0.04085466440404152,1069
ZD-7288,-0.04086549665303499,1070
sotalol,-0.04086985392300291,1071
WZ-3105,-0.04091363730177439,1072
dextromethorphan,-0.04101143495430513,1073
estriol,-0.04103391716746485,1074
VX-222,-0.04111088355856914,1075
acivicin,-0.04111363981748699,1076
rotundine,-0.041119985118386014,1077
lamotrigine,-0.041177008961668246,1078
FPL-55712,-0.04129274531291805,1079
staurosporine,-0.041300625917146866,1080
grazoprevir,-0.041307920444321126,1081
tioguanine,-0.04146680655323228,1082
cilengitide,-0.04148337661599627,1083
hesperidin,-0.04149264195000378,1084
valrubicin,-0.041539901062284404,1085
lumacaftor,-0.041625253928100216,1086
ARN-509,-0.04168259031685915,1087
allopurinol,-0.0417718443155232,1088
phentermine,-0.04184404156894957,1089
lidocaine,-0.041867897783078145,1090
rifaximin,-0.041908009264062324,1091
diflunisal,-0.04198670009067017,1092
primidone,-0.041998481428316144,1093
linagliptin,-0.04201281132369609,1094
RS-127445,-0.04202913038128488,1095
piribedil,-0.04203443238990275,1096
fosinopril,-0.04207450324111019,1097
suvorexant,-0.042114000974622125,1098
diminazene-aceturate,-0.042147372867061335,1099
balapiravir,-0.04216010172573032,1100
ribavirin,-0.04230045274321674,1101
econazole,-0.042314030525662044,1102
tirapazamine,-0.04233575606069915,1103
QL-X-138,-0.04235358210582797,1104
efaproxiral,-0.04237743689478507,1105
seocalcitol,-0.04240545829477796,1106
tirasemtiv,-0.04247131541234157,1107
ABT-202,-0.04266619219048285,1108
tyrphostin-AG-1478,-0.042753555878440874,1109
linsitinib,-0.04277888952274798,1110
CI-966,-0.04284450581142073,1111
chrysin,-0.0428857580712067,1112
NVP-DPP728,-0.04294513788563381,1113
clindamycin,-0.043088737852665954,1114
CB-10-277-(free-acid),-0.04312634077555029,1115
calcitriol,-0.04318013066442963,1116
midodrine,-0.04320435802110792,1117
quizartinib,-0.04321906152612063,1118
tolimidone,-0.04337529049694411,1119
tolazamide,-0.04344454952026516,1120
clinofibrate,-0.04351759611221046,1121
PHA-793887,-0.04353573969354259,1122
bindarit,-0.043570103482893384,1123
eflornithine,-0.0435797732730621,1124
miltefosine,-0.04359287792946088,1125
bavisant,-0.04360300471523822,1126
decitabine,-0.04360994801553421,1127
LY-2090314,-0.04363659705283914,1128
CG-930,-0.04365064612715686,1129
nizofenone,-0.04365271297977884,1130
dinoprost,-0.04377241811189711,1131
bretazenil,-0.04389205857224051,1132
ampalex,-0.04402525914870641,1133
bendroflumethiazide,-0.044029709503486274,1134
riociguat,-0.04415843996710326,1135
adarotene,-0.04416357838750623,1136
phenprocoumon,-0.04421148152678564,1137
ciclesonide,-0.04421362053241574,1138
pralatrexate,-0.04427919400009722,1139
tolperisone,-0.04429059845166106,1140
probenecid,-0.04432825632855093,1141
17-hydroxyprogesterone-caproate,-0.04436043679504292,1142
LY-2784544,-0.04436508649505175,1143
GW-842166,-0.044410665289545556,1144
bumetanide,-0.04447574839379378,1145
AS-601245,-0.04447924142484029,1146
narlaprevir,-0.04450259201410423,1147
CX-4945,-0.04457582643105309,1148
lomeguatrib,-0.044604098178030106,1149
tolvaptan,-0.04483799012720389,1150
phenylbutyrate,-0.04484713280599391,1151
homoharringtonine,-0.04485824416378094,1152
irinotecan,-0.04489131574038913,1153
liranaftate,-0.04490436316382091,1154
cefdinir,-0.04502974638903486,1155
JNJ-38877605,-0.04509848092399827,1156
BMS-345541,-0.045112687050993104,1157
aminocaproic-acid,-0.04527663382099826,1158
mirtazapine,-0.04528268923386578,1159
sacubitril,-0.045339740995456214,1160
phenylephrine,-0.045367068822328584,1161
SCH-28080,-0.04536807232229519,1162
propranolol,-0.04540619121149927,1163
pyrazinamide,-0.04540635800521403,1164
mesulergine,-0.045411578961723015,1165
bexarotene,-0.04541845254229509,1166
pinitol,-0.045435543733606074,1167
carprofen,-0.045437552625524756,1168
maraviroc,-0.04549639780620977,1169
DMP-777,-0.04552977988953467,1170
etoposide,-0.04561015581070819,1171
pemirolast,-0.04562562682142302,1172
curcumin,-0.04563160838669187,1173
methocarbamol,-0.04565801614373972,1174
otilonium,-0.04568379095758556,1175
ICI-162846,-0.04570792043962637,1176
epirubicin,-0.04576925834184456,1177
JW55,-0.045793259968816065,1178
cevimeline,-0.04581892648923274,1179
paricalcitol,-0.045852803472034444,1180
indoramin,-0.04589822415631619,1181
birinapant,-0.04591501651116299,1182
ilomastat,-0.04592533700315136,1183
ostarine,-0.0459499861645794,1184
chloramphenicol,-0.045955193682784806,1185
molsidomine,-0.046003612673443106,1186
tiapride,-0.04600500151978266,1187
metoclopramide,-0.046019400730712534,1188
ambroxol,-0.04603335309128646,1189
menadione,-0.04610188021439027,1190
doxorubicin,-0.04614854602840531,1191
glimepiride,-0.046191301456931524,1192
dequalinium,-0.04624339996670232,1193
oxypurinol,-0.046274071534113524,1194
SGX523,-0.04628553866506187,1195
tozasertib,-0.0463781168368633,1196
carbenoxolone,-0.04652218337280845,1197
manumycin-a,-0.04663233455042974,1198
moxidectin,-0.04663871842327229,1199
dimesna,-0.046710002093081855,1200
chelerythrine,-0.046775083864161675,1201
chlormezanone,-0.04679846695625604,1202
ftorafur,-0.04682176476625883,1203
chlorambucil,-0.04694014536213445,1204
AZD-5363,-0.04700030691400906,1205
R-547,-0.04702323260817128,1206
ivacaftor,-0.04703583605785115,1207
meloxicam,-0.0471864822986526,1208
SC-12267,-0.04721945089986101,1209
tebipenem,-0.04723690339615292,1210
AV-608,-0.04730074793273203,1211
benzylpenicillin,-0.04744649391058244,1212
gestrinone,-0.04749593576888815,1213
fipronil,-0.04750275051773029,1214
exherin,-0.047568310244044024,1215
atracurium,-0.04786653137058378,1216
lodoxamide,-0.047886489216776636,1217
mitoxantrone,-0.047922343277782116,1218
rimexolone,-0.04809335543962699,1219
pterostilbene,-0.0481691072000058,1220
AMD-11070,-0.048203394516010495,1221
sumatriptan,-0.04830058866450286,1222
nikethamide,-0.04836025728177432,1223
lomerizine,-0.04842162674388394,1224
sulfasalazine,-0.04851299207615801,1225
regorafenib,-0.04852185906316334,1226
oxybenzone,-0.048555149717608714,1227
tolnaftate,-0.048658049248684124,1228
flumazenil,-0.0487018788593931,1229
ethinyl-estradiol,-0.04882687935979194,1230
relcovaptan,-0.048893245690878356,1231
torin-1,-0.04891440503002252,1232
chenodiol,-0.04900984013930056,1233
nevirapine,-0.04901019651261773,1234
TPCA-1,-0.04905338328412925,1235
linopirdine,-0.049171580335672024,1236
levobunolol,-0.04918124167301774,1237
5-aminolevulinic-acid,-0.049186176651777776,1238
omeprazole,-0.04923366499078976,1239
exifone,-0.04936878792754539,1240
BRD-K68548958,-0.0493895422451054,1241
diosmin,-0.04939741652480047,1242
HG-5-88-01,-0.04942493224679975,1243
E-2012,-0.0495042974503405,1244
AMG-487,-0.04950754350795377,1245
acenocoumarol,-0.04959931089156087,1246
safingol,-0.04961606118906865,1247
butoconazole,-0.04962840570700167,1248
colforsin-daproate,-0.04964168808094716,1249
orantinib,-0.0496452834944167,1250
desvenlafaxine,-0.04974291637338466,1251
etanidazole,-0.04983425129569121,1252
indoprofen,-0.04988872764143786,1253
isoconazole,-0.04989410784037443,1254
anisodamine,-0.04989706452966018,1255
piretanide,-0.049897521438390574,1256
tobramycin,-0.04995959191458198,1257
camicinal,-0.05006405990383568,1258
AZD-1480,-0.05023819448497097,1259
erteberel,-0.05028329291007466,1260
gemfibrozil,-0.050318406453862326,1261
lacitol,-0.05032258863964378,1262
NF-449,-0.05036645053043856,1263
gaboxadol,-0.05039660445195965,1264
rucinol,-0.05040126789480621,1265
phentolamine,-0.05045464356516668,1266
selegiline,-0.05053881706633674,1267
erlotinib,-0.050577114327279314,1268
telmisartan,-0.050670866632708186,1269
AICA-ribonucleotide,-0.05067657853991126,1270
atenolol-(+/-),-0.05079488034838047,1271
bropirimine,-0.050807211845355534,1272
methimazole,-0.05081048110663171,1273
bromocriptine,-0.05082804214113249,1274
theobromine,-0.050849255238189464,1275
lacosamide,-0.0508916595660558,1276
everolimus,-0.05091949121568489,1277
tolcapone,-0.050951566428898774,1278
formestane,-0.05097753720875009,1279
ketoprofen,-0.051056417901107785,1280
mianserin,-0.051066042437883395,1281
APD-668,-0.05113418748574904,1282
phenazone,-0.0512756732482608,1283
deferasirox,-0.05128988272893546,1284
procaine,-0.05131635025871114,1285
sildenafil,-0.0513188315810743,1286
stavudine,-0.05133691922527995,1287
folic-acid,-0.051346524334617956,1288
floxuridine,-0.05134739623027639,1289
triamcinolone-acetonide,-0.05138765849987362,1290
tafamidis-meglumine,-0.0514349714900104,1291
nelarabine,-0.05154975982808039,1292
levocetirizine,-0.051557397993073774,1293
Y-27632,-0.05171080745665123,1294
tadalafil,-0.05172151438718359,1295
quetiapine,-0.05179298615814676,1296
nateglinide,-0.05180510688396812,1297
quercetin,-0.05193307307044152,1298
cianidanol,-0.05203105187322631,1299
milnacipran,-0.05211627796165121,1300
flutrimazole,-0.05218983176396589,1301
enprofylline,-0.052193580705534634,1302
daminozide,-0.05222948784013455,1303
edoxaban,-0.05239925885226789,1304
TIC10,-0.0525496092030032,1305
maprotiline,-0.052726633354491355,1306
indapamide,-0.052750411716923816,1307
GDC-0152,-0.052779111546944646,1308
lucitanib,-0.0528681685159243,1309
zaprinast,-0.05294725032358575,1310
cyproterone-acetate,-0.05295160283441728,1311
GSK-1292263,-0.05304061080368789,1312
medroxyprogesterone-acetate,-0.053081776558567974,1313
rigosertib,-0.05313573589033583,1314
nutlin-3,-0.05324475320355691,1315
amcinonide,-0.05324649333935684,1316
vidarabine,-0.05326471300720041,1317
safinamide,-0.05326547337266721,1318
PA-824,-0.05334294629985364,1319
xaliproden,-0.053360313750868464,1320
acifran,-0.05341096116541801,1321
triamterene,-0.05359293734058968,1322
novobiocin,-0.05366221622274212,1323
benzydamine,-0.053789247469932154,1324
carbimazole,-0.05379718223847476,1325
aurora-a-inhibitor-i,-0.053809587750978695,1326
oxiconazole,-0.05381993255260651,1327
MD-920,-0.05384862618465479,1328
flutamide,-0.05385738962117479,1329
acebutolol,-0.0539300227116601,1330
mCPP,-0.05396118384107022,1331
balicatib,-0.053970679201404574,1332
fdcyd,-0.054064016247907826,1333
OSI-027,-0.054315606080765896,1334
venetoclax,-0.054355225621874136,1335
AGI-6780,-0.05436934236513125,1336
tranilast,-0.05445573512497933,1337
temazepam,-0.0544748194061428,1338
danegaptide,-0.054479338113555126,1339
aclidinium,-0.0545788161250171,1340
barasertib,-0.05460287877080152,1341
thalidomide,-0.05466746805587074,1342
citalopram,-0.054697000090907014,1343
reserpine,-0.05474149216725741,1344
tazarotene,-0.05474649638406948,1345
CX-516,-0.05487667062751002,1346
goserelin-acetate,-0.05498637699986833,1347
mephentermine,-0.055063284873004506,1348
orphenadrine,-0.05516912705374235,1349
dinaciclib,-0.05517782466427518,1350
KIN001-043,-0.05537130296095786,1351
idasanutlin,-0.05537149203062779,1352
palovarotene,-0.055575919645655655,1353
mestinon,-0.0555986908297878,1354
amrinone,-0.05569449200457249,1355
batimastat,-0.05573804739663123,1356
tetrabenazine,-0.05575941345611272,1357
MK-8033,-0.055848742404143475,1358
fostamatinib,-0.0559035756149708,1359
alprostadil,-0.05607665516596365,1360
taltirelin,-0.05612172151197397,1361
dutasteride,-0.05612709522918156,1362
Y-39983,-0.0561314718996727,1363
dolasetron,-0.05626961417400758,1364
lupanine,-0.05627779666741693,1365
trapidil,-0.0563162764639653,1366
pilocarpine,-0.056320654208138636,1367
acrivastine,-0.056342443554049784,1368
repaglinide,-0.05644541473895622,1369
KIN001-270,-0.056563408582702854,1370
procainamide,-0.056597686363942794,1371
levcromakalim,-0.05665137865038368,1372
otamixaban,-0.056750861657156565,1373
IOWH-032,-0.056788828505426235,1374
diltiazem,-0.056840459253962916,1375
irsogladine,-0.05693833727158934,1376
triptolide,-0.05708692726243687,1377
hydroxyurea,-0.057104151953429265,1378
targinine,-0.057146881529410484,1379
naringenin,-0.057174695093548014,1380
nefopam,-0.05738715268957466,1381
lidamidine,-0.05743034086394494,1382
disopyramide,-0.05745352149712219,1383
dexfenfluramine,-0.05762397574927033,1384
palonosetron,-0.057693629510025456,1385
imipramine,-0.05785968124721607,1386
cyanocobalamin,-0.05787116941076537,1387
pinaverium,-0.0579184630475817,1388
candesartan,-0.05791911067436513,1389
celastrol,-0.05809197460048957,1390
fidaxomicin,-0.058122745952194174,1391
levothyroxine,-0.05814177751890629,1392
ramatroban,-0.05823220584080386,1393
glycopyrrolate,-0.058342831279604296,1394
trimetazidine,-0.058460492079187,1395
travoprost,-0.058548539359392575,1396
hypericin,-0.058566599275614264,1397
clemizole,-0.058631094399459606,1398
dantrolene,-0.058718246325485064,1399
LY-2801653,-0.05872838873941811,1400
lorcaserin,-0.05889401865161747,1401
bifonazole,-0.058931204039672794,1402
azelastine,-0.05901662884800167,1403
emtricitabine,-0.0590430079891116,1404
miglustat,-0.05909572539535423,1405
azelaic-acid,-0.059179651503908505,1406
anecortave-acetate,-0.0591991214315539,1407
isradipine,-0.05920911887352583,1408
oxaprozin,-0.05927791556388077,1409
lobenzarit,-0.059372401061450725,1410
thiocolchicoside,-0.05939093182492525,1411
clinafloxacin,-0.05941216145956286,1412
retapamulin,-0.059422329926389926,1413
dorzolamide,-0.05942802216633434,1414
diazepam,-0.05951270786191804,1415
AZD-2014,-0.05959449238522065,1416
AGP-103,-0.05959862364080143,1417
2-iminobiotin,-0.05962076900784615,1418
SYK-inhibitor,-0.05968703480800037,1419
basimglurant,-0.05972210661754023,1420
telatinib,-0.05975111005840555,1421
pasireotide,-0.05979382647451175,1422
azathioprine,-0.05983921945295857,1423
ripasudil,-0.05992496405766984,1424
pranlukast,-0.060045589761493115,1425
fomepizole,-0.06017378385540337,1426
dienogest,-0.06026078590795847,1427
nimesulide,-0.06030103808882928,1428
granisetron,-0.06031425177918955,1429
tamibarotene,-0.06031755201455768,1430
zaldaride,-0.06035640357335315,1431
carbachol,-0.060563039748198697,1432
canagliflozin,-0.060581099793692424,1433
KIN001-260,-0.060798994923334654,1434
NU-7026,-0.06084300341702181,1435
atomoxetine,-0.060933438318359255,1436
agomelatine,-0.06129035630563857,1437
ICI-192605,-0.06130671107737869,1438
flecainide,-0.06133319918266956,1439
droperidol,-0.06137656944124894,1440
mebendazole,-0.061419199328991834,1441
etoricoxib,-0.061428980416613564,1442
amlodipine,-0.061436342210832946,1443
niacin,-0.06153374633386457,1444
adoprazine,-0.06158327515969725,1445
imiloxan,-0.061607084694081604,1446
OTS-167,-0.061608384409526075,1447
amsacrine,-0.06168951048439678,1448
nimodipine,-0.06175208712868005,1449
mibampator,-0.06176835219347955,1450
metenkephalin,-0.0619678914886178,1451
ibuprofen,-0.06198965509391979,1452
quinine,-0.06201947297968131,1453
varespladib,-0.062137145991452744,1454
GDC-0879,-0.06223687436255838,1455
ALX-5407,-0.06229719527201766,1456
avasimibe,-0.06243938107482458,1457
methylprednisolone,-0.06252581627268383,1458
EX-527,-0.06268623972617841,1459
potassium-canrenoate,-0.06289515437364074,1460
tramiprosate,-0.06303944494523585,1461
hydroflumethiazide,-0.06306991300216462,1462
ibutilide,-0.06307367517855969,1463
almorexant,-0.06308363032781104,1464
FPL-62064,-0.0631764236642109,1465
TAK-875,-0.06324894975639374,1466
TAK-715,-0.06341808105092898,1467
tipranavir,-0.06347201188673919,1468
diacerein,-0.0634776309939301,1469
terbinafine,-0.06356891363125644,1470
gimeracil,-0.06365644613973322,1471
linifanib,-0.06381842219729088,1472
torcitabine,-0.06390015566293548,1473
rocuronium,-0.06411054336197293,1474
physostigmine,-0.06422626207642589,1475
cyclosporin-a,-0.06429636999554363,1476
AZD-6482,-0.06445850098222482,1477
ibutamoren,-0.06447778549754866,1478
licochalcone-a,-0.06448123961204451,1479
MK-0893,-0.06455993281007612,1480
entecavir,-0.06457041824845756,1481
loratadine,-0.06459817875051016,1482
PF-562271,-0.06462909603474914,1483
T-5224,-0.06470754632195491,1484
erythromycin-ethylsuccinate,-0.0647331186696225,1485
omecamtiv-mecarbil,-0.06483254628083228,1486
FR-180204,-0.06485551478091531,1487
quiflapon,-0.06485991285947972,1488
UNC-669,-0.06486634528517293,1489
QL-XI-92,-0.06488008863299209,1490
chlorthalidone,-0.06489411968197667,1491
methyldopa,-0.06500108981870802,1492
etacrynic-acid,-0.06501449262276902,1493
furosemide,-0.06505369198385293,1494
etravirine,-0.06506918074548887,1495
tacedinaline,-0.06506965681601071,1496
amonafide,-0.06509311393649347,1497
