drug,weighted_trace,weighted_rank
ofloxacin,-0.0651966827927304,1498
acyclovir,-0.06523494943354119,1499
papaverine,-0.06526233123836091,1500
AMG-232,-0.06533201100684648,1501
alvocidib,-0.06540943426934773,1502
zosuquidar,-0.06541645391814947,1503
alisertib,-0.06549978472976356,1504
masitinib,-0.06552514122455388,1505
abiraterone-acetate,-0.06557543573005861,1506
BTS-54505,-0.06558970477032061,1507
deforolimus,-0.06565214659380617,1508
PF-431396,-0.06569973393283385,1509
vemurafenib,-0.0657660863624212,1510
talazoparib,-0.06583316010553489,1511
norgestrel,-0.06589180103160074,1512
clotrimazole,-0.06611118487050886,1513
rimantadine,-0.0663486454974774,1514
anacardic-acid,-0.06636760330252307,1515
SB-705498,-0.06638825364906792,1516
medrysone,-0.0665163921414712,1517
ozagrel,-0.06654998275278703,1518
fenoterol,-0.06664089967666761,1519
L-NAME,-0.0666737438202819,1520
bicalutamide,-0.06674309031598044,1521
rebastinib,-0.06680871003791414,1522
betrixaban,-0.06695778387435754,1523
IOX2,-0.06699635825254062,1524
marimastat,-0.06704827115243196,1525
genistein,-0.06712823511304038,1526
tacrine,-0.06741034732196534,1527
trifluridine,-0.06744392740530268,1528
indometacin,-0.06755019295069717,1529
salvinorin-a,-0.06763470566682525,1530
resiquimod,-0.0676392068024425,1531
atrasentan,-0.0677145081971819,1532
deoxycholic-acid,-0.06772417626642993,1533
resveratrol,-0.06778800775685348,1534
eugenol,-0.06783351314739303,1535
SB-203580,-0.06786756147990003,1536
bambuterol,-0.0680116671212488,1537
chlorphenamine,-0.06819357433700535,1538
naftifine,-0.06845862394432876,1539
GSK-J4,-0.06846220388465085,1540
fadrozole,-0.0685917446797431,1541
RG-108,-0.06869452647875472,1542
etizolam,-0.06877811786276562,1543
oseltamivir-carboxylate,-0.06886673728347259,1544
ruxolitinib,-0.06899189249270093,1545
SAR-245409,-0.06901858933738614,1546
urapidil,-0.06910347192615812,1547
epigallocatechin-gallate-(-),-0.06910997965765299,1548
selamectin,-0.06911837967752783,1549
ziprasidone,-0.0691642811375943,1550
bendamustine,-0.06917798634259882,1551
dazoxiben,-0.06928963963903696,1552
teroxirone,-0.06933050423786136,1553
CGP-60474,-0.06934331151400294,1554
bevirimat-dimeglumine,-0.06957365265488878,1555
cladribine,-0.06962773857263833,1556
piroxicam,-0.06967729098930565,1557
KIN001-242,-0.06993881650748354,1558
clarithromycin,-0.06997444284177773,1559
ischemin,-0.07008564516453945,1560
sorafenib,-0.07009715376189797,1561
tranylcypromine,-0.07049434732375534,1562
ganaxolone,-0.07057890713803229,1563
RGFP-966,-0.0706397763928113,1564
KIN001-244,-0.07093372263259838,1565
SR-27897,-0.07107863559545732,1566
CTB,-0.07117278411812733,1567
AZD-1208,-0.07121100094397845,1568
clofarabine,-0.0712410067642655,1569
zardaverine,-0.0712913341935242,1570
MLN-8054,-0.07139392592326138,1571
imiquimod,-0.0714675856028666,1572
RHO-kinase-inhibitor-III[rockout],-0.07153436684752154,1573
mitomycin-c,-0.07156615540706833,1574
equol,-0.07162730023785438,1575
fludarabine-phosphate,-0.07169220788351041,1576
apremilast,-0.07169527035333846,1577
AZ-20,-0.07170280187006521,1578
barasertib-HQPA,-0.07177176526043448,1579
danazol,-0.07183119638657345,1580
levonorgestrel,-0.07194277294448251,1581
temsirolimus,-0.07198884849157229,1582
ZM-447439,-0.07237593739433652,1583
VX-745,-0.07248000823648203,1584
clioquinol,-0.07251700062743892,1585
naproxen,-0.07253793575114655,1586
palmitoylethanolamide,-0.0726274458905729,1587
dihydroergotamine,-0.07263749328587521,1588
telbivudine,-0.07290445813306023,1589
oxiperomide,-0.07300299254693166,1590
BMS-387032,-0.07310424025071013,1591
CP-724714,-0.07316938232563958,1592
PF-04217903,-0.07335230067865954,1593
risperidone,-0.07353594174569233,1594
buspirone,-0.07357817087037488,1595
ZD-7114,-0.07361215950602726,1596
propentofylline,-0.07394413805072662,1597
diethylstilbestrol,-0.07407319833193557,1598
Gossypetin,-0.07427688199150775,1599
PRX-08066,-0.07453450751962967,1600
JQ1-(-),-0.0746170868903653,1601
ZK-200775,-0.07465898558697184,1602
bimatoprost,-0.07466535988064614,1603
odanacatib,-0.0747389549409307,1604
levamisole,-0.0748018777340634,1605
talmapimod,-0.07484786928210731,1606
phorbol-myristate-acetate,-0.07502996408636461,1607
CPI-1189,-0.07551278061169521,1608
ginkgolide-b,-0.07552646949072092,1609
tiabendazole,-0.07560160300467937,1610
GW-5074,-0.07560670015914402,1611
CGS-20625,-0.07563538239299394,1612
zalcitabine,-0.0757203178810152,1613
halcinonide,-0.07584375422095152,1614
afloqualone,-0.07599515313720594,1615
roxithromycin,-0.07611806021239015,1616
rutin,-0.07623843703141757,1617
pentoxifylline,-0.07641379157511283,1618
enzalutamide,-0.07748835553487933,1619
MDL-73005EF,-0.07759965355111882,1620
amtolmetin-guacil,-0.0778010070477575,1621
oxymetazoline,-0.07798219277096964,1622
nicergoline,-0.07799942971623806,1623
darunavir,-0.07805987625498746,1624
erythromycin,-0.0782175009989032,1625
HC-030031,-0.07850693769984435,1626
meclizine,-0.07863253484853265,1627
maxacalcitol,-0.07888870623726964,1628
cromoglicic-acid,-0.0789233151786714,1629
estrone,-0.07892468604344667,1630
thioctic-acid,-0.07895475802977926,1631
pritelivir,-0.07902888180931032,1632
sirolimus,-0.07922161875769713,1633
ALW-II-38-3,-0.07928017806552876,1634
REV-5901,-0.07936943689601843,1635
trimipramine,-0.07966478710536842,1636
rizatriptan,-0.07985625477491305,1637
mepazine,-0.07992850124064983,1638
KIN001-269,-0.08003494580441971,1639
pirenoxine,-0.08005903012823733,1640
etofenamate,-0.08029708198814957,1641
GSK-3-inhibitor-II,-0.08033482230664331,1642
CYT387,-0.08042748306984097,1643
nitrendipine,-0.08045254149534509,1644
lerisetron,-0.0809472809811609,1645
tibolone,-0.08132672564378067,1646
dehydroepiandrosterone,-0.08141702009797731,1647
UNC-0321,-0.08141748781683927,1648
mecamylamine,-0.08142578384608175,1649
firategrast,-0.08149552172672518,1650
A-769662,-0.08162762891600624,1651
GW-843682X,-0.08169771445437342,1652
AT-7519,-0.08178826702449214,1653
SB-683698,-0.08185179918657548,1654
Z160,-0.08188882600572307,1655
alpelisib,-0.08190501708611968,1656
sulforaphane,-0.08192613864611492,1657
latanoprost,-0.08203915751313375,1658
ABT-737,-0.08210553938921901,1659
ingenol-mebutate,-0.08217606833282005,1660
CHIR-99021,-0.0822511079611649,1661
ondansetron,-0.08225505652608474,1662
KI-20227,-0.08230759764070757,1663
dexamethasone-acetate,-0.08241747149129348,1664
sulfafurazole,-0.08242339719074479,1665
NSC-4644,-0.08270993336369631,1666
garcinol,-0.08271266906625475,1667
lenalidomide,-0.08283755910020613,1668
tedizolid,-0.08285712591498572,1669
motesanib,-0.08289325048518746,1670
estramustine,-0.08291077672429831,1671
protirelin,-0.08314095869951761,1672
choline-alfoscerate,-0.08318727117432143,1673
josamycin,-0.08327141493776953,1674
cytisine,-0.0833085682898033,1675
baicalin,-0.08353476975507462,1676
rasagiline,-0.08358939802509197,1677
UNC-1215,-0.08373588297419055,1678
amantadine,-0.0840663512946535,1679
venlafaxine,-0.08464814893195236,1680
cefozopran,-0.08468491599341457,1681
resorcinol,-0.08475324449813143,1682
GSK-J1,-0.08489765818071619,1683
leflunomide,-0.0849117570203207,1684
vismodegib,-0.08508750527285885,1685
bosentan,-0.08524721390420356,1686
ritodrine,-0.08543921531637653,1687
testosterone,-0.08573796982537434,1688
tomelukast,-0.08583038647612873,1689
tiagabine,-0.08617967336373504,1690
CT-7758,-0.08648646031991031,1691
norethindrone,-0.08676179044197174,1692
PIK-93,-0.08688812895376179,1693
triclabendazole,-0.08712240496547796,1694
merimepodib,-0.08717534781738392,1695
pazopanib,-0.08719568405714102,1696
fenobam,-0.08732622500841182,1697
losmapimod,-0.08749459419945099,1698
phensuximide,-0.08777271191135949,1699
tanaproget,-0.08778539348844881,1700
BX-912,-0.08779725767213449,1701
nilotinib,-0.0879969291957502,1702
tiludronate,-0.08805155272659987,1703
enalapril,-0.08867908309382622,1704
chloroxine,-0.08899293426971062,1705
ibudilast,-0.08910370675098571,1706
doxepin,-0.08925455710772452,1707
aminoglutethimide,-0.08946733097593317,1708
noscapine,-0.09031948099149548,1709
SB-239063,-0.0906836726247751,1710
SB-216763,-0.09088082460508781,1711
ginkgetin,-0.09096139449019153,1712
blonanserin,-0.0910055019175352,1713
indobufen,-0.09103965094482641,1714
artesunate,-0.09243371504825178,1715
DU-728,-0.09270562894430777,1716
voreloxin,-0.09287964227330432,1717
ALW-II-49-7,-0.09290013284253115,1718
benzthiazide,-0.09312821151605225,1719
regadenoson,-0.09323098831847308,1720
brivanib,-0.09330073387013553,1721
adapalene,-0.09336301266618656,1722
glasdegib,-0.093978736221981,1723
pyrazolanthrone,-0.09443249938518125,1724
veliparib,-0.09461715362190937,1725
AZD-5438,-0.09482613861966484,1726
CX-5461,-0.09488779862465524,1727
CI-976,-0.09570474783616464,1728
diethylcarbamazine,-0.09584850764272754,1729
edoxudine,-0.09623653327953748,1730
JNK-9L,-0.09648418543873957,1731
OSI-930,-0.09677625720607025,1732
diclofenac,-0.09677919878457904,1733
almitrine,-0.09691663995044605,1734
MC1568,-0.09707332157847799,1735
reparixin,-0.09714496123442704,1736
voglibose,-0.09732084773042568,1737
CP-466722,-0.09754283184933778,1738
olaparib,-0.09755276767236941,1739
fasudil,-0.09756258794689927,1740
vinpocetine,-0.09776606045076407,1741
quinidine,-0.09793550858949447,1742
3-deazaadenosine,-0.09968088460576904,1743
fluorouracil,-0.09991125998651594,1744
tivozanib,-0.10003288129758175,1745
clenbuterol,-0.10027317316317212,1746
doramapimod,-0.10060068440274764,1747
gemcitabine,-0.10060260724156796,1748
THZ-2-98-01,-0.10079205184092915,1749
roscovitine,-0.10233741409362558,1750
moxisylyte,-0.10243681079562247,1751
verteporfin,-0.10270409864803547,1752
topiroxostat,-0.10421889817595914,1753
senicapoc,-0.10429384262649319,1754
GNF-2,-0.10550503266501565,1755
dacarbazine,-0.10600501130208934,1756
doxycycline,-0.10916507652968555,1757
radezolid,-0.11093898837902731,1758
SAR-245408,-0.11195404665001231,1759
isosorbide-mononitrate,-0.11197846820521742,1760
rucaparib,-0.11371353573954339,1761
norethisterone,-0.11500432425143974,1762
fentiazac,-0.11627269668600826,1763
guanaben-acetate,-0.11633742430139352,1764
PLX-4720,-0.1173556085810972,1765
triclosan,-0.11800325665613313,1766
pimobendan,-0.12452290333631785,1767
PHA-767491,-0.18584528973060233,1768
