drug,baseline_score,baseline_rank,trace_score,trace_rank
APD-668,0.1084456928838951,1488,-0.013158848647894026,721
resveratrol,0.10844569288389512,1489,-0.07643011536597052,1687
palonosetron,0.10863295880149809,1490,-0.05510511342174359,1496
fidarestat,0.10863295880149815,1491,-0.04020329089523656,1276
oglemilast,0.10872659176029964,1492,-0.031395972824212415,1106
GSK-3-inhibitor-II,0.10876404494382023,1493,-0.07544879099690333,1680
propylthiouracil,0.10885767790262176,1494,-0.027763696459124385,1015
merimepodib,0.1089513108614232,1495,-0.059962473723394936,1557
amrinone,0.1092883895131086,1496,-0.024641073537612836,949
amonafide,0.10932584269662918,1497,-0.058075966112973054,1536
irsogladine,0.1094194756554307,1498,-0.029028905016562176,1046
rutin,0.10951310861423219,1499,-0.054818697453887476,1492
PF-562271,0.10956928838951312,1500,-0.03501142933000988,1171
nelarabine,0.10960674157303371,1501,-0.040044753825327115,1272
imexon,0.10964419475655432,1502,-0.04088709023362316,1293
rimantadine,0.10999999999999999,1503,-0.05640226784900479,1512
trimethobenzamide,0.11005617977528093,1504,-0.027701324511546645,1012
linagliptin,0.11009363295880152,1505,-0.056796754694672026,1519
dantrolene,0.1103183520599251,1506,-0.056579195258092116,1516
methocarbamol,0.11035580524344565,1507,-0.020806191840523593,872
chloroxine,0.1104307116104869,1508,-0.039284915624929154,1255
diosmin,0.11089887640449442,1509,-0.04437390946271915,1351
azelastine,0.11099250936329591,1510,-0.052893682198563566,1468
sorafenib,0.11131086142322097,1511,-0.07660672317644349,1690
ribavirin,0.11142322097378277,1512,-0.043817768269321315,1334
glasdegib,0.11153558052434459,1513,-0.0773618186737497,1692
cianidanol,0.11157303370786517,1514,-0.02875004561493936,1038
Z160,0.11159176029962548,1515,-0.07160771167152362,1655
LCL-161,0.11164794007490636,1516,0.00549608292433527,394
avasimibe,0.11164794007490639,1517,-0.04854621231067722,1417
diethylcarbamazine,0.11177902621722843,1518,-0.050015612284822736,1434
felodipine,0.11177902621722843,1519,-0.0304685518652767,1084
pramipexole,0.11177902621722846,1520,-0.011109758126622822,676
benzylpenicillin,0.11189138576779026,1521,-0.02893282550873412,1044
ecabet,0.11192883895131084,1522,-0.03116927931115968,1102
alprostadil,0.11207865168539327,1523,-0.0577103306398399,1533
AZ-20,0.11213483146067417,1524,-0.06421588261012585,1608
GSK-J1,0.11217228464419479,1525,-0.08095828626531863,1708
miglitol,0.11230337078651681,1526,-0.00612683130282042,586
aminoglutethimide,0.1124531835205993,1527,-0.06243430272771443,1585
tranylcypromine,0.11249063670411985,1528,-0.07163820163952359,1656
vidarabine,0.11249063670411985,1529,-0.06245224796858855,1587
acifran,0.11250936329588015,1530,-0.04646045787131453,1393
trovafloxacin,0.1127902621722846,1531,-0.03982393364766326,1268
tadalafil,0.11282771535580527,1532,-0.06210106867663041,1580
imiloxan,0.11292134831460673,1533,-0.06294154294614634,1591
barasertib,0.11295880149812737,1534,-0.06589411008916958,1620
SAR-245409,0.11301498127340824,1535,-0.0777516612822752,1694
sulforaphane,0.11301498127340825,1536,-0.04511913458568897,1365
doramapimod,0.11316479400749063,1537,-0.09811198241374454,1746
iniparib,0.11318352059925099,1538,-0.04804784532319219,1409
orphenadrine,0.11333333333333333,1539,-0.024518094830296117,947
ozagrel,0.11338951310861423,1540,-0.045082038636496694,1363
epinastine,0.11348314606741575,1541,-0.008386518163306768,627
dalfampridine,0.113501872659176,1542,-0.023944770230003035,935
erythromycin-ethylsuccinate,0.11353932584269663,1543,-0.07679334352665829,1691
latanoprost,0.1136516853932584,1544,-0.06139801703990879,1568
Gossypetin,0.11368913857677909,1545,-0.045384473835478105,1369
piclamilast,0.11370786516853934,1546,-0.0543227221788058,1485
chenodiol,0.11370786516853937,1547,-0.04944280552509113,1430
ursodeoxycholyltaurine,0.11370786516853937,1548,-0.03501222965455271,1172
ZD-7114,0.11370786516853937,1549,-0.07169743293044796,1657
altanserin,0.11372659176029959,1550,-0.03925996117382468,1254
oxybenzone,0.11383895131086144,1551,-0.038497881071641385,1231
resorcinol,0.11432584269662921,1552,-0.05644560215473295,1513
QL-XI-92,0.11432584269662924,1553,-0.04818106064114293,1410
BX-912,0.11434456928838951,1554,-0.06532548222418244,1614
pevonedistat,0.11456928838951314,1555,-0.03050417536608566,1085
empagliflozin,0.11466292134831463,1556,-0.018991365933405144,836
levobunolol,0.11470037453183521,1557,-0.02277217775162101,911
tetradecylthioacetic-acid,0.11475655430711612,1558,-0.014516396301688186,758
clinafloxacin,0.11475655430711612,1559,-0.06952957058716674,1645
AZD-1480,0.11499999999999999,1560,-0.058030188102532465,1535
eptifibatide,0.11501872659176027,1561,-0.01696178675175138,804
meclizine,0.11528089887640455,1562,-0.06521620598989394,1613
agomelatine,0.1153183520599251,1563,-0.0587150100781419,1547
TAK-875,0.11544943820224715,1564,-0.07364819275088387,1671
tirasemtiv,0.11546816479400746,1565,-0.06194376794568196,1577
itopride,0.11559925093632956,1566,-0.02321477453619016,918
hydroflumethiazide,0.11595505617977529,1567,-0.0755597997020519,1681
cholic-acid,0.11597378277153556,1568,-0.06200234708359082,1579
odanacatib,0.11599250936329589,1569,-0.09432024588799377,1741
moxisylyte,0.11602996254681651,1570,-0.04251179337556838,1313
apafant,0.11612359550561796,1571,-0.0342260288774727,1155
tiagabine,0.11617977528089887,1572,-0.058237100932458034,1541
UNC-669,0.11640449438202248,1573,-0.049984171295885685,1433
resiquimod,0.11668539325842697,1574,-0.030968496025513933,1098
sarcosine,0.11722846441947565,1575,-0.03940977537687074,1257
S-18986,0.11737827715355804,1576,0.00015601832240329892,480
primidone,0.11749063670411986,1577,-0.08286295297088582,1715
hymecromone,0.11762172284644196,1578,0.015907243890490422,282
LDN-193189,0.11764044943820229,1579,-0.04107206884849932,1294
enzalutamide,0.11780898876404496,1580,-0.03852822577253001,1232
valproic-acid,0.11784644194756554,1581,-0.00310926227006196,539
phenazone,0.11786516853932583,1582,-0.05616552227778149,1511
risperidone,0.11794007490636699,1583,-0.056796155646540086,1518
exalamide,0.1182584269662921,1584,-0.03901014749301486,1243
CTB,0.11833333333333335,1585,-0.07264391609781584,1665
quinidine,0.11833333333333337,1586,-0.10434967755616083,1753
arbutin,0.11844569288389514,1587,0.008069036996106754,368
KIN001-244,0.11846441947565545,1588,-0.054197787244547276,1484
digoxin,0.11848314606741578,1589,-0.05268117655158904,1464
raclopride,0.11867041198501871,1590,-0.05203695136325394,1457
loxoprofen,0.11878277153558056,1591,-0.04992401049951072,1432
telmisartan,0.11897003745318352,1592,-0.034001706118483785,1150
enzastaurin,0.11910112359550565,1593,-0.052856254303517466,1466
acebutolol,0.11911985018726592,1594,-0.03960885764704574,1263
cefozopran,0.11911985018726592,1595,-0.0966954075930961,1744
irinotecan,0.11917602996254678,1596,-0.05224939480033476,1460
voglibose,0.11921348314606744,1597,-0.05704116580579726,1522
exemestane,0.11943820224719101,1598,-0.039596816628253644,1262
dapsone,0.1197940074906367,1599,-0.012461713061236676,700
RGFP-966,0.11981273408239698,1600,-0.08302817692630937,1716
LY-2090314,0.11986891385767792,1601,-0.03316203928996782,1143
Y-39983,0.1198876404494382,1602,-0.030004883664455098,1070
thalidomide,0.12001872659176036,1603,-0.04577028309753603,1379
indapamide,0.1200374531835206,1604,-0.048220458106201645,1411
quiflapon,0.12018726591760298,1605,-0.03909717697954618,1249
JNJ-38877605,0.1202996254681648,1606,-0.04448186621710395,1352
CP-466722,0.1204119850187266,1607,-0.09862159696086009,1747
dacarbazine,0.1205430711610487,1608,-0.09398178887527497,1740
sotalol,0.12073033707865168,1609,-0.04900775882044935,1423
celastrol,0.1207677902621723,1610,-0.06401713801097025,1606
bicalutamide,0.12095505617977531,1611,-0.06958600967509468,1647
OTS-167,0.12106741573033708,1612,-0.06610944619940474,1624
nilotinib,0.12108614232209736,1613,-0.06386858467581737,1603
RG-108,0.12119850187265918,1614,-0.05344405579365025,1477
oxypurinol,0.12125468164794007,1615,-0.04148650849642985,1304
ABT-202,0.12149812734082396,1616,-0.04425054774779061,1349
diazepam,0.1215168539325843,1617,-0.03444713821803591,1160
roxithromycin,0.12170411985018728,1618,-0.06637804074540074,1628
estrone,0.12192883895131085,1619,-0.04727683805781263,1405
trapidil,0.12194756554307114,1620,-0.08006189312057158,1705
enprofylline,0.12196629213483146,1621,-0.03553533932680509,1183
azelaic-acid,0.12256554307116102,1622,-0.06006844456773356,1558
regorafenib,0.12264044943820218,1623,-0.058451788925664584,1542
Y-27632,0.12264044943820224,1624,-0.048431534170682605,1415
rocuronium,0.12294007490636705,1625,-0.045362023499767645,1368
mecamylamine,0.12303370786516854,1626,-0.10906102288247067,1758
almitrine,0.12307116104868915,1627,-0.09172860112044791,1739
ALX-5407,0.12318352059925095,1628,-0.0631218175828909,1593
cevimeline,0.12318352059925097,1629,-0.056151979063674765,1510
1271738-62-5,0.12325842696629216,1630,-0.04828578412624022,1412
HG-9-91-01,0.1232771535580524,1631,-0.04354925381812375,1327
pimobendan,0.12344569288389512,1632,-0.08670800506195211,1725
tirofiban,0.1237265917602996,1633,-0.04723460108305804,1403
gemcitabine,0.12380149812734079,1634,-0.08347547763908651,1718
flavoxate,0.12380149812734084,1635,-0.007146191675872982,609
trimipramine,0.12389513108614233,1636,-0.0595052650521598,1555
JNK-9L,0.12404494382022468,1637,-0.07806645179358865,1696
tibolone,0.12406367041198496,1638,-0.05134802306275389,1448
palovarotene,0.1243632958801498,1639,-0.03286871876202403,1138
mianserin,0.1245505617977528,1640,-0.040318826502527993,1278
noscapine,0.12492509363295881,1641,-0.06868089116632575,1639
moracizine,0.1254307116104869,1642,-0.044529129232551146,1354
citalopram,0.1254307116104869,1643,-0.07850436264788958,1700
protirelin,0.1255805243445693,1644,-0.05409568730728851,1483
5-aminolevulinic-acid,0.1255992509363296,1645,-0.039237867388156586,1253
anacardic-acid,0.1258239700374532,1646,-0.07417113362502632,1675
cytisine,0.12582397003745327,1647,-0.06957411632685453,1646
CYT387,0.12599250936329587,1648,-0.07625642389615414,1686
teroxirone,0.12655430711610485,1649,-0.029464101838043728,1056
SGX523,0.12672284644194756,1650,-0.04393115669148192,1338
ABT-737,0.1267602996254682,1651,-0.09881007305928871,1748
entecavir,0.12691011235955058,1652,-0.04572458956101659,1376
BTS-54505,0.1274719101123595,1653,-0.07576546713609464,1683
minoxidil,0.1274719101123595,1654,-0.04735709462599886,1406
targinine,0.12756554307116102,1655,-0.04946554816930056,1431
glimepiride,0.12777153558052431,1656,-0.04574793942812617,1378
ginkgolide-b,0.12792134831460675,1657,-0.04857984265897307,1419
trimetazidine,0.12792134831460675,1658,-0.026636774866135908,985
diminazene-aceturate,0.12792134831460678,1659,-0.03764682210895674,1215
Y-27152,0.12794007490636705,1660,-0.02458976371661866,948
masitinib,0.12807116104868915,1661,-0.07653357242763083,1689
naftifine,0.12812734082397004,1662,-0.05941131376825065,1553
BIX-02189,0.12827715355805241,1663,-0.03320889902163931,1145
lerisetron,0.12829588014981275,1664,-0.04571674283786644,1375
zaldaride,0.1283707865168539,1665,-0.0363592168917542,1196
SAR-245408,0.12852059925093634,1666,-0.12135957891034681,1764
colforsin-daproate,0.12883895131086143,1667,-0.060371371786704105,1561
dolasetron,0.12917602996254685,1668,-0.0637148264101455,1601
mepazine,0.129250936329588,1669,-0.0729267807572841,1666
ganaxolone,0.129250936329588,1670,-0.03423857878587804,1157
taltirelin,0.12938202247191008,1671,-0.046364382217798664,1392
tramiprosate,0.1295692883895131,1672,-0.06428725615621662,1609
triclabendazole,0.12970037453183514,1673,-0.05931955762843197,1552
bropirimine,0.12985018726591763,1674,-0.03690575310740322,1203
atrasentan,0.13,1675,-0.06595907320154511,1621
naproxen,0.13001872659176028,1676,-0.03267182679222419,1132
selamectin,0.1304494382022472,1677,-0.052474736035623845,1462
triclosan,0.13073033707865167,1678,-0.07985497568026094,1704
aurora-a-inhibitor-i,0.13078651685393258,1679,-0.04483152400686669,1361
levcromakalim,0.1308052434456929,1680,-0.06244957730353186,1586
doxycycline,0.13110486891385767,1681,-0.0807704010810032,1707
vanoxerine,0.1314419475655431,1682,-0.030065506366288946,1072
brivanib,0.13164794007490638,1683,-0.0825928576517562,1712
tasisulam,0.13174157303370787,1684,-0.009601604391721055,653
JW55,0.13189138576779028,1685,-0.03445736433379423,1161
AICA-ribonucleotide,0.13239700374531832,1686,-0.05342872846088214,1476
bambuterol,0.1325093632958801,1687,-0.06421421989489376,1607
nitrendipine,0.132565543071161,1688,-0.06793023019182791,1636
TTNPB,0.13305243445692883,1689,-0.03964975050783129,1264
daminozide,0.13320224719101126,1690,-0.041430668364573965,1303
tiapride,0.13325842696629214,1691,-0.051372770138056405,1449
A-769662,0.13327715355805242,1692,-0.0599364403663718,1556
oxfendazole,0.13353932584269662,1693,-0.028682349619794437,1036
dihydroergotamine,0.13368913857677908,1694,-0.06354939505414639,1598
erythromycin,0.13372659176029966,1695,-0.02950875851157527,1059
miltefosine,0.134063670411985,1696,-0.047129543878038097,1400
levocetirizine,0.13415730337078655,1697,-0.056493946004103714,1515
dapagliflozin,0.1342696629213483,1698,-0.0069736688277816225,605
letrozole,0.1345880149812734,1699,-0.03548112861984878,1180
AS-601245,0.134625468164794,1700,-0.014023751116128393,747
pyrazolanthrone,0.1347565543071161,1701,-0.10389126996218974,1752
pentoxifylline,0.13492509363295876,1702,-0.06730735986510787,1633
phorbol-myristate-acetate,0.135,1703,-0.05850126185205091,1543
enalapril,0.13544943820224717,1704,-0.09113411334051993,1738
senicapoc,0.13576779026217228,1705,-0.07245911270011177,1663
tivozanib,0.13621722846441944,1706,-0.11704038451032053,1762
GW-5074,0.1362734082397004,1707,-0.07520207700856059,1678
epigallocatechin-gallate-(-),0.13662921348314605,1708,-0.06973550577407699,1648
ciglitazone,0.1368352059925094,1709,-0.014795802517022144,767
tedizolid,0.13705992509363296,1710,-0.08669150350645526,1724
IOX2,0.13739700374531838,1711,-0.058085316576540244,1537
adapalene,0.13739700374531838,1712,-0.07329613543749522,1669
ingenol-mebutate,0.13814606741573032,1713,-0.07301329923805674,1667
tomelukast,0.13868913857677906,1714,-0.08703818847552984,1728
dazoxiben,0.13872659176029964,1715,-0.06612564887422004,1626
PIK-93,0.13880149812734083,1716,-0.10105378483763844,1751
pirenoxine,0.13917602996254685,1717,-0.07933787113062053,1703
AT-7519,0.13919475655430713,1718,-0.07428047248802833,1676
linopirdine,0.1394756554307116,1719,-0.07600403334787374,1684
clarithromycin,0.13951310861423222,1720,-0.06899746808553663,1642
nicotine,0.1400561797752809,1721,-0.011804871588492444,690
GNF-2,0.140374531835206,1722,-0.09007568798939863,1734
KIN001-269,0.1418913857677903,1723,-0.05078445528339474,1446
diclofenac,0.14198501872659175,1724,-0.06866151340809874,1638
EX-527,0.14224719101123595,1725,-0.02613279692529136,978
KIN001-242,0.14237827715355802,1726,-0.06315695448590972,1594
diethylstilbestrol,0.14303370786516856,1727,-0.10783351492681284,1757
luteolin,0.14335205992509364,1728,-0.021171384060940428,881
THZ-2-98-01,0.14423220973782774,1729,-0.08245561949421104,1711
baicalin,0.14441947565543073,1730,-0.06392633742985719,1604
topiroxostat,0.1445692883895131,1731,-0.06611232256642671,1625
AZD-5438,0.1451310861423221,1732,-0.08689338729731143,1727
ischemin,0.1452808988764045,1733,-0.06380985593563189,1602
PLX-4720,0.14589887640449437,1734,-0.1238800753851718,1766
fasudil,0.14634831460674158,1735,-0.08279171033713086,1714
rasagiline,0.14634831460674158,1736,-0.04715696186437562,1401
LY-2801653,0.14674157303370788,1737,-0.08534040593008044,1721
sacubitril,0.14810861423220975,1738,-0.018502177543351865,819
fiacitabine,0.14827715355805243,1739,-0.04550012600250612,1372
ibudilast,0.14852059925093633,1740,-0.09635981449550093,1742
SB-705498,0.1494569288389513,1741,-0.08179082186645072,1710
alpelisib,0.15073033707865166,1742,-0.07853515118866576,1701
MC1568,0.150749063670412,1743,-0.08896178156031188,1732
linifanib,0.15108614232209738,1744,-0.11188882263307323,1759
roscovitine,0.15153558052434457,1745,-0.1056336629148391,1754
fentiazac,0.15179775280898875,1746,-0.05752649983211017,1530
piroxicam,0.15196629213483145,1747,-0.0524815882417125,1463
DU-728,0.15237827715355806,1748,-0.09052782846498081,1737
UNC-1215,0.15301498127340826,1749,-0.09740151282424199,1745
diacerein,0.1530337078651685,1750,-0.0391178205288111,1250
cromoglicic-acid,0.15511235955056182,1751,-0.07032130399348502,1650
ondansetron,0.15707865168539326,1752,-0.057340622964491085,1525
guanaben-acetate,0.15951310861423218,1753,-0.11583672725844898,1761
2-iminobiotin,0.1616104868913858,1754,-0.07385568889002296,1672
vemurafenib,0.16352059925093632,1755,-0.1233625878332859,1765
propentofylline,0.16376404494382021,1756,-0.08459733273039806,1720
CX-4945,0.16529962546816476,1757,-0.027719690945760083,1013
vismodegib,0.16552434456928838,1758,-0.0894443338694543,1733
carisoprodol,0.1680711610486891,1759,-0.04482671105413652,1360
rucaparib,0.1682022471910113,1760,-0.11559218833201523,1760
clenbuterol,0.16840823970037455,1761,-0.11840269470050664,1763
CHIR-99021,0.16891385767790262,1762,-0.06097847013396846,1564
isosorbide-mononitrate,0.17031835205992513,1763,-0.12907246680287343,1767
lamotrigine,0.1709176029962547,1764,-0.03543348829338905,1178
OSI-930,0.17117977528089884,1765,-0.09049842217491677,1736
ritodrine,0.17247191011235952,1766,-0.06286883370845962,1590
reparixin,0.17685393258426962,1767,-0.08678614117719395,1726
PHA-767491,0.21844569288389515,1768,-0.1827123198148023,1768
