drug,baseline,net_trace,weighted_trace,vae_score,genetic_support,sig_reproducibility,n_cell_lines,combined_score,combined_rank,genetic_support_expanded,combined_score_expanded,combined_rank_expanded
CYT-997,0.0,-0.0213848408795392,-0.0174631021562843,-0.18150125,0.0,0.0,7,0.4679683078664403,1037,0.0,-0.0106924204397696,886
mephentermine,0.0,-0.0213887015655494,-0.0550632848730045,-0.6370316,0.0,0.0,7,0.3751556310130164,1461,0.0,-0.0106943507827747,887
picolinic-acid,0.0802059925093633,-0.0214679501916887,-0.0200255941715595,-0.0021318824,0.0,0.0,7,0.5403131484625542,678,0.0,-0.01073397509584435,888
hesperidin,0.0843820224719101,-0.0215848594546244,-0.0414926419500037,-0.00037575874,0.0,0.0,7,0.5024900962082626,869,0.0,-0.0107924297273122,889
lamivudine,0.1001123595505618,-0.021602204700018,-0.0236212156963578,-0.013804963,0.0,0.0,7,0.5246557253348425,764,0.0,-0.010801102350009,890
etacrynic-acid,0.0866479400749064,-0.0216218546334652,-0.065014492622769,0.06462171,0.0,0.0,7,0.4917374080362195,920,0.0,-0.0108109273167326,891
cilengitide,0.0921535580524344,-0.021668706971021,-0.0414833766159962,0.051631756,0.0,0.0,7,0.5266364836823241,752,0.0,-0.0108343534855105,892
doxifluridine,0.0932958801498127,-0.0217257370489603,-0.0334023743495906,-0.021108115,0.0,0.0,7,0.4997547632522165,883,0.0,-0.01086286852448015,893
CNQX,0.0710299625468164,-0.0217563369626896,0.0119689075090974,-0.04589936,0.0,0.0,7,0.5446519524617996,644,0.0,-0.0108781684813448,894
buparlisib,0.0,-0.021772896755604,-0.0159359581786585,-0.15464354,0.0,0.0,15,0.4717411809092624,1007,0.0,-0.010886448377802,895
selegiline,0.1037640449438202,-0.0218107181046869,-0.0505388170663367,-0.41659933,0.0,0.0,7,0.3990190530088662,1366,0.0,-0.01090535905234345,896
VT-464,0.0695505617977528,-0.0218648278322173,-0.0381761236809993,-0.0042603817,0.0,0.0,7,0.5047538200339559,855,0.0,-0.01093241391610865,897
nizofenone,0.0813295880149812,-0.0218879988364317,-0.0436527129797788,0.11251433,0.0,0.0,7,0.5394642520279193,685,0.0,-0.01094399941821585,898
mepyramine,0.0644943820224719,-0.0219339116974122,-0.0344034932013412,0.008400976,0.0,0.0,7,0.5208828522920204,786,0.0,-0.0109669558487061,899
GDC-0152,0.0988389513108614,-0.021943112803342,-0.0527791115469446,0.024093801,0.0,0.0,7,0.4940011318619128,906,0.0,-0.010971556401671,900
YM-976,0.0758052434456929,-0.0220217472792175,-0.0233245784938105,-0.0031577195,0.0,0.0,7,0.5334276551594038,709,0.0,-0.01101087363960875,901
halofantrine,0.0,-0.0221060176530531,-0.0377068904709302,0.15444365,0.0,0.0,7,0.5600264101112997,574,0.0,-0.01105300882652655,902
zidovudine,0.0,-0.022126411209049,-0.0251188084837608,-0.019938674,0.0,0.0,7,0.5157894736842105,808,0.0,-0.0110632056045245,903
bezafibrate,0.1008239700374531,-0.0222752781599127,-0.0291407832409799,0.08373349,0.0,0.0,7,0.558705904546312,578,0.0,-0.01113763907995635,904
niclosamide,0.0,-0.0222859841185126,-0.0177301631587433,0.24665329,0.0,0.0,9,0.6009620826259195,387,0.0,-0.0111429920592563,905
PD-153035,0.0,-0.0223179496048847,-0.0357325107731102,-0.5927445,0.0,0.0,7,0.4147707979626485,1292,0.0,-0.01115897480244235,906
sulmazole,0.0926404494382022,-0.0224199587712504,0.0021616471724803,-0.054180983,0.0,0.0,7,0.5279569892473118,740,0.0,-0.0112099793856252,907
busulfan,0.0,-0.0224953317201761,-0.0085247409879776,0.026370393,0.0,0.0,7,0.5731371439351066,515,0.0,-0.01124766586008805,908
salirasib,0.0,-0.0225330671366684,-0.0386639020804848,-0.04033415,0.0,0.0,7,0.4731560083003207,1001,0.0,-0.0112665335683342,909
ZSTK-474,0.0809176029962546,-0.0225529571807579,-0.0302357142203448,-0.06951507,0.0,0.0,15,0.4693831352574985,1025,0.0,-0.01127647859037895,910
levobunolol,0.1147003745318352,-0.022772177751621,-0.0491812416730177,-0.63472176,0.0,0.0,7,0.383455951707225,1430,0.0,-0.0113860888758105,911
staurosporine,0.0,-0.0228458029377027,-0.0413006259171468,-0.045382835,0.0,0.0,6,0.4641954348236181,1049,0.0,-0.01142290146885135,912
aminoguanidine,0.0864981273408239,-0.0228798052695035,-0.0397422831065049,-0.5337989,0.0,0.0,7,0.4106206376155442,1315,0.0,-0.01143990263475175,913
WZ-3105,0.0,-0.0229353039228234,-0.0409136373017743,0.30065912,0.0,0.0,13,0.560592341067723,568,0.0,-0.0114676519614117,914
hydrocortisone,0.0,-0.0229687211725543,-0.0400841660899919,-0.083670765,0.0,0.0,7,0.4415581965666855,1157,0.0,-0.01148436058627715,915
butaclamol,0.073876404494382,-0.0230157854315569,0.0125082260596074,0.0058799894,0.0,0.0,7,0.5828522920203735,470,0.0,-0.01150789271577845,916
medetomidine,0.071067415730337,-0.0230982917558471,-0.0037765208736057,-0.007065204,0.0,0.0,7,0.5571967553291831,583,0.0,-0.01154914587792355,917
itopride,0.1155992509363295,-0.0232147745361901,-0.0366441251172083,-0.031033617,0.0,0.0,7,0.4829654782116581,959,0.0,-0.01160738726809505,918
nutlin-3,0.0,-0.0232708838711064,-0.0532447532035569,0.15758477,0.0,0.0,7,0.5294661384644407,730,0.0,-0.0116354419355532,919
CC-401,0.0867602996254681,-0.0233045051617236,-0.0237692570408612,0.16149418,0.0,0.0,21,0.5853046594982079,458,0.0,-0.0116522525808618,920
D-serine,0.0866853932584269,-0.0233509087959788,-0.0330851562134693,-0.02101644,0.0,0.0,7,0.4983399358611582,891,0.0,-0.0116754543979894,921
vilazodone,0.0768352059925093,-0.0233864335049395,-0.0361803824793576,-0.014103267,0.0,0.0,7,0.4981512922090171,892,0.0,-0.01169321675246975,922
molsidomine,0.0,-0.0234114030592779,-0.0460036126734431,0.12265264,0.0,0.0,7,0.5342765515940389,705,0.0,-0.01170570152963895,923
carbamazepine,0.0520786516853932,-0.0234682046111543,-0.0279466623409806,-0.023197157,0.0,0.0,7,0.5043765327296736,859,0.0,-0.01173410230557715,924
metoprolol,-0.077191011235955,-0.0235452056047786,-0.020631929785152,0.008774817,0.0,0.0,7,0.5417279758536125,666,0.0,-0.0117726028023893,925
PD-123319,0.0914044943820224,-0.0235513619767308,-0.0283620195066515,-0.5289642,0.0,0.0,7,0.4314657611771363,1211,0.0,-0.0117756809883654,926
"4,5,6,7-tetrabromobenzotriazole",0.0,-0.0235972258404878,-0.0314997796675252,-0.2979978,0.0,0.0,5,0.4368421052631579,1179,0.0,-0.0117986129202439,927
CP-945598,0.0,-0.0236100510388909,-0.0304765774187069,-0.64127666,0.0,0.0,7,0.4168458781362006,1286,0.0,-0.01180502551944545,928
ofloxacin,0.0,-0.0236922985620496,-0.0651966827927304,-0.50585276,0.0,0.0,7,0.3685531031880777,1485,0.0,-0.0118461492810248,929
swainsonine,0.0,-0.02370287149961,-0.0098981199599324,-0.0041717794,0.0,0.0,7,0.5508771929824561,618,0.0,-0.011851435749805,930
famotidine,0.0753183520599251,-0.0238025327973278,0.0025682125206868,0.06676517,0.0,0.0,7,0.5986040369741558,402,0.0,-0.0119012663986639,931
RU-58841,0.0791947565543071,-0.0238295057794638,-0.0287848872941539,0.026147233,0.0,0.0,7,0.5384267119411431,690,0.0,-0.0119147528897319,932
tolbutamide,0.0,-0.0238700944504253,-0.0341233621209657,-0.022248711,0.0,0.0,7,0.4932465572533484,911,0.0,-0.01193504722521265,933
BMS-777607,0.0944943820224719,-0.0239252668985277,-0.0179658087206746,-0.28100654,0.0,0.0,24,0.4589134125636672,1075,0.0,-0.01196263344926385,934
dalfampridine,0.113501872659176,-0.023944770230003,-0.0053030300503307,-0.04270397,0.0,0.0,7,0.5244670816827014,765,0.0,-0.0119723851150015,935
roquinimex,0.0,-0.0239546431765348,-0.0189975450410515,0.14304873,0.0,0.0,7,0.58737973967176,450,0.0,-0.0119773215882674,936
bendroflumethiazide,0.0,-0.0239930257969505,-0.0440297095034862,-0.03059082,0.0,0.0,7,0.4669307677796642,1040,0.0,-0.01199651289847525,937
HG-5-88-01,0.0554307116104868,-0.0240480831252768,-0.0494249322467997,0.118891776,0.0,0.0,15,0.5268251273344652,750,0.0,-0.0120240415626384,938
tolnaftate,0.0,-0.0240708479924798,-0.0486580492486841,0.13149862,0.0,0.0,7,0.5306923222033578,725,0.0,-0.0120354239962399,939
fidaxomicin,0.0961985018726592,-0.0241643746330878,-0.0581227459521941,0.005124769,0.0,0.0,7,0.4706093189964158,1012,0.0,-0.0120821873165439,940
repaglinide,0.0923408239700374,-0.0242742566377273,-0.0564454147389562,0.04012194,0.0,0.0,7,0.4908885116015845,924,0.0,-0.01213712831886365,941
GDC-0879,0.0826217228464419,-0.0242944457009599,-0.0622368743625583,-0.23124167,0.0,0.0,19,0.3831729862290134,1431,0.0,-0.01214722285047995,942
bisoprolol,0.0805617977528089,-0.0243446427907638,-0.0392240142665218,0.045669243,0.0,0.0,7,0.5239954725523486,772,0.0,-0.0121723213953819,943
indobufen,0.0754681647940074,-0.0243819472158072,-0.0910396509448264,-0.6336031,0.0,0.0,7,0.3354461422373137,1615,0.0,-0.0121909736079036,944
tofacitinib,0.0852808988764045,-0.02447944468544,-0.0341622958776593,-0.31358328,0.0,0.0,8,0.4301452556121486,1215,0.0,-0.01223972234272,945
PF-03814735,0.0,-0.0244918201800264,-0.031398757760588,0.2179209,0.0,0.0,7,0.5737030748915298,512,0.0,-0.0122459100900132,946
orphenadrine,0.1133333333333333,-0.0245180948302961,-0.0551691270537423,-0.053592514,0.0,0.0,7,0.4291077155253725,1229,0.0,-0.01225904741514805,947
Y-27152,0.127940074906367,-0.0245897637166186,-0.0122899534708109,-0.08849459,0.0,0.0,7,0.4843803056027165,954,0.0,-0.0122948818583093,948
amrinone,0.1092883895131086,-0.0246410735376128,-0.0556944920045724,0.11507126,0.0,0.0,7,0.5145632899452933,814,0.0,-0.0123205367688064,949
menadione,0.0,-0.0246948238323984,-0.0461018802143902,0.044521622,0.0,0.0,7,0.5082437275985663,834,0.0,-0.0123474119161992,950
lisofylline,0.1020037453183521,-0.0247683215888669,0.0007456712934196,-0.031384222,0.0,0.0,7,0.5382380682890021,691,0.0,-0.01238416079443345,951
amiodarone,0.0930149812734082,-0.0247704463784779,-0.0377192509899858,-0.4782069,0.0,0.0,7,0.4154310507451424,1290,0.0,-0.01238522318923895,952
bavisant,0.0,-0.024802495326549,-0.0436030047152382,-0.013808567,0.0,0.0,7,0.4809847198641765,966,0.0,-0.0124012476632745,953
lobenzarit,0.0687453183520599,-0.024806256218729,-0.0593724010614507,-0.1002984,0.0,0.0,7,0.3964723637049613,1381,0.0,-0.0124031281093645,954
ARN-509,0.0820786516853932,-0.0249851668083136,-0.0416825903168591,-0.0512022,0.0,0.0,7,0.4545746085644218,1096,0.0,-0.0124925834041568,955
etofenamate,0.1023970037453184,-0.0250009809643582,-0.0802970819881495,-0.13500771,0.0,0.0,7,0.3694963214487832,1483,0.0,-0.0125004904821791,956
itraconazole,0.0,-0.0250219122037761,0.0013901109736608,0.024091417,0.0,0.0,7,0.5789850971514808,485,0.0,-0.01251095610188805,957
chloroquine,0.0943445692883895,-0.0250390422356119,-0.0278842960502068,-0.101976454,0.0,0.0,7,0.4530654593472929,1102,0.0,-0.01251952111780595,958
retapamulin,0.0,-0.0251446136716039,-0.0594223299263899,-0.539808,0.0,0.0,7,0.3713827579701942,1476,0.0,-0.01257230683580195,959
olmesartan-medoxomil,0.0702808988764044,-0.0251877963927752,-0.0270736665294095,0.07861535,0.0,0.0,7,0.5561592152424071,588,0.0,-0.0125938981963876,960
piretanide,0.0862734082397004,-0.0251913792646889,-0.0498975214383905,-0.07790418,0.0,0.0,7,0.4216562912657988,1264,0.0,-0.01259568963234445,961
maribavir,0.1056554307116104,-0.0252197718876949,-0.0370528497178158,-0.014782422,0.0,0.0,7,0.4923033389926429,916,0.0,-0.01260988594384745,962
febuxostat,0.0956367041198502,-0.0253698432997362,-0.0101356186145523,0.06427954,0.0,0.0,7,0.5786078098471986,489,0.0,-0.0126849216498681,963
bevirimat-dimeglumine,0.0902434456928839,-0.0253900853142524,-0.0695736526548887,-0.5240066,0.0,0.0,7,0.3584606677985286,1524,0.0,-0.0126950426571262,964
furosemide,0.0679588014981273,-0.0253990320169564,-0.0650536919838529,-0.011478726,0.0,0.0,7,0.4466515751744954,1135,0.0,-0.0126995160084782,965
carbenoxolone,0.0,-0.0255088822580765,-0.0465221833728084,-0.024474695,0.0,0.0,7,0.4624033201282777,1059,0.0,-0.01275444112903825,966
etoposide,0.0,-0.0255828110553624,-0.0456101558107081,0.23791504,0.0,0.0,9,0.544557630635729,646,0.0,-0.0127914055276812,967
gestrinone,0.0,-0.0256184488232741,-0.0474959357688881,0.011311771,0.0,0.0,7,0.489756649688738,932,0.0,-0.01280922441163705,968
dinoprost,0.0647565543071161,-0.0256477828224347,-0.0437724181118971,-0.0963429,0.0,0.0,7,0.422693831352575,1257,0.0,-0.01282389141121735,969
mepivacaine,0.0754307116104868,-0.0256717667256159,-0.0122395721657684,0.13556652,0.0,0.0,7,0.594548198453122,421,0.0,-0.01283588336280795,970
bucladesine,0.0858239700374532,-0.0257754273536393,-0.0341696124574458,0.009715789,0.0,0.0,7,0.5151292209017166,811,0.0,-0.01288771367681965,971
moclobemide,0.1074344569288389,-0.0257919430735219,-0.0130840266132726,-0.09431478,0.0,0.0,7,0.4782493869081305,981,0.0,-0.01289597153676095,972
clofibrate,0.1065168539325842,-0.0258471929104505,-0.0107269523532312,0.05969543,0.0,0.0,7,0.5752122241086588,505,0.0,-0.01292359645522525,973
metolazone,0.0663295880149812,-0.0258833391319571,-0.0396262569866538,-0.027795294,0.0,0.0,7,0.4744765138653084,995,0.0,-0.01294166956597855,974
perhexiline,0.0822284644194756,-0.0258977508631417,-0.0024836085371824,-0.44541475,0.0,0.0,7,0.472024146387474,1006,0.0,-0.01294887543157085,975
NVP-BGJ398,0.0,-0.0259180228996518,-0.0242653759032876,0.027203208,0.0,0.0,22,0.5432371250707413,654,0.0,-0.0129590114498259,976
epz-5676,0.0,-0.026020588446703,-0.0082057099877636,-0.020874105,0.0,0.0,5,0.5338992642897566,706,0.0,-0.0130102942233515,977
EX-527,0.1422471910112359,-0.0261327969252913,-0.0626862397261784,0.019486165,0.0,0.0,21,0.4696661007357102,1023,0.0,-0.01306639846264565,978
dequalinium,0.0,-0.0261642045493632,-0.0462433999667023,0.10752569,0.0,0.0,7,0.5236181852480664,775,0.0,-0.0130821022746816,979
PHA-793887,0.0,-0.0261904746582486,-0.0435357396935425,0.18714482,0.0,0.0,17,0.5451235615921525,641,0.0,-0.0130952373291243,980
paricalcitol,0.0,-0.0262014937274588,-0.0458528034720344,0.14519045,0.0,0.0,7,0.5346538388983211,704,0.0,-0.0131007468637294,981
estramustine-phosphate,0.0655617977528089,-0.0262155520563077,-0.0347328380557803,0.0500339,0.0,0.0,7,0.5312582531597811,722,0.0,-0.01310777602815385,982
nebivolol,0.0794943820224719,-0.0263444166783335,0.0049560764990669,-0.038377106,0.0,0.0,7,0.5352197698547444,703,0.0,-0.01317220833916675,983
pyrazinamide,0.1076029962546816,-0.0264154945908597,-0.045406358005214,-0.45692495,0.0,0.0,7,0.3984531220524429,1368,0.0,-0.01320774729542985,984
trimetazidine,0.1279213483146067,-0.0266367748661359,-0.058460492079187,-0.07354682,0.0,0.0,7,0.4089228447462742,1321,0.0,-0.01331838743306795,985
asymmetrical-dimethylarginine,0.0,-0.0266649789458193,-0.0147378382695707,0.01962061,0.0,0.0,7,0.5517260894170911,612,0.0,-0.01333248947290965,986
pirenzepine,0.0845692883895131,-0.0266900224273005,-0.0352013504468966,-0.07020259,0.0,0.0,7,0.4524995283908696,1106,0.0,-0.01334501121365025,987
diphenylpyraline,0.0,-0.0266975455368072,-0.0148586393172821,0.009592125,0.0,0.0,7,0.5455008488964346,639,0.0,-0.0133487727684036,988
rivaroxaban,0.0708988764044943,-0.0267358703846147,-0.0308039907296568,0.16401325,0.0,0.0,7,0.5663459724580268,545,0.0,-0.01336793519230735,989
pantoprazole,0.0816853932584269,-0.0269282809611257,-0.0166777423010111,-0.012372112,0.0,0.0,7,0.5263535182041125,753,0.0,-0.01346414048056285,990
edoxaban,0.08812734082397,-0.0269383270793434,-0.0523992588522678,-0.6225438,0.0,0.0,7,0.3710997924919826,1477,0.0,-0.0134691635396717,991
tafamidis-meglumine,0.081441947565543,-0.0269889120788587,-0.0514349714900104,-0.34597847,0.0,0.0,7,0.3905300886625165,1406,0.0,-0.01349445603942935,992
flecainide,0.0,-0.0271216545951341,-0.0613331991826695,-0.55195665,0.0,0.0,7,0.364685908319185,1503,0.0,-0.01356082729756705,993
alisertib,0.0,-0.0271773481722947,-0.0654997847297635,0.2139558,0.0,0.0,7,0.5091869458592718,830,0.0,-0.01358867408614735,994
thiothixene,0.0638951310861423,-0.0271783426284773,-0.0128688479701569,-0.0027498794,0.0,0.0,7,0.5413506885493303,668,0.0,-0.01358917131423865,995
QL-XII-47,0.1059550561797752,-0.0271921029030833,-0.0266723721572356,0.13607268,0.0,0.0,15,0.5687983399358612,534,0.0,-0.01359605145154165,996
rondual-kinase-inhibitor,0.0941760299625468,-0.0272390621837154,-0.0401360605972039,-0.37107033,0.0,0.0,19,0.4120354650066025,1308,0.0,-0.0136195310918577,997
tetracaine,0.0686516853932584,-0.0272768177469122,-0.0375914769030071,0.14502612,0.0,0.0,7,0.5499339747217505,624,0.0,-0.0136384088734561,998
fenoldopam,0.0707490636704119,-0.0273200130353116,-0.022745393617535,-0.09157101,0.0,0.0,7,0.4608941709111488,1064,0.0,-0.0136600065176558,999
aphidicolin,0.0,-0.0274195155943935,-0.0392639105384904,0.10921447,0.0,0.0,7,0.5374834936804377,693,0.0,-0.01370975779719675,1000
amfepramone,0.0601123595505618,-0.027447438342668,-0.0266139915013159,-0.06299335,0.0,0.0,7,0.4714582154310507,1009,0.0,-0.013723719171334,1001
nimesulide,0.0968539325842696,-0.027449518070642,-0.0603010380888292,-0.068682924,0.0,0.0,7,0.4067534427466516,1334,0.0,-0.013724759035321,1002
RAF-265,-0.0907865168539325,-0.027472131894244,-0.0389405541623657,-0.064558916,0.0,0.0,21,0.4464629315223543,1136,0.0,-0.013736065947122,1003
nisoxetine,0.0,-0.0275255992019444,-0.0271120439334269,-0.032978766,0.0,0.0,7,0.4912657989058667,922,0.0,-0.0137627996009722,1004
epinephrine,0.0691385767790261,-0.0275347849537891,-0.024814685950503,-0.081441924,0.0,0.0,7,0.4636295038671948,1052,0.0,-0.01376739247689455,1005
LGX-818,0.0,-0.0276149047175228,0.0196142868170208,0.20539609,0.0,0.0,7,0.6323712507074136,251,0.0,-0.0138074523587614,1006
dofequidar,0.0,-0.0276190799269743,-0.0250059441892088,0.017111305,0.0,0.0,7,0.5334276551594038,710,0.0,-0.01380953996348715,1007
camicinal,0.0,-0.0276400698145776,-0.0500640599038356,-0.48159784,0.0,0.0,7,0.3859083191850594,1422,0.0,-0.0138200349072888,1008
levosimendan,0.0,-0.0276472234100915,-0.0323588674886314,0.013612281,0.0,0.0,7,0.517581588379551,797,0.0,-0.01382361170504575,1009
loratadine,0.0914232209737827,-0.0276846128744046,-0.0645981787505101,0.029118737,0.0,0.0,7,0.4698547443878513,1019,0.0,-0.0138423064372023,1010
ZK-93426,0.0,-0.0276963364467874,-0.0405025697002981,-0.04222683,0.0,0.0,7,0.458536125259385,1077,0.0,-0.0138481682233937,1011
trimethobenzamide,0.1100561797752809,-0.0277013245115466,-0.0264666852245952,-0.080511905,0.0,0.0,7,0.4600452744765139,1069,0.0,-0.0138506622557733,1012
CX-4945,0.1652996254681647,-0.02771969094576,-0.044575826431053,-0.07315035,0.0,0.0,7,0.4299566119600075,1218,0.0,-0.01385984547288,1013
estradiol,0.0628089887640449,-0.0277627734909657,-0.0366860359149942,-0.0039070295,0.0,0.0,7,0.4973967176004527,893,0.0,-0.01388138674548285,1014
propylthiouracil,0.1088576779026217,-0.0277636964591243,-0.0283905663684538,-0.038162805,0.0,0.0,7,0.4843803056027165,955,0.0,-0.01388184822956215,1015
moxonidine,0.0861610486891385,-0.0277831567700824,-0.0273547240673365,-0.030063104,0.0,0.0,7,0.4918317298622902,918,0.0,-0.0138915783850412,1016
ZK-811752,0.0,-0.0277905962970184,-0.0330069127994332,0.0097077135,0.0,0.0,7,0.5134314280324467,817,0.0,-0.0138952981485092,1017
tolfenamic-acid,0.0769475655430711,-0.0278118298268354,-0.026082801838624,0.10816665,0.0,0.0,7,0.5603093755895114,572,0.0,-0.0139059149134177,1018
AM-24,0.0,-0.0278344782167153,-0.0313443692856478,-0.078361355,0.0,0.0,7,0.4523108847387285,1108,0.0,-0.01391723910835765,1019
epz004777,0.0,-0.0279806668015789,-0.0122421900832624,-0.07252064,0.0,0.0,5,0.4873986040369741,942,0.0,-0.01399033340078945,1020
sulfasalazine,0.0673595505617977,-0.0280213968659586,-0.048512992076158,-0.5790001,0.0,0.0,7,0.3804376532729673,1439,0.0,-0.0140106984329793,1021
danegaptide,0.0,-0.0281909043103959,-0.0544793381135551,-0.50581807,0.0,0.0,7,0.3748726655348047,1463,0.0,-0.01409545215519795,1022
R-547,0.0,-0.0282336776229421,-0.0470232326081712,0.15358135,0.0,0.0,7,0.529183172986229,733,0.0,-0.01411683881147105,1023
solifenacin-succinate,0.0,-0.0282849737512165,-0.0221477395685002,-0.67647475,0.0,0.0,7,0.4199584983965289,1270,0.0,-0.01414248687560825,1024
sulfafurazole,0.0984082397003745,-0.0282877307287196,-0.0824233971907447,-0.17544834,0.0,0.0,7,0.3579890586681757,1527,0.0,-0.0141438653643598,1025
withaferin-a,0.0709363295880149,-0.0283106820572958,-0.0323065674847299,0.13406865,0.0,0.0,15,0.5553103188077722,592,0.0,-0.0141553410286479,1026
ramipril,0.0,-0.0283456616093158,-0.0272407199815459,-0.060947653,0.0,0.0,7,0.469288813431428,1027,0.0,-0.0141728308046579,1027
tacalcitol,-0.1084082397003745,-0.0283775086593584,-0.0250437787358191,0.15023656,0.0,0.0,7,0.5718166383701189,521,0.0,-0.0141887543296792,1028
escitalopram,0.0680898876404494,-0.0283991003999749,-0.0383898306351319,-0.020345453,0.0,0.0,7,0.4784380305602717,980,0.0,-0.01419955019998745,1029
phentermine,0.083689138576779,-0.0285311997366693,-0.0418440415689495,-0.011050661,0.0,0.0,7,0.479192605168836,974,0.0,-0.01426559986833465,1030
piperidolate,0.0700187265917602,-0.0285719627845683,-0.040117630549057,0.010533884,0.0,0.0,7,0.4984342576872288,889,0.0,-0.01428598139228415,1031
lidamidine,0.0908988764044943,-0.0286403400581939,-0.0574303408639449,-0.006567563,0.0,0.0,7,0.4552348613469157,1092,0.0,-0.01432017002909695,1032
alizapride,0.1030149812734082,-0.0286422330629283,-0.0115437927623169,0.026295977,0.0,0.0,7,0.5569137898509715,586,0.0,-0.01432111653146415,1033
pyrimethamine,0.0893632958801498,-0.02865212367711,-0.039047598201956,-0.009289604,0.0,0.0,7,0.4857951329937747,947,0.0,-0.014326061838555,1034
gimeracil,0.0,-0.0286800053216373,-0.0636564461397332,-0.50448626,0.0,0.0,7,0.3613846444067157,1515,0.0,-0.01434000266081865,1035
oxfendazole,0.1335393258426966,-0.0286823496197944,-0.0334252011678704,-0.65899813,0.0,0.0,7,0.4002452367477834,1359,0.0,-0.0143411748098972,1036
WAY-362450,0.0,-0.0287197336621956,-0.0207542039406273,0.0076810187,0.0,0.0,7,0.5299377475947934,728,0.0,-0.0143598668310978,1037
cianidanol,0.1115730337078651,-0.0287500456149393,-0.0520310518732263,0.01386516,0.0,0.0,7,0.4765515940388606,986,0.0,-0.01437502280746965,1038
dazmegrel,0.0919101123595505,-0.0287867256271043,-0.0015951176875973,-0.061402183,0.0,0.0,7,0.5057913601207319,847,0.0,-0.01439336281355215,1039
fusidic-acid,0.0908988764044943,-0.0288312850106122,-0.0287017688586265,-0.070853464,0.0,0.0,7,0.4593850216940199,1071,0.0,-0.0144156425053061,1040
ASA-404,0.0990074906367041,-0.0288450565141027,-0.0241174098507537,-0.41237482,0.0,0.0,7,0.4360875306545935,1185,0.0,-0.01442252825705135,1041
dexloxiglumide,0.078501872659176,-0.0288579449838799,-0.0199735251205234,0.16408888,0.0,0.0,7,0.5796453499339747,484,0.0,-0.01442897249193995,1042
smer-3,0.0,-0.0288645305429717,-0.0291112785710463,0.17229962,0.0,0.0,5,0.566063006979815,546,0.0,-0.01443226527148585,1043
benzylpenicillin,0.1118913857677902,-0.0289328255087341,-0.0474464939105824,-0.06459498,0.0,0.0,7,0.4250518770043388,1251,0.0,-0.01446641275436705,1044
cinnarizine,0.0,-0.0290037833443205,-0.03550881916456,0.0073247934,0.0,0.0,7,0.5034333144689681,861,0.0,-0.01450189167216025,1045
irsogladine,0.1094194756554307,-0.0290289050165621,-0.0569383372715893,-0.046405695,0.0,0.0,7,0.4225051877004339,1259,0.0,-0.01451445250828105,1046
vortioxetine,0.0,-0.029073888703161,-0.0117052459041338,0.024510816,0.0,0.0,7,0.5541784568949255,599,0.0,-0.0145369443515805,1047
dipraglurant,0.0547752808988764,-0.0291406456216156,-0.0325696020412653,-0.02047147,0.0,0.0,7,0.4879645349933974,939,0.0,-0.0145703228108078,1048
bendamustine,0.0690823970037453,-0.0291786556904248,-0.0691779863425988,-0.5814284,0.0,0.0,7,0.34676476136578,1582,0.0,-0.0145893278452124,1049
bimatoprost,0.0768539325842696,-0.0291932763534894,-0.0746653598806461,0.05392773,0.0,0.0,7,0.4633465383889832,1056,0.0,-0.0145966381767447,1050
adoprazine,0.091629213483146,-0.0293122765986765,-0.0615832751596972,-0.7497317,0.0,0.0,7,0.3465761177136389,1583,0.0,-0.01465613829933825,1051
DMP-777,0.0689325842696629,-0.0293637499511143,-0.0455297798895346,-0.011810313,0.0,0.0,7,0.4686285606489341,1031,0.0,-0.01468187497555715,1052
varespladib,0.0765543071161048,-0.0293992718248745,-0.0621371459914527,-0.45443535,0.0,0.0,7,0.364685908319185,1502,0.0,-0.01469963591243725,1053
daunorubicin,0.0,-0.0294250405115308,-0.0262780912761573,0.36071813,0.0,0.0,7,0.5759667987172231,503,0.0,-0.0147125202557654,1054
selinexor,0.0,-0.0294390398403979,-0.0332985929974137,-0.17249086,0.0,0.0,7,0.4267496698736087,1245,0.0,-0.01471951992019895,1055
teroxirone,0.1265543071161048,-0.0294641018380437,-0.0693305042378613,0.074092805,0.0,0.0,7,0.4739105829088851,999,0.0,-0.01473205091902185,1056
moxidectin,0.0,-0.0294647407817763,-0.0466387184232722,-0.00178655,0.0,0.0,7,0.4748538011695906,993,0.0,-0.01473237039088815,1057
TAK-715,0.0807116104868913,-0.0294723598396235,-0.0634180810509289,-0.052481584,0.0,0.0,21,0.4083569137898509,1325,0.0,-0.01473617991981175,1058
erythromycin,0.1337265917602996,-0.0295087585115752,-0.0782175009989032,0.013638185,0.0,0.0,7,0.4436332767402376,1149,0.0,-0.0147543792557876,1059
tosedostat,-0.0886891385767789,-0.0295377779580748,-0.0277166294579226,-0.07600702,0.0,0.0,7,0.4562724014336917,1086,0.0,-0.0147688889790374,1060
TG-100801,0.0874344569288389,-0.0295831811541836,-0.0250489231459676,-0.0633043,0.0,0.0,7,0.4686285606489341,1030,0.0,-0.0147915905770918,1061
ICI-162846,0.0786142322097378,-0.0295958099532967,-0.0457079204396263,-0.5792722,0.0,0.0,7,0.3810979060554612,1438,0.0,-0.01479790497664835,1062
pterostilbene,0.0895880149812734,-0.0296423449937255,-0.0481691072000058,-0.5894145,0.0,0.0,7,0.3760045274476513,1458,0.0,-0.01482117249686275,1063
