drug,baseline,net_trace,weighted_trace,vae_score,genetic_support,sig_reproducibility,n_cell_lines,combined_score,combined_rank
eugenol,0.0797940074906367,-0.0530700141750127,-0.067833513147393,-0.0037276936,0.0,0.0,7,0.402225995095265,1350
almitrine,0.1230711610486891,-0.0917286011204479,-0.096916639950446,0.11003653,0.0,0.0,7,0.4021316732691945,1351
sarcosine,0.1172284644194756,-0.0394097753768707,-0.0391805809476375,-0.106718935,0.0,0.0,7,0.4019430296170534,1352
moxisylyte,0.1160299625468165,-0.0425117933755683,-0.1024368107956224,0.005693204,0.0,0.0,7,0.4018487077909828,1353
exifone,0.0,-0.0116600976381428,-0.0493687879275453,-0.6705568,0.0,0.0,5,0.4016600641388417,1354
carbachol,0.1023220973782771,-0.0643025003951606,-0.0605630397481986,-0.0004164865,0.0,0.0,7,0.4015657423127712,1355
AMG-487,0.0841573033707865,-0.0442787721195553,-0.0495075435079537,-0.052858222,0.0,0.0,7,0.4015657423127712,1356
tetrabenazine,0.0,-0.0458594083001625,-0.0557594134561127,-0.033824574,0.0,0.0,7,0.40137709866063,1357
levalbuterol,0.0,-0.0324169219621576,-0.0362832961443715,-0.4929657,0.0,0.0,7,0.40081116770420677,1358
oxfendazole,0.1335393258426966,-0.0286823496197944,-0.0334252011678704,-0.65899813,0.0,0.0,7,0.40024523674778345,1359
efaproxiral,0.0820599250936329,-0.0399426369716876,-0.042377436894785,-0.089509845,0.0,0.0,7,0.40005659309564234,1360
baicalin,0.1444194756554307,-0.0639263374298571,-0.0835347697550746,0.04130842,0.0,0.0,7,0.39996227126957173,1361
ketoprofen,0.0867977528089887,-0.0423759701807069,-0.0510564179011077,-0.05558529,0.0,0.0,7,0.39986794944350124,1362
decitabine,0.0807303370786516,-0.0315913254331916,-0.0436099480155342,-0.20454557,0.0,0.0,21,0.399490662139219,1363
danazol,0.1079213483146067,-0.0618663443772771,-0.0718311963865734,0.014108567,0.0,0.0,7,0.399490662139219,1364
etizolam,0.1043632958801498,-0.0428991534291628,-0.0687781178627656,-0.021424303,0.0,0.0,7,0.3992076966610073,1365
selegiline,0.1037640449438202,-0.0218107181046869,-0.0505388170663367,-0.41659933,0.0,0.0,7,0.3990190530088662,1366
ciprofloxacin,0.1044756554307115,-0.0455115322146018,-0.0361408200192249,-0.098716274,0.0,0.0,7,0.3989247311827957,1367
pyrazinamide,0.1076029962546816,-0.0264154945908597,-0.045406358005214,-0.45692495,0.0,0.0,7,0.3984531220524429,1368
thiocolchicoside,0.0982771535580524,-0.0065165486885662,-0.0593909318249252,-0.6206459,0.0,0.0,7,0.3984531220524429,1369
oxybenzone,0.1138389513108614,-0.0384978810716413,-0.0485551497176087,-0.07893472,0.0,0.0,7,0.3983588002263724,1370
midodrine,0.0,-0.0465708251643738,-0.0432043580211079,-0.07066623,0.0,0.0,7,0.39798151292209016,1371
triamcinolone-acetonide,0.1059925093632958,-0.0517883006855962,-0.0513876584998736,-0.038623266,0.0,0.0,7,0.39779286926994906,1372
choline-alfoscerate,0.0,-0.0396671367069187,-0.0831872711743214,-0.017002694,0.0,0.0,7,0.39779286926994906,1373
tebipenem,0.0814232209737828,-0.0500496079100506,-0.0472369033961529,-0.0510211,0.0,0.0,7,0.39779286926994906,1374
HC-030031,0.0985205992509363,-0.0703742497913312,-0.0785069376998443,0.034601085,0.0,0.0,7,0.39760422561780795,1375
rucinol,0.1022846441947565,-0.0328849887199756,-0.0504012678948062,-0.088537596,0.0,0.0,7,0.39750990379173734,1376
CTB,0.1183333333333333,-0.0726439160978158,-0.0711727841181273,0.024195023,0.0,0.0,19,0.39750990379173734,1377
sch 900776,0.0861048689138577,-0.0460852890849062,-0.0407985170970871,-0.08120052,0.0,0.0,2,0.3970382946613846,1378
ABT-239,0.0774719101123595,-0.0506636387780746,-0.0202432322036819,-0.51705915,0.0,0.0,7,0.3966610073571024,1379
hydroxyurea,0.0517041198501872,-0.0383118073865705,-0.0571041519534292,-0.059303712,0.0,0.0,7,0.3965666855310318,1380
lobenzarit,0.0687453183520599,-0.024806256218729,-0.0593724010614507,-0.1002984,0.0,0.0,7,0.3964723637049613,1381
tacedinaline,0.0,-0.0866031873579465,-0.0650696568160107,0.019614505,0.0,0.0,9,0.3961893982267497,1382
nicergoline,0.0,-0.0440581981615094,-0.077999429716238,-0.015509121,0.0,0.0,7,0.3960950764006791,1383
phentolamine,0.0742134831460674,-0.03713589359958,-0.0504546435651666,-0.08009352,0.0,0.0,7,0.3960007545746086,1384
L-NAME,-0.0723033707865168,-0.0051184109691039,-0.0666737438202819,-0.56864977,0.0,0.0,7,0.3958121109224674,1385
ALW-II-49-7,0.0737453183520599,-0.078951913181367,-0.0929001328425311,0.06586815,0.0,0.0,22,0.39468024900962084,1386
clemizole,0.0957303370786516,-0.048629166667922,-0.0586310943994596,-0.032917872,0.0,0.0,7,0.39458592718355023,1387
rimantadine,0.1099999999999999,-0.0564022678490047,-0.0663486454974774,-0.010426211,0.0,0.0,7,0.394208639879268,1388
testosterone,0.0879026217228464,-0.045335105327437,-0.0857379698253743,-0.007869343,0.0,0.0,7,0.3936427089228447,1389
isradipine,0.0876591760299625,-0.0376310260590933,-0.0592091188735258,-0.060999278,0.0,0.0,7,0.3934540652707036,1390
APD-668,0.1084456928838951,-0.013158848647894,-0.051134187485749,-0.74377114,0.0,0.0,7,0.393171099792492,1391
cefozopran,0.1191198501872659,-0.0966954075930961,-0.0846849159934145,0.0637356,0.0,0.0,7,0.3929824561403509,1392
brivanib,0.1316479400749063,-0.0825928576517562,-0.0933007338701355,0.064994484,0.0,0.0,15,0.39288813431428027,1393
CYT387,0.1259925093632958,-0.0762564238961541,-0.0804274830698409,0.034763657,0.0,0.0,16,0.39279381248820977,1394
CI-976,0.0799999999999999,-0.0408278566553675,-0.0957047478361646,-0.013535797,0.0,0.0,7,0.39260516883606866,1395
JW55,0.1318913857677902,-0.0344573643337942,-0.045793259968816,-0.15500002,0.0,0.0,19,0.39251084700999805,1396
KIN001-260,0.0885767790262172,-0.0306292862888179,-0.0607989949233346,-0.07895374,0.0,0.0,19,0.39213355970571584,1397
goserelin-acetate,0.0917977528089887,-0.0581006811866999,-0.0549863769998683,-0.028764494,0.0,0.0,7,0.3916619505753631,1398
CB-10-277-(free-acid),0.0821535580524344,-0.0411276956891132,-0.0431263407755502,-0.10279091,0.0,0.0,7,0.3915676287492925,1399
iniparib,0.1131835205992509,-0.0480478453231921,-0.0345528279703332,-0.16992305,0.0,0.0,21,0.3913789850971515,1400
methocarbamol,0.1103558052434456,-0.0208061918405235,-0.0456580161437397,-0.65987575,0.0,0.0,7,0.3910960196189398,1401
phenylbutyrate,0.0993071161048689,-0.0374537880111442,-0.0448471328059939,-0.1453862,0.0,0.0,7,0.3910016977928692,1402
CT-7758,0.0,-0.0531149233122164,-0.0864864603199103,0.0014454662,0.0,0.0,7,0.3909073759667987,1403
acifran,0.1125093632958801,-0.0464604578713145,-0.053410961165418,-0.052059893,0.0,0.0,7,0.3907187323146576,1404
ginkgolide-b,0.1279213483146067,-0.048579842658973,-0.0755264694907209,-0.0150596965,0.0,0.0,7,0.390624410488587,1405
tafamidis-meglumine,0.081441947565543,-0.0269889120788587,-0.0514349714900104,-0.34597847,0.0,0.0,7,0.3905300886625165,1406
amtolmetin-guacil,0.1008988764044943,-0.0604105557828687,-0.0778010070477575,0.0055295895,0.0,0.0,7,0.390435766836446,1407
veliparib,0.1037640449438202,-0.0966151704882298,-0.0946171536219093,0.065220095,0.0,0.0,21,0.38977551405395205,1408
diethylstilbestrol,0.1430337078651685,-0.1078335149268128,-0.0740731983319355,0.032650106,0.0,0.0,7,0.38949254857574045,1409
LX-1031,0.1031273408239699,-0.0297532292627503,-0.0366312433798823,-0.7347423,0.0,0.0,7,0.38911526127145823,1410
trientine,0.1049625468164794,-0.0589032128630961,-0.0405538113826492,-0.06980805,0.0,0.0,7,0.3890209394453876,1411
amcinonide,0.0,-0.0435983876975426,-0.0532464933393568,-0.063869506,0.0,0.0,7,0.3889266176193171,1412
IKK-inhibitor-X,0.0862359550561797,-0.0459181793402776,-0.0353188124434866,-0.2531892,0.0,0.0,2,0.3880777211846821,1413
barasertib,0.1129588014981273,-0.0658941100891695,-0.0546028787708015,-0.023955274,0.0,0.0,7,0.387889077532541,1414
formestane,0.089063670411985,-0.0208239536266809,-0.05097753720875,-0.5941119,0.0,0.0,7,0.3877947557064705,1415
oxiconazole,0.06,-0.0306705566211311,-0.0538199325526065,-0.11825715,0.0,0.0,7,0.3877947557064705,1416
ischemin,0.1452808988764045,-0.0638098559356318,-0.0700856451645394,-0.004182335,0.0,0.0,19,0.38685153744576495,1417
dolasetron,0.1291760299625468,-0.0637148264101455,-0.0562696141740075,-0.024564039,0.0,0.0,7,0.38656857196755323,1418
aclidinium,0.0758239700374531,-0.0350915708427896,-0.0545788161250171,-0.08990062,0.0,0.0,7,0.38647425014148273,1419
dazoxiben,0.1387265917602996,-0.06612564887422,-0.0692896396390369,-0.0036239123,0.0,0.0,7,0.386191284663271,1420
leflunomide,0.1015168539325842,-0.0775222441971931,-0.0849117570203207,0.027955892,0.0,0.0,7,0.3860969628372005,1421
camicinal,0.0,-0.0276400698145776,-0.0500640599038356,-0.48159784,0.0,0.0,7,0.3859083191850594,1422
rebamipide,0.0748314606741572,-0.0326492041153214,-0.0380524998686968,-0.6289688,0.0,0.0,7,0.385153744576495,1423
A-769662,0.1332771535580524,-0.0599364403663718,-0.0816276289160062,-0.0018877836,0.0,0.0,19,0.3850594227504244,1424
ripasudil,0.0,-0.0308457925087964,-0.0599249640576698,-0.092339136,0.0,0.0,7,0.38487077909828327,1425
avasimibe,0.1116479400749063,-0.0485462123106772,-0.0624393810748245,-0.039536048,0.0,0.0,7,0.38468213544614216,1426
dantrolene,0.1103183520599251,-0.0565791952580921,-0.058718246325485,-0.034010153,0.0,0.0,7,0.38449349179400105,1427
tadalafil,0.1128277153558052,-0.0621010686766304,-0.0517215143871835,-0.040116936,0.0,0.0,7,0.38402188266364834,1428
carprofen,0.0876779026217228,-0.0346978116618835,-0.0454375526255247,-0.4036958,0.0,0.0,7,0.38383323901150723,1429
levobunolol,0.1147003745318352,-0.022772177751621,-0.0491812416730177,-0.63472176,0.0,0.0,7,0.383455951707225,1430
GDC-0879,0.0826217228464419,-0.0242944457009599,-0.0622368743625583,-0.23124167,0.0,0.0,19,0.3831729862290134,1431
xaliproden,0.1019101123595506,-0.0349599879164111,-0.0533603137508684,-0.11268085,0.0,0.0,7,0.3825127334465195,1432
cevimeline,0.1231835205992509,-0.0561519790636747,-0.0458189264892327,-0.06929183,0.0,0.0,7,0.3822297679683079,1433
FPL-62064,0.073501872659176,-0.0395882657189116,-0.0631764236642109,-0.063082784,0.0,0.0,7,0.3822297679683079,1434
triamterene,0.0954494382022471,-0.0523103217201106,-0.0535929373405896,-0.055376675,0.0,0.0,7,0.38213544614223727,1435
naphazoline,0.0743820224719101,-0.053048771128592,-0.0390055537321168,-0.11337877,0.0,0.0,7,0.38166383701188455,1436
taltirelin,0.12938202247191,-0.0463643822177986,-0.0561217215119739,-0.05984505,0.0,0.0,7,0.38166383701188455,1437
ICI-162846,0.0786142322097378,-0.0295958099532967,-0.0457079204396263,-0.5792722,0.0,0.0,7,0.38109790605546123,1438
sulfasalazine,0.0673595505617977,-0.0280213968659586,-0.048512992076158,-0.5790001,0.0,0.0,7,0.3804376532729673,1439
fludarabine-phosphate,0.0948314606741572,-0.0575299893485883,-0.0716922078835104,-0.018486947,0.0,0.0,7,0.3804376532729673,1440
clindamycin,0.0806367041198501,-0.0556371175127739,-0.0430887378526659,-0.08313178,0.0,0.0,7,0.3803433314468968,1441
tanaproget,0.0,-0.0988159273724446,-0.0877853934884488,0.031443354,0.0,0.0,7,0.3802490096208262,1442
tazarotene,0.0,-0.0364309454396544,-0.0547464963840694,-0.10228,0.0,0.0,7,0.37940011318619127,1443
temazepam,0.086685393258427,-0.0504736432658771,-0.0544748194061428,-0.059763726,0.0,0.0,7,0.37921146953405016,1444
chenodiol,0.1137078651685393,-0.0494428055250911,-0.0490098401393005,-0.07919374,0.0,0.0,7,0.37883418222976795,1445
enzalutamide,0.1178089887640449,-0.03852822577253,-0.0774883555348793,-0.050889604,0.0,0.0,7,0.37864553857762684,1446
torin-1,0.0798689138576778,-0.038163536428746,-0.0489144050300225,-0.21053594,0.0,0.0,17,0.37836257309941523,1447
methimazole,0.0835580524344569,-0.0571213350852973,-0.0508104811066317,-0.059607945,0.0,0.0,7,0.378173929447274,1448
nicardipine,0.072003745318352,-0.0369801598116646,-0.0400040703461016,-0.5988428,0.0,0.0,7,0.3780796076212035,1449
AGI-6780,0.085936329588015,-0.0389776835256736,-0.0543693423651312,-0.096915275,0.0,0.0,7,0.3777023203169213,1450
niacin,0.1056554307116104,-0.0454025947963726,-0.0615337463338645,-0.05772323,0.0,0.0,7,0.3777023203169213,1451
safingol,0.0861235955056179,-0.051529469158133,-0.0496160611890686,-0.07634289,0.0,0.0,7,0.3769477457083569,1452
dienogest,0.0886704119850187,-0.0439217762041357,-0.0602607859079584,-0.06529035,0.0,0.0,7,0.3769477457083569,1453
mepazine,0.129250936329588,-0.0729267807572841,-0.0799285012406498,-0.0005154398,0.0,0.0,7,0.37675910205621577,1454
TIC10,0.1039513108614232,-0.0301226114798827,-0.0525496092030032,-0.45982498,0.0,0.0,7,0.37647613657800416,1455
motesanib,0.1033520599250936,-0.0413879228606902,-0.0828932504851874,-0.038243767,0.0,0.0,22,0.37647613657800416,1456
norgestrel,0.0680711610486891,-0.0689579084596157,-0.0658918010316007,-0.018436717,0.0,0.0,7,0.37619317109979244,1457
pterostilbene,0.0895880149812734,-0.0296423449937255,-0.0481691072000058,-0.5894145,0.0,0.0,7,0.37600452744765134,1458
JNJ-38877605,0.1202996254681648,-0.0444818662171039,-0.0450984809239982,-0.16394797,0.0,0.0,21,0.37591020562158084,1459
1271738-62-5,0.1232584269662921,-0.0482857841262402,-0.040705150274597,-0.23463073,0.0,0.0,5,0.3756272401433691,1460
mephentermine,0.0,-0.0213887015655494,-0.0550632848730045,-0.6370316,0.0,0.0,7,0.3751556310130164,1461
AZD-5438,0.1451310861423221,-0.0868933872973114,-0.0948261386196648,0.02101445,0.0,0.0,17,0.3750613091869458,1462
danegaptide,0.0,-0.0281909043103959,-0.0544793381135551,-0.50581807,0.0,0.0,7,0.3748726655348047,1463
ALX-5407,0.1231835205992509,-0.0631218175828909,-0.0622971952720176,-0.030407283,0.0,0.0,7,0.3747783437087342,1464
SB-216763,0.104812734082397,-0.0600939700829261,-0.0908808246050878,-0.006298108,0.0,0.0,22,0.3746840218826636,1465
ilomastat,0.0928089887640449,-0.0489331149338509,-0.0459253370031513,-0.0985598,0.0,0.0,7,0.3744953782305225,1466
indapamide,0.1200374531835206,-0.0482204581062016,-0.0527504117169238,-0.079890825,0.0,0.0,7,0.37326919449160534,1467
tiapride,0.1332584269662921,-0.0513727701380564,-0.0460050015197826,-0.094754964,0.0,0.0,7,0.3728919071873231,1468
rotigotine,0.1030711610486891,-0.063527271253162,-0.0392800213170912,-0.095551796,0.0,0.0,7,0.3727975853612526,1469
maprotiline,0.0,-0.0330776058843388,-0.0527266333544913,-0.41107163,0.0,0.0,7,0.372703263535182,1470
clinafloxacin,0.1147565543071161,-0.0695295705871667,-0.0594121614595628,-0.03194567,0.0,0.0,7,0.372703263535182,1471
SGX523,0.1267228464419475,-0.0439311566914819,-0.0462855386650618,-0.17754744,0.0,0.0,21,0.3726089417091115,1472
nevirapine,0.076123595505618,-0.0317185392836296,-0.0490101965126177,-0.56189626,0.0,0.0,7,0.3719486889266176,1473
pranlukast,0.0948501872659176,-0.0726088726459305,-0.0600455897614931,-0.02909463,0.0,0.0,7,0.3719486889266176,1474
pasireotide,0.0,-0.035809531771983,-0.0597938264745117,-0.11044263,0.0,0.0,7,0.3715714016223354,1475
retapamulin,0.0,-0.0251446136716039,-0.0594223299263899,-0.539808,0.0,0.0,7,0.37138275797019427,1476
edoxaban,0.08812734082397,-0.0269383270793434,-0.0523992588522678,-0.6225438,0.0,0.0,7,0.37109979249198266,1477
naproxen,0.1300187265917602,-0.0326718267922241,-0.0725379357511465,-0.08250913,0.0,0.0,7,0.37100547066591205,1478
gemfibrozil,0.072565543071161,-0.031971451115048,-0.0503184064538623,-0.53213227,0.0,0.0,7,0.37091114883984155,1479
voglibose,0.1192134831460674,-0.0570411658057972,-0.0973208477304256,-0.012493895,0.0,0.0,7,0.37043953970948873,1480
papaverine,0.0,-0.0198097696791077,-0.0652623312383609,-0.58362144,0.0,0.0,7,0.3698736087530654,1481
relcovaptan,0.0,-0.0656781110203021,-0.0488932456908783,-0.064004205,0.0,0.0,7,0.3696849651009243,1482
etofenamate,0.1023970037453184,-0.0250009809643582,-0.0802970819881495,-0.13500771,0.0,0.0,7,0.3694963214487832,1483
NU-7026,0.1022284644194756,-0.064759919537195,-0.0608430034170218,-0.038955774,0.0,0.0,19,0.3688360686662894,1484
ofloxacin,0.0,-0.0236922985620496,-0.0651966827927304,-0.50585276,0.0,0.0,7,0.36855310318807777,1485
thalidomide,0.1200187265917603,-0.045770283097536,-0.0546674680558707,-0.088108644,0.0,0.0,7,0.36789285040558384,1486
mestinon,0.0,-0.0531983899943444,-0.0555986908297878,-0.07124786,0.0,0.0,7,0.36770420675344273,1487
forskolin,0.0758052434456929,-0.0576148490322872,-0.0350530932141486,-0.45848614,0.0,0.0,7,0.3673269194491605,1488
terbinafine,0.1054494382022472,-0.0643663391759532,-0.0635689136312564,-0.037733983,0.0,0.0,7,0.3667609884927372,1489
imipramine,0.0,-0.0440873062571524,-0.057859681247216,-0.08912777,0.0,0.0,7,0.3666666666666667,1490
fdcyd,0.0,-0.0382869521450114,-0.0540640162479078,-0.2607323,0.0,0.0,7,0.3666666666666667,1491
betrixaban,0.1046067415730337,-0.0471011196579212,-0.0669577838743575,-0.059619375,0.0,0.0,7,0.3662893793623845,1492
ciclesonide,0.0,-0.0457468400405927,-0.0442136205324157,-0.41203043,0.0,0.0,7,0.3661950575363139,1493
omeprazole,0.0986142322097378,-0.0574291566661508,-0.0492336649907897,-0.082691014,0.0,0.0,7,0.3661950575363139,1494
reparixin,0.1768539325842696,-0.0867861411771939,-0.097144961234427,0.0074580433,0.0,0.0,7,0.36581777023203166,1495
CGS-20625,0.0995880149812734,-0.0658513208365556,-0.0756353823929939,-0.021008622,0.0,0.0,7,0.36572344840596116,1496
isoconazole,0.0,-0.0610932021289613,-0.0498941078403744,-0.07618712,0.0,0.0,7,0.36553480475382005,1497
ZK-200775,0.087565543071161,-0.0717663318945718,-0.0746589855869718,-0.018885188,0.0,0.0,7,0.36534616110167895,1498
tibolone,0.1240636704119849,-0.0513480230627538,-0.0813267256437806,-0.037853435,0.0,0.0,7,0.36525183927560834,1499
doxepin,0.0,-0.0756863533667459,-0.0892545571077245,-0.004276098,0.0,0.0,7,0.36506319562346723,1500
miglustat,0.1021161048689138,-0.0492672127951987,-0.0590957253953542,-0.07593404,0.0,0.0,7,0.3646859083191851,1501
varespladib,0.0765543071161048,-0.0293992718248745,-0.0621371459914527,-0.45443535,0.0,0.0,7,0.364685908319185,1502
flecainide,0.0,-0.0271216545951341,-0.0613331991826695,-0.55195665,0.0,0.0,7,0.364685908319185,1503
flumazenil,0.089438202247191,-0.0558587814352193,-0.0487018788593931,-0.09263653,0.0,0.0,7,0.3642142991888323,1504
BTS-54505,0.1274719101123595,-0.0757654671360946,-0.0655897047703206,-0.026723823,0.0,0.0,7,0.3640256555366912,1505
JQ1-(-),0.1000374531835206,-0.069276792021453,-0.0746170868903653,-0.02132521,0.0,0.0,19,0.36355404640633837,1506
desvenlafaxine,0.0991198501872659,-0.0551625279989827,-0.0497429163733846,-0.09146086,0.0,0.0,7,0.36355404640633837,1507
daminozide,0.1332022471910112,-0.0414306683645739,-0.0522294878401345,-0.23700634,0.0,0.0,19,0.36317675910205627,1508
zaprinast,0.0811423220973782,-0.0359040709138797,-0.0529472503235857,-0.4940491,0.0,0.0,7,0.36308243727598566,1509
pemirolast,0.0923408239700374,-0.0369899312372734,-0.045625626821423,-0.62739605,0.0,0.0,7,0.36270514997170344,1510
acrivastine,0.0,-0.0419721426455109,-0.0563424435540497,-0.13310528,0.0,0.0,7,0.36232786266742123,1511
canagliflozin,0.1079213483146067,-0.0687597995077576,-0.0605810997936924,-0.045605075,0.0,0.0,7,0.3620448971892096,1512
propranolol,0.0,-0.0358273145289402,-0.0454061912114992,-0.6715311,0.0,0.0,7,0.3617619317109979,1513
disulfiram,0.0613483146067415,-0.0429251248823317,-0.038725311615584,-0.6895761,0.0,0.0,7,0.3617619317109979,1514
gimeracil,0.0,-0.0286800053216373,-0.0636564461397332,-0.50448626,0.0,0.0,7,0.3613846444067157,1515
tirasemtiv,0.1154681647940074,-0.0619437679456819,-0.0424713154123415,-0.13501264,0.0,0.0,7,0.3611960007545746,1516
irinotecan,0.1191760299625467,-0.0522493948003347,-0.0448913157403891,-0.28671092,0.0,0.0,7,0.36081871345029237,1517
benzydamine,0.0832022471910112,-0.0315604040177153,-0.0537892474699321,-0.60391665,0.0,0.0,7,0.3607243916242219,1518
SYK-inhibitor,0.0941011235955056,-0.0373288879554702,-0.0596870348080003,-0.25957102,0.0,0.0,19,0.36044142614601016,1519
SB-203580,0.0921161048689138,-0.0407213606628896,-0.0678675614799,-0.0836814,0.0,0.0,19,0.36034710431993966,1520
levonorgestrel,0.1008614232209737,-0.0569338198507485,-0.0719427729444825,-0.04470052,0.0,0.0,7,0.36006413884172794,1521
ZD-7288,0.0873970037453183,-0.055674544964835,-0.0408654966530349,-0.43276423,0.0,0.0,7,0.3594982078853046,1522
folic-acid,0.0947565543071161,-0.0405230045695776,-0.0513465243346179,-0.44193038,0.0,0.0,7,0.359215242407093,1523
bevirimat-dimeglumine,0.0902434456928839,-0.0253900853142524,-0.0695736526548887,-0.5240066,0.0,0.0,7,0.3584606677985286,1524
piroxicam,0.1519662921348314,-0.0524815882417125,-0.0696772909893056,-0.058256183,0.0,0.0,7,0.3580833804942464,1525
amantadine,0.1052247191011235,-0.0425346397729884,-0.0840663512946535,-0.06167891,0.0,0.0,7,0.35798905866817576,1526
sulfafurazole,0.0984082397003745,-0.0282877307287196,-0.0824233971907447,-0.17544834,0.0,0.0,7,0.35798905866817576,1527
nilotinib,0.1210861423220973,-0.0638685846758173,-0.0879969291957502,-0.021305446,0.0,0.0,16,0.35789473684210527,1528
NSC-4644,0.0,-0.0500831518850221,-0.0827099333636963,-0.047309108,0.0,0.0,7,0.35761177136389355,1529
OSI-930,0.1711797752808988,-0.0904984221749167,-0.0967762572060702,-0.0043475856,0.0,0.0,22,0.35751744953782305,1530
Y-27632,0.1226404494382022,-0.0484315341706826,-0.0517108074566512,-0.1591328,0.0,0.0,21,0.35732880588568194,1531
atracurium,0.0597191011235954,-0.0403765424212538,-0.0478665313705837,-0.57340014,0.0,0.0,7,0.35723448405961133,1532
oxypurinol,0.12125468164794,-0.0414865084964298,-0.0462740715341135,-0.5788346,0.0,0.0,7,0.3567628749292586,1533
MD-920,0.0,-0.0608815947150758,-0.0538486261846547,-0.08032082,0.0,0.0,7,0.3563855876249764,1534
trapidil,0.1219475655430711,-0.0800618931205715,-0.0563162764639653,-0.05319753,0.0,0.0,7,0.3563855876249764,1535
pentoxifylline,0.1349250936329587,-0.0673073598651078,-0.0764137915751128,-0.02997128,0.0,0.0,7,0.3561026221467648,1536
doramapimod,0.1131647940074906,-0.0981119824137445,-0.1006006844027476,-0.004125831,0.0,0.0,24,0.3558196566685531,1537
hydroflumethiazide,0.1159550561797752,-0.0755597997020519,-0.0630699130021646,-0.04500471,0.0,0.0,7,0.3558196566685531,1538
rotundine,0.0,-0.0472422657234429,-0.041119985118386,-0.6056442,0.0,0.0,7,0.3557253348424826,1539
rasagiline,0.1463483146067415,-0.0471569618643756,-0.0835893980250919,-0.053467546,0.0,0.0,7,0.3555366911903415,1540
fasudil,0.1463483146067415,-0.0827917103371308,-0.0975625879468992,-0.008666606,0.0,0.0,7,0.35525372571212976,1541
ozagrel,0.1133895131086142,-0.0450820386364966,-0.066549982752787,-0.08384659,0.0,0.0,7,0.35497076023391816,1542
TAK-875,0.1154494382022471,-0.0736481927508838,-0.0632489497563937,-0.047247868,0.0,0.0,7,0.35468779475570644,1543
MDL-73005EF,0.0758052434456928,-0.0325101559048718,-0.0775996535511188,-0.14141643,0.0,0.0,7,0.35468779475570644,1544
bropirimine,0.1298501872659176,-0.0369057531074032,-0.0508072118453555,-0.6184147,0.0,0.0,7,0.35468779475570644,1545
carbimazole,0.0711048689138577,-0.0543297959561191,-0.0537971822384747,-0.10022126,0.0,0.0,7,0.35449915110356534,1546
miltefosine,0.134063670411985,-0.047129543878038,-0.0435928779294608,-0.57945466,0.0,0.0,7,0.353933220147142,1547
triclabendazole,0.1297003745318351,-0.0593195576284319,-0.0871224049654779,-0.033251435,0.0,0.0,7,0.3537445764950009,1548
lupanine,0.0,-0.0582300726691268,-0.0562777966674169,-0.08245074,0.0,0.0,7,0.3536502546689304,1549
naringenin,0.0593258426966292,-0.0342322144612755,-0.057174695093548,-0.56953746,0.0,0.0,7,0.3536502546689304,1550
topiroxostat,0.1445692883895131,-0.0661123225664267,-0.1042188981759591,-0.01973793,0.0,0.0,7,0.3534616110167893,1551
diazepam,0.1215168539325843,-0.0344471382180359,-0.059512707861918,-0.52314556,0.0,0.0,7,0.3532729673646482,1552
rizatriptan,0.076441947565543,-0.0399969269208692,-0.079856254774913,-0.08249944,0.0,0.0,7,0.3531786455385776,1553
PA-824,0.0,-0.0623499337065791,-0.0533429462998536,-0.084083825,0.0,0.0,7,0.352895680060366,1554
estrone,0.1219288389513108,-0.0472768380578126,-0.0789246860434466,-0.06348168,0.0,0.0,7,0.35261271458215426,1555
metenkephalin,0.099438202247191,-0.0528665190990763,-0.0619678914886178,-0.08226794,0.0,0.0,7,0.35251839275608376,1556
dutasteride,0.0,-0.0309682093520745,-0.0561270952291815,-0.657169,0.0,0.0,7,0.35232974910394266,1557
KI-20227,0.0967790262172284,-0.0385753145878555,-0.0823075976407075,-0.08698109,0.0,0.0,19,0.35204678362573094,1558
bicalutamide,0.1209550561797753,-0.0695860096750946,-0.0667430903159804,-0.046854336,0.0,0.0,7,0.35204678362573094,1559
acebutolol,0.1191198501872659,-0.0396088576470457,-0.0539300227116601,-0.5288038,0.0,0.0,7,0.3510092435389549,1560
imiquimod,0.09,-0.0297261967131563,-0.0714675856028666,-0.4794543,0.0,0.0,7,0.3509149217128844,1561
RGFP-966,0.1198127340823969,-0.0830281769263093,-0.0706397763928113,-0.03297257,0.0,0.0,5,0.3509149217128843,1562
rutin,0.1095131086142321,-0.0548186974538874,-0.0762384370314175,-0.056594834,0.0,0.0,7,0.3504433125825316,1563
targinine,0.127565543071161,-0.0494655481693005,-0.0571468815294104,-0.12488942,0.0,0.0,7,0.35016034710432,1564
sotalol,0.1207303370786516,-0.0490077588204493,-0.0408698539230029,-0.6438893,0.0,0.0,7,0.35006602527824937,1565
fenobam,0.0925093632958801,-0.0554538626025985,-0.0873262250084118,-0.046052698,0.0,0.0,7,0.34978305980003777,1566
THZ-2-98-01,0.1442322097378277,-0.082455619494211,-0.1007920518409291,-0.015460344,0.0,0.0,15,0.34959441614789666,1567
3-deazaadenosine,0.0880898876404494,-0.04056423251524,-0.099680884605769,-0.07016804,0.0,0.0,7,0.34940577249575555,1568
disopyramide,0.0902996254681648,-0.0394900912531668,-0.0574535214971221,-0.5003683,0.0,0.0,7,0.34921712884361444,1569
AZD-1480,0.1149999999999999,-0.0580301881025324,-0.0502381944849709,-0.16380171,0.0,0.0,21,0.34902848519147334,1570
