drug,baseline,net_trace,weighted_trace,vae_score,genetic_support,sig_reproducibility,n_cell_lines,combined_score,combined_rank
NXY-059,0.0,-0.0187889728284908,0.0231677834337447,-0.0100776795,0.0,0.0,7,0.5857762686285607,455
diphenidol,0.068501872659176,0.0163066566033335,0.0127073912910951,-0.07374536,0.0,0.0,7,0.5856819468024901,456
felbinac,0.0,0.021480868236439,-0.0170486338142444,-0.026083622,0.0,0.0,7,0.5853989813242785,457
CC-401,0.0867602996254681,-0.0233045051617236,-0.0237692570408612,0.16149418,0.0,0.0,21,0.5853046594982079,458
warfarin,0.0,-0.015976121095142,-0.0203101785433524,0.09342402,0.0,0.0,7,0.5852103376721374,459
paroxetine,0.0746816479400749,0.0166304906023743,0.0169747828099008,-0.07992146,0.0,0.0,7,0.5851160158460668,460
anacetrapib,0.0,0.0160475706428087,0.0046725338984922,-0.062215198,0.0,0.0,7,0.5847387285417845,461
alagebrium,0.0817415730337078,-0.0137820198643192,-0.012264483484372,0.03076224,0.0,0.0,7,0.5847387285417845,462
milrinone,0.0,0.0170461382107084,-0.0208191328606732,-0.017558955,0.0,0.0,7,0.5845500848896434,463
idoxuridin,0.0,-0.0102894612349677,-0.0153069389321559,0.024396721,0.0,0.0,7,0.5838898321071496,464
chlorpromazine,0.0,-0.0016437241819846,-0.015399034380284,-1.5346332e-05,0.0,0.0,7,0.583795510281079,465
LY-2603618,-0.1000936329588015,0.0101999235629189,-0.0065545126902468,-0.03715137,0.0,0.0,19,0.5837011884550084,466
mannitol-D,0.093314606741573,0.0076283015486425,-0.0203057825609213,-0.0073990356,0.0,0.0,7,0.5836068666289379,467
sertindole,0.0,-0.0143674609768809,-0.0159298675045649,0.047101445,0.0,0.0,7,0.5829466138464441,468
ornidazole,-0.0623220973782771,-0.0004862168674487,-0.03970634809928,0.10588512,0.0,0.0,7,0.5828522920203735,469
butaclamol,0.073876404494382,-0.0230157854315569,0.0125082260596074,0.0058799894,0.0,0.0,7,0.5828522920203735,470
finasteride,0.0,-0.0007294524222145,-0.0065304896580721,-0.019275116,0.0,0.0,7,0.5825693265421619,471
MK-0812,0.082565543071161,0.0121512769711046,0.0027971666334474,-0.057722077,0.0,0.0,7,0.5823806828900208,472
valproic-acid,0.1178464419475655,-0.0031092622700619,-0.0010336128672339,-0.022404194,0.0,0.0,7,0.5818147519335974,473
cimetidine,0.0,-0.015301749164379,0.000979768420967,-0.0012863782,0.0,0.0,7,0.5814374646293152,474
SU-11274,-0.06812734082397,-0.0063845399643287,-0.0166061986917626,0.011823131,0.0,0.0,13,0.5814374646293152,475
CGP-12177,0.0,0.0086410896667319,0.0031218188962943,-0.053102,0.0,0.0,7,0.5812488209771741,476
delanzomib,0.0814606741573034,-0.0055092889808033,-0.0045416469823852,-0.01580439,0.0,0.0,7,0.5809658554989624,477
BMS-707035,-0.0778089887640449,-0.013434672448509,-0.0302230263120632,0.11177008,0.0,0.0,7,0.5806828900207508,478
buflomedil,0.0863295880149813,-0.0129299346221907,0.0027279689863209,-0.010964962,0.0,0.0,7,0.5806828900207508,479
elesclomol,0.0,-0.0022956099717166,-0.0375547450088079,0.09407002,0.0,0.0,7,0.5801169590643275,480
primaquine,0.0,0.0005434134569401,-0.0314295152725232,0.034804337,0.0,0.0,7,0.580022637238257,481
rilpivirine,0.0,-0.002181203021121,-0.0251100494848305,0.020431511,0.0,0.0,7,0.5800226372382569,482
PF-03758309,0.0,0.0187213175328279,0.0028484894234224,-0.07353506,0.0,0.0,21,0.5797396717600453,483
dexloxiglumide,0.078501872659176,-0.0288579449838799,-0.0199735251205234,0.16408888,0.0,0.0,7,0.5796453499339747,484
itraconazole,0.0,-0.0250219122037761,0.0013901109736608,0.024091417,0.0,0.0,7,0.5789850971514808,485
pevonedistat,0.1145692883895131,-0.0305041753660856,-0.0203097168980261,0.21769762,0.0,0.0,7,0.5788907753254103,486
balsalazide,0.097752808988764,0.0025044864956492,0.0238574653497506,-0.07026366,0.0,0.0,7,0.5787964534993397,487
oxybutynin,0.0775842696629213,0.016111320805537,-0.0029097280621604,-0.058263402,0.0,0.0,7,0.5787964534993397,488
febuxostat,0.0956367041198502,-0.0253698432997362,-0.0101356186145523,0.06427954,0.0,0.0,7,0.5786078098471986,489
UK-383367,-0.0619662921348314,0.0159550614571789,-0.0067280141772766,-0.051147524,0.0,0.0,7,0.5784191661950575,490
GSK-1904529A,-0.0953932584269663,-0.0105356235786837,-0.0302472693044678,0.08409814,0.0,0.0,15,0.578324844368987,491
BGT-226,-0.1165168539325842,0.0369310953447884,0.0238623190982589,-0.3724608,0.0,0.0,22,0.5780418788907753,492
tamsulosin,0.0862734082397004,0.0218197807887073,-0.0202597813514179,-0.031194989,0.0,0.0,7,0.5778532352386342,493
PF-04457845,0.0,-0.0132337180606165,-0.0331006632046501,0.11330768,0.0,0.0,7,0.5772873042822109,494
GSK-2126458,-0.0843071161048688,0.0303609459890394,0.0270022919133173,-0.3482534,0.0,0.0,15,0.5767213733257875,495
andarine,0.0,0.019285074046503,-0.0044150476340885,-0.06376659,0.0,0.0,7,0.576627051499717,496
haloperidol,0.0,0.0126147865305709,-0.0041002191883028,-0.05371212,0.0,0.0,7,0.5765327296736464,497
gabapentin,0.0,0.0159073487040004,-0.025589919218194,-0.017261716,0.0,0.0,7,0.5765327296736464,498
molindone,0.0,0.0287216897028097,-0.0182302130413649,-0.04332099,0.0,0.0,7,0.5764384078475759,499
fludroxycortide,0.0,-0.0074637716707759,-0.0022893318508704,-0.02004023,0.0,0.0,7,0.5763440860215053,500
siguazodan,-0.0759550561797752,0.0104541303526777,0.0159000708799659,-0.08313184,0.0,0.0,7,0.5762497641954348,501
tetrahydrouridine,0.0847565543071161,-0.0187551040563326,-0.0261809503468058,0.103079215,0.0,0.0,7,0.5762497641954348,502
daunorubicin,0.0,-0.0294250405115308,-0.0262780912761573,0.36071813,0.0,0.0,7,0.5759667987172231,503
MK-5108,0.0574344569288389,-0.0097176900005811,-0.0140296841871722,0.0058192667,0.0,0.0,7,0.5754951895868704,504
clofibrate,0.1065168539325842,-0.0258471929104505,-0.0107269523532312,0.05969543,0.0,0.0,7,0.5752122241086588,505
torcetrapib,0.0,0.0232874856206986,-0.0014827209155908,-0.07808381,0.0,0.0,7,0.5750235804565176,506
torin-2,-0.0944569288389513,0.027555268923362,0.0263145958531286,-0.36029065,0.0,0.0,13,0.5746462931522355,507
donepezil,0.0617041198501872,-0.01282919713446,-0.01903292825178,0.026881363,0.0,0.0,7,0.5746462931522354,508
L-690330,0.0,-0.0036899112758941,-0.0339308766472015,0.050197307,0.0,0.0,7,0.5743633276740238,509
alectinib,0.0829588014981273,-0.0037407421219747,-0.0278648085827621,0.022887617,0.0,0.0,21,0.5742690058479532,510
oxybuprocaine,0.0733520599250936,-0.0063627276822876,-0.0249968207681196,0.01994335,0.0,0.0,7,0.5739860403697415,511
PF-03814735,0.0,-0.0244918201800264,-0.031398757760588,0.2179209,0.0,0.0,7,0.5737030748915298,512
clofibric-acid,0.0,0.0006402555160893,-0.0152659878947824,-0.018574119,0.0,0.0,7,0.5733257875872477,513
VE-822,0.0,0.0177950359417611,0.0184286769618647,-0.12554689,0.0,0.0,2,0.5731371439351066,514
busulfan,0.0,-0.0224953317201761,-0.0085247409879776,0.026370393,0.0,0.0,7,0.5731371439351066,515
curcumin,0.0,0.0171223573212391,-0.0456316083866918,0.03853692,0.0,0.0,9,0.5729485002829654,516
KN-62,-0.1010674157303371,0.0723036970694837,0.0160620890795744,-0.53991455,0.0,0.0,5,0.5723825693265422,517
nepafenac,-0.045880149812734,-0.0144235562992404,-0.0352335156538662,0.1205795,0.0,0.0,7,0.5721939256744011,518
minaprine,0.0,-0.0145193662706539,-0.0162292909788391,0.02135068,0.0,0.0,7,0.5720996038483305,519
azithromycin,0.0720224719101123,-0.0037288199674917,-0.016601399785063,-0.008400809,0.0,0.0,7,0.5719109601961894,520
tacalcitol,-0.1084082397003745,-0.0283775086593584,-0.0250437787358191,0.15023656,0.0,0.0,7,0.5718166383701189,521
carglumic-acid,0.0,0.0119350119407325,-0.0260850958260312,-0.017719021,0.0,0.0,7,0.5715336728919072,522
brequinar,0.0,-0.0187878362508306,-0.0373569763308363,0.18862897,0.0,0.0,7,0.571345029239766,523
TWS-119,0.0,0.0039821831492255,0.0089520020336144,-0.0700508,0.0,0.0,13,0.5707790982833427,524
elacridar,0.0,-0.0024244822862548,-0.006387274967892,-0.029847037,0.0,0.0,7,0.5706847764572722,525
tenidap,-0.0612172284644194,0.004734267563474,-0.0044061068644793,-0.05056574,0.0,0.0,7,0.5702131673269194,526
TGX-221,0.0,0.0001809658879132,-0.031960825368123,0.01702841,0.0,0.0,13,0.5700245236747784,527
zonisamide,0.1004494382022471,-0.0307198288867117,0.0002229251883269,0.035642043,0.0,0.0,7,0.5700245236747783,528
sitagliptin,0.0965543071161049,-0.0191296972008331,-0.0243355453937639,0.06823188,0.0,0.0,7,0.5699302018487078,529
pramipexole,0.1117790262172284,-0.0111097581266228,-0.0174586630392374,0.008268524,0.0,0.0,7,0.5698358800226372,530
lofexidine,0.0,-0.0070875799408132,-0.0216292443510618,0.008371811,0.0,0.0,7,0.5697415581965667,531
JTE-907,0.0,0.0145942062781408,0.0133753142066619,-0.10648363,0.0,0.0,7,0.5695529145444256,532
quinapril,0.0,0.0123595189565112,-0.0140185849843554,-0.04390973,0.0,0.0,7,0.569458592718355,533
QL-XII-47,0.1059550561797752,-0.0271921029030833,-0.0266723721572356,0.13607268,0.0,0.0,15,0.5687983399358612,534
CO-102862,0.0,0.0136979326152873,-0.027132015095862,-0.020321174,0.0,0.0,7,0.5687040181097907,535
pidotimod,0.0863857677902621,0.002736294696799,-0.0039776609717661,-0.050669905,0.0,0.0,7,0.5685153744576495,536
balapiravir,0.1009550561797752,-0.0087122786392164,-0.0421601017257303,0.11607917,0.0,0.0,7,0.5684210526315789,537
ubenimex,0.0,0.024808828054783,-0.0139626398456008,-0.06286797,0.0,0.0,7,0.5679494435012262,538
linezolid,0.0913108614232209,-0.0175551716111377,-0.0092934229158623,0.0025024714,0.0,0.0,7,0.5678551216751556,539
apocynin,0.0,-0.0111424891274879,-0.030682194003262,0.052533455,0.0,0.0,7,0.5677607998490851,540
calpain inhibitor ii,0.0,0.0421623829135591,0.0101653664399504,-0.43809658,0.0,0.0,5,0.5676664780230145,541
10-DEBC,0.0,-0.017385592881468,-0.0073221267983574,-0.0023041219,0.0,0.0,7,0.5673835125448029,542
SB-271046,0.0,-0.0084358295577141,-0.023838838273078,0.010682048,0.0,0.0,7,0.566723259762309,543
tipiracil,0.0,-0.017751776428019,-0.0271645001387567,0.06654011,0.0,0.0,7,0.5665346161101679,544
rivaroxaban,0.0708988764044943,-0.0267358703846147,-0.0308039907296568,0.16401325,0.0,0.0,7,0.5663459724580268,545
smer-3,0.0,-0.0288645305429717,-0.0291112785710463,0.17229962,0.0,0.0,5,0.566063006979815,546
DMP-543,0.0819662921348314,0.0076656213943207,-0.0251538611856944,-0.020232514,0.0,0.0,7,0.5655913978494623,547
lenvatinib,0.066441947565543,-0.0078473423594234,0.0010399631330102,-0.037597544,0.0,0.0,7,0.5655913978494623,548
telcagepant,0.0,-0.0038946340586489,-0.0220544447664755,-0.0046894588,0.0,0.0,7,0.5654970760233918,549
acecainide,0.0,-0.0049423790652049,-0.0110094277746789,-0.024078103,0.0,0.0,7,0.5653084323712507,550
sufentanil,0.0920224719101123,-0.0087361678627601,0.0099809033895254,-0.04813746,0.0,0.0,7,0.565025466893039,551
danusertib,0.0,0.0321687326570957,0.003133839970165,-0.21077417,0.0,0.0,7,0.5649311450669684,552
cinepazide,0.0885393258426966,-0.0176119588760905,-0.033157663016239,0.10165813,0.0,0.0,7,0.5645538577626863,553
nefiracetam,0.0893445692883895,-0.009026043815368,-0.0135474603737272,-0.01242501,0.0,0.0,7,0.5644595359366157,554
miglitol,0.1123033707865168,-0.0061268313028204,-0.0048203818201802,-0.033574954,0.0,0.0,7,0.563987926806263,555
GDC-0980,0.0,0.0210094532160756,0.0088957866848519,-0.2095201,0.0,0.0,15,0.5637992831541219,556
rilmenidine,0.0,-0.0135762097401357,-0.0190516535463846,0.012625211,0.0,0.0,7,0.5636106395019808,557
budipine,-0.0622659176029962,0.0218858486748815,0.0138414331394821,-0.393383,0.0,0.0,7,0.5634219958498397,558
piketoprofen,0.0936142322097377,-0.0017510925903188,-0.0376212251075978,0.034393992,0.0,0.0,7,0.5632333521976985,559
cilostazol,0.0,0.0054374108319255,-0.0374047778246408,0.009053133,0.0,0.0,7,0.5627617430673458,560
elvitegravir,0.062940074906367,0.0013426436643549,-0.0160181743490153,-0.029080879,0.0,0.0,7,0.5627617430673457,561
zofenopril-calcium,0.0709550561797753,-0.0342065149429626,-0.011141647039261,0.075303055,0.0,0.0,7,0.5626674212412752,562
alaproclate,-0.059063670411985,-0.0069502836625217,-0.0093147172780907,-0.026430186,0.0,0.0,7,0.5623844557630636,563
"16,16-dimethylprostaglandin-e2",-0.0730711610486891,0.0063508149706135,-0.0133100961349399,-0.046931334,0.0,0.0,7,0.5617242029805697,564
acetazolamide,0.0,-0.0140438749895388,-0.0113875399405998,-0.0090154065,0.0,0.0,7,0.5613469156762875,565
ACY-1215,0.0,-0.0190141360506301,0.0077260141190836,-0.02494354,0.0,0.0,21,0.5609696283720053,566
gliclazide,0.0535205992509363,-0.0176324615742087,-0.0316240160586709,0.0762542,0.0,0.0,7,0.5607809847198642,567
WZ-3105,0.0,-0.0229353039228234,-0.0409136373017743,0.30065912,0.0,0.0,13,0.560592341067723,568
tetradecylthioacetic-acid,0.1147565543071161,-0.0145163963016881,-0.0192270347370048,0.010213426,0.0,0.0,7,0.560592341067723,569
tramadol,0.0,-0.0172137556858676,-0.0347283619158285,0.095829695,0.0,0.0,7,0.5604036974155819,570
pentamidine,0.051816479400749,-0.0019096774294277,-0.0188056695765931,-0.020301588,0.0,0.0,7,0.5603093755895114,571
tolfenamic-acid,0.0769475655430711,-0.0278118298268354,-0.026082801838624,0.10816665,0.0,0.0,7,0.5603093755895114,572
dexamethasone,-0.1055243445692883,0.0100604395620694,0.0082140882174437,-0.10837491,0.0,0.0,9,0.5600264101112997,573
halofantrine,0.0,-0.0221060176530531,-0.0377068904709302,0.15444365,0.0,0.0,7,0.5600264101112997,574
SK&F-10047-(+),0.0839138576779026,-0.0302883798811535,0.0131280054293276,-0.006546204,0.0,0.0,7,0.5600264101112997,575
acetylcysteine,0.0715168539325843,0.0002484799960887,-0.0192415961694581,-0.023860944,0.0,0.0,7,0.5596491228070175,576
etomidate,-0.0860299625468164,0.0015191685134755,-0.0083899442044723,-0.052263863,0.0,0.0,7,0.5590831918505942,577
bezafibrate,0.1008239700374531,-0.0222752781599127,-0.0291407832409799,0.08373349,0.0,0.0,7,0.558705904546312,578
ambrisentan,0.0,-0.002776952590854,-0.0053589658631091,-0.047513064,0.0,0.0,7,0.5585172608941709,579
AZD-7687,0.1055805243445693,-0.0021243331814649,0.0123873559605516,-0.07932578,0.0,0.0,7,0.5582342954159593,580
BIX-02189,0.1282771535580524,-0.0332088990216393,-0.0187226760770898,0.10501705,0.0,0.0,22,0.5580456517638182,581
idalopirdine,0.0,-0.0076106695033037,-0.0387238792455775,0.050029643,0.0,0.0,7,0.5575740426334653,582
medetomidine,0.071067415730337,-0.0230982917558471,-0.0037765208736057,-0.007065204,0.0,0.0,7,0.5571967553291831,583
pinitol,0.0,-0.0142025102165737,-0.045435543733606,0.14426434,0.0,0.0,7,0.557008111677042,584
butorphanol-(+)-tartrate,0.0870599250936329,0.0039204806195775,0.0179781465613112,-0.1265822,0.0,0.0,7,0.557008111677042,585
alizapride,0.1030149812734082,-0.0286422330629283,-0.0115437927623169,0.026295977,0.0,0.0,7,0.5569137898509715,586
tasquinimod,0.0818726591760299,-0.0062894085628777,-0.007034310165153,-0.03996475,0.0,0.0,7,0.5566308243727599,587
olmesartan-medoxomil,0.0702808988764044,-0.0251877963927752,-0.0270736665294095,0.07861535,0.0,0.0,7,0.5561592152424071,588
perindopril,0.0,0.0101688067963173,-0.0061581473221432,-0.07986512,0.0,0.0,7,0.5557819279381249,589
bardoxolone-methyl,0.0,0.0101533876526465,0.0118973776269262,-0.1976012,0.0,0.0,7,0.5556876061120543,590
oprozomib,0.0,0.0167497544238582,0.0059372548295698,-0.23974489,0.0,0.0,7,0.5554046406338427,591
withaferin-a,0.0709363295880149,-0.0283106820572958,-0.0323065674847299,0.13406865,0.0,0.0,15,0.5553103188077722,592
fluoxetine,0.0,0.0275215114429834,0.0098240245275208,-0.51473665,0.0,0.0,7,0.5550273533295604,593
dihydroergocristine,0.0,0.0043872536693178,-0.0263508756868272,-0.024196137,0.0,0.0,7,0.5549330315034899,594
zafirlukast,0.0,0.003066286483838,-0.0120473473576758,-0.055141788,0.0,0.0,7,0.5547443878513488,595
prednisone,0.0,-0.0005987087064114,-0.000159453205735,-0.06664107,0.0,0.0,7,0.5546500660252782,596
ORG-9768,0.0963857677902622,-0.0202751223907929,-0.0066618375513069,-0.011795534,0.0,0.0,7,0.5544614223731371,597
BIX-01338,0.0,0.0157597211986163,-0.0025372239467597,-0.10302848,0.0,0.0,5,0.5544614223731371,598
vortioxetine,0.0,-0.029073888703161,-0.0117052459041338,0.024510816,0.0,0.0,7,0.5541784568949255,599
piribedil,0.0866666666666666,-0.0124679315386473,-0.0420344323899027,0.09260533,0.0,0.0,7,0.5541784568949255,600
methiopril,0.106629213483146,-0.0090518634897902,-0.0135790236522945,-0.022992535,0.0,0.0,7,0.5541784568949254,601
API-001,0.0811235955056179,-0.0103572957837113,-0.0131890808862055,-0.022222744,0.0,0.0,7,0.5539898132427844,602
tracazolate,0.0,0.0392311088623537,0.0119799392664849,-0.6234222,0.0,0.0,7,0.5538011695906433,603
theophylline,0.0776779026217228,0.0316521935055429,-0.008422258376605,-0.1565802,0.0,0.0,7,0.5536125259385022,604
voriconazole,0.1055430711610486,-0.0058117725146934,-0.022342214510562,-0.016853051,0.0,0.0,7,0.5533295604602905,605
compound e,0.0,0.0183930562165133,-0.033934278340633,-0.02886355,0.0,0.0,5,0.5531409168081494,606
raltegravir,0.0,-0.0318164745734256,-0.018194234493801,0.068810605,0.0,0.0,7,0.5524806640256555,607
cyclobenzaprine,0.0985580524344569,-0.0036367817026129,0.0107036646659373,-0.082129404,0.0,0.0,7,0.5524806640256555,608
BMY-14802,0.0,-0.0305576575729538,-0.0282506936318927,0.11311554,0.0,0.0,7,0.5521033767213733,609
mitoxantrone,0.0,-0.019136582418983,-0.0479223432777821,0.236242,0.0,0.0,29,0.5519147330692322,610
sulpiride,0.0,-0.0338431455974288,-0.0016008293155007,0.014455214,0.0,0.0,7,0.5519147330692322,611
asymmetrical-dimethylarginine,0.0,-0.0266649789458193,-0.0147378382695707,0.01962061,0.0,0.0,7,0.5517260894170911,612
SR-2640,-0.0501123595505618,-0.0038842720454043,-0.0011162826741401,-0.06299249,0.0,0.0,7,0.5516317675910205,613
AS-601245,0.134625468164794,-0.0140237511161283,-0.0444792414248402,0.11077691,0.0,0.0,13,0.55153744576495,614
amitriptyline,0.0,-0.0317793579940573,0.0363418805032565,-0.02455299,0.0,0.0,7,0.55153744576495,615
asenapine,0.067003745318352,-0.0140983915754153,-0.0302465360887039,0.024796769,0.0,0.0,7,0.5514431239388794,616
alvimopan,0.0,-0.0089749168157673,-0.040141073382694,0.045900147,0.0,0.0,7,0.5509715148085267,617
swainsonine,0.0,-0.02370287149961,-0.0098981199599324,-0.0041717794,0.0,0.0,7,0.5508771929824561,618
cefoperazone,0.0,-0.0201299859800434,-0.0164844825402728,0.0006338716,0.0,0.0,7,0.5505942275042445,619
chlorpropamide,-0.0656179775280899,0.0282163891244443,-0.0114241091730709,-0.11794895,0.0,0.0,7,0.5502169401999623,620
tamoxifen,0.0684644194756554,-0.0156844338499997,-0.0144451772407752,-0.011296922,0.0,0.0,7,0.5501226183738918,621
mirodenafil,0.0,0.004771266795265,-0.0271922165813282,-0.029999496,0.0,0.0,7,0.5500282965478211,622
indacaterol,0.0,-0.0050417622998676,-0.0199731823455932,-0.024316566,0.0,0.0,7,0.5499339747217505,623
tetracaine,0.0686516853932584,-0.0272768177469122,-0.0375914769030071,0.14502612,0.0,0.0,7,0.5499339747217505,624
homochlorcyclizine,-0.0763295880149812,0.0285002931146789,0.014181952780166,-0.6322768,0.0,0.0,7,0.5497453310696095,625
semagacestat,0.0,0.023170887153084,-0.031246769946065,-0.046262175,0.0,0.0,9,0.5496510092435389,626
adenosine,0.0928277153558052,-0.0036323759076204,-0.0071705216779514,-0.056612134,0.0,0.0,7,0.5493680437653273,627
fluvoxamine,0.0773970037453183,-0.0074680415789676,-0.0165590038925546,-0.02762766,0.0,0.0,7,0.5488964346349745,628
rabeprazole,0.0763295880149812,-0.0035382390109977,-0.0144577186275135,-0.040710453,0.0,0.0,7,0.5487077909828334,629
CPI-613,0.0950374531835206,-0.0072090383270062,-0.0186571560869428,-0.023157176,0.0,0.0,7,0.5485191473306923,630
telmesteine,0.071441947565543,0.0092856418592928,-0.0048513627183984,-0.094956405,0.0,0.0,7,0.5472929635917752,631
emedastine,0.0,-0.0187195747069438,-0.0124104009446947,-0.015419826,0.0,0.0,7,0.5471986417657045,632
taranabant,0.0,-0.0306197942192699,-0.033144653809029,0.1306821,0.0,0.0,7,0.5468213544614223,633
mercaptopurine,0.0842696629213483,0.0051026537112053,-0.0330539924380013,-0.02128206,0.0,0.0,7,0.5468213544614223,634
rolipram,0.107378277153558,-0.0147131621427119,-0.0233661475491271,-0.002594894,0.0,0.0,9,0.5467270326353518,635
epirizole,0.0,-0.0057911555113582,0.0062910977275881,-0.08167982,0.0,0.0,7,0.546255423504999,636
betulinic-acid,0.0583520599250936,-0.0131676083801316,-0.0288870372094296,0.0063539078,0.0,0.0,7,0.5457838143746463,637
enoxolone,0.0517790262172284,-0.0068480994401847,-0.0058217956196437,-0.056327187,0.0,0.0,7,0.5457838143746463,638
diphenylpyraline,0.0,-0.0266975455368072,-0.0148586393172821,0.009592125,0.0,0.0,7,0.5455008488964346,639
cisapride,0.0654494382022472,-0.0068950660674278,0.0027722236577253,-0.07427943,0.0,0.0,7,0.5453122052442935,640
PHA-793887,0.0,-0.0261904746582486,-0.0435357396935425,0.18714482,0.0,0.0,17,0.5451235615921525,641
cefepime,0.0,-0.0310150029238485,-0.0216543406011493,0.060172413,0.0,0.0,7,0.5451235615921525,642
MBX-2982,0.0857865168539326,-0.0094850618301392,-0.013362713923419,-0.034781072,0.0,0.0,7,0.5447462742878703,643
CNQX,0.0710299625468164,-0.0217563369626896,0.0119689075090974,-0.04589936,0.0,0.0,7,0.5446519524617996,644
inosine,0.0,0.0302735540719678,0.0002619687367318,-0.54757327,0.0,0.0,7,0.5446519524617996,645
etoposide,0.0,-0.0255828110553624,-0.0456101558107081,0.23791504,0.0,0.0,9,0.544557630635729,646
AGI-5198,0.0,0.0120806008896602,-0.0292471817868128,-0.044417378,0.0,0.0,7,0.5444633088096585,647
vu0155056,0.0,0.038650048598849,-0.0116357204136693,-0.38003162,0.0,0.0,5,0.5440860215053763,648
tivantinib,0.0764606741573033,-0.0376247203301439,-0.0324196803238168,0.17283615,0.0,0.0,24,0.5439916996793058,649
KBG,0.0787265917602996,-0.038694889786179,-0.0238213025432111,0.10884094,0.0,0.0,7,0.5438973778532352,650
tyrphostin-AG-112,0.0,-0.0213382976838976,-0.0279003920361571,0.025793105,0.0,0.0,7,0.5438973778532352,651
altretamine,0.0,0.0023351343410573,-0.0262420870487564,-0.037342943,0.0,0.0,7,0.5438030560271646,652
sobetirome,0.0,2.8818691319938382e-05,-0.0333384821195381,-0.015980192,0.0,0.0,7,0.543520090548953,653
NVP-BGJ398,0.0,-0.0259180228996518,-0.0242653759032876,0.027203208,0.0,0.0,22,0.5432371250707413,654
sodium-tanshinone-ii-a-sulfonate,0.0675093632958801,-0.0005867550971364,-0.0295896114734648,-0.021557106,0.0,0.0,7,0.5430484814186003,655
moxifloxacin,0.0,-0.0133349040457574,0.0102862219684965,-0.06669372,0.0,0.0,7,0.5430484814186002,656
trehalose,-0.0596629213483146,-0.0031172621448352,-0.0316813647909646,-0.013907758,0.0,0.0,7,0.5428598377664592,657
LY-2334737,0.0,-0.0006546847100943,-0.0124611157275303,-0.0601558,0.0,0.0,7,0.5428598377664592,658
PF-573228,0.0,0.0377638621530975,-0.0152540309509059,-0.20708793,0.0,0.0,19,0.5427655159403886,659
salermide,0.0,0.0234909344452381,-0.0101222241476778,-0.25600585,0.0,0.0,5,0.5425768722882475,660
lomerizine,-0.0584082397003745,-0.0051301740360342,-0.0484216267438839,0.049032792,0.0,0.0,7,0.5425768722882475,661
metixene,0.0,0.0109453153283198,0.0096810639330595,-0.4978869,0.0,0.0,7,0.5425768722882475,662
tegobuvir,-0.0578838951310861,0.0123302047470185,0.0018318333449527,-0.38849396,0.0,0.0,7,0.5421995849839653,663
ticlopidine,0.0816104868913857,-0.0069771670869183,0.0017504224553369,-0.07540831,0.0,0.0,7,0.5421052631578948,664
naftidrofuryl,0.0,0.0068212717887524,-0.0132780724977051,-0.07871616,0.0,0.0,7,0.5421052631578946,665
metoprolol,-0.077191011235955,-0.0235452056047786,-0.020631929785152,0.008774817,0.0,0.0,7,0.5417279758536125,666
KIN001-055,-0.0770599250936329,0.0133200284063968,-0.0095760536265764,-0.11605996,0.0,0.0,19,0.5416336540275419,667
thiothixene,0.0638951310861423,-0.0271783426284773,-0.0128688479701569,-0.0027498794,0.0,0.0,7,0.5413506885493303,668
LDN-193189,0.1176404494382022,-0.0410720688484993,-0.015099772851308,0.06999247,0.0,0.0,13,0.5413506885493303,669
penitrem-a,0.0,0.0168975772218219,-0.0015882341264108,-0.41992256,0.0,0.0,7,0.5408790794189775,670
telotristat,0.0796629213483146,-0.0084980200958075,-0.0152540213642803,-0.039263092,0.0,0.0,7,0.5406904357668364,671
benfluorex,0.0964981273408239,-0.0194223088437666,-0.0040635105792742,-0.03308602,0.0,0.0,7,0.5405961139407659,672
balaglitazone,-0.0534082397003745,-0.0153169305478563,-0.0109401855381933,-0.031470727,0.0,0.0,7,0.5405961139407659,673
temozolomide,0.0791198501872659,-0.0122599473461887,-0.007641373528436,-0.0473549,0.0,0.0,7,0.5405017921146953,674
pomalidomide,0.0671161048689138,-0.0167446792143719,-0.0254424979053466,-0.0015596944,0.0,0.0,7,0.5405017921146953,675
AZD-7545,0.0,0.0096723112925135,-0.0148684134535988,-0.080630735,0.0,0.0,7,0.5403131484625542,676
LY-2874455,-0.0997940074906366,0.0149579091181552,-0.0072151217597089,-0.1921236,0.0,0.0,7,0.5403131484625542,677
picolinic-acid,0.0802059925093633,-0.0214679501916887,-0.0200255941715595,-0.0021318824,0.0,0.0,7,0.5403131484625542,678
saquinavir,0.0,0.0135039345044788,0.0012177743176349,-0.43935186,0.0,0.0,7,0.5402188266364837,679
sildenafil,0.0,0.0052543814061255,-0.0513188315810743,0.018008921,0.0,0.0,7,0.5401245048104131,680
epinastine,0.1134831460674157,-0.0083865181633067,-0.0235802428798014,-0.023628863,0.0,0.0,7,0.5400301829843426,681
ATN-161,0.0728651685393258,-0.0102283710727585,-0.0054288237064159,-0.056629367,0.0,0.0,7,0.539935861158272,682
SGI-1776,0.0,-0.0064717722604925,0.0204577101062423,-0.15942961,0.0,0.0,24,0.539747217506131,683
teriflunomide,0.0912734082397004,-0.0201425254630831,-0.0287948272793424,0.016127793,0.0,0.0,7,0.5396528956800604,684
nizofenone,0.0813295880149812,-0.0218879988364317,-0.0436527129797788,0.11251433,0.0,0.0,7,0.5394642520279193,685
