entrez,probe,log2FC,t_stat,se,pvalue,padj,n_uc,n_ctrl
1,229819_PM_at,0.18819310344827578,2.6310733546977874,0.06374974699455702,0.009780221716871281,0.024816808015517885,87,21
2,217757_PM_at,0.27044614121510513,4.047790785935385,0.05750174548262279,9.853883343975366e-05,0.0005214369126710379,87,21
9,214440_PM_at,-0.6592116584564884,-4.017637031239231,0.16381408037342293,0.00011012852285748966,0.0005732193805315398,87,21
10,206797_PM_at,-1.2207888341543498,-5.70116080056007,0.20283116109644814,1.0829369700943136e-07,1.2957117060728267e-06,87,21
12,202376_PM_at,2.95984039408867,9.29831630864198,0.2489860487713188,2.1308342669904207e-15,2.203943230971283e-13,87,21
13,205969_PM_at,-0.03045878489326803,-0.2501868578114727,0.10114416691662856,0.8029270998810268,0.8548109948630265,87,21
14,201511_PM_at,-0.24178587848932587,-3.2264168338678605,0.08043275698910692,0.001667732813681863,0.005728545476841178,87,21
15,207225_PM_at,-0.15241346469622385,-2.296759646672369,0.06711315323410286,0.02359828285445107,0.051167071751566255,87,21
16,201000_PM_at,0.49138193760262716,5.988655089447152,0.07362544886263384,2.935472926390646e-08,4.04398777680911e-07,87,21
18,209460_PM_at,-1.232303940886701,-6.9169410051428555,0.15830163144913403,3.625089467927614e-10,8.169142102045281e-09,87,21
19,1570279_PM_at,-0.1211318555008205,-2.731259184149783,0.05027821671547574,0.007391600829617866,0.019636407039839848,87,21
20,210099_PM_at,-0.25345599343185476,-4.33325478396605,0.07088686261293481,3.351499308875241e-05,0.00020450238060121424,87,21
21,204343_PM_at,0.038419211822661836,0.5747011054772008,0.06573012409782407,0.5667111980122709,0.6564817648517224,87,21
22,209620_PM_s_at,-0.21559540229885066,-3.0900534459244136,0.10783673598029897,0.0025562954733642884,0.008178441517081456,87,21
23,200045_PM_at,0.13179770114942713,2.0615483785085456,0.07151863094703496,0.041697315074801705,0.0813531805133995,87,21
24,1569102_PM_at,-0.4160006568144503,-4.238835187173872,0.09908606790251012,4.812379093337417e-05,0.00027984836017850645,87,21
25,202123_PM_s_at,-0.10813924466338243,-1.299751871569913,0.1019065571401556,0.19650547575855487,0.2854131057346322,87,21
26,203559_PM_s_at,-0.5932500821018056,-3.244149145192717,0.13152113241384458,0.0015761687238895399,0.005458232387823808,87,21
27,231907_PM_at,0.47405714285714406,2.5662940123044167,0.17499503325716795,0.011675741652094465,0.02867316896294204,87,21
28,216716_PM_at,-0.5130003284072266,-3.366390994729027,0.1613302846214337,0.001061815616050146,0.003906264191679682,87,21
29,212895_PM_s_at,-0.6641044334975383,-7.6848015340402975,0.10555089426693037,8.151314130980158e-12,2.926503626486741e-10,87,21
30,214274_PM_s_at,-0.6840525451559945,-9.088395052619068,0.08114446402988976,6.3118913519512804e-15,5.624676471042578e-13,87,21
31,212186_PM_at,0.15027569786535544,1.738576134802026,0.08375890886035868,0.08501289559837574,0.14556346683351992,87,21
32,49452_PM_at,-0.5695597701149442,-4.058291363227528,0.16070264563462194,9.478427400410399e-05,0.0005048302883417259,87,21
33,206069_PM_s_at,-0.15743776683087196,-3.982057950194608,0.04785966049902066,0.00012548256661567346,0.0006398079053561246,87,21
34,202502_PM_at,-0.8856147783251238,-6.162264919774758,0.1671566734978653,1.3161564496450139e-08,1.9887738233175072e-07,87,21
35,202366_PM_at,-1.3242771756978646,-10.014250183152894,0.15228370576722836,5.189526584832566e-17,8.790865234957085e-15,87,21
36,205355_PM_at,-0.5790049261083761,-5.091953939475341,0.10133330573780232,1.5479647363150427e-06,1.3665196926020902e-05,87,21
37,200710_PM_at,-0.39137668308702445,-3.722309761925683,0.12825861803184083,0.0003179977004151234,0.0014071366096412032,87,21
38,205412_PM_at,-1.0248096880131339,-8.43441427942223,0.1284805876724974,1.8242226217244957e-13,1.052872792696791e-11,87,21
39,209608_PM_s_at,-0.36819441707717715,-3.1204458581106485,0.11844459908884587,0.0023267493555462772,0.007564804265774232,87,21
40,206690_PM_at,-0.1838486042692944,-2.8786801965336504,0.06237460960961078,0.0048313255280137855,0.013869390078100372,87,21
41,37953_PM_s_at,-0.0169019704433504,-0.26353077815858034,0.07592156006496334,0.7926531144491091,0.8465745687504003,87,21
43,205378_PM_s_at,0.4725027914614133,3.2483525253959256,0.1338145836678277,0.0015551630041387872,0.005396761829863242,87,21
47,210337_PM_s_at,0.36903957307060686,4.123963874580365,0.09141394379543093,7.423223490041775e-05,0.0004074655630594259,87,21
48,207071_PM_s_at,0.03334614121510526,0.5180620125944125,0.05155756055823321,0.6054946425509787,0.6905316999223962,87,21
49,207427_PM_at,-0.26975287356321953,-4.509944923665162,0.06957088480684984,1.6809759733591123e-05,0.00011197297343845122,87,21
50,200793_PM_s_at,-0.5333221674876825,-5.441762362883377,0.09645482313454402,3.4243136965107e-07,3.5640350752250896e-06,87,21
51,213501_PM_at,-1.6842702791461415,-9.02739361483037,0.1982599561759433,8.64987077618461e-15,7.371926472257648e-13,87,21
52,201629_PM_s_at,0.18305665024630358,1.3004859146567271,0.1865136145716356,0.19625483494974175,0.28510961140310437,87,21
53,202767_PM_at,0.12981133004925915,1.5122708512639118,0.08896885184306011,0.13344071512625366,0.2092768612068006,87,21
54,204638_PM_at,0.541236617405584,4.234970727317534,0.12105074948685013,4.883652905653893e-05,0.000283420734761193,87,21
55,231711_PM_at,1.405571756978654,8.962388741949033,0.164579067737279,1.2098485993884141e-14,9.909710496337886e-13,87,21
