entrez,probe,log2FC,t_stat,se,pvalue,padj,n_uc,n_ctrl
1,8039748,0.02153040185995181,0.3219410279463909,0.06477152217624342,0.7483068072532282,0.831029923010632,74,11
2,7960947,1.2177481026744488,5.0578379377157985,0.2591585272627725,2.4979393917131777e-06,1.992359814181976e-05,74,11
9,8144857,-0.6874186817837833,-5.283489437732279,0.11517974284089001,1.0027585096313937e-06,8.797816876586572e-06,74,11
10,8144866,-1.2659902846117914,-6.115852042882737,0.1176267457526252,3.016184342428727e-08,3.9024965663206235e-07,74,11
12,7976496,2.7723213456609317,8.684086995072686,0.13961978715976045,2.800196699285461e-13,1.2986351554343116e-11,74,11
13,8083415,0.2694691733525789,1.4643307249762911,0.08279924809623823,0.14688103690379845,0.25721973030993817,74,11
14,8058914,-0.4285512465270269,-4.998714053745,0.06643896306546586,3.1631890026756716e-06,2.464441441353595e-05,74,11
15,8010071,-0.027234846724815576,-0.3957965065898966,0.05771762947646209,0.6932707196690205,0.7907954387022375,74,11
16,8002347,0.6040963260491417,6.823416646042923,0.05686300614919944,1.3457816157328183e-09,2.5013935319367063e-08,74,11
18,7993126,-1.0525657648280111,-9.88140048800866,0.1008486815296656,1.1329155448656545e-15,9.759509766288276e-14,74,11
19,8162940,0.23485217246805945,1.4589044407069065,0.13222694552780265,0.14836556706168616,0.2592051613479319,74,11
20,8165345,-0.5656639798648673,-7.455744633550476,0.0957376445877109,7.802762131460815e-11,1.9640987615089703e-09,74,11
21,7998784,0.03706007415110779,0.5996637528442116,0.047550777270112796,0.5503639064344903,0.6776222077541355,74,11
22,8173629,-0.44002526883292337,-4.664271857366808,0.0561782770531459,1.1724549079585654e-05,7.895194532085504e-05,74,11
23,8117929,-0.02101322489311741,-0.4688803840543843,0.02897598375279953,0.6403843711135605,0.7504514928024004,74,11
24,7917798,0.02425767673464474,0.4901327911640969,0.03231008750080835,0.6253330641433285,0.738381983910158,74,11
25,8158725,-0.35803397787714886,-4.773712047930463,0.05291247855769325,7.674538713213915e-06,5.408939408473699e-05,74,11
26,8137271,-0.6892159141339071,-2.91737751542111,0.11766902985544483,0.004539928915421301,0.014931779993727355,74,11
27,7922610,0.42883004845700246,3.4664925182359427,0.059174895506074084,0.0008376716463045495,0.003452436487719246,74,11
28,8164853,-0.7239625692297285,-3.644715096111626,0.13277319187577302,0.00046546356569852107,0.002057643510583252,74,11
29,8010983,-0.5400235790417689,-6.590837864339977,0.05462228993673019,3.779824128742842e-09,6.158094655999853e-08,74,11
30,8086201,-0.6920508581068798,-7.504091744793708,0.11124804149930785,6.263931087677369e-11,1.625981549784917e-09,74,11
31,8014487,0.13684095513882077,1.5881828917422407,0.07504244539838673,0.1160473509241866,0.2141996399073579,74,11
32,7958466,-0.8657198655712541,-9.342813511365375,0.07534971250640214,1.3460475153783337e-14,8.640689571691188e-13,74,11
33,8058591,-0.07637082294471575,-1.4750279081619875,0.05978517781259033,0.14398838993438606,0.2533549551327233,74,11
34,7902367,-1.2488059514336598,-10.869954954189513,0.11839723644296063,1.2538360236033813e-17,1.751788044405867e-15,74,11
35,7959220,-1.3080874896597052,-9.06918888566829,0.13030347975205137,4.747119477059437e-14,2.6005142809090675e-12,74,11
36,7931168,-1.0415595329877139,-6.764357525964834,0.09303893682894492,1.7508036840843466e-09,3.1401145686716663e-08,74,11
37,8004271,-0.4786948489373479,-5.717972731842835,0.0842293832207475,1.6501415777051828e-07,1.7552945534821733e-06,74,11
38,7943605,-1.6566800602960683,-14.0191916404952,0.0885378901182293,1.3487158559977583e-23,9.542021200773928e-21,74,11
39,8123137,-0.4069169831191637,-2.514657710237245,0.1436689228745618,0.013844854552377982,0.03852461117788056,74,11
40,8014144,-0.07812495395823049,-1.4662701843623156,0.06669523072127598,0.14635325159209644,0.2565354970714752,74,11
41,7955317,0.031106385636363143,0.43566295626338913,0.0845122546249332,0.6642122200282528,0.7687568653108062,74,11
43,8141648,0.2501568109017196,1.5994980252594704,0.11211965356145674,0.11350990420822611,0.2105092768952557,74,11
47,8015460,0.21193994585872034,2.720391293773957,0.057019616314833994,0.007941063020609113,0.024136766687504044,74,11
48,8154733,0.26272230214004644,2.5300551104688145,0.13742418953618288,0.01329417187272684,0.037207120874666516,74,11
49,8054766,-0.6719196188660934,-5.757003282073741,0.08651198222231599,1.399342219868966e-07,1.5141857303964486e-06,74,11
50,8073430,-0.7681317578611768,-7.379310731572209,0.06410421871832336,1.1037280004545442e-10,2.6595045993561234e-09,74,11
51,8018558,-1.7168653458624057,-13.166495197051228,0.16479393373138512,4.992586888648087e-22,2.274157523579811e-19,74,11
52,8039961,-0.21760540767076186,-3.172751446899117,0.04681038327534187,0.0021176397260899587,0.007732896570606557,74,11
53,7947815,0.162736773063882,2.3576847456625383,0.05041754810281925,0.02074230932242774,0.05385517838598948,74,11
54,8034304,0.740760329571251,4.943902292338572,0.16629667240110818,3.932611825163869e-06,2.9801095809104145e-05,74,11
55,8082673,1.0840269663882074,5.259635071149456,0.19805495007109775,1.10525775525123e-06,9.595830516348275e-06,74,11
56,7952503,-0.07993539594717447,-1.7258432196670972,0.04820516975002705,0.0880967008116352,0.17285393372761013,74,11
58,7924910,0.1077891274410323,1.8032608342370566,0.05823725924399395,0.07497614843519958,0.15248360169830313,74,11
59,7934906,0.5703710242063895,2.2355952786835065,0.23240718597326335,0.02806310666162389,0.06928164100618588,74,11
60,8137979,0.1866824770147435,6.271248049731142,0.02434345307757971,1.5368841371186678e-08,2.1445434883537533e-07,74,11
70,7987315,0.10616287507739575,1.4748465101319324,0.06449969764312637,0.1440370687802161,0.2534271977924623,74,11
71,8019183,0.10413995057739633,2.7931852091059857,0.025808733372108136,0.0064782168078914865,0.020247548199643545,74,11
72,8042788,-0.08629875242383456,-0.23994346349520454,0.27665447866598797,0.8109656843257599,0.8768650517087818,74,11
81,8028524,-0.16131426339066124,-2.4000597726929946,0.041925464509131705,0.018629820606167226,0.04933727260244286,74,11
86,8084067,-0.275178611934888,-2.788068161851277,0.05157118649460678,0.006572366765920811,0.02048405096076472,74,11
87,7979824,0.7145661634176896,7.45639266363168,0.0747014380330174,7.77983350365088e-11,1.959810785328781e-09,74,11
88,7910727,-0.12942024450982803,-2.792922975254333,0.05445628992116643,0.006483011533191055,0.020258725636845124,74,11
89,7941662,-0.1263307176830457,-2.125364697667094,0.0662044824026496,0.036528949808680156,0.08602523755447623,74,11
90,8056005,0.6926730591253065,8.651173816057572,0.05151835938691257,3.2587070258385203e-13,1.4762741965011238e-11,74,11
91,7955535,-0.6601160740331675,-7.152130182469186,0.05121013099287179,3.0821276765813546e-10,6.707258475241047e-09,74,11
92,8045587,-1.1868864201339075,-9.734753248643283,0.09382445027243766,2.2202513317169584e-15,1.818418652272224e-13,74,11
93,8078805,-0.3035250862837824,-5.78309279873416,0.052685587487679514,1.2530347056028474e-07,1.3683385888573361e-06,74,11
94,7955562,-0.010888417213759993,-0.09572393341460494,0.09140949722544017,0.9239705735738178,0.9530293511069515,74,11
95,8080168,-0.5738627401117942,-3.429211886382003,0.11069104241645415,0.000945020890788735,0.003831240509693613,74,11
97,7980265,-0.3640760067297286,-4.924265431391257,0.0723711498322079,4.250458234751647e-06,3.199099982389357e-05,74,11
98,8041982,0.09051753398525708,1.4033404383317754,0.07106910293777996,0.16424548105463652,0.2801913983187346,74,11
100,8066431,0.8000988512334146,6.512005288946958,0.06206632523995481,5.352352286163809e-09,8.375360857389128e-08,74,11
101,7937150,0.6640839352493861,4.044016424995395,0.07290119577868538,0.0001170772861323589,0.0006102815855074692,74,11
102,7989224,-0.25828750838820547,-4.670894451883482,0.05389545711903554,1.1429322222099317e-05,7.710444766265906e-05,74,11
103,7920531,0.4582945550061428,7.703733882140219,0.03904077102433314,2.522941447750425e-11,7.191859139641612e-10,74,11
104,8069178,0.6989625823366108,6.235467729251677,0.06397593532088448,1.7958551333290373e-08,2.457439296027043e-07,74,11
105,7931764,-0.00372661855774048,-0.06186940759009799,0.06929672654213245,0.9508155741754147,0.9700187312743376,74,11
107,8132667,0.1396271369557729,2.42928246310128,0.05216544110861669,0.017286859628734195,0.04631773299770887,74,11
108,8104394,-0.00516629347911568,-0.11948454229798755,0.026164894258423332,0.9051802206410209,0.9408011970354523,74,11
