gene_id,gene_symbol,log2FC,pvalue,n_datasets,padj
1,A1BG,0.00023200735,0.9830551141881163,1,1.0
10,NAT2,-2.4722587e-05,0.3281830050558069,1,0.6591637315128221
100,ADA,-0.0030802293,0.009611297408630993,1,0.08449751056608781
1000,CDH2,0.0037036047,0.40352249767138026,1,0.7544549343821636
10000,AKT3,0.00718148,0.15984890078082226,1,0.5389536402979095
100008586,GAGE12F,0.0,,1,1.0
100009676,ZBTB11-AS1,-0.008604396,0.605337277885547,1,0.9947851244322625
10001,MED6,0.000927262,0.9613212932756013,1,1.0
10002,NR2E3,-0.00020832312,0.8114442842606947,1,1.0
10003,NAALAD2,-0.00014236197,0.16744024487041564,1,0.5456108989799779
100037417,DDTL,-0.014515828,0.03499363419803352,1,0.21130134615277443
10004,NAALADL1,-0.00025766625,0.39247320195473456,1,0.7404317197241567
100048912,CDKN2B-AS1,0.013312032,0.09090351224849853,1,0.38944531061593896
100049587,SIGLEC14,-0.0016713875,0.30267264846014486,1,0.6591637315128221
10005,ACOT8,0.0029780865,0.863235776012665,1,1.0
10006,ABI1,0.0002283603,0.995165944412442,1,1.0
10007,GNPDA1,-0.13647279,4.427225802024209e-07,1,2.5945041745755117e-05
100073347,MIMT1,0.0,,1,1.0
10008,KCNE3,-0.026382912,0.03283206262402105,1,0.20251015578549295
10009,ZBTB33,-0.028037498,0.043853401908647,1,0.2450068491622914
100093630,SNHG8,-0.37914175,6.837471519787908e-05,1,0.0016906237403879183
100093698,GS1-600G8.3,0.0,,1,1.0
1001,CDH3,-0.0050728284,0.7095088965677366,1,1.0
10010,TANK,-0.18218553,1.0654431690620934e-06,1,5.384138633911373e-05
100101115,TTTY21B,0.0,,1,1.0
100101116,TTTY1B,0.0,,1,1.0
100101117,TTTY2B,0.0,,1,1.0
100101118,TTTY8B,0.0,,1,1.0
100101120,TTTY7B,0.0,,1,1.0
100101121,TTTY23B,0.0,,1,1.0
100101267,POM121C,-0.03440299,0.20929477135118102,1,0.6098314417899601
100101467,ZSCAN30,-0.011620073,0.09871162695391585,1,0.40949809068358056
10011,SRA1,-0.18748684,2.954031069795538e-05,1,0.0008405321274049882
100113386,UCKL1-AS1,-0.0030193292,0.0039250797953534165,1,0.04329656579799679
100113404,LINC00583,0.0,,1,1.0
100113407,TMEM170B,-0.0062056533,0.17586778614310816,1,0.5578930225447869
100124412,FAM138E,-1.6396536e-05,0.3281828576259116,1,0.6591637315128221
100124700,HOTAIR,0.0,,1,1.0
100125288,ZGLP1,-0.00040704908,0.8115047796850601,1,1.0
100126572,GJE1,0.0,,1,1.0
100126693,LINC00322,0.0,,1,1.0
100126791,EGOT,6.494741e-05,0.9841077323204024,1,1.0
100126793,GHRLOS,-0.0017489747,0.1251933717687513,1,0.4700189704702494
100127888,SLCO4A1-AS1,-8.67032e-05,0.19221032751063916,1,0.5841262320759805
100127967,KRT73-AS1,0.0,,1,1.0
100127983,C8orf88,-0.0011894712,0.009170657191418354,1,0.08166027281294058
100128025,WWTR1-AS1,0.0007127924,0.786194443185057,1,1.0
100128054,PLCE1-AS1,-2.4722587e-05,0.3281830050558069,1,0.6591637315128221
100128055,SMARCA5-AS1,-0.001563821,0.7110601760146132,1,1.0
100128071,FAM229A,-0.0045265397,0.2900858383404272,1,0.6591637315128221
100128081,JAZF1-AS1,-1.6396536e-05,0.3281828576259116,1,0.6591637315128221
100128098,ST8SIA6-AS1,0.0,,1,1.0
100128126,STAU2-AS1,0.0,,1,1.0
100128127,ADGRA1-AS1,0.0,,1,1.0
100128139,LINC01233,2.0475694e-05,0.9107930687045412,1,1.0
100128176,UST-AS1,0.0,,1,1.0
100128191,TMPO-AS1,-0.0074188807,0.0007806554854329371,1,0.012095907426235406
100128252,ZNF667-AS1,0.014133338,0.1167768789619157,1,0.4510788725523761
100128260,WASIR1,0.0,,1,1.0
100128262,TNK2-AS1,-5.381578e-05,0.3281830050558069,1,0.6591637315128221
100128264,HTR5A-AS1,0.0,,1,1.0
100128285,DNM1P35,0.0002688201,0.7703193942704338,1,1.0
100128327,TRAPPC3L,-0.00019084378,0.12824065581058944,1,0.4764974795008948
100128385,FAM225B,-0.0007871437,0.28464370041310194,1,0.6591637315128221
100128505,ASTN2-AS1,0.0,,1,1.0
100128511,NEBL-AS1,-0.010915914,0.005877304098058529,1,0.05878928070554853
100128553,CTAGE4,-0.0018584342,0.010151656217703225,1,0.0880742920518214
100128560,MYHAS,0.0,,1,1.0
100128574,ARMCX3-AS1,-0.000802786,0.4115899570113074,1,0.7650263105931325
100128590,SLC8A1-AS1,0.0,,1,1.0
100128640,ACVR2B-AS1,-0.0028761816,0.0023893510810163755,1,0.02938592264032304
100128675,HPN-AS1,-1.6396536e-05,0.3281828576259116,1,0.6591637315128221
100128682,LINC01531,0.0,,1,1.0
100128688,GPR50-AS1,0.0,,1,1.0
100128731,OST4,-0.66256315,5.163477177704679e-08,1,4.445725939316282e-06
100128750,RBPMS-AS1,-0.17510496,8.854573013969212e-07,1,4.6061130240270146e-05
100128787,LINC01349,0.0,,1,1.0
100128788,SRRM2-AS1,0.001051056,0.8185464138600704,1,1.0
100128811,GPR158-AS1,0.0,,1,1.0
100128822,LINC01003,-0.024292503,0.0032639388985411842,1,0.03753335656234816
100128830,LINC01165,0.0,,1,1.0
100128881,VPS9D1-AS1,-0.0014418385,0.009814878736866253,1,0.08581762621822828
100128890,FAM66B,-0.0052025993,0.1585711285111191,1,0.5379162747090085
100128893,GATA6-AS1,0.08321797,0.005429540036679276,1,0.055395776018602474
100128927,ZBTB42,-0.03945721,0.00798224556203165,1,0.07386104345896649
100128946,LINC01310,-0.00011904525,0.16810650410721661,1,0.5462398286457343
100128977,MAPT-AS1,0.0,,1,1.0
100129060,SEMA3F-AS1,-0.00016305626,0.08393706359016845,1,0.37155181483366145
100129075,KTN1-AS1,-0.0025187284,0.28212953717084843,1,0.6591637315128221
100129128,KHDC1L,0.0,,1,1.0
100129195,ZSCAN16-AS1,-0.074421644,0.006823668421116211,1,0.06576916378972979
100129196,MATN1-AS1,-0.011695031,0.131187822364945,1,0.48279009975458387
100129213,SLC39A12-AS1,0.0,,1,1.0
100129239,CXorf51A,0.0,,1,1.0
100129269,LINC01160,0.010093075,0.3266950664609979,1,0.6591637315128221
100129278,TDRD15,0.0,,1,1.0
100129347,LINC00484,-0.0005764946,0.052998275780241196,1,0.27715215626192585
100129361,SMIM10L1,-0.08952916,1.9437014019071208e-07,1,1.3236228584051523e-05
100129387,GABPB1-AS1,-0.056436613,0.22668121435863187,1,0.6378821109669225
100129427,DDC-AS1,0.0,,1,1.0
100129464,LINC01546,0.0,,1,1.0
100129480,MKRN2OS,0.0019103372,0.6558933784010632,1,1.0
100129520,TEX13C,0.0,,1,1.0
100129543,ZNF730,-0.0011787511,0.005002420637889106,1,0.05193156960024808
100129583,FAM47E,0.0022933949,0.8568412572169364,1,1.0
100129597,LINC00462,0.0,,1,1.0
100129631,IGHV2OR16-5,0.0,,1,1.0
100129654,TCF24,0.0,,1,1.0
100129662,FGF13-AS1,0.0,,1,1.0
100129669,IZUMO3,0.0,,1,1.0
100129716,ARRDC3-AS1,-0.008478731,0.3583528514010851,1,0.6979634802845516
100129726,LINC01126,-0.00018617806,0.18889129577677644,1,0.579293795612231
100129781,MIR193BHG,0.0020559547,0.6753286759317942,1,1.0
100129792,CCDC152,-0.018653039,0.2556865875513963,1,0.6591637315128221
100129794,SLC25A21-AS1,-0.010643594,0.03736723608971122,1,0.22072416944604553
100129836,COL4A2-AS2,-0.00019950022,0.18142241127968162,1,0.5665366293577162
100129842,ZNF737,0.05308314,0.10682843905998178,1,0.42867961599893406
100129845,PCOLCE-AS1,-0.00033607497,0.1740064578989019,1,0.5555072898555484
100129858,SCOC-AS1,0.0045049223,0.4157740626541305,1,0.7701569478644612
100129961,CCNT2-AS1,-0.00089726364,0.8447643490107,1,1.0
100129995,LINC01460,-0.0016253402,0.2350768895001326,1,0.6496631838978958
10013,HDAC6,0.008324154,0.8059485480882309,1,1.0
100130086,HSFX2,0.0,,1,1.0
100130155,MIR124-2HG,0.0,,1,1.0
100130197,EFCAB14-AS1,-2.6907888e-05,0.32818297556982445,1,0.6591637315128221
100130231,LINC00861,-0.00019258715,0.5772984722072587,1,0.9631759699074159
100130274,CCDC166,-0.00032592987,0.2546485402693144,1,0.6591637315128221
100130275,TFAP2A-AS1,-0.00033700044,0.24208346167027572,1,0.6591637315128221
100130301,C8orf89,-4.1119125e-05,0.17076442655951773,1,0.5500736312915835
100130311,C17orf107,-0.003687616,0.10585641379306526,1,0.42665063296089595
100130361,CXorf49,0.0,,1,1.0
100130418,CECR7,-0.00091995974,0.3999186465496476,1,0.7497368496894458
100130480,LINC01387,0.0,,1,1.0
100130519,TMEM221,0.0,,1,1.0
100130522,PARD6G-AS1,0.011319267,0.5309944558360337,1,0.9090988531685238
100130557,NFYC-AS1,0.0063925665,0.4198992555598493,1,0.7755476927480871
100130581,LINC00910,-0.008772522,0.2898921720325338,1,0.6591637315128221
100130613,PRR32,-0.00028645364,0.16192145475090636,1,0.5404268510797143
100130733,LRRC70,0.002402704,0.3844585321736116,1,0.7304012978813583
100130742,LRRC69,0.00034705465,0.7516074810800307,1,1.0
100130771,EFCAB10,-0.009455011,0.0040285172643999365,1,0.04417446949901415
100130776,AGAP2-AS1,-0.008433149,0.0024110801093215235,1,0.02960123972045395
100130827,SBK3,0.0,,1,1.0
100130855,USP3-AS1,-0.00202945,0.001301566646786448,1,0.018253102814468444
100130890,TSTD3,-0.0050690565,0.7497854252851106,1,1.0
100130894,VAC14-AS1,-0.00015460767,0.10626402642457494,1,0.42738509203646086
100130954,LINC01502,0.0,,1,1.0
100130958,SYCE1L,-0.030183703,0.040870672213118804,1,0.23444411382866664
100131017,ZNF316,-0.0065437667,0.6586349103647802,1,1.0
100131067,CKMT2-AS1,-0.01074126,0.27838129388706556,1,0.6591637315128221
100131094,DPP9-AS1,0.0003888309,0.22630307723276522,1,0.6373587126731696
100131117,ZBTB20-AS1,-7.6295786e-05,0.32818288711188726,1,0.6591637315128221
100131137,BSPH1,0.0,,1,1.0
100131187,TSTD1,-0.33646673,1.0711761223249053e-05,1,0.0003620523716713324
100131193,CCDC183-AS1,0.0013561698,0.544034669677143,1,0.9240548777416243
100131208,SNAP25-AS1,-9.258839e-05,0.18010469006116325,1,0.5647426168688201
100131211,NEMP2,-0.0048456322,0.4615955519979934,1,0.8263811750263946
100131213,ZNF503-AS2,-0.0009556506,0.8699426004791444,1,1.0
100131234,MIR181A1HG,0.011841041,0.11871429289503249,1,0.45503146187054466
100131244,ANKRD63,0.0,,1,1.0
100131366,LINC00605,0.0,,1,1.0
100131378,C11orf91,-0.001302868,0.02630391219797326,1,0.17377819786569776
100131390,SP9,0.0,,1,1.0
100131439,CD300LD,0.0,,1,1.0
100131551,LINC00887,-0.00015460767,0.10626402642457494,1,0.42738509203646086
100131608,PRR23D1,0.0,,1,1.0
100131691,MZF1-AS1,-0.0029140739,0.6168540836342493,1,1.0
100131733,USP30-AS1,-0.0026168018,0.5609823993029175,1,0.9441822575558012
100131755,ARMCX4,-0.012916031,0.15350357987287053,1,0.5277535695850408
100131801,PET100,-0.21250647,0.0005594364680255802,1,0.009257145062641442
100131825,CADM3-AS1,-6.960008e-05,0.32818309351376485,1,0.6591637315128221
100131827,ZNF717,-0.017026167,0.1008316362959715,1,0.41478009256179643
100131902,KRTAP25-1,0.0,,1,1.0
100131980,ZNF705G,0.0,,1,1.0
100132015,TEX13D,0.0,,1,1.0
100132074,FOXO6,-0.0018617056,0.114479489217149,1,0.4459246542224484
100132103,FAM66E,-0.00020573533,0.7857522383879099,1,1.0
100132116,ACTA2-AS1,-2.4722587e-05,0.3281830050558069,1,0.6591637315128221
100132159,CALML3-AS1,0.0,,1,1.0
100132163,PHKA2-AS1,0.0002615811,0.7714111254204858,1,1.0
100132169,WASIR2,0.0,,1,1.0
100132234,LINC00543,-1.6396536e-05,0.3281828576259116,1,0.6591637315128221
100132247,NPIPB5,0.00799001,0.7465341084689159,1,1.0
100132386,KRTAP4-9,0.0,,1,1.0
100132396,ZNF705B,0.0,,1,1.0
100132399,GAGE12D,0.0,,1,1.0
100132403,FAM157B,-0.01490074,0.06817370149157245,1,0.32584108108934845
100132406,NBPF10,0.0072766203,0.5955190154954074,1,0.9841330780836477
100132463,CLDN24,0.0,,1,1.0
100132464,FAM99B,0.0,,1,1.0
100132476,KRTAP4-7,0.0,,1,1.0
100132501,LINC01415,0.0,,1,1.0
100132529,TAT-AS1,-0.00054227246,0.01677583744810027,1,0.12665346184864373
100132565,GOLGA8F,0.0,,1,1.0
100132618,ZRANB2-AS1,-0.00010947456,0.2146162973543725,1,0.6180160955236264
100132707,PAXIP1-AS2,-0.010781979,0.21431324061025536,1,0.617665425253217
100132774,KDM4A-AS1,0.00044610392,0.4544047056326773,1,0.8178821415960328
100132891,MSC-AS1,-2.6907888e-05,0.32818297556982445,1,0.6591637315128221
100132923,FAM66D,0.00031396822,0.7308878308135772,1,1.0
100132948,FAM27C,-0.02315076,0.01122079798099568,1,0.09493751118691787
100132963,SMIM9,0.0,,1,1.0
100132967,FAM223A,0.0,,1,1.0
100132987,LINC00856,-0.0020448111,0.11453489709052295,1,0.44605460257008955
100132994,CXorf49B,0.0,,1,1.0
100133036,FAM95B1,-0.0013891549,0.32192758915026887,1,0.6591637315128221
100133053,CXorf51B,0.0,,1,1.0
100133093,FAM25G,-9.188059e-05,0.3281828576259116,1,0.6591637315128221
100133123,LINC01203,0.0,,1,1.0
100133161,LINC01001,-0.02960339,0.022712085575850822,1,0.1569897517299003
100133172,FAM66A,-0.00053679175,0.18640499950076472,1,0.5749677370348529
100133205,LINC00240,-0.0076641226,5.631499864441186e-05,1,0.0014435272359312034
100133251,PRR23D2,0.0,,1,1.0
100133311,HOXA-AS3,0.0,,1,1.0
100133545,MRPL23-AS1,0.0,,1,1.0
100133612,LINC01134,0.009122669,0.3760551558084053,1,0.7205876553399181
100133941,CD24,0.18951026,0.034658157857452764,1,0.2096813284779135
100133957,UXT-AS1,-0.002767394,0.06873118964468428,1,0.3274248956622769
100133991,MAP3K14-AS1,-0.0014595147,0.6546430500490731,1,1.0
100134015,UBOX5-AS1,-2.8866702e-05,0.32818309351376485,1,0.6591637315128221
100134259,LINC01119,-0.0011663307,0.07561625499258692,1,0.34774354729366336
100134444,KCNJ18,0.0,,1,1.0
100134713,NDUFB2-AS1,-0.0018806191,0.46301567507018615,1,0.8279076764241247
100134934,TEN1,-0.0016106013,0.9003920518578672,1,1.0
100137047,JMJD7,-0.011649112,0.08444992075049229,1,0.3728631631189269
100137049,PLA2G4B,-0.00050774345,0.26938341189202764,1,0.6591637315128221
10014,HDAC5,-0.0168036,0.3082429550814143,1,0.6591637315128221
100141515,C17orf99,-0.00011985834,0.16852556129667529,1,0.5468652060787114
100142659,CTAGE8,-0.0015991381,0.008079159345110217,1,0.07448088998301515
100144596,LINC00029,0.0,,1,1.0
100144597,LINC01056,0.0,,1,1.0
100144602,EPHA5-AS1,0.0,,1,1.0
100144604,LINC00930,0.019780768,0.007079139242274286,1,0.06760153567544468
100144748,KLLN,-0.0018709691,0.0039043658065156654,1,0.043157737899031316
10015,PDCD6IP,-0.007352084,0.8655620786031591,1,1.0
100151643,KRTAP20-4,0.0,,1,1.0
10016,PDCD6,-0.14283216,0.0005819539334564007,1,0.009530737233875111
100169752,TEX36-AS1,0.0,,1,1.0
100169851,PATE3,0.0,,1,1.0
10017,BCL2L10,-7.6295786e-05,0.32818288711188726,1,0.6591637315128221
100170229,SRRM5,-0.00078000245,0.1396200128729088,1,0.5002950111751517
100170765,ERICH4,-0.00040444874,0.1603315807307768,1,0.5394190500405764
10018,BCL2L11,-0.054312464,0.0001670593917380537,1,0.0034893637757152044
100188893,TOMM6,0.0,,1,1.0
100188949,LINC00426,-0.0002533638,0.17645804556720812,1,0.5590090269962722
100188953,LINC00092,-0.0006045337,0.19293324152783986,1,0.5852226889345932
100188954,DNMBP-AS1,0.00010866264,0.9376677845882809,1,1.0
100189589,DCTN1-AS1,-0.00038631045,0.06566390396578463,1,0.3176893466331102
10019,SH2B3,0.0008350415,0.8807657391714937,1,1.0
100190938,RAMP2-AS1,-0.0008453892,0.07535355154526942,1,0.34691644327234794
100190939,TPT1-AS1,-0.009020392,0.5466830223563459,1,0.9271097752758423
100190949,C5orf52,0.0,,1,1.0
100191040,C2CD4D,0.0016864367,0.48715074957527715,1,0.8564793924297275
100192378,ZFHX4-AS1,0.0,,1,1.0
100192379,PP12613,-5.9795308e-05,0.32818288711188726,1,0.6591637315128221
100192386,FLJ16779,0.0,,1,1.0
1002,CDH4,0.0042062397,0.1563070125610536,1,0.5333221121872971
10020,GNE,-0.0035121879,0.5421648790397182,1,0.9221026847376049
10021,HCN4,-6.0515733e-05,0.3281830050558069,1,0.6591637315128221
100216545,KMT2E-AS1,-0.016803965,0.4270783822009472,1,0.7843689815341721
100216546,LINC01004,-0.055978924,0.0007154432405388558,1,0.011289742532790876
10022,INSL5,-8.2566665e-05,0.3281830640277771,1,0.6591637315128221
10023,FRAT1,-0.0085815145,0.38238967020542736,1,0.7277355695493367
10024,TROAP,-0.0004489432,0.010720989261506986,1,0.09160258699016777
10025,MED16,-0.03918749,0.10103699947155115,1,0.4151923029857084
10026,PIGK,-0.03536805,0.00796094854694281,1,0.07372250140660593
100270679,LINC01432,0.0,,1,1.0
100270680,CASC11,-0.0009021738,0.22131689064170823,1,0.6290774047784334
100271702,LINC00940,-0.00031962752,0.09053312745684992,1,0.38837809517470734
100271715,ARHGEF33,0.0031702819,0.10296478731547241,1,0.4195825619821354
100271846,ERVV-2,0.0,,1,1.0
100271849,MEF2B,0.0028412763,0.3047349964799465,1,0.6591637315128221
100271873,AIRN,-0.00051857205,0.1821371006950231,1,0.5675847311324893
100271927,RASA4B,-0.00451052,0.40623000436866064,1,0.7582134991312132
100272147,CMC4,-0.00999637,0.27245242741846465,1,0.6591637315128221
100286844,BCDIN3D-AS1,-0.001887919,0.07357715057597465,1,0.3418605347512848
100286938,VPS13A-AS1,-0.000106861815,0.8767641184051645,1,1.0
100287045,FAM90A26,-0.00010101837,0.21502319070301534,1,0.6184052056178516
100287082,GACAT2,0.0,,1,1.0
100287098,TONSL-AS1,-0.0002041085,0.26893598077623126,1,0.6591637315128221
100287114,LINC00421,0.0,,1,1.0
100287128,IGHV1OR15-2,0.0,,1,1.0
100287144,USP17L10,0.0,,1,1.0
100287178,USP17L11,0.0,,1,1.0
100287205,USP17L12,0.0,,1,1.0
100287216,SH3RF3-AS1,-1.6396536e-05,0.3281828576259116,1,0.6591637315128221
100287226,ZNF729,0.0,,1,1.0
100287227,TIPARP-AS1,0.0007516481,0.9670210487631835,1,1.0
100287238,USP17L13,0.0,,1,1.0
100287284,MANSC4,0.0,,1,1.0
100287314,LINC00941,-0.00012467366,0.20815417076072784,1,0.6082931958949799
100287327,USP17L17,0.0,,1,1.0
100287364,USP17L18,0.0,,1,1.0
100287366,OSTM1-AS1,0.0,,1,1.0
100287372,IGHV3OR16-13,0.0,,1,1.0
100287399,POTEB2,0.0,,1,1.0
100287404,USP17L19,0.0,,1,1.0
100287441,USP17L20,0.0,,1,1.0
100287478,USP17L21,0.0,,1,1.0
100287482,SMKR1,0.0010894849,0.4338338652679967,1,0.7927177694138897
100287513,USP17L22,0.0,,1,1.0
100287559,ADPGK-AS1,-0.010817356,0.16596445796492465,1,0.5435597056068812
100287616,LOXL1-AS1,-0.0032843386,0.0177392848057886,1,0.13186411428995853
100287718,ANKRD66,0.0015169346,0.2921967357341294,1,0.6591637315128221
100287722,AP4B1-AS1,-9.188059e-05,0.3281828576259116,1,0.6591637315128221
100287765,LINC00630,0.016952213,0.24041325617538434,1,0.6585153579694579
100287814,LINC00582,0.0,,1,1.0
100287879,LINC00994,-0.000353397,0.21997985353128735,1,0.6267166513834947
100287898,TTC34,0.0010498575,0.5144452320050237,1,0.8890794255439988
100287902,LGALS8-AS1,0.00024181744,0.7664938651258578,1,1.0
100287932,TIMM23,-0.10217317,0.0013825987384837464,1,0.019159525680185335
100288072,SDR42E2,-0.005062467,0.30466995443439404,1,0.6591637315128221
100288079,GS1-279B7.1,0.0,,1,1.0
100288122,LDLRAD4-AS1,0.0,,1,1.0
100288142,NBPF20,-0.010369517,0.01603640022486972,1,0.1224986559283593
100288198,HMGN3-AS1,-0.0016699145,0.4090911587630137,1,0.7618041074215287
100288287,KRTAP22-2,0.0,,1,1.0
100288323,KRTAP21-3,0.0,,1,1.0
100288332,NPIPA5,-0.003483201,0.38624323209554234,1,0.7328104316781376
100288346,NCAM1-AS1,0.0,,1,1.0
100288413,ERVMER34-1,-0.0060837,0.0001998018468520708,1,0.0040173311599815235
100288428,LMCD1-AS1,-0.0014592013,0.3634288615604292,1,0.7042994586005076
100288485,MTRNR2L7,0.0,,1,1.0
100288520,USP17L15,0.0,,1,1.0
100288687,DUX4,0.0,,1,1.0
100288730,PAN3-AS1,-0.0005385914,0.6663485671897156,1,1.0
100288797,TMEM239,0.0,,1,1.0
100288801,FRG2C,0.0,,1,1.0
100288814,CLDN34,0.0016906008,0.34405730917709276,1,0.6797502472645686
100288831,SRGAP3-AS3,0.0,,1,1.0
100289019,SLC25A25-AS1,-0.012422371,0.006737989558714118,1,0.06515757208469555
100289087,TSPY10,0.0,,1,1.0
100289092,ATP2A1-AS1,-0.0022188076,0.02839435599137863,1,0.18328605121294997
100289137,FAM95C,-0.002256731,0.2511664004338192,1,0.6591637315128221
100289178,GNG12-AS1,-0.00059549365,0.025820165401810393,1,0.1715786076705034
100289211,LINC00624,-0.00042125757,0.012043258174410482,1,0.0999426036809836
100289373,UBAC2-AS1,-0.0025122948,0.35456636535982233,1,0.6929832503861928
100289388,KCTD21-AS1,0.006537173,0.5236613654790254,1,0.9003959167831892
100289410,MCF2L-AS1,-0.0032173358,0.1326847286494052,1,0.48603059328009973
100289462,DEFB4B,-0.0029392499,0.17851668871316473,1,0.5619523346318981
100289509,KCNIP2-AS1,-9.188059e-05,0.3281828576259116,1,0.6591637315128221
100289635,ZNF605,-0.01157934,0.39322288391793236,1,0.7414075975613629
100289678,ZNF783,0.0061690453,0.5286578525537889,1,0.9064039244168879
100292680,LINC00942,0.0,,1,1.0
100293516,ZNF587B,-0.0065540606,0.0963237492940308,1,0.4034538275239354
100294720,NHEG1,-0.00027396268,0.10125325004878326,1,0.4155850000198514
1003,CDH5,0.014229583,0.1681573163105472,1,0.5462489287271934
100302257,MIR1539,0.0005455797,0.4888584072497171,1,0.8585719291283209
100302401,RASAL2-AS1,0.00913232,0.25039250664597257,1,0.6591637315128221
100302526,FAM41AY2,0.0,,1,1.0
100302640,LINC00882,0.0014500036,0.3820020188137311,1,0.7272872682528521
100302652,GPR75-ASB3,-7.6295786e-05,0.32818288711188726,1,0.6591637315128221
100302691,LINC00184,0.00012377628,0.3281828576259116,1,0.6591637315128221
100302692,FTX,0.034201387,0.2896640574982866,1,0.6591637315128221
100302736,TMED7-TICAM2,-0.00019029687,0.04133719946407389,1,0.23620427597026963
100303453,TSNAX-DISC1,-0.00015462273,0.25090774216762823,1,0.6591637315128221
100303491,ZEB2-AS1,-0.00017884056,0.08607779774215449,1,0.3767171258351572
100303755,PET117,-0.01583352,0.4255946410061541,1,0.7826768798615643
100306951,PITPNA-AS1,-0.054486513,0.00010764103585207953,1,0.002450056409640274
100309464,OTX2-AS1,0.0,,1,1.0
100310812,SPDYE2B,0.0013483841,0.1811953180355501,1,0.5662451449475095
100310846,ANKRD61,-0.00036587275,0.135197068269336,1,0.4916829495002721
100310869,IGKV2OR2-7D,0.0,,1,1.0
100316868,HOTTIP,0.0,,1,1.0
100316904,SAP25,-0.0019925442,0.8427720058211254,1,1.0
100329135,TRPC5OS,-0.00016269324,0.23254656759283054,1,0.6462468850230005
100359394,LINC00102,0.0,,1,1.0
10036,CHAF1A,-0.014486602,0.09307207658570248,1,0.39480406516317
100379174,MACROD2-AS1,0.0,,1,1.0
100379249,BOK-AS1,-0.002973259,0.0255844801886193,1,0.1703820696698736
100379251,NPPA-AS1,-0.008767349,0.00018741014891019897,1,0.0038251458430307705
100379345,MIR181A2HG,-0.00038770214,0.96924591106543,1,1.0
100379571,BACE1-AS,-0.00742191,0.38290511535175276,1,0.728420618579823
10038,PARP2,0.023101382,0.1441009214588742,1,0.5089971957995469
100381270,ZBED6,-0.0031106006,0.7416802142655141,1,1.0
10039,PARP3,0.017413907,0.4896361603907239,1,0.8595939609327724
1004,CDH6,-0.000113717586,0.14398918266961241,1,0.5088133811059848
10040,TOM1L1,-0.0507887,0.03313190274371813,1,0.2035683871490153
100419743,DBET,0.0,,1,1.0
10042,HMGXB4,-0.02413965,0.16227178120464514,1,0.5404268510797143
100422836,MIR3180-3,-2.4722587e-05,0.3281830050558069,1,0.6591637315128221
100422870,MIR3180-1,0.0012406971,0.35578134963432784,1,0.6946248834962037
100422956,MIR3180-2,0.0,,1,1.0
100422960,MIR3179-1,-2.4722587e-05,0.3281830050558069,1,0.6591637315128221
100423006,MIR3179-3,-0.00027861685,0.03490755806746886,1,0.21088581806943452
100423062,IGLL5,-0.0016820272,0.03661815008739615,1,0.21780005296941032
10043,TOM1,-0.13967586,0.0026677250783465546,1,0.03202637333278208
100431172,KLRF2,0.0,,1,1.0
10044,SH2D3C,-0.011161735,0.19223861560058075,1,0.5841592867487837
10045,SH2D3A,0.025153533,0.27884982747458753,1,0.6591637315128221
10046,MAMLD1,-0.0005391686,0.3158491177512046,1,0.6591637315128221
100462977,MTRNR2L1,-0.00016011443,0.8718957898996903,1,1.0
100462983,MTRNR2L3,0.0,,1,1.0
100463285,MTRNR2L4,-0.00020598559,0.07599035071534394,1,0.34883990498999495
100463289,MTRNR2L5,0.0,,1,1.0
100463482,MTRNR2L6,-1.6396536e-05,0.3281828576259116,1,0.6591637315128221
100463486,MTRNR2L8,-0.00531625,0.2885195578670483,1,0.6591637315128221
100463488,MTRNR2L10,0.0,,1,1.0
100463489,MTRNR2L11,0.0,,1,1.0
100463498,MTRNR2L12,-0.023238324,0.07614350956217988,1,0.3492008170304693
100463500,MTRNR2L13,0.0,,1,1.0
10047,CST8,0.0,,1,1.0
10048,RANBP9,-0.07031634,6.334650414616228e-05,1,0.0015899912647994504
10049,DNAJB6,-0.016159296,0.530194763347769,1,0.9082568957979614
100498859,LINC00881,0.0007464662,0.6457858780166774,1,1.0
100499171,LINC00276,0.0,,1,1.0
100499177,THAP9-AS1,0.0069064647,0.839342788808199,1,1.0
100499183,BAALC-AS1,0.018659107,0.017374583638106518,1,0.12984391386938907
100499227,USP2-AS1,0.0005800525,0.7040647953221906,1,1.0
100499405,LINC00987,-0.00025813474,0.03611071431830111,1,0.21578102564061652
100499483,CCDC180,0.00303635,0.7827774174686486,1,1.0
1005,CDH7,0.0,,1,1.0
10050,SLC17A4,0.0,,1,1.0
100500852,MIR3180-4,-0.00053627,0.09106031054019523,1,0.38963663746883187
100500938,CCDC179,-9.188059e-05,0.3281828576259116,1,0.6591637315128221
100505385,IQCJ-SCHIP1,0.122522675,3.2664738051303366e-05,1,0.0009127727467002678
100505474,LINC01539,0.0,,1,1.0
100505475,SYNE1-AS1,-0.0006558951,0.6472393313277875,1,1.0
100505477,LINC01602,0.0,,1,1.0
100505483,PRKAG2-AS1,-0.019794231,2.0252624874969363e-05,1,0.0006130595022015621
100505495,PCAT19,-0.0012448791,0.40895022137069803,1,0.7616663204884154
100505518,EDNRB-AS1,-0.0076038092,0.32365377720046973,1,0.6591637315128221
100505532,LINC01301,-0.0040607657,0.6671684073581148,1,1.0
100505536,ISM1-AS1,-2.6907888e-05,0.32818297556982445,1,0.6591637315128221
