,pearson,cmap,net_trace,reversal_rank,scrna_rank
AGI-6780,0.032549304097935564,-0.0894298245614035,-0.0389776835256736,1238,531.0
AGK-2,-0.06671825254515798,0.0,-0.0210592786265374,878,1469.0
AGP-103,-0.050921344448193656,0.0,-0.0558405132325637,1506,1316.0
AICA-ribonucleotide,0.040055760193451216,-0.08864035087719298,-0.0534287284608821,1476,459.0
AKT-inhibitor-1-2,-0.05854659414626198,0.11100877192982458,-0.0378287871755082,1219,1391.0
ALW-II-38-3,0.005602059620787716,-0.0974122807017544,-0.0564536586547985,1514,786.0
ALW-II-49-7,0.011081747834938612,0.0,-0.078951913181367,1702,734.0
ALX-5407,0.0845375078640964,-0.13802631578947372,-0.0631218175828909,1593,118.0
AM-24,0.017214378694849708,-0.07557017543859651,-0.0278344782167153,1019,670.0
AMD-11070,-0.015942067329491376,0.0,-0.0573995648932645,1527,995.0
AMG-208,0.06188725257142548,-0.1321052631578947,-0.0205027404513178,871,281.0
AMG-232,-0.021318755541178697,0.0,-0.038989941678,1240,1039.0
AMG-487,0.005178393209147605,0.0,-0.0442787721195553,1350,788.0
AMG-517,-0.07988940718301489,0.15912280701754383,-0.0157482980302542,785,1570.0
AMG-837,0.0779099788964672,-0.14162280701754387,-0.0347940471583077,1168,152.0
AP-26113,-0.08576384558975335,0.11188596491228064,0.0491474192330198,82,1609.0
APD-668,0.0013202222041139879,0.0,-0.013158848647894,721,834.0
API-001,0.0850590092867991,-0.14197368421052634,-0.0103572957837113,663,111.0
AR-A014418,0.031053744352745553,-0.09583333333333333,0.0027075001812932,430,542.0
ARN-509,-0.06638183859295184,0.08285087719298244,-0.0249851668083136,955,1465.0
ARP-101,0.07838195447043612,-0.15789473684210525,-0.0147351873003046,765,145.0
ARRY-334543,0.007715205840329417,0.0,-0.0125259641456913,703,763.0
AS-601245,-0.025891535264648394,0.0,-0.0140237511161283,747,1085.0
AS-605240,-0.04853146661410016,0.06311403508771929,0.0673550714064886,40,1289.0
AS-703026,-0.12832424463938116,0.14118421052631577,0.0233911963270768,201,1754.0
ASA-404,0.06841694460818198,-0.11504385964912281,-0.0288450565141027,1041,229.0
ASC-J9,-0.05398246178505814,0.12649122807017543,-0.0185882955665667,823,1344.0
AST-1306,0.06402633129257385,-0.13543859649122808,0.0749161705699212,35,263.0
AT-13387,-0.07181024950974457,0.1932017543859649,0.0453550159456131,91,1514.0
AT-7519,-0.08183251278210181,0.08570175438596489,-0.0742804724880283,1676,1586.0
AT-9283,-0.04400087170311024,0.13464912280701752,0.0089154859961519,359,1243.0
AT7867,0.01869224215464139,-0.06596491228070177,0.1059524010112165,8,660.0
ATN-161,-0.010213395881200285,0.09057017543859647,-0.0102283710727585,659,944.0
AV-412,-0.022103130377204495,0.0,0.017494874186552,259,1047.0
AV-608,-0.007675953637217888,0.0,-0.0437366742014271,1332,920.0
AVL-292,-0.055774163953647066,0.1150877192982456,0.0391013287496834,121,1368.0
AVN-944,-0.13855552777796562,0.20925438596491228,-0.0040057627762894,555,1761.0
AZ-20,-0.028758584322783054,0.13973684210526316,-0.0642158826101258,1608,1107.0
AZ-628,-0.11972514633573789,0.1096052631578947,0.0187093381445363,245,1745.0
AZD-1208,-0.08228086129746624,0.1275438596491228,-0.0627234536005612,1589,1589.0
AZD-1480,-0.047671245797723215,-0.06850877192982457,-0.0580301881025324,1535,1282.0
AZD-1981,0.011617730738200882,0.0887719298245614,0.0197783625786669,233,729.0
AZD-2014,-0.10591361645765338,0.1755263157894737,-0.0614481132846506,1570,1715.0
AZD-3514,0.044428336188572885,0.0,0.0001345607074534,482,427.0
AZD-4547,-0.030671454382366334,0.0,0.0407645179857662,108,1122.0
AZD-5363,-0.1098103829957597,0.155219298245614,-0.0201659021569946,859,1727.0
AZD-5438,0.014347356614973215,-0.10219298245614034,-0.0868933872973114,1727,702.0
AZD-6482,0.02221159485726195,0.0,-0.051504500651326,1450,619.0
AZD-7545,-0.038319435922079995,0.1399122807017544,0.0096723112925135,351,1189.0
AZD-7687,0.06572565880385234,-0.13175438596491226,-0.0021243331814649,525,249.0
AZD-7762,0.03316624774873466,0.0,0.0294559589917467,168,525.0
AZD-8055,-0.09031225474553334,0.18464912280701753,-0.0185563258177311,821,1635.0
AZD-8330,-0.1048147463351135,0.0955701754385965,0.0764236811305565,32,1708.0
AZD-8931,-0.06393369459124286,0.09302631578947365,-0.03909488684085,1248,1439.0
AZD-9668,0.055972514402860836,-0.07464912280701749,0.0210455414253661,222,333.0
BAY-87-2243,-0.025201277804151212,0.0,-0.0094655126356275,650,1077.0
BAY-K8644,0.017436669593722663,-0.10421052631578948,-0.01335594446549,734,669.0
BCI-540,0.09343905447380794,-0.1400877192982456,-0.0118128897184669,691,55.0
BGT-226,-0.061372452797776735,0.17307017543859649,0.0369310953447884,127,1424.0
BI-2536,0.07968090056456338,-0.10815789473684212,0.0924666501319442,17,143.0
BIBX-1382,0.010932317390278817,-0.10495614035087722,0.0461325810291385,88,737.0
BIIB-021,-0.07669972864779313,0.21171052631578946,0.0329542429040942,149,1553.0
BIX-01294,-0.004309986804626445,0.0,0.0196674624750683,235,894.0
BIX-01338,0.09034508524160448,-0.15021929824561409,0.0157597211986163,284,76.0
