,pearson,cmap,net_trace,reversal_rank,scrna_rank
CC-930,-0.05229435954773796,0.07982456140350876,0.05191819256901,76,1326.0
CEP-32496,-0.055471224927775786,0.10039473684210529,0.0232486468188229,205,1364.0
CEP-37440,-0.09891014542383188,0.16342105263157897,-0.0012686344603817,511,1687.0
CG-930,0.04603763570308906,-0.14495614035087714,-0.0131640016349022,722,411.0
CGK-733,0.08483142640512001,-0.10644736842105262,-0.0202174159618074,861,114.0
CGP-12177,-0.03585796733694512,0.09780701754385968,0.0086410896667319,363,1172.0
CGP-60474,-0.0840309962009284,0.09035087719298246,-0.0613685039644613,1567,1598.0
CGS-20625,-0.07333081353772368,0.13842105263157894,-0.0658513208365556,1619,1524.0
CHIR-99021,0.05955138151600993,0.0,-0.0609784701339684,1564,299.0
CI-966,0.04867369292634503,-0.1033333333333333,-0.0115057545585289,685,392.0
CI-976,0.04446622558677973,-0.128640350877193,-0.0408278566553675,1292,426.0
CL-218872,0.0752780010950266,-0.1079824561403509,-0.0053449998719623,574,178.0
CNQX,0.03051120237042136,-0.09999999999999996,-0.0217563369626896,894,547.0
CO-102862,0.11177640893041593,-0.1724561403508772,0.0136979326152873,300,18.0
CP-466722,0.03763360448359492,0.0,-0.09862159696086,1747,486.0
CP-724714,-0.03352136057860417,0.08364035087719299,-0.0442363367112393,1347,1150.0
CP-945598,-0.026421396446977774,0.08039473684210524,-0.0236100510388909,928,1087.0
CPI-1189,0.0389757651441207,-0.13030701754385962,-0.0568469009767532,1520,472.0
CPI-613,0.07544026835681983,-0.1306140350877193,-0.0072090383270062,611,173.0
CT-7758,-0.04457921159011125,0.06342105263157896,-0.0531149233122164,1473,1250.0
CTB,0.0535443832287756,-0.0820175438596491,-0.0726439160978158,1665,353.0
CTS-1027,-0.06639591824751545,0.09899122807017544,-0.0128479990864065,715,1466.0
CX-4945,-0.01512791652819951,0.0,-0.02771969094576,1013,991.0
CX-516,-0.005892191429982307,0.07500000000000001,-0.0515309094068749,1452,903.0
CX-5461,0.011393434756779171,-0.10206140350877196,-0.0845517747764018,1719,732.0
CYT-997,-0.07962594956418653,0.1444736842105263,-0.0213848408795392,886,1569.0
CYT387,0.014588595349986475,0.07692982456140351,-0.0762564238961541,1686,699.0
D-4476,0.07976254125894361,0.0,0.0976207984674886,11,142.0
D-serine,0.07794917228825862,-0.15320175438596492,-0.0233509087959788,921,150.0
DMP-543,0.023859918332503772,-0.09504385964912279,0.0076656213943207,369,602.0
DMP-777,0.06682643326540416,-0.13807017543859648,-0.0293637499511143,1052,238.0
DPCPX,-0.05880678111736788,0.13223684210526318,0.01146111984926,329,1394.0
DPI-201106,0.028732798367075582,0.06280701754385962,0.0330103271079667,146,558.0
DU-728,0.02847895001973449,0.0,-0.0905278284649808,1737,563.0
E-2012,-0.023573884038515906,0.07521929824561405,-0.0592108831322402,1551,1058.0
EMD-1214063,-0.12519547378521034,0.1830701754385965,0.0375963921356862,125,1751.0
EMD-53998,-0.057374649439537496,0.10153508771929823,-0.0368553749120399,1200,1383.0
ENMD-2076,-0.024915299004186906,0.09442982456140353,0.0147118739874098,291,1073.0
EPZ-005687,0.019589220120025317,0.0,0.0284137637730722,174,647.0
EVP-6124,-0.0795114936530674,0.1494298245614035,0.0088255650290294,360,1568.0
EX-527,0.043972527489885394,0.0,-0.0261327969252913,978,429.0
FK-866,0.04153557666960181,-0.08504385964912281,0.012832964533616,312,449.0
FK-888,0.013616455880512903,0.07631578947368423,0.0217137729654851,218,711.0
FPL-55712,0.022472907500401304,-0.11491228070175441,-0.0321866612900455,1121,613.0
FPL-62064,0.057842735537490385,-0.13236842105263152,-0.0395882657189116,1261,318.0
FR-180204,0.07797981052196643,-0.16285087719298247,-0.0439519634764605,1339,149.0
GDC-0068,-0.08084997064042332,0.15131578947368418,-0.0148419841346863,768,1575.0
GDC-0152,-0.007711519058504738,0.09600877192982454,-0.021943112803342,900,922.0
GDC-0834,0.07530292553128629,-0.10350877192982455,-0.0012735363519039,512,176.0
GDC-0879,0.1129582092172518,-0.12890350877192983,-0.0242944457009599,942,15.0
GDC-0941,-0.057503451626754624,0.14425438596491227,0.0458990747032635,90,1384.0
GDC-0980,-0.11290663386470208,0.17557017543859643,0.0210094532160756,223,1735.0
GNF-2,0.03946027635840942,0.0,-0.0900756879893986,1734,468.0
GSK-1059615,-0.09470855773240086,0.19289473684210523,-0.0005524054093822,497,1664.0
GSK-1070916,-0.04723974805845759,0.1587280701754386,0.0066068557245379,385,1274.0
GSK-1292263,0.004720870539406789,0.0,-0.0389943053923635,1242,791.0
GSK-1904529A,-0.040033231013236734,0.10000000000000003,-0.0105356235786837,670,1203.0
GSK-2110183,-0.12405952036382334,0.21473684210526317,0.0039767629367067,417,1749.0
GSK-2126458,-0.0640981915515181,0.15447368421052626,0.0303609459890394,163,1441.0
GSK-2334470,-0.0062637571808612765,0.1204385964912281,-0.0099355734900025,658,908.0
GSK-256066,-0.029532563966673836,0.0968421052631579,-0.0544458679894797,1489,1115.0
GSK-2636771,0.01901239645463373,-0.09214912280701756,0.0027233455216834,429,655.0
GSK-3-inhibitor-II,0.06617814639368719,-0.13548245614035087,-0.0754487909969033,1680,245.0
GSK-429286A,-0.02091809845250421,0.07828947368421052,0.039790276004391,113,1033.0
GSK-461364,-0.00776639634892552,0.07342105263157894,0.0192333752826862,238,923.0
GSK-690693,-0.1659301909335323,0.19342105263157897,-0.0060836440143789,585,1765.0
GSK-923295,-0.003510611619586759,0.0,-0.0048468875701098,563,880.0
GSK-J1,0.04997190441356613,0.0,-0.0809582862653186,1708,381.0
GSK-J2,0.03454786336833955,0.0,0.0089908168500664,358,511.0
GSK-J4,-0.05695398977662693,0.12592105263157896,-0.0367031504970409,1199,1377.0
GW-5074,-0.030381532968350305,0.11114035087719293,-0.0752020770085605,1678,1121.0
GW-842166,-0.032382445422899746,0.0,-0.0630713300392605,1592,1140.0
GW-843682X,-0.029149928839303108,0.0,-0.0581126522661939,1539,1110.0
Gossypetin,0.02693867313908184,0.0,-0.0453844738354781,1369,576.0
HC-030031,0.06517101349303184,-0.12342105263157895,-0.0703742497913312,1651,255.0
HG-14-10-04,-0.07742289754261623,0.17565789473684212,0.0460193706366067,89,1558.0
HG-5-113-01,-0.01399182642533845,0.0874561403508772,0.0095693209483379,353,985.0
HG-5-88-01,-0.018827775438745527,0.0,-0.0240480831252768,938,1019.0
HG-6-64-01,0.054472961286379275,-0.06421052631578947,0.0358994495873832,132,348.0
HG-9-91-01,0.06633380655601279,0.0,-0.0435492538181237,1327,243.0
HMN-214,0.02784337978514434,0.0,-0.015973720254816,790,569.0
I-BET-151,0.0712818038339513,-0.0906578947368421,0.0840622144943785,21,210.0
I-BET-762,0.04683917135333101,0.0,0.0839942211745074,22,403.0
IB-MECA,0.00740804739152612,0.0,-0.0324823542199636,1127,768.0
ICI-162846,0.039686060554016654,-0.15109649122807023,-0.0295958099532967,1062,463.0
"ICI-185,282",-0.05621724262451552,0.11087719298245619,0.0144439235919818,293,1372.0
ICI-192605,0.03033639433366372,-0.07245614035087722,-0.0639694231147348,1605,548.0
IKK-2-inhibitor-V,0.05670880215900381,0.0,0.0009055157746082,466,329.0
IKK-inhibitor-X,-0.08592913802615983,0.12526315789473685,-0.0459181793402776,1385,1610.0
IOWH-032,0.08737257383559043,-0.13964912280701758,0.0037484600568837,421,97.0
IOX2,0.003639131946068638,0.0,-0.0580853165765402,1537,804.0
IPI-145,-0.008466014666114888,0.10903508771929823,0.0019684584685297,445,929.0
JNJ-26481585,0.015086037532985716,-0.07723684210526317,0.0949286646412464,12,692.0
JNJ-38877605,0.04601675999906922,0.0,-0.0444818662171039,1352,412.0
JNK-9L,-0.035549882515562715,0.0,-0.0780664517935886,1696,1170.0
JNK-IN-5A,-0.058518185378243964,0.1309210526315789,-0.0310169363825155,1101,1390.0
JQ1-(+),0.024152037068988854,0.0,0.07565793584196,33,601.0
JQ1-(-),0.03531686275834559,0.0,-0.069276792021453,1643,501.0
JTC-801,-0.009706421011942667,0.0,0.000627468720812,470,938.0
JTE-907,-0.025289456316312908,0.07399122807017539,0.0145942062781408,292,1079.0
JW-7-24-1,-0.06005226821711842,0.14684210526315788,0.0121359435309967,320,1413.0
JW55,0.0750693990834813,-0.09442982456140356,-0.0344573643337942,1161,179.0
JWE-035,-0.0005104933802887519,0.08140350877192981,0.0183395658096769,251,857.0
KBG,-0.10679162909541438,0.17368421052631583,-0.038694889786179,1235,1719.0
KD-023,0.10980350319772628,-0.15675438596491226,0.0255482147555137,190,20.0
KD-025,-0.05042010967002722,0.0,0.0391878176678615,119,1310.0
KI-20227,0.038764760771479924,-0.0935964912280702,-0.0385753145878555,1233,476.0
KIN001-043,0.13931918623251333,-0.16736842105263156,-0.0462398595151306,1389,2.0
KIN001-055,-0.002998739262018823,0.0,0.0133200284063968,305,877.0
KIN001-127,0.047424786000994465,-0.09162280701754388,0.0241713032468962,195,400.0
KIN001-242,0.06761052385200558,-0.11964912280701756,-0.0631569544859097,1594,234.0
KIN001-244,-0.1537113751194768,0.21929824561403505,-0.0541977872445472,1484,1764.0
KIN001-260,-0.017477977956012754,0.0,-0.0306292862888179,1089,1006.0
KIN001-266,0.025897060603637247,-0.11109649122807022,0.0217163890697113,217,584.0
KIN001-269,0.05910646218786164,-0.11078947368421055,-0.0507844552833947,1446,302.0
KIN001-270,0.09217428136896637,-0.15982456140350876,-0.0298801170469457,1068,60.0
KN-62,-0.006121498229934176,0.0,0.0723036970694837,37,905.0
KN-93,0.045408927280187826,-0.09184210526315786,-0.0202410407358443,863,419.0
KU-55933,0.03992340417122362,-0.09644736842105267,0.0156194449968574,285,461.0
KU-60019,-0.019755066554644842,0.08526315789473682,0.0305632950167066,162,1025.0
KW-2449,-0.03972074601978805,0.0,-0.0025416645279127,534,1201.0
KW-2478,-0.038406427886143645,0.1548684210526316,0.0769015050286314,31,1190.0
KX2-391,-0.046233748863054744,0.12864035087719305,0.0092223148343729,357,1265.0
L-655240,-0.06027036620072661,0.15631578947368419,0.0054970411921593,393,1415.0
L-690330,-0.0415866819003075,0.10320175438596493,-0.0036899112758941,545,1214.0
L-NAME,0.006537238147139022,0.0,-0.0051184109691039,570,776.0
L-citrulline,-0.003843453909466072,0.0,-0.0154140462570632,777,888.0
L-ergothioneine,-0.06705236026320098,0.1412280701754386,-0.007497274379726,616,1470.0
LCL-161,-0.022123516991372955,0.08855263157894738,0.0054960829243352,394,1048.0
LCQ-908,0.0033857923941322905,0.0,0.0303270026153766,164,809.0
LDN-193189,-0.03244821193029555,0.0,-0.0410720688484993,1294,1141.0
LGX-818,-0.010224457171288311,0.09289473684210528,-0.0276149047175228,1006,945.0
LX-1031,-0.034479942421894866,0.06065789473684208,-0.0297532292627503,1067,1157.0
LXR-623,0.07721843701830709,-0.15078947368421053,0.0301991102207565,166,159.0
LY-2090314,0.03726576243313002,0.0,-0.0331620392899678,1143,489.0
LY-215490,-0.07487699524337028,0.1414035087719298,-0.0377470649216669,1217,1540.0
LY-2157299,-0.013059091217349343,0.08771929824561403,0.0332062975499786,142,978.0
LY-2228820,-0.06233602606682639,0.13842105263157894,0.0299795606473378,167,1429.0
LY-2334737,0.03489709303504519,-0.09749999999999998,-0.0006546847100943,502,506.0
LY-2603618,0.0227194371780492,0.0,0.0101999235629189,339,609.0
LY-2784544,-0.06480762817218609,0.10635964912280704,-0.0188694222164341,833,1443.0
LY-2801653,-0.10705685668474511,0.1592105263157895,-0.0853404059300804,1721,1720.0
LY-2811376,0.019476328534203034,-0.12605263157894736,-0.0318140418456038,1114,650.0
LY-2874455,0.007012009869039675,-0.0681140350877193,0.0149579091181552,289,772.0
LY-2886721,-0.005088555450127554,-0.1201754385964912,-0.005664818207505,578,898.0
LY-294002,-0.11557760933762568,0.14684210526315788,-0.013051201552605,718,1740.0
MBX-2982,0.045754931438420604,-0.1338157894736842,-0.0094850618301392,651,415.0
MC1568,0.014826980375999306,0.0,-0.0889617815603118,1732,696.0
MD-920,-0.09269689215538572,0.14600877192982456,-0.0608815947150758,1563,1655.0
MDL-73005EF,-0.09998091625473478,0.14394736842105266,-0.0325101559048718,1128,1692.0
MF-101,-0.1086451858060493,0.16833333333333333,-0.030381127332748,1081,1724.0
MG-132,-0.0020067519276740467,0.11048245614035088,0.043777604194365,98,870.0
MGCD-265,-0.04186083442088925,0.09482456140350876,-0.0024095654660248,531,1222.0
MK-0752,-0.02288485479151177,0.08219298245614036,0.0246566641878468,193,1052.0
MK-0773,0.09116912446164098,-0.18456140350877195,-0.0312606690498264,1104,65.0
MK-0812,0.009552375170838037,0.0,0.0121512769711046,318,748.0
MK-0893,0.026763430521663842,0.0,0.0016816278120584,450,578.0
MK-1775,-0.04857963943186255,0.12846491228070173,0.0008198927411743,467,1290.0
MK-2206,-0.12972466946296116,0.18162280701754382,0.0309475168895245,160,1756.0
MK-2461,0.047980257844409874,-0.07307017543859652,0.0509250996935476,79,399.0
MK-3207,0.0326810156862031,-0.11293859649122803,0.0015428664927227,453,530.0
MK-5108,-0.016155342696290775,0.0875,-0.0097176900005811,654,997.0
MK-8033,0.07531650408825168,-0.12140350877192979,-0.0025007731132786,533,175.0
MK-8245,0.06288469511209727,-0.1628070175438596,0.014438143801292,294,276.0
MLN-0128,-0.060336039837174026,0.1776315789473684,-0.0003040118835093,490,1416.0
MLN-2480,0.02027076293567447,-0.11666666666666665,-0.0530697384397152,1471,635.0
MLN-8054,-0.054326407571454696,0.13157894736842102,-0.0412785618931361,1299,1351.0
N6022,-0.023705556540850315,0.11179824561403509,0.0201119377985594,231,1061.0
NF-449,0.07429879870163446,-0.1343859649122807,-0.0400715473630539,1274,184.0
NMS-1286937,-0.022295585886912616,0.12552631578947374,-0.0134804436639652,738,1050.0
NPK76-II-72-1,0.01477245796465764,0.0,0.0073808988635133,373,697.0
NSC-4644,-0.024908279872849937,0.0,-0.0500831518850221,1438,1072.0
NSI-189,0.030879948292250565,0.0,0.0309798229522865,159,544.0
NU-7026,-0.10562176958825349,0.19986842105263158,-0.064759919537195,1612,1714.0
NU-7441,0.09620496610955963,-0.11557017543859649,0.0260161473693273,188,48.0
NVP-AEW541,-0.09937098532462066,0.14995614035087718,-0.0389301257319757,1236,1688.0
NVP-AUY922,-0.011883878731792806,0.10429824561403506,0.0637161588420081,47,961.0
NVP-BEZ235,-0.08474149736167592,0.17219298245614034,0.0162761461819107,276,1603.0
NVP-BGJ398,-0.09454948559149462,0.15035087719298248,-0.0259180228996518,976,1663.0
NVP-BHG712,-0.06807099386497908,0.0895175438596491,0.0653904600293584,44,1480.0
NVP-DPP728,0.06324188471371546,0.0,0.006027456993685,388,271.0
NVP-TAE226,-0.09590726113842885,0.17442982456140352,0.0471837450986605,86,1671.0
NVP-TAE684,0.022395539261216818,0.0,0.0821504791910466,25,615.0
NXY-059,-0.04162598714921316,0.11109649122807022,-0.0187889728284908,832,1216.0
O6-benzylguanine,0.03663664129214401,-0.08390350877192987,-0.0492892204940897,1428,495.0
OCO-1112,0.0032228739738451757,0.0,0.0083291430784539,366,812.0
ORE-1001,0.01961494493672579,-0.07210526315789476,-0.0400556170487782,1273,646.0
ORG-9768,0.06389649853283834,-0.1285964912280702,-0.0202751223907929,864,265.0
OSI-027,-0.11421226611450716,0.17504385964912278,-0.0626502796849568,1588,1739.0
OSI-930,0.05429641184303711,0.0,-0.0904984221749167,1736,349.0
OTS-167,-0.10466663417667976,0.12245614035087718,-0.0661094461994047,1624,1707.0
PA-824,-0.06595154610952712,0.10776315789473681,-0.0623499337065791,1582,1459.0
PCA-4248,0.10935498542978044,-0.14469298245614037,-0.012576384425871,704,21.0
PCI-24781,-0.05422552829337722,0.10368421052631577,0.0405989959076093,110,1349.0
PD-0325901,-0.09338604893203148,0.0,0.0931302568835778,16,1658.0
PD-123319,0.03665567564312801,-0.09114035087719301,-0.0235513619767308,926,494.0
PD-153035,0.016252016191852837,0.06456140350877188,-0.0223179496048847,906,678.0
PD-173074,0.037309146006200285,-0.08960526315789472,-0.0473765645461332,1407,487.0
PD-184352,-0.06265820547777001,0.0,0.0398474726182421,112,1432.0
PF-02545920,0.05694871981001771,0.0,0.0640014252633736,46,326.0
PF-03084014,-0.0322193465450882,0.13201754385964917,0.0138126733976774,299,1138.0
PF-03758309,-0.06539061983319663,0.1205701754385965,0.0187213175328279,244,1450.0
PF-03814735,-0.0923438853117746,0.1660964912280702,-0.0244918201800264,946,1650.0
PF-04136309,-0.011273763074889746,-0.06092105263157899,-0.012510211902206,702,954.0
PF-04217903,0.09143395723527599,-0.14403508771929824,-0.0398603672781117,1269,63.0
PF-04447943,0.0012916568810893377,-0.08394736842105266,-0.0044685726943588,561,836.0
PF-04457845,-0.09889193452814847,0.18328947368421053,-0.0132337180606165,726,1686.0
PF-04620110,0.04942689437955652,-0.12197368421052628,0.0222492063763728,212,385.0
PF-04691502,-0.08011975724031521,0.15561403508771932,-0.0094458310751791,649,1571.0
PF-431396,-0.0917363161160494,0.0,-0.0357876293753859,1185,1647.0
PF-477736,0.029658183159959283,0.0,-0.0375589306824678,1210,552.0
PF-562271,-0.060217930531533174,0.0,-0.0350114293300098,1171,1414.0
PF-573228,-0.011234196321325907,0.0,0.0377638621530975,124,953.0
PFI-1,0.07804676952769146,-0.09061403508771929,0.0412008012436505,105,147.0
PH-797804,-0.09143404984402323,0.14171052631578948,-0.0415488276142314,1305,1646.0
PHA-665752,0.002864656462636502,-0.07609649122807016,-0.0102965667272561,662,814.0
PHA-767491,0.007465877900896052,0.0,-0.1827123198148023,1768,766.0
PHA-793887,-0.08536270007619318,0.12653508771929828,-0.0261904746582486,980,1605.0
PHA-848125,-0.009577781898129672,0.12583333333333332,0.0602428119249531,54,936.0
PI-103,-0.09635120452660192,0.19214912280701757,-0.0039615680166119,554,1675.0
PIK-93,-0.04302284882103294,0.10973684210526313,-0.1010537848376384,1751,1234.0
PK-11195,0.004755696250114014,0.0,0.0441432274863732,96,790.0
PKI-179,-0.0883528030979069,0.15956140350877193,-0.0153639115565996,776,1626.0
PLX-4720,0.011982260679390967,0.0,-0.1238800753851718,1766,725.0
PRX-08066,-0.014543610531005436,0.0,-0.0743097955817961,1677,988.0
PS-178990,0.01711596926586271,-0.07640350877192986,-0.0072792413291222,612,671.0
PSI-6130,-0.05713434364205016,0.1614473684210526,-0.0133032666187206,731,1380.0
PSI-7976,0.018576210570968536,-0.10899122807017544,-0.0185685994617929,822,663.0
PX-12,-0.041629144907407024,0.12478070175438596,-0.0086708854640385,635,1217.0
QL-X-138,-0.08604600905758893,0.20618421052631586,-0.0501944499420081,1440,1611.0
QL-XI-92,-0.002080238961671767,0.0,-0.0481810606411429,1410,871.0
QL-XII-47,-0.01239022299377947,0.1498684210526316,-0.0271921029030833,996,969.0
R-428,0.034144357740799,-0.11947368421052632,0.0318685315080164,155,516.0
R-547,-0.06277291761969442,0.1286842105263158,-0.0282336776229421,1023,1434.0
RAF-265,0.013804865133361337,0.10517543859649126,-0.027472131894244,1003,707.0
REV-5901,-0.0775516123700042,0.09307017543859647,-0.0874970872042778,1730,1559.0
RG-108,-0.07493479801925725,0.12364035087719294,-0.0534440557936502,1477,1542.0
RG-2833,-0.07368579049631808,0.12929824561403508,-0.0201717022463847,860,1527.0
RG-4733,0.021985669637873805,0.0,0.0324805751193041,152,622.0
RGFP-966,-0.05553435316997582,0.0,-0.0830281769263093,1716,1365.0
RHO-kinase-inhibitor-III[rockout],-0.024435534083746012,0.10504385964912288,-0.0344183389891537,1159,1068.0
RS-127445,-0.061365164351697615,0.1450438596491228,-0.0303629420981278,1080,1423.0
RU-58841,0.03485878553469438,-0.0977631578947368,-0.0238295057794638,932,507.0
Ro-4987655,-0.08868365163301649,0.0,0.0614380132917211,50,1628.0
S-18986,0.08585602534871872,-0.186578947368421,0.0001560183224032,480,104.0
S-ruxolitinib,-0.07388720639115208,0.1155263157894737,0.0605963645462976,52,1531.0
SAR-245408,0.0024804611009522784,0.0,-0.1213595789103468,1764,820.0
SAR-245409,0.031102259146538355,-0.08881578947368426,-0.0777516612822752,1694,541.0
SB-203580,-0.020458938731309082,0.0,-0.0407213606628896,1289,1030.0
SB-216763,0.0895631606228869,-0.1758333333333333,-0.0600939700829261,1559,79.0
SB-239063,-0.02880373322302556,0.0,-0.0537381851427172,1479,1108.0
SB-242235,-0.1675505990175351,0.26938596491228073,-0.0211129988430426,880,1767.0
SB-271046,0.08694011083126547,-0.1405263157894737,-0.0084358295577141,629,99.0
SB-525334,0.11905723652881155,-0.14157894736842108,0.0474370086007589,85,10.0
SB-590885,0.05482574313593864,-0.11491228070175435,-0.0300851824127965,1073,342.0
SB-683698,0.034828653583057,-0.14004385964912278,-0.0516193814728239,1453,509.0
SB-705498,-0.03546480638636521,0.0,-0.0817908218664507,1710,1169.0
SB-743921,-0.018094538761455847,0.10728070175438595,0.0045668907311765,407,1012.0
SB-756050,-0.07684737206779872,0.1542982456140351,-0.0133474309183224,733,1554.0
