gene_symbol,log2FC,pvalue,padj,dataset
ENSG00000002746,-0.15681359,2.460524e-05,0.0009696068516931429,GSE136831
ENSG00000002822,0.058795348,0.050308153,0.34129027248960153,GSE136831
ENSG00000002834,0.017031536,0.22082214,0.6698999968249091,GSE136831
ENSG00000002919,-0.008399821,0.17266226,0.6246721206448339,GSE136831
ENSG00000002933,-0.041330334,0.033359356,0.26743467295879014,GSE136831
ENSG00000003056,-0.00555815,0.69022256,1.0,GSE136831
ENSG00000003096,-6.6351463e-06,0.32085583,0.6698999968249091,GSE136831
ENSG00000003137,-0.07777277,0.005777659,0.08249592010309194,GSE136831
ENSG00000003147,0.061271407,0.015541525,0.16446383545138302,GSE136831
ENSG00000003249,0.0023069754,0.91298133,1.0,GSE136831
ENSG00000003393,-0.10633828,0.00047862728,0.011716550935286042,GSE136831
ENSG00000003400,0.22873598,0.0013116903,0.02679837551613936,GSE136831
ENSG00000003402,-0.46021163,4.513231e-11,9.216619687261543e-09,GSE136831
ENSG00000003436,-0.016606051,0.34559232,0.6966265932931585,GSE136831
ENSG00000003509,0.010412395,0.76127094,1.0,GSE136831
ENSG00000003756,-0.055617653,0.0058649792,0.0833541805830868,GSE136831
ENSG00000003987,-0.34215352,3.167467e-12,8.309903486058362e-10,GSE136831
ENSG00000003989,0.039762884,0.1914099,0.6518122079037916,GSE136831
ENSG00000004059,0.0048840614,0.6692478,1.0,GSE136831
ENSG00000004139,0.009216934,0.757601,1.0,GSE136831
ENSG00000004142,-0.10918823,1.5180332e-07,1.1822133819709115e-05,GSE136831
ENSG00000004399,-0.0047721863,0.8947346,1.0,GSE136831
ENSG00000004455,-0.27264553,7.1943385e-09,7.851911246608122e-07,GSE136831
ENSG00000004468,-0.0070629194,0.37946564,0.7359624839786096,GSE136831
ENSG00000004478,-0.06681888,0.053228933,0.35268181276259536,GSE136831
ENSG00000004487,-0.12770754,0.0069537517,0.09419545449782162,GSE136831
ENSG00000004534,-0.002031995,0.8728018,1.0,GSE136831
ENSG00000004660,0.0030478835,0.5801823,0.9591867399684078,GSE136831
ENSG00000004700,0.0147384405,0.5261729,0.9014389009283693,GSE136831
ENSG00000004766,0.0012703508,0.64986116,1.0,GSE136831
ENSG00000004777,-0.005348161,0.895101,1.0,GSE136831
ENSG00000004779,-0.064552225,0.009852385,0.12020642400397244,GSE136831
ENSG00000004799,-0.0008335111,0.060474765,0.379706816316612,GSE136831
ENSG00000004809,-0.044536382,0.007199045,0.09677639283237663,GSE136831
ENSG00000004838,-0.024565773,0.05111043,0.34442328456158267,GSE136831
ENSG00000004846,-0.25351524,1.6917275e-07,1.2976877360301652e-05,GSE136831
ENSG00000004864,-0.2884043,1.4337797e-05,0.0006083038935277042,GSE136831
ENSG00000004866,-0.0544554,0.16856301,0.6193629032990686,GSE136831
ENSG00000004897,-0.0062799435,0.047090292,0.3281628754280841,GSE136831
ENSG00000004939,-0.0008976144,0.50854087,0.8817522957639874,GSE136831
ENSG00000004948,0.023939895,0.030238329,0.2517924461744647,GSE136831
ENSG00000004961,-0.048285168,0.000875497,0.019414737616111902,GSE136831
ENSG00000004975,-0.071214214,0.0014937124,0.029698441515961595,GSE136831
ENSG00000005001,-0.06517893,0.03541021,0.2784577017978673,GSE136831
ENSG00000005007,-0.03671769,0.14252624,0.5858122941920664,GSE136831
ENSG00000005020,-0.083791226,0.25180054,0.6698999968249091,GSE136831
ENSG00000005022,-0.03978218,0.1684545,0.619162249141727,GSE136831
ENSG00000005059,0.06250182,0.14171524,0.5844455701261412,GSE136831
ENSG00000005075,0.010142672,0.3669048,0.7219932132104224,GSE136831
ENSG00000005100,-0.0032190848,0.08514687,0.45677805332858784,GSE136831
ENSG00000005102,0.036045358,0.24267027,0.6698999968249091,GSE136831
ENSG00000005108,0.0050480403,0.76337385,1.0,GSE136831
ENSG00000005156,-0.057823956,0.04538457,0.32134689036383646,GSE136831
ENSG00000005175,-0.027472388,0.13302022,0.5689649471221974,GSE136831
ENSG00000005187,-0.0026711398,0.06204432,0.38550538994356776,GSE136831
ENSG00000005189,0.0537412,0.02447042,0.2201188104205306,GSE136831
ENSG00000005194,-0.0087982975,0.5542514,0.9315510307288709,GSE136831
ENSG00000005206,0.006939238,0.45207688,0.8203802756647364,GSE136831
ENSG00000005238,0.020184696,0.043817095,0.314978619249484,GSE136831
ENSG00000005243,-0.011889834,0.00519348,0.07621236618294228,GSE136831
ENSG00000005249,0.024095267,0.07663623,0.4313819623308907,GSE136831
ENSG00000005302,-0.13120246,0.022426479,0.20796202564937194,GSE136831
ENSG00000005339,0.0013289601,0.9426523,1.0,GSE136831
ENSG00000005379,-0.006651436,0.20899373,0.6698999968249091,GSE136831
ENSG00000005381,-0.07012684,0.0060023437,0.08473041068402028,GSE136831
ENSG00000005421,-0.01156516,0.5302537,0.9058632284296475,GSE136831
ENSG00000005436,-0.013833697,0.077656806,0.4349515658291534,GSE136831
ENSG00000005448,-0.011045147,0.32758057,0.6764560731189888,GSE136831
ENSG00000005469,-0.0004989853,0.6348961,1.0,GSE136831
ENSG00000005471,-0.16830999,0.0039551635,0.0623925599095965,GSE136831
ENSG00000005483,0.06966786,0.022353778,0.20766505782650252,GSE136831
ENSG00000005486,-0.15417397,0.00066114345,0.015366517294237844,GSE136831
ENSG00000005700,0.00917398,0.5210683,0.8958751685710526,GSE136831
ENSG00000005801,-0.018600449,0.5922989,0.9719283243867554,GSE136831
ENSG00000005810,0.039556738,0.04230535,0.30938115570169644,GSE136831
ENSG00000005812,-0.020958524,0.03026903,0.2520024302532155,GSE136831
ENSG00000005844,0.007163481,0.52501553,0.900261744623274,GSE136831
ENSG00000005882,0.2942725,3.1986183e-06,0.0001674591399204144,GSE136831
ENSG00000005884,-0.03672044,0.27037215,0.6698999968249091,GSE136831
ENSG00000005889,0.05780612,0.06389159,0.3915564366102219,GSE136831
ENSG00000005893,-0.0011650091,0.8133039,1.0,GSE136831
ENSG00000005961,-0.0023193336,0.5378256,0.913804309897022,GSE136831
ENSG00000005981,0.01607214,0.63059425,1.0,GSE136831
ENSG00000006007,0.011654913,0.687402,1.0,GSE136831
ENSG00000006015,0.008764207,0.6171117,0.9976903374343329,GSE136831
ENSG00000006016,0.007226795,0.61599934,0.9965824344486323,GSE136831
ENSG00000006025,0.14965835,1.8652976e-05,0.0007618372809374705,GSE136831
ENSG00000006042,0.00038363825,0.6935671,1.0,GSE136831
ENSG00000006047,-0.07152708,0.013814512,0.1518538717706309,GSE136831
ENSG00000006062,-0.0086228615,0.46983525,0.8386942555993309,GSE136831
ENSG00000006071,-0.0043817684,0.09130747,0.47293378112886175,GSE136831
ENSG00000006116,0.009248098,0.44581935,0.8127482703679555,GSE136831
ENSG00000006118,-0.08345699,0.047811635,0.33090058707081244,GSE136831
ENSG00000006125,-0.044492424,0.0217367,0.20430526284992329,GSE136831
ENSG00000006194,-0.015801113,0.058017217,0.3711315589931663,GSE136831
ENSG00000006210,0.035563797,0.022465542,0.20819820934315272,GSE136831
ENSG00000006282,0.000413612,0.7247799,1.0,GSE136831
ENSG00000006283,0.31621024,9.066746e-07,5.614539606608989e-05,GSE136831
ENSG00000006327,-0.17510223,3.7371322e-07,2.6136035083017964e-05,GSE136831
ENSG00000006432,0.03037712,0.36618075,0.7211129371413046,GSE136831
ENSG00000006451,-0.3291631,3.5606427e-06,0.00018361886492491343,GSE136831
ENSG00000006453,-0.11669168,0.00050751073,0.012357765317129028,GSE136831
ENSG00000006459,-0.2910737,4.944393e-11,9.877607689568878e-09,GSE136831
ENSG00000006468,0.016763724,0.45694908,0.8256282139966352,GSE136831
ENSG00000006530,0.1490884,1.728076e-05,0.0007121222755258836,GSE136831
ENSG00000006534,-0.0067972997,0.6148542,0.995325589882212,GSE136831
ENSG00000006555,-0.065020405,0.017851226,0.17966448009105487,GSE136831
ENSG00000006576,-0.002054587,0.27077174,0.6698999968249091,GSE136831
ENSG00000006606,-0.04245022,0.19285472,0.6540179019775308,GSE136831
ENSG00000006607,-0.0017775872,0.22940925,0.6698999968249091,GSE136831
ENSG00000006611,-0.06627595,0.012704182,0.14310658829604975,GSE136831
ENSG00000006625,-0.035319872,0.012280068,0.14011758744257807,GSE136831
ENSG00000006634,0.00076520676,0.84740555,1.0,GSE136831
ENSG00000006638,-0.370476,3.887318e-10,6.137954844387394e-08,GSE136831
ENSG00000006652,-0.0079579055,0.62467396,1.0,GSE136831
ENSG00000006695,0.12598181,0.05105985,0.3443560792007724,GSE136831
ENSG00000006704,-0.018627886,0.3070805,0.6698999968249091,GSE136831
ENSG00000006712,-0.05300793,0.14013752,0.5817475348632934,GSE136831
ENSG00000006715,0.19581115,0.0019814929,0.03680098367020753,GSE136831
ENSG00000006740,0.0060146563,0.66937375,1.0,GSE136831
ENSG00000006744,-0.091478266,8.042098e-05,0.0026394164851808455,GSE136831
ENSG00000006747,0.028156176,0.32876775,0.6776216940192576,GSE136831
ENSG00000006756,-0.015615307,0.47090498,0.8395926368088057,GSE136831
ENSG00000006757,0.005472904,0.6025153,0.9821680951068563,GSE136831
ENSG00000006788,-0.1740861,4.4026492e-05,0.0015878565614252443,GSE136831
ENSG00000006831,0.0011655502,0.9516739,1.0,GSE136831
ENSG00000007001,0.0004558498,0.8880282,1.0,GSE136831
ENSG00000007038,0.023299754,0.5032991,0.8756044008925838,GSE136831
ENSG00000007047,-0.002766545,0.3390143,0.6887614378289869,GSE136831
ENSG00000007062,0.023687735,0.45725158,0.8258242809680183,GSE136831
ENSG00000007080,-0.0027217153,0.08964403,0.4683301737730038,GSE136831
ENSG00000007129,-0.07269752,0.22527806,0.6698999968249091,GSE136831
ENSG00000007168,0.001303945,0.38065454,0.7372641185211809,GSE136831
ENSG00000007171,-0.0434389,0.008560826,0.10914340629640316,GSE136831
ENSG00000007174,0.0077908933,0.6666544,1.0,GSE136831
ENSG00000007202,-0.050458215,0.005901312,0.08368934670083776,GSE136831
ENSG00000007237,-0.0007143095,0.96867025,1.0,GSE136831
ENSG00000007255,0.005582475,0.6348497,1.0,GSE136831
ENSG00000007264,-0.004152924,0.27481547,0.6698999968249091,GSE136831
ENSG00000007306,-0.00065218605,0.17545511,0.6283073272135371,GSE136831
ENSG00000007312,-0.00926486,0.119818486,0.5407159308182825,GSE136831
ENSG00000007314,-0.0091404915,0.77618355,1.0,GSE136831
ENSG00000007341,-0.037231095,0.036873218,0.28541957641477295,GSE136831
ENSG00000007350,-0.022977602,0.07772566,0.43515760412790805,GSE136831
ENSG00000007376,0.036811,0.049718734,0.3389270571162025,GSE136831
ENSG00000007384,-0.05220869,0.14709198,0.5941088708895671,GSE136831
ENSG00000007392,-0.29251385,2.79728e-09,3.3734755839880674e-07,GSE136831
ENSG00000007402,0.0036429442,0.28399706,0.6698999968249091,GSE136831
ENSG00000007516,-0.00086708926,0.9026731,1.0,GSE136831
ENSG00000007520,0.029956825,0.2891275,0.6698999968249091,GSE136831
ENSG00000007541,-0.05425123,0.046740294,0.32643735770215376,GSE136831
ENSG00000007545,0.022480398,0.39493692,0.7533810318503675,GSE136831
ENSG00000007866,-0.022712603,0.23007448,0.6698999968249091,GSE136831
ENSG00000007923,-0.0014829047,0.2034019,0.6672313983651293,GSE136831
ENSG00000007933,-0.23643036,1.8398333e-06,0.0001041091887200623,GSE136831
ENSG00000007944,-0.002193768,0.5412035,0.9176095337533423,GSE136831
ENSG00000007952,-0.008710812,0.11575758,0.531936108967652,GSE136831
ENSG00000007968,0.03818518,0.4320657,0.7968392069837834,GSE136831
ENSG00000008018,-0.0036957017,0.07212115,0.41828661724862976,GSE136831
ENSG00000008056,-0.11078432,0.03848847,0.2925505740914688,GSE136831
ENSG00000008083,-0.039506674,0.379428,0.7359553104294595,GSE136831
ENSG00000008086,-0.021696268,0.08115055,0.44543128878166566,GSE136831
ENSG00000008118,0.006385103,0.84787697,1.0,GSE136831
ENSG00000008128,-0.023203015,0.4054898,0.7661271203117664,GSE136831
ENSG00000008130,-0.0014124962,0.69290936,1.0,GSE136831
ENSG00000008197,-0.06290218,0.0006086261,0.014319074567988194,GSE136831
ENSG00000008226,-0.018915176,0.5158605,0.8898099767203194,GSE136831
ENSG00000008256,-0.014128339,0.4818515,0.8516410426891377,GSE136831
ENSG00000008277,0.04847829,0.17679188,0.6310652931012687,GSE136831
ENSG00000008282,-0.012876369,0.5184862,0.8931320386373757,GSE136831
ENSG00000008283,-0.5120828,1.7916951e-09,2.2868002119702521e-07,GSE136831
ENSG00000008294,-0.0038164344,0.26885048,0.6698999968249091,GSE136831
ENSG00000008300,-0.27051517,1.5531066e-07,1.2054415775906278e-05,GSE136831
ENSG00000008311,-0.041230515,0.13773029,0.5776005108444537,GSE136831
ENSG00000008323,-0.0024904907,0.8777347,1.0,GSE136831
ENSG00000008324,-0.02097837,0.0152492495,0.1622678363111669,GSE136831
ENSG00000008382,-0.5465493,4.744664e-09,5.317264181609455e-07,GSE136831
ENSG00000008394,-0.32608354,7.739483e-07,4.8982610507649466e-05,GSE136831
ENSG00000008405,0.000105743275,0.32085606,0.6698999968249091,GSE136831
ENSG00000008438,-0.015908659,0.7508997,1.0,GSE136831
ENSG00000008441,-0.28445426,2.0373111e-14,8.00088631616711e-12,GSE136831
ENSG00000008513,-0.0009061713,0.91440594,1.0,GSE136831
ENSG00000008516,0.7333818,5.846797e-15,2.534421007137086e-12,GSE136831
ENSG00000008517,-0.07360155,0.0101862,0.12306617796773603,GSE136831
ENSG00000008710,-0.0065803467,0.026979575,0.2348280941563295,GSE136831
ENSG00000008735,-0.083180994,0.0091448305,0.11411913976554862,GSE136831
ENSG00000008838,0.021872878,0.6126553,0.992640251711312,GSE136831
ENSG00000008853,0.020261168,0.54248655,0.9188355915281351,GSE136831
ENSG00000008869,0.12740725,0.022536898,0.20860704890543133,GSE136831
ENSG00000008952,0.035048485,0.7383861,1.0,GSE136831
ENSG00000008988,0.011408448,0.82274014,1.0,GSE136831
ENSG00000009307,-0.058924228,0.18527845,0.6427947759754309,GSE136831
ENSG00000009335,-0.24065337,3.4811026e-05,0.001302522010116266,GSE136831
ENSG00000009413,0.013164794,0.34820133,0.6994441451713688,GSE136831
ENSG00000009694,0.0007603555,0.7738654,1.0,GSE136831
ENSG00000009709,-0.013142394,0.040006448,0.2997743401115071,GSE136831
ENSG00000009724,0.013827406,0.11489057,0.529966049247113,GSE136831
ENSG00000009765,-0.0015178174,0.9591275,1.0,GSE136831
ENSG00000009780,0.0064640893,0.5363424,0.9125067822762905,GSE136831
ENSG00000009790,-0.008911824,0.517073,0.8914997780300663,GSE136831
ENSG00000009830,-0.01247438,0.62672865,1.0,GSE136831
ENSG00000009844,-0.053009074,0.00011017518,0.0034344158916419193,GSE136831
ENSG00000009950,-0.027417466,0.438896,0.8045579409462337,GSE136831
ENSG00000009954,-0.28233704,6.727712e-07,4.323425286062187e-05,GSE136831
ENSG00000010017,0.017895488,0.11280462,0.5251573653297221,GSE136831
ENSG00000010030,-0.008774275,0.03577335,0.28030592905507407,GSE136831
ENSG00000010072,-0.0039020376,0.5956101,0.9752366921319039,GSE136831
ENSG00000010165,-0.010670848,0.4885253,0.8594219745805186,GSE136831
ENSG00000010219,-0.055547714,0.21958444,0.6698999968249091,GSE136831
ENSG00000010244,0.032474548,0.28539833,0.6698999968249091,GSE136831
ENSG00000010256,-0.0431903,0.29074594,0.6698999968249091,GSE136831
ENSG00000010270,0.46705675,1.2390738e-06,7.432501415227232e-05,GSE136831
ENSG00000010278,0.0088872835,0.57619804,0.9550919050520117,GSE136831
ENSG00000010292,-0.012765227,0.032243185,0.26237420482889773,GSE136831
ENSG00000010295,-0.01918213,0.2176527,0.6698999968249091,GSE136831
ENSG00000010310,-0.0048995446,0.6723409,1.0,GSE136831
ENSG00000010318,-0.00038740796,0.1018735,0.4999341745286444,GSE136831
ENSG00000010319,0.02610109,0.24933945,0.6698999968249091,GSE136831
ENSG00000010322,-0.0021668149,0.23026457,0.6698999968249091,GSE136831
ENSG00000010327,-0.0072211316,0.45474574,0.8232615616372003,GSE136831
ENSG00000010361,0.021815434,0.007244104,0.09726829136912844,GSE136831
ENSG00000010379,0.21966371,2.2738213e-05,0.0009030038272486955,GSE136831
ENSG00000010404,-0.022590283,0.011823756,0.13694931343498326,GSE136831
ENSG00000010438,-0.0002552569,0.9744939,1.0,GSE136831
ENSG00000010539,8.0257654e-05,0.9932218,1.0,GSE136831
ENSG00000010610,-0.17594644,1.409177e-05,0.0006011965173390833,GSE136831
ENSG00000010626,-0.0032568611,0.4151722,0.7773429422941606,GSE136831
ENSG00000010671,-0.0035665352,0.83942294,1.0,GSE136831
ENSG00000010704,-0.1722593,0.00047497606,0.011652002029219871,GSE136831
ENSG00000010803,0.011498481,0.7046375,1.0,GSE136831
ENSG00000010810,-0.46885043,1.633981e-10,2.8331380855176427e-08,GSE136831
ENSG00000010818,-0.015554639,0.03558113,0.2793031484830449,GSE136831
ENSG00000010932,-0.009162962,0.7505916,1.0,GSE136831
ENSG00000011007,-0.0063704103,0.8079189,1.0,GSE136831
ENSG00000011009,-0.04254031,0.04323207,0.3133165740910389,GSE136831
ENSG00000011021,-0.095950484,0.022183338,0.20679245743621652,GSE136831
ENSG00000011028,0.10658258,0.13047142,0.5632553413896711,GSE136831
ENSG00000011052,0.0048845764,0.39740053,0.7563862178108477,GSE136831
ENSG00000011083,-0.05682525,0.24048916,0.6698999968249091,GSE136831
ENSG00000011105,-0.069799915,0.046291362,0.3247189685836528,GSE136831
ENSG00000011114,0.011589084,0.46124062,0.8303817348859857,GSE136831
ENSG00000011132,0.02502949,0.21588378,0.6698999968249091,GSE136831
ENSG00000011143,-0.30806813,1.8284927e-09,2.3233041261005087e-07,GSE136831
ENSG00000011198,0.635118,9.970807e-16,5.147625192562031e-13,GSE136831
ENSG00000011201,-0.02153965,0.39956573,0.7587923198312663,GSE136831
ENSG00000011243,-0.091435805,0.010600013,0.1264521482159787,GSE136831
ENSG00000011258,-0.027724966,0.3277115,0.6765675624600852,GSE136831
ENSG00000011260,-0.08060244,0.047854334,0.33113665994536046,GSE136831
ENSG00000011275,-0.15784034,0.00039310314,0.009968158399835784,GSE136831
ENSG00000011295,-0.044129923,0.15938754,0.6122355772641753,GSE136831
ENSG00000011304,0.00015081652,0.9879703,1.0,GSE136831
ENSG00000011332,-0.00055944547,0.9491445,1.0,GSE136831
ENSG00000011347,-0.03848648,0.047441594,0.32963048162987424,GSE136831
ENSG00000011376,-0.1556769,0.001270637,0.026180820794976547,GSE136831
ENSG00000011405,-0.0444213,0.19144335,0.6518295090478542,GSE136831
ENSG00000011422,-0.02909076,0.0028163623,0.04805280923057656,GSE136831
ENSG00000011426,0.023703784,0.060019698,0.37823901045301167,GSE136831
ENSG00000011451,-0.08067933,0.09886629,0.4929591994411298,GSE136831
ENSG00000011454,-0.021644961,0.03922073,0.2955709272309353,GSE136831
ENSG00000011465,-0.016790893,0.1621134,0.6135005858587342,GSE136831
ENSG00000011478,0.019468017,0.51467294,0.8885621108361635,GSE136831
ENSG00000011485,-0.097486675,0.0001556574,0.004593542815021891,GSE136831
ENSG00000011523,-0.32904223,5.0099453e-07,3.3313598725473765e-05,GSE136831
ENSG00000011566,-0.0040159076,0.14007142,0.5816540164210598,GSE136831
ENSG00000011590,-0.11667177,0.0017064722,0.03290347750167755,GSE136831
ENSG00000011600,-0.07329426,0.00014672543,0.004360763395283754,GSE136831
ENSG00000011638,-0.022360725,0.04901117,0.3358635762660562,GSE136831
ENSG00000011677,-0.08627398,0.012967127,0.14472032272054902,GSE136831
ENSG00000012048,-0.3878394,6.7294504e-06,0.00031843953502690446,GSE136831
ENSG00000012061,-0.001106618,0.93772286,1.0,GSE136831
ENSG00000012124,0.53030837,2.8179893e-18,2.5388425772127256e-15,GSE136831
ENSG00000012171,0.017166376,0.33514383,0.684256338628232,GSE136831
ENSG00000012174,-0.012503335,0.37341183,0.7301385999258552,GSE136831
ENSG00000012211,-0.036102854,0.011391431,0.13340919115266223,GSE136831
ENSG00000012223,0.0056324527,0.8183675,1.0,GSE136831
ENSG00000012232,-0.020049764,0.065906,0.39796981458609443,GSE136831
ENSG00000012504,-0.15723115,0.02595757,0.2291093121377731,GSE136831
ENSG00000012660,-0.007189378,0.74128836,1.0,GSE136831
ENSG00000012779,-0.04179037,0.003694615,0.05943983695332837,GSE136831
ENSG00000012817,0.069487065,0.045569774,0.3221787913342883,GSE136831
ENSG00000012822,-0.003239153,0.70729256,1.0,GSE136831
ENSG00000012963,-0.048474103,0.24998151,0.6698999968249091,GSE136831
ENSG00000012983,-0.0039520133,0.53435844,0.9105007320788323,GSE136831
ENSG00000013016,0.035662286,0.28567162,0.6698999968249091,GSE136831
ENSG00000013275,0.048724707,0.058400434,0.3725886030189364,GSE136831
ENSG00000013288,-0.0019691156,0.1303851,0.5631046752004247,GSE136831
ENSG00000013293,-0.011794988,0.5492343,0.9259637589411611,GSE136831
ENSG00000013297,0.007927135,0.7704762,1.0,GSE136831
ENSG00000013306,0.0010950565,0.9825222,1.0,GSE136831
ENSG00000013364,0.019289061,0.5558857,0.9333971405778575,GSE136831
ENSG00000013374,-0.031404313,0.08694963,0.4609092837401563,GSE136831
ENSG00000013375,-0.011559184,0.11401772,0.5282677532881708,GSE136831
ENSG00000013392,-0.12648872,0.0050972756,0.07518767873557766,GSE136831
ENSG00000013441,-0.029257506,0.34571636,0.6966483283070094,GSE136831
ENSG00000013503,-0.023318276,0.08875667,0.46639885781682205,GSE136831
ENSG00000013523,0.0019387752,0.93355584,1.0,GSE136831
ENSG00000013561,0.00972182,0.51061064,0.8836404538047745,GSE136831
ENSG00000013563,0.010976775,0.4715126,0.8401901901260574,GSE136831
ENSG00000013573,0.16915308,1.7965044e-06,0.00010228721824790338,GSE136831
ENSG00000013583,0.682809,7.7788895e-12,1.8615854962687921e-09,GSE136831
ENSG00000013588,-0.012382146,0.5035482,0.8758719305985628,GSE136831
ENSG00000013619,-0.0016555637,0.4925948,0.863784538167754,GSE136831
ENSG00000013725,-0.023203999,0.06257636,0.3872606150673549,GSE136831
ENSG00000013810,-0.03291075,0.13697529,0.5762857021462064,GSE136831
ENSG00000014123,-0.032255422,0.0724863,0.41933449681829055,GSE136831
ENSG00000014138,-0.0139657855,0.7042237,1.0,GSE136831
ENSG00000014164,0.08458851,0.031088065,0.25641834050994694,GSE136831
ENSG00000014216,-0.05526907,5.770307e-06,0.0002790884843029505,GSE136831
ENSG00000014257,0.014223099,0.63132995,1.0,GSE136831
ENSG00000014641,-0.0028158426,0.9317459,1.0,GSE136831
ENSG00000014824,-0.0041079707,0.66938734,1.0,GSE136831
ENSG00000014914,0.03696569,0.10025412,0.49617365728108753,GSE136831
ENSG00000014919,-0.08415595,0.008600101,0.10955293457165034,GSE136831
ENSG00000015133,-0.04500583,0.21798037,0.6698999968249091,GSE136831
ENSG00000015153,0.029524475,0.4464627,0.8135660407799897,GSE136831
ENSG00000015171,-0.009536164,0.13439088,0.5722097477354127,GSE136831
ENSG00000015285,-0.007061183,0.18450005,0.6417658985292793,GSE136831
ENSG00000015413,-0.019126087,0.49376392,0.8648444616948637,GSE136831
ENSG00000015475,-0.0055780015,0.10516187,0.5074996787493682,GSE136831
ENSG00000015520,0.008020453,0.7694897,1.0,GSE136831
ENSG00000015532,-0.21312186,0.00012269244,0.0037458286035892577,GSE136831
ENSG00000015568,-0.00038978423,0.7831584,1.0,GSE136831
ENSG00000015592,-0.018883139,0.5256369,0.9008229758177373,GSE136831
ENSG00000015676,0.009819707,0.332003,0.6811427810528935,GSE136831
ENSG00000016082,-0.012864168,0.024983408,0.22303043084252755,GSE136831
ENSG00000016391,-0.16589148,7.208361e-07,4.593755575689163e-05,GSE136831
ENSG00000016402,-0.0012159083,0.045315508,0.32112229370238016,GSE136831
ENSG00000016490,-0.0014439747,0.061885733,0.3848843620893403,GSE136831
ENSG00000016602,0.00839657,0.664596,1.0,GSE136831
ENSG00000016864,-0.124495655,0.016503287,0.17055015381995842,GSE136831
ENSG00000017260,-0.0026981956,0.11776129,0.5362111903633285,GSE136831
ENSG00000017427,0.007283473,0.29718912,0.6698999968249091,GSE136831
ENSG00000017483,0.07452159,0.015810508,0.1663597404311908,GSE136831
ENSG00000017797,-0.4594678,3.025232e-12,7.988698779959144e-10,GSE136831
ENSG00000018189,-0.054112643,0.001579079,0.031033156608359633,GSE136831
ENSG00000018236,-0.042115897,0.094688475,0.4823443520359877,GSE136831
ENSG00000018280,-0.25529772,0.00014618845,0.0043504320218805655,GSE136831
ENSG00000018408,0.023730442,0.45718548,0.8258063672136067,GSE136831
ENSG00000018510,-0.014311507,0.2014963,0.664887877893191,GSE136831
ENSG00000018610,-0.00023243728,0.7755504,1.0,GSE136831
ENSG00000018625,-0.018922716,0.44147718,0.807587922801162,GSE136831
ENSG00000018699,-0.0047289943,0.36715657,0.7223250285252907,GSE136831
ENSG00000018869,0.19328226,3.208529e-06,0.0001674591399204144,GSE136831
ENSG00000019102,0.00028790906,0.9890828,1.0,GSE136831
ENSG00000019144,-0.0035121366,0.889269,1.0,GSE136831
ENSG00000019169,-0.0029700133,0.5451839,0.9215358753707442,GSE136831
ENSG00000019186,0.015608668,0.40078184,0.7602302583470703,GSE136831
ENSG00000019485,0.0044693924,0.23800407,0.6698999968249091,GSE136831
ENSG00000019505,-0.006475415,0.3476261,0.6989333385378559,GSE136831
ENSG00000019549,-0.71221143,1.8304085e-09,2.3233041261005087e-07,GSE136831
ENSG00000019582,-0.003826508,0.16341202,0.6139194871865067,GSE136831
ENSG00000019991,-0.022189215,0.4316792,0.7964821662289338,GSE136831
ENSG00000019995,-0.020877473,0.018047601,0.18105920743213472,GSE136831
ENSG00000020129,-0.0034943223,0.9146246,1.0,GSE136831
