,pearson,cmap
bardoxolone-methyl,0.04331896658896925,-0.08289473684210527
baricitinib,0.007478500619618339,0.0
basimglurant,0.013383167736781845,0.0
batimastat,-0.08863071852645098,0.12399122807017543
bavisant,-0.05354541353462668,0.1011842105263158
bazedoxifene,0.011505939694469119,-0.10868421052631574
beclomethasone-dipropionate,0.05177238354058097,0.0
belinostat,-0.03489548437010226,0.0
bemegride,0.045799557424047385,-0.10210526315789474
benazepril,0.04926619209844385,-0.11736842105263162
bendamustine,-0.03147722606347104,0.0
bendroflumethiazide,-0.05086198166987551,0.13903508771929826
benfluorex,0.06779933013206055,-0.1396491228070176
benzamil,0.002287029470043964,0.06271929824561406
benzbromarone,-0.08571762421924177,0.1262719298245614
benzotript,-0.010168231241546232,0.0
benzthiazide,0.025134120899001015,-0.06162280701754387
benzydamine,-0.04128304496630228,0.11307017543859646
benzylpenicillin,-0.017679354182525725,-0.08109649122807017
bepotastine,-0.08150346597222202,0.13486842105263153
berberine,0.07528706160048655,-0.14026315789473687
betahistine,-0.001729705919848224,0.0
betrixaban,-0.007525817402526082,0.07149122807017547
betulinic-acid,-0.09090188018588134,0.18096491228070175
bevirimat-dimeglumine,-0.010297147525892659,0.0909210526315789
bexarotene,-0.06818614440763471,0.14925438596491225
bezafibrate,0.09086662151769236,-0.15859649122807018
bicalutamide,0.01899921073183737,-0.07916666666666665
bifemelane,-0.06705760797639165,0.14021929824561408
bifonazole,-0.06896393638318322,0.1105263157894737
bimatoprost,0.04084779511264465,-0.08951754385964913
bindarit,-0.0503494077511211,0.11535087719298245
binimetinib,-0.0811952606072689,0.0
biperiden,0.0038109498976027045,-0.1313157894736842
birinapant,0.020028143327895858,-0.05912280701754387
bisindolylmaleimide,0.07793622064112014,-0.13640350877192983
bisoprolol,0.05676279005984372,-0.16570175438596485
bitopertin,0.08780553032692572,-0.11561403508771934
blonanserin,0.050501843367992516,-0.10210526315789471
bms-906024,0.037686448326322716,-0.10877192982456141
bopindolol,0.02315117247944646,-0.0668421052631579
bortezomib,0.0004365053675187249,0.09793859649122805
bosentan,-0.046090826408954774,0.11973684210526317
bosutinib,-0.06964112281079037,0.09153508771929822
brequinar,-0.045749938974266637,0.0
bretazenil,0.010083162772372709,-0.07618421052631583
brexpiprazole,-0.04883771202520665,0.11991228070175441
brivanib,-0.05915183616339814,0.0
brivudine,0.028400990584829536,-0.09407894736842107
bromocriptine,0.050759437653343446,-0.13916666666666666
bropirimine,-0.027890092632894402,0.0
broxuridine,-0.029216308715938485,0.0
bruceantin,0.009895713144750656,0.1269298245614035
bucladesine,-0.09349793334997994,0.16412280701754386
budipine,-0.04475737451634395,0.13464912280701757
buflomedil,-0.04745925664808946,0.06293859649122813
bumetanide,0.07422808885453508,-0.1258771929824562
buparlisib,-0.13515709065728138,0.2522368421052632
bupivacaine,0.06672150546468986,-0.12938596491228072
bupropion,-0.04350280336972191,0.0
buspirone,-0.04599881302404527,0.0
busulfan,-0.0556163464449776,0.08530701754385961
butaclamol,0.02857561332536521,-0.10964912280701752
butoconazole,0.07596606642662936,-0.11105263157894735
butorphanol-(+)-tartrate,0.08466219305139204,-0.14605263157894738
cabazitaxel,-0.05059291167285832,0.12052631578947365
cabergoline,-0.0671057206337259,0.16245614035087722
cabozantinib,-0.000977282452380733,0.0
caffeine,0.07255284760419234,-0.11276315789473684
calcitriol,0.02657080436651083,0.0
calpain inhibitor ii,0.04556788516125788,0.0
calpeptin,-0.05443039256086029,0.09399122807017543
camicinal,-0.03345971225835245,0.06061403508771929
camostat-mesilate,0.0416888044883471,0.0
camptothecin,0.003064734259866703,0.06333333333333332
canagliflozin,-0.03270409365520422,0.0
candesartan,0.11190191581083822,-0.15276315789473682
canertinib,0.022026604252219348,0.0
capecitabine,0.02838676910723371,-0.0817982456140351
capsaicin,-0.026578672394059182,0.07706140350877191
carbachol,0.07126593647524222,-0.17403508771929826
carbamazepine,-0.1101314938652379,0.18030701754385964
carbenoxolone,-0.03871175631975432,0.08491228070175438
carbimazole,-0.06580722646816896,0.1405701754385965
carfilzomib,-0.04224988675871401,0.13701754385964912
carglumic-acid,-0.022013330386296073,0.11171052631578948
cariporide,0.06731173919011145,-0.14381578947368417
cariprazine,0.04395671124571781,-0.10565789473684215
carisoprodol,-0.04900526255924086,0.09548245614035092
carprofen,0.08944643345923414,-0.13517543859649125
carvedilol,0.03139315746611351,-0.14048245614035085
castanospermine,0.09767271523582295,-0.1825438596491228
cediranib,0.0021632677655875794,0.0
cefdinir,-0.0873434285170172,0.1681140350877193
cefepime,-0.0676673336465697,0.1464473684210526
cefoperazone,-0.024680100155909133,0.0
cefotetan,0.009219490322596816,0.07771929824561402
cefozopran,0.0491176253227463,-0.11732456140350878
celastrol,0.003573338347811118,0.0
celecoxib,0.09167871634170424,-0.1400438596491228
cepharanthine,0.092771203938561,0.0
cevimeline,0.08727571385367199,-0.14758771929824563
chelerythrine,-0.07241086877056627,0.133421052631579
chenodiol,-0.10552635204335344,0.19894736842105262
chlorambucil,-0.008225576891116072,0.04644736842105261
chloramphenicol,0.022405153517864304,0.0
chlormezanone,-0.09335909151755488,0.18736842105263155
chloroquine,0.011961688279475365,0.0
chloroxine,0.08466503665526087,-0.13622807017543864
chlorphenamine,0.0010033740662210597,0.0
chlorpromazine,-0.010024369788207681,-0.12250000000000003
chlorpropamide,-0.10410921610877015,0.17153508771929826
chlorprothixene,0.045764877458638165,-0.131140350877193
chlorthalidone,-0.06857090753587579,0.1329824561403509
cholic-acid,0.08863335550693333,-0.1617543859649123
choline-alfoscerate,0.08213982319549257,-0.14425438596491227
chrysin,-0.018500826654752275,0.08758771929824566
cianidanol,0.05170765190939728,-0.12043859649122807
ciclesonide,0.016389544141506195,0.0
ciglitazone,-0.021148016425223855,-0.09710526315789475
cilengitide,0.011880569288364609,-0.06622807017543858
cilomilast,0.04149990396500178,0.0
cilostazol,0.053177545540383425,-0.12758771929824558
cimetidine,0.003955363309912702,0.0
cinaciguat,-0.08736295221809677,0.16416666666666663
cinepazide,0.07217942115449898,-0.16355263157894737
cinnarizine,-0.012538733957105476,0.07583333333333336
cinoxacin,0.08923752053805216,-0.13561403508771933
ciprofloxacin,0.02283832056091398,-0.08973684210526317
cisapride,0.008699402356164027,0.0
citalopram,0.014940609121566209,-0.08307017543859649
cladribine,-0.08215462261286197,0.10942982456140349
clarithromycin,0.07430993262097009,-0.13574561403508772
clemizole,0.06464813085651866,-0.1362280701754386
clenbuterol,0.04279500164357965,0.0
climbazole,-0.018114437035028155,0.10657894736842105
clinafloxacin,0.020180799609423872,-0.11631578947368426
clindamycin,-0.03822450929522964,0.13122807017543858
clinofibrate,-0.04191422670490776,0.0
clioquinol,0.085300369541401,-0.13328947368421057
clobetasol,0.07306087956777091,0.0
clofarabine,-0.05043819124376937,0.0
clofazimine,-0.0005419214749596207,0.0
clofibrate,0.002536023055937228,-0.07982456140350876
clofibric-acid,-0.02945748615108759,0.1364473684210526
clofoctol,-0.00676823942916383,0.0
clomethiazole,0.03292460865503417,-0.065
clomifene,0.034858550365404084,0.0
clomipramine,0.007303656348151235,-0.11956140350877192
clonazepam,-0.02511963203123203,0.06649122807017543
clonidine,-0.04298114306102615,0.08771929824561403
closantel,0.015162423600662398,-0.09697368421052632
clotrimazole,-0.09866029034915352,0.1550438596491228
clozapine,-0.09010936320189566,0.20403508771929824
cobicistat,-0.040747166745471235,0.10328947368421054
cobimetinib,-0.1098629319269279,0.14820175438596492
colchicine,-0.06786232401741826,0.13210526315789478
colforsin-daproate,0.05169537420914045,-0.11894736842105266
combretastatin-A-4,-0.047464756338216084,0.11087719298245607
compound e,0.03676876924250527,-0.09201754385964911
conivaptan,-0.08552269814828328,0.18482456140350878
cordycepin,-0.01920174408703434,0.0
cpi-169,-0.0411344309980135,0.10815789473684209
crizotinib,-0.012143597095871855,0.08894736842105261
cromoglicic-acid,0.09040790603452631,-0.12758771929824558
curcumin,0.061693585477314225,-0.10907894736842107
cutamesine,-0.03479860858023481,0.0
cyanocobalamin,-0.11988741386949618,0.17921052631578943
cyclizine,-0.0500512520710196,0.13877192982456138
cyclobenzaprine,0.07431298573359497,-0.14995614035087718
cyclosporin-a,-0.03979981634262517,0.10758771929824562
cyproheptadine,0.07050765266404013,-0.11429824561403512
cyproterone-acetate,0.09433800430403877,-0.14789473684210527
cytarabine,0.028676655527853066,-0.09903508771929821
cytisine,-0.06561525944111486,0.13271929824561407
cytochalasin-b,-0.023227756388416124,0.10714912280701758
dabigatran-etexilate,0.027884188682937096,-0.11548245614035088
dabrafenib,0.10394348940318159,0.0
dacarbazine,-0.055726350601801464,0.09271929824561403
dacinostat,0.012919543338432147,-0.07592105263157896
dacomitinib,0.10355371059757176,-0.16688596491228075
dalfampridine,0.05185707266225257,-0.13587719298245615
daminozide,0.059469223279684555,-0.14
danazol,-0.07427242716965984,0.1662719298245614
danegaptide,-0.008588638895863778,0.0
dantrolene,-0.06606576138229989,0.1299561403508772
danusertib,-0.07560451900203673,0.1719298245614035
dapagliflozin,0.01004839866172202,-0.07618421052631577
dapivirine,-0.012285266190109735,0.05793859649122807
dapsone,-0.023154280803096665,0.0
darapladib,-0.10716815453951047,0.1331140350877193
darifenacin,-0.007886338077756561,0.0
darunavir,0.06799806076236,-0.13048245614035087
dasabuvir,-0.045572702129785224,0.10921052631578945
dasatinib,0.0793853830184591,0.0
daunorubicin,-0.09035562727981876,0.13298245614035087
dazmegrel,0.03955721704832445,-0.08210526315789476
dazoxiben,-0.05808911062471182,0.1205263157894737
decitabine,-0.09039580337533017,0.12100877192982457
defactinib,-0.09634873710920255,0.1745614035087719
deferasirox,-0.034134535263431166,0.0
deferiprone,0.006317621147327093,0.09342105263157896
deforolimus,-0.12147118128877289,0.148640350877193
dehydroepiandrosterone,0.024819024875886428,-0.12135964912280703
delanzomib,0.00880342962888842,0.11793859649122809
delivert,0.04645055114411927,-0.12570175438596493
deoxycholic-acid,-0.06332205804962161,0.15407894736842107
dequalinium,-0.02089412304888421,0.12596491228070172
desmopressin-acetate,0.02226483036520884,-0.10508771929824562
desoxypeganine,0.04473115870966647,-0.10710526315789473
desvenlafaxine,-0.0652250604025487,0.1203070175438597
dexamethasone,0.0017948226146033174,0.1174561403508772
dexamethasone-acetate,-0.0660311826693775,0.11855263157894741
dexfenfluramine,0.06571488540266932,-0.14364035087719298
dexloxiglumide,-0.07542141374485335,0.1838157894736842
dexniguldipine,-0.0679438168572596,0.11640350877192979
dextromethorphan,0.08949545195260093,-0.13004385964912282
diacerein,0.04823306877918187,-0.09298245614035092
diazepam,0.05465001982401689,-0.10614035087719302
diazoxide,-0.08527147337835654,0.15995614035087716
diclofenac,-0.02404711090976217,-0.054692982456140404
diclofensine,0.07982656492678619,-0.13899122807017544
dicloxacillin,-0.0017929226938999722,0.0
dicoumarol,0.02479741248856211,0.0
dideoxyadenosine,0.09671256923125716,-0.185
dienogest,-0.04536675786835648,0.10877192982456138
diethylcarbamazine,-0.041743636037589085,0.0
diethylstilbestrol,-0.03793197153333472,0.08675438596491225
diflunisal,0.09035815366235371,-0.14105263157894737
digoxin,-0.0376711830714423,0.10166666666666667
dihydroergocristine,-0.013049437548695074,0.07456140350877198
dihydroergotamine,0.04616052500284221,-0.0562280701754386
dilazep,0.05460397778736027,-0.09631578947368424
diltiazem,0.08067210867665967,-0.14907894736842103
dimesna,0.003323670702422595,0.0
dimethyl-fumarate,-0.02864346402323203,0.12789473684210526
diminazene-aceturate,-0.05899413228011922,0.14460526315789468
dinaciclib,-0.08694534965620371,0.0937719298245614
dinoprost,-0.025580123114979352,0.11789473684210525
diosmin,-0.025169971852052855,-0.08986842105263157
diphenidol,0.08154438357383603,-0.127280701754386
diphenylpyraline,-0.07797429540066551,0.1505701754385965
dipraglurant,0.06210082336522842,-0.1457456140350877
dipyridamole,-0.03525983383155936,0.10666666666666669
disopyramide,-0.0271127052248924,0.0
disulfiram,-0.022066665304721077,0.08250000000000002
docetaxel,-0.0364277720577234,0.09140350877192982
dofequidar,-0.06883334828671413,0.1135964912280702
dolasetron,0.013814471497396437,-0.08802631578947367
dolastatin-10,-0.05808571067943942,0.11907894736842103
dolutegravir,-0.07397840620930182,0.14557017543859646
donepezil,0.02564034709398078,-0.12780701754385965
donitriptan,0.06184965243909388,-0.10021929824561404
dopamine,-0.0037013620274749057,0.0
doramapimod,-0.13385181687961306,0.14548245614035085
dorzolamide,0.07079407272534607,-0.1242105263157895
dosulepin,0.047029701225434054,-0.12627192982456142
dovitinib,-0.047774693246217484,0.10061403508771932
doxapram,-0.01991830123646548,0.08017543859649118
doxazosin,0.0860191677406499,-0.11166666666666664
doxepin,-0.05521596041371809,0.13267543859649122
doxifluridine,0.04940151551028665,-0.11100877192982458
doxofylline,0.08830339142226346,-0.13671052631578945
doxorubicin,-0.08088838412020187,0.11359649122807017
doxycycline,0.0696991783881187,-0.12899122807017543
dronedarone,0.005885377706254878,0.0
droperidol,-0.04888937449745359,0.0
drospirenone,0.07593294017500593,-0.12114035087719299
duloxetine,0.09751678742281798,-0.17903508771929824
dutasteride,-0.03402562926670007,0.11469298245614035
ebselen,-0.006850050900097681,-0.07
ecabet,0.0483839584600927,-0.11043859649122809
econazole,0.09359584846565783,-0.13539473684210526
edoxaban,0.027546792693753253,-0.09675438596491226
edoxudine,0.013097839209506653,0.0
efaproxiral,-0.061222883824645476,0.16192982456140348
efatutazone,0.003493185107423434,0.0
efavirenz,-0.05938501588025847,0.12982456140350873
eflornithine,0.03691074638139808,-0.09425438596491231
elacridar,-0.012375542870204152,0.1089473684210526
elesclomol,0.04933908364440407,-0.08548245614035085
ellagic-acid,-0.0661396352233955,0.15035087719298246
elvitegravir,0.07771395368736263,-0.16289473684210523
emedastine,0.07569320352272618,-0.13307017543859648
empagliflozin,0.05453319604386315,-0.130219298245614
emtricitabine,-0.058919768604987786,0.12096491228070178
enalapril,-0.03077001955942585,0.0
enoxacin,0.059041380212939414,-0.11837719298245614
enoxolone,-0.04325272772868201,0.09289473684210525
enprofylline,0.057559549233611326,-0.1266228070175439
entecavir,-0.05734473082754598,0.10885964912280702
entinostat,-0.1192949971628419,0.0
enzalutamide,0.04824708776740251,-0.09473684210526315
enzastaurin,0.06626667115233024,-0.11657894736842106
eperezolid,0.03402941358495795,0.0
epigallocatechin-gallate-(-),0.06377266373823094,-0.11697368421052637
epinastine,-0.030782010293116335,0.0
epinephrine,-0.07493359196309758,0.1740350877192983
epirizole,-0.04446930332430247,0.12039473684210528
epirubicin,-0.07360727675594435,0.0954385964912281
epitiostanol,-0.00977740281583173,0.10293859649122811
eplerenone,0.0009106404021972228,-0.06228070175438599
epothilone-b,-0.03403778379423767,0.13526315789473684
eptifibatide,0.01918922765012927,-0.11320175438596493
epz-5676,-0.04170560424800873,0.12894736842105264
epz004777,-0.03414508585217367,0.0
equol,0.00406321710822702,0.0
ercalcitriol,0.027162349851469182,0.0
erlotinib,-0.06990264907638673,0.09780701754385962
erteberel,0.01561175255977741,0.06833333333333336
erythromycin,0.015330951505535557,0.0
erythromycin-ethylsuccinate,-0.030684591545996266,0.13736842105263156
escitalopram,0.05875717906254404,-0.0907894736842105
esculin,0.05185914638617408,-0.12504385964912282
esmolol,0.06377334386910133,-0.12495614035087718
estradiol,-0.04674350513801051,0.16219298245614033
estramustine,0.07056218545518794,-0.13127192982456137
estramustine-phosphate,-0.08664132350984823,0.15530701754385962
estriol,-0.037977660310251425,0.11026315789473685
estrone,0.039807870830914804,-0.09302631578947368
etacrynic-acid,0.033721658431945786,-0.08337719298245616
etanidazole,0.046047707719148276,-0.1294736842105263
etazolate,-0.06743965665836088,0.15000000000000002
ethinyl-estradiol,-0.04200832081084039,0.11618421052631578
ethylenediaminetetraacetic-acid,-0.013973839078110638,0.10521929824561407
etizolam,0.045337329290268354,-0.10394736842105262
etodolac,-0.07079785709558319,0.18188596491228068
etofenamate,-0.020903047350792958,0.13166666666666665
etofylline-clofibrate,-0.031304208318667086,0.0
etomidate,0.03271030410524971,-0.08447368421052631
etomoxir,0.01208903205884372,0.0
etoposide,-0.06816066690503123,0.11478070175438598
etoricoxib,-0.04288862908598953,0.12175438596491234
etravirine,0.07798235900278237,-0.13771929824561405
eugenol,-0.03804104465798814,0.06399122807017545
everolimus,-0.1433036698815852,0.18368421052631578
exalamide,0.03948224014263819,-0.10723684210526313
exemestane,-0.014217193778237379,0.10201754385964915
exherin,0.07737712443001116,-0.15543859649122804
exifone,0.06323612725089707,-0.09478070175438598
fadrozole,-0.010036138658566618,0.07991228070175438
famciclovir,-0.06585448771771196,0.1456140350877193
famotidine,0.03191262001923373,0.0
faropenem,-0.009080749834390776,-0.08276315789473684
fasudil,-0.050690745557607914,0.10714912280701756
favipiravir,0.008213823887090474,0.060219298245614006
fdcyd,-0.05666886632463527,0.10921052631578948
febuxostat,0.0372985191476862,-0.1358333333333333
felbamate,0.020017058055733523,-0.0775438596491228
felbinac,-0.09232793074116054,0.1931578947368421
felodipine,0.04544467942023337,-0.11385964912280706
fenobam,0.04525663512309451,-0.12271929824561402
fenoldopam,-0.012059283837908977,0.1074561403508772
fenoterol,-0.021586293157445254,0.0
fentiazac,0.025800666326359908,-0.10714912280701755
fenticonazole,-0.04343210664913574,0.08938596491228071
fexofenadine,0.09104840898875527,-0.14385964912280702
fiacitabine,0.039519999380500256,-0.11140350877192978
fidarestat,0.022050915625868688,-0.09833333333333333
fidaxomicin,0.08032597426840148,-0.10324561403508775
filgotinib,0.02512823908262524,-0.11701754385964919
finasteride,-0.06628721478577637,0.1760526315789474
fingolimod,0.08007538585044387,-0.13771929824561405
fipronil,-0.06748267657831222,0.09938596491228074
firategrast,-0.0748161139686525,0.12078947368421053
flavoxate,0.03951515817880693,-0.10508771929824562
flecainide,0.042357816107052394,0.0
floxuridine,-0.05351941756893144,0.0
fluconazole,-0.026592322244596733,0.07179824561403508
fludarabine-phosphate,0.059029221699410606,-0.13421052631578945
fludroxycortide,0.030594670289558777,0.0
flumatinib,-0.0022920066431626482,0.10039473684210526
flumazenil,-0.033152814938987446,0.0
fluocinolone-acetonide,-0.07699698406635441,0.1328947368421053
fluorometholone,-0.024075649655760374,0.0
fluorouracil,0.010826807120904463,-0.06407894736842108
fluoxetine,-0.053760330055393,0.11280701754385963
fluphenazine,0.06408566132278312,-0.15719298245614036
fluspirilene,0.07346122907674826,-0.13535087719298247
flutamide,1.561899704697977e-05,0.0
fluticasone-propionate,-0.01445813067341881,0.13118421052631574
flutrimazole,-0.031132421006748543,0.14078947368421058
fluvoxamine,0.06517625329904655,-0.10337719298245615
folic-acid,-0.0469693511357997,0.0
fomepizole,0.02289957432988762,0.0
fomocaine,-0.035978278655534886,0.11807017543859648
foretinib,-0.053058117580142033,0.12008771929824563
formestane,-0.03255185280585668,0.11552631578947367
formoterol,0.0880483821017786,-0.18500000000000003
forskolin,0.12404187099320264,-0.18083333333333332
fosfomycin,0.031198850444116782,-0.10785087719298247
fosinopril,0.09116137478302161,-0.1564473684210526
fostamatinib,0.09654111211215492,-0.17921052631578943
ftorafur,-0.05478363421076117,0.11728070175438596
fulvestrant,-0.039494277319446776,0.13578947368421052
furosemide,0.09256970979734824,-0.16223684210526312
fusidic-acid,0.082950568482355,-0.12644736842105264
gabapentin,0.02173006202365732,-0.08780701754385964
gaboxadol,0.024483685013654756,0.0
galeterone,-0.06080314863315402,0.12469298245614038
gallopamil,0.10883100632180637,-0.17614035087719299
ganaxolone,0.027856329389556678,0.0
ganciclovir,-0.03432921124502761,0.10267543859649124
ganetespib,-0.06187166489504557,0.15337719298245617
garcinol,0.060054097575174555,0.0
gatifloxacin,0.0038533606507889302,0.0
gefitinib,0.03539982622975155,-0.12096491228070172
geldanamycin,-0.00405295819610601,0.10087719298245612
gemcitabine,-0.0809452274690263,0.0
gemfibrozil,0.008208176229926681,-0.10837719298245613
gemifloxacin,-0.011881814092742507,0.0
genistein,-0.03858577099364221,0.09894736842105264
genz-644282,0.012660955133968487,0.0
gestrinone,-0.06927433046721607,0.1428508771929825
gimeracil,0.029735956781575118,-0.09530701754385963
ginkgetin,0.09110034954207497,-0.17978070175438596
ginkgolide-b,0.08504220560228931,-0.16692982456140348
glafenine,0.09220076240213132,-0.1387280701754386
glasdegib,0.020408040488500607,0.0
glibenclamide,0.0642250433739118,-0.12833333333333333
gliclazide,-0.06848353344818837,0.15293859649122807
glimepiride,-0.05240342834759553,0.0742543859649123
glipizide,0.018434832027574614,0.0
gliquidone,-0.003514414854751051,0.1004385964912281
glycitein,0.06302861564440086,-0.1316228070175439
glycopyrrolate,0.026026108271733666,-0.09916666666666665
golvatinib,0.07169107247923928,-0.12745614035087716
goserelin-acetate,0.050938919985947885,-0.12219298245614038
granisetron,0.06746771050743851,-0.1382894736842105
grazoprevir,-0.012816744037943386,0.0
griseofulvin,-0.0685194555030539,0.11934210526315792
gsk126,-0.08414406174245403,0.15350877192982457
guanaben-acetate,-0.009680402169140036,0.0
guanadrel,0.01992833846908928,0.0
guanethidine,-0.0002532123764082366,0.0
halcinonide,-0.031046596816648158,0.08539473684210527
halofantrine,-0.048769079030431116,0.10605263157894737
haloperidol,0.02267207056442818,-0.07078947368421053
hesperidin,0.0065447985346245635,-0.11872807017543863
hexachlorophene,-0.01734713419625312,0.0
histamine,0.11324057925028728,-0.16201754385964912
homochlorcyclizine,-0.04474400659507363,0.08978070175438599
homoharringtonine,0.03499429798315216,0.0
honokiol,-0.04994244044890412,0.1063157894736842
hydrocortisone,0.033991908881480806,-0.060175438596491236
hydroflumethiazide,0.004435029374231037,-0.08916666666666664
hydroxyurea,-0.011531647740582286,0.0
hymecromone,0.010923178828711832,-0.18890350877192985
hypericin,0.0383277423888451,-0.13785087719298245
ibrutinib,0.11746777341978205,-0.15609649122807015
ibudilast,0.06843857522808507,-0.1318421052631579
ibuprofen,0.06025896048727854,-0.11618421052631578
ibutamoren,-0.04652302376476823,0.11429824561403507
ibutilide,0.05147197358670259,-0.09833333333333327
idalopirdine,-8.951517669314036e-05,0.0
idasanutlin,-0.08794033394624055,0.1492982456140351
idebenone,0.06661942582440583,-0.14070175438596494
idelalisib,-0.016289568781762118,0.0
idoxuridin,0.02898682323005546,-0.15969298245614033
ifenprodil,-0.05106807327302201,0.1281140350877193
ifosfamide,-0.06966870166626034,0.16333333333333336
iguratimod,0.0017626762859287986,0.07302631578947366
ilomastat,-0.04949385743214982,0.12184210526315789
imatinib,0.04103444398913424,-0.09653508771929824
imexon,0.006437595463456974,-0.07530701754385963
imiloxan,0.03766011678779594,-0.13592105263157894
imipramine,0.008084534366493834,-0.0681578947368421
imiquimod,0.04226847390431748,-0.09912280701754389
indacaterol,0.014671985993594622,-0.11438596491228067
indapamide,-0.0961825507478097,0.13157894736842105
indibulin,-0.0008873587565521545,0.08894736842105261
indinavir,0.07639334119774593,-0.11561403508771934
indiplon,0.008083216490261627,0.0
indirubin,0.048344981090737565,-0.10412280701754387
indobufen,-0.028332247556380977,0.0
indole-3-carbinol,0.009212081998998088,0.0
indometacin,0.0840821313861308,-0.11570175438596493
indoprofen,0.020983128023698477,0.0
indoramin,0.044585402592988176,-0.13035087719298244
indoximod,-0.029993561379436973,0.0
ingenol-mebutate,-0.09236313610063744,0.1312719298245614
iniparib,0.014087020320939933,0.0
inosine,0.015133719457462025,0.0
inositol,-0.07839833791236063,0.166578947368421
ipratropium,0.04043996314220227,-0.08741228070175439
ipriflavone,-0.024831234030799027,0.0
irbesartan,-0.0297548629649323,0.0
irinotecan,-0.0012467451871032197,0.0
irsogladine,0.04390407316512963,-0.10214912280701756
isbufylline,0.022506977402536082,-0.07828947368421053
ischemin,-0.08289963989340893,0.16473684210526313
isoconazole,-0.08095092605579857,0.12153508771929826
isofloxythepin,-0.058994969244550895,0.1712719298245614
isoniazid,-0.05818060706040939,0.10403508771929826
isosorbide-mononitrate,-0.011456567649533182,0.0
isradipine,-0.05777231086071837,0.10714912280701755
istaroxime,0.001376793628600273,-0.10657894736842105
itopride,-0.012292707509074312,-0.10188596491228069
itraconazole,0.0001388624031683211,0.0
ivabradine,-0.08693004339533555,0.15526315789473683
ivacaftor,-0.0065658957117227705,0.06938596491228068
ivermectin,-0.01961242401152564,0.0
ixabepilone,-0.04415576406773932,0.11504385964912284
ixazomib,0.001441377213642865,0.10907894736842105
ixazomib-citrate,0.011931500239675319,0.13030701754385965
josamycin,-0.024125948641412792,0.0
kakonein,-0.018595724707315405,0.08008771929824562
ketanserin,-0.0703618995870601,0.0842982456140351
ketoconazole,0.0697979797395488,-0.14833333333333334
ketoprofen,-0.04585257851820233,0.09837719298245617
ketorolac,0.07405062193373894,-0.13026315789473686
ketotifen,0.07603174936316728,-0.14688596491228073
labetalol,0.06655431133693286,-0.12043859649122805
lacidipine,0.0025118305756644116,0.13877192982456135
lacitol,0.04959027499467372,-0.10157894736842106
lacosamide,-0.10537674070449968,0.16666666666666669
lafutidine,-0.03506811109733641,0.10789473684210527
lamivudine,-0.026250146424567775,0.08197368421052631
lamotrigine,-0.038417146978481455,0.0
lapatinib,0.029040781006575787,0.0
laropiprant,0.001922604518882763,0.0
lasalocid,-0.06556555268229801,0.15640350877192982
latanoprost,0.05425306301712516,-0.1142982456140351
ledipasvir,0.024742611241489392,0.0632894736842105
leflunomide,-0.006424049592511683,0.0
lenalidomide,-0.08379945023337668,0.09622807017543861
lenvatinib,-0.041811728066441775,0.06355263157894737
lerisetron,0.03090984663456593,-0.09346491228070178
lersivirine,-0.09762814983319155,0.19464912280701752
lesinurad,0.021098651413025114,0.0
lestaurtinib,-0.07644139922926838,0.13061403508771932
letermovir,0.014921617557547742,-0.11587719298245613
letrozole,0.06911753968836774,-0.11881578947368421
levalbuterol,0.1381269495365475,-0.13359649122807019
levamisole,-0.02129822062095688,0.0800877192982456
levcromakalim,-0.0757691256451107,0.13969298245614034
levetiracetam,-0.06545790144207195,0.1439473684210526
levobunolol,-0.006253570699122142,0.0
levocabastine,-0.04044929034088855,0.10947368421052628
levocetirizine,-0.06591670624574841,0.14995614035087718
levofloxacin,-0.04719258135813252,0.12078947368421056
levomequitazine,-0.013892670735257334,0.0
levonorgestrel,-0.051415147662362604,0.13903508771929823
levosimendan,0.016072112755398972,0.0
levothyroxine,0.004379155294421659,0.0
licarbazepine,-0.09802631742787044,0.0
licochalcone-a,0.06416880651779776,-0.13921052631578948
lidamidine,0.03248455965184745,-0.08043859649122806
lidocaine,0.052359546729956935,-0.09583333333333331
lidoflazine,-0.04236292785203929,0.10385964912280704
linagliptin,0.02455522878182367,0.0
linezolid,0.0062294497784123,-0.09986842105263155
linifanib,-0.05181626842050406,0.0
linopirdine,0.0742516331896111,-0.17052631578947372
linsidomine,-0.09640975126440304,0.20600877192982456
linsitinib,-0.0949454537982889,0.175
liranaftate,-0.05439752400245292,0.0
lirimilast,0.03438855309589265,0.0
lisinopril,-0.09439560280880764,0.17846491228070177
lisofylline,0.054501060804387956,-0.12385964912280698
lobenzarit,-0.025548753858065383,0.0
lodoxamide,0.07407844923808832,-0.13925438596491227
lofexidine,0.006463851180962463,-0.04780701754385964
lomeguatrib,0.08546003014715652,-0.16219298245614036
lomerizine,0.05960856136444208,-0.11833333333333335
lomitapide,0.08158190423092246,-0.15868421052631582
lonafarnib,-0.1121301291223177,0.1300438596491228
lonidamine,0.02087048746401053,0.0
loperamide,0.023522213878010557,0.0
lopinavir,-0.04591674770464206,0.11758771929824559
loratadine,0.10102063320580973,-0.17991228070175438
lorazepam,-0.0001869412649815036,0.0
lorcaserin,0.08130088359158757,-0.16013157894736843
lorglumide,-0.01785986071265248,0.0
losartan,0.011079089070122696,-0.07662280701754387
losmapimod,-0.05457271374445904,0.09228070175438596
loxoprofen,0.007791411229568338,0.0
lucitanib,-0.09876331189055573,0.13776315789473687
