,pearson,cmap
actarit,0.05013464782075358,-0.13508771929824567
acyclovir,-0.03176944760927822,0.0
adapalene,-0.008229242603339506,0.09057017543859655
adarotene,-0.07451825845368067,0.1375438596491228
adatanserin,0.10788539910795579,-0.15890350877192982
adenosine,-0.05006147710310437,0.10276315789473683
adoprazine,-0.06261029048346232,0.10763157894736838
afatinib,0.004619962657084909,0.061184210526315785
afloqualone,0.03775565016319873,-0.13245614035087722
agomelatine,-0.03865268070343916,0.11157894736842108
alagebrium,0.04297439693245839,-0.05473684210526317
alaproclate,0.03357524866665539,-0.12135964912280704
albendazole,-0.05427073418836004,0.17302631578947367
alectinib,-0.03880768398860563,0.09978070175438596
alisertib,-0.05290328587449757,0.12684210526315792
aliskiren,0.04976559669443705,-0.11833333333333336
alizapride,0.08037048751802041,-0.15649122807017543
allopurinol,-0.034527037297266173,0.11403508771929824
almitrine,-0.04735198045053002,0.08732456140350875
almorexant,0.08426522848681052,-0.1308333333333333
alpelisib,-0.04708334892314758,0.12043859649122804
alprostadil,0.06648204498844182,-0.1419736842105263
altanserin,0.039398232750884415,-0.0969736842105263
altrenogest,-0.082868578975583,0.12197368421052637
altretamine,0.04241781915806509,-0.07653508771929826
alvespimycin,-0.05976653691155853,0.16346491228070176
alvimopan,-0.1279043573330127,0.19280701754385965
alvocidib,-0.06911069046905108,0.062324561403508755
amantadine,0.025974529720483655,-0.10903508771929825
ambrisentan,-0.01593576079736948,0.0
ambroxol,-0.05147463252558703,0.1262280701754386
amcinonide,0.014046778709365723,0.0
amfepramone,0.03005797176994825,0.0
amikacin,-0.05604301171372012,0.1535087719298246
amiloride,0.004132141461120672,-0.10258771929824562
amineptine,-0.10225107938288386,0.18364035087719302
aminocaproic-acid,0.027596677398097565,-0.08894736842105266
aminoglutethimide,-0.043258084310377455,0.06859649122807021
aminoguanidine,-0.031759526246321834,0.15228070175438596
aminosalicylic-acid,-0.025092077037065858,0.11491228070175441
amiodarone,0.05851632782662318,-0.13057017543859648
amiprilose,0.026779904995965473,-0.12206140350877198
amitifadine,0.05044928785887142,-0.13644736842105262
amitriptyline,-0.0008317298135666782,0.0
amlexanox,0.061217157113789895,-0.1181578947368421
amlodipine,0.07292894130198935,-0.11723684210526314
ammonium-glycyrrhizinate,0.05321388302109415,-0.09846491228070173
amodiaquine,0.08274232064009596,-0.10267543859649124
amonafide,0.018648949164859957,-0.07583333333333332
amoxapine,0.12832265316082242,-0.22263157894736843
ampalex,-0.05537923091189177,0.14692982456140355
amrinone,0.063400211120329,-0.13026315789473683
amsacrine,-0.041413422368544756,0.0
amtolmetin-guacil,-0.01161990029771998,0.0
amuvatinib,0.016983024428891717,0.0
anacardic-acid,0.05684304699081306,-0.1083333333333333
anacetrapib,0.08332011381367196,-0.14701754385964916
anagrelide,0.02007182756111466,0.10315789473684209
anamorelin,-0.0068318873668315756,0.08008771929824565
anandamide,0.061745862576801765,-0.15144736842105266
anastrozole,0.036182387826003026,0.0
andarine,-0.03685987648480471,0.08894736842105264
andrographolide,0.05356429363296753,-0.10793859649122807
anecortave-acetate,0.0013108478349252869,0.0
anidulafungin,0.07208913736977977,-0.13828947368421052
aniracetam,-0.04452099385162474,0.10192982456140351
anisodamine,-0.07133803418931003,0.12052631578947368
apabetalone,0.12349538785487028,-0.1658333333333333
apafant,-0.01964470509067965,0.0
aphidicolin,-0.07470872197871194,0.0
apixaban,-0.024674649107281673,0.1049122807017544
apocynin,-0.0588726587236044,0.176359649122807
apremilast,-0.07021131004215907,0.17508771929824563
aprepitant,-0.10338550408703304,0.18421052631578946
arbutin,-0.0180209566126323,0.0
argatroban,0.01033833901865201,0.0
arglabin,0.029346763947487992,-0.13969298245614034
aripiprazole,0.05572983958809423,-0.11697368421052634
armodafinil,-0.08443130793603522,0.14
arofylline,0.10485241802823601,-0.1464473684210526
artesunate,0.055496920221760136,-0.12697368421052635
asenapine,0.031673645941835575,-0.10175438596491226
aspirin,-0.08366744144709916,0.12241228070175438
asymmetrical-dimethylarginine,-0.04468922928487816,0.1053508771929825
ataluren,-0.06396771314928762,0.0
atenolol-(+/-),-0.021218413559563942,0.10162280701754385
atipamezole,0.040784719591618356,-0.1276315789473684
atomoxetine,0.0361168626925146,-0.08535087719298246
atorvastatin,0.013778064268967743,0.0
atovaquone,0.037899552175280106,-0.10706140350877194
atracurium,0.016923960957354538,0.0
atrasentan,-0.04720275259422986,0.05298245614035091
aurora-a-inhibitor-i,-0.04368372689726732,0.0
avagacestat,-0.05259341722522103,0.09171052631578949
avanafil,0.05735865895920854,-0.1448684210526316
avasimibe,-0.04826294110173611,0.15385964912280703
azacitidine,-0.006218973406781114,0.14741228070175433
azathioprine,-0.021305353401386458,0.0
azelaic-acid,0.038050972237716904,0.0
azelastine,0.03382312690890593,-0.11039473684210527
azithromycin,-0.003917251607258939,0.0
bafilomycin a1,0.09926703457067133,-0.10302631578947369
baicalin,0.01316542860487279,0.0
balaglitazone,-0.03868156960231937,0.1432017543859649
balapiravir,0.08815199496047078,-0.15486842105263152
balicatib,-0.05623820486756901,0.14754385964912278
balsalazide,0.09934957219828382,-0.15684210526315792
bambuterol,0.009697265791483167,-0.09811403508771933
barasertib,0.006215680594058701,-0.07219298245614036
barasertib-HQPA,0.0012228753625869362,-0.09403508771929828
