gene_symbol,log2FC,pvalue,padj,dataset
LYG1,4.423858e-05,0.87774533,1.0,GSE135893
TXNDC9,-0.045692965,0.053787164,0.21701649107407445,GSE135893
EIF5B,-0.16694658,0.00013519185,0.002121612527092279,GSE135893
REV1,-0.2004402,3.230135e-06,0.00010404987470526481,GSE135893
RP11-527J8.1,-0.0021198017,0.008040025,0.0530727344496681,GSE135893
AFF3,-0.17282164,2.9670864e-06,9.736990866055767e-05,GSE135893
AC092667.2,-0.010171932,0.19366689,0.512923455474006,GSE135893
LINC01104,0.0,,1.0,GSE135893
LONRF2,-0.015675038,0.34434935,0.660434150199774,GSE135893
CHST10,0.028015494,0.059771843,0.2332043175798232,GSE135893
NMS,0.0,,1.0,GSE135893
PDCL3,-0.05179874,0.050255805,0.20708306816762542,GSE135893
AC068538.4,0.0,,1.0,GSE135893
AC092168.3,0.0,,1.0,GSE135893
AC092168.4,0.0,,1.0,GSE135893
NPAS2,-0.041978903,0.009119631,0.05846210804419193,GSE135893
AC016738.3,0.0,,1.0,GSE135893
AC016738.4,-0.0013457685,0.19838059,0.5201112245481756,GSE135893
RPL31,-1.0070373,7.063898e-10,1.5257113620142498e-07,GSE135893
TBC1D8,-0.062245097,0.003455778,0.02770449783981775,GSE135893
RP11-299H21.1,-0.0011711036,0.010447087,0.06493485943767531,GSE135893
CNOT11,-0.043352254,0.0034437017,0.027639848422596303,GSE135893
RNF149,-0.012074649,0.80564487,1.0,GSE135893
CREG2,-2.6907888e-05,0.328183,0.6361638969490901,GSE135893
RFX8,0.0,,1.0,GSE135893
AC092570.2,0.0,,1.0,GSE135893
MAP4K4,-0.052743122,0.023547592,0.11985083878704338,GSE135893
LINC01127,-0.0002104139,0.261373,0.6215789520889425,GSE135893
IL1R2,-0.0028016905,0.058966096,0.23094311927874037,GSE135893
IL1R1,-0.24291186,2.6352927e-06,8.843979409189287e-05,GSE135893
AC007271.3,0.0,,1.0,GSE135893
IL1RL2,0.0025198627,0.59602296,0.9973379883280243,GSE135893
IL1RL1,0.0059608105,0.45904073,0.817360798856997,GSE135893
IL18R1,0.003440834,0.3748391,0.7026721121134184,GSE135893
IL18RAP,-6.0515733e-05,0.328183,0.6361638969490901,GSE135893
SLC9A4,-2.6907888e-05,0.328183,0.6361638969490901,GSE135893
SLC9A2,-0.002234328,0.00931051,0.05940320474550458,GSE135893
MFSD9,-0.011364182,0.031755988,0.1495164413881132,GSE135893
TMEM182,-0.01022744,0.002314609,0.020250561138661433,GSE135893
AC007251.2,0.0,,1.0,GSE135893
AC108051.1,0.0,,1.0,GSE135893
AC108051.2,-7.041317e-05,0.32818308,0.6361638969490901,GSE135893
AC108051.3,0.0,,1.0,GSE135893
AC073987.1,0.0,,1.0,GSE135893
AC013727.1,0.0,,1.0,GSE135893
AC013727.2,0.0,,1.0,GSE135893
RP11-76I14.1,0.0,,1.0,GSE135893
AC096554.1,0.0,,1.0,GSE135893
AC068535.2,0.0,,1.0,GSE135893
AC068535.3,-1.6396536e-05,0.32818285,0.6361638969490901,GSE135893
LINC01102,0.0,,1.0,GSE135893
LINC01103,0.0,,1.0,GSE135893
AC013402.4,0.0,,1.0,GSE135893
AC013402.3,0.0,,1.0,GSE135893
AC013402.5,0.0,,1.0,GSE135893
AC068057.1,0.0,,1.0,GSE135893
LINC01114,0.0,,1.0,GSE135893
POU3F3,0.0,,1.0,GSE135893
AC018730.4,0.0,,1.0,GSE135893
AC010884.1,-0.0014451282,0.0743282,0.27322870806044897,GSE135893
MRPS9,-0.058818396,0.0016613494,0.015575266537841142,GSE135893
UTAT33,0.001453026,0.34644917,0.6630649370789629,GSE135893
AC104655.3,0.0,,1.0,GSE135893
GPR45,0.0,,1.0,GSE135893
RP11-332H14.1,-0.0007311804,0.4966219,0.8664653337967227,GSE135893
TGFBRAP1,-0.010579471,0.46144634,0.8202995238817326,GSE135893
AC012360.4,-0.00013207294,0.11258747,0.3635731366275027,GSE135893
RP11-332H14.2,0.001635476,0.8424158,1.0,GSE135893
C2orf49,-0.009799372,0.4969386,0.8668831853276547,GSE135893
FHL2,0.046349715,0.046140082,0.1948175349611238,GSE135893
AC012360.6,-2.88667e-05,0.32818308,0.6361638969490901,GSE135893
NCK2,0.015670195,0.1829743,0.4942785100810541,GSE135893
AC009505.2,-0.00014236197,0.16744024,0.47014427490035693,GSE135893
AC009505.4,0.0,,1.0,GSE135893
C2orf40,-0.005579753,0.014745762,0.0844369336539918,GSE135893
UXS1,0.009792924,0.806744,1.0,GSE135893
AC018878.3,0.0,,1.0,GSE135893
RGPD3,0.0010736296,0.5378393,0.921018355077882,GSE135893
AC108868.5,0.0,,1.0,GSE135893
AC108868.6,0.0,,1.0,GSE135893
ST6GAL2,0.016548542,0.00557724,0.040231113091790685,GSE135893
AC016994.2,0.0,,1.0,GSE135893
AC006227.1,0.0,,1.0,GSE135893
AC096669.1,0.0,,1.0,GSE135893
AC096669.2,0.0,,1.0,GSE135893
AC096669.3,0.0,,1.0,GSE135893
GACAT1,0.0,,1.0,GSE135893
RGPD4-AS1,0.0,,1.0,GSE135893
RGPD4,-0.00035727074,0.040215082,0.1769862837813086,GSE135893
SLC5A7,0.010225788,0.020355549,0.10772103945693509,GSE135893
LINC01593,0.0,,1.0,GSE135893
LINC01594,-2.88667e-05,0.32818308,0.6361638969490901,GSE135893
SULT1C3,0.0,,1.0,GSE135893
SULT1C2,-0.0784926,7.942966e-07,3.476953541296414e-05,GSE135893
SULT1C4,-0.0006838632,0.18069954,0.4905484294443974,GSE135893
GCC2,-0.085966974,0.0038284808,0.030048179225212985,GSE135893
GCC2-AS1,-0.0050344365,0.16217878,0.4644764468584727,GSE135893
LIMS1,-0.008020192,0.85138816,1.0,GSE135893
LIMS1-AS1,0.0,,1.0,GSE135893
RANBP2,-0.07196915,0.08905019,0.3101258242238092,GSE135893
CCDC138,-0.011137804,0.30964592,0.6361638969490901,GSE135893
EDAR,0.0116820345,0.07600573,0.27773048290040514,GSE135893
SH3RF3-AS1,-1.6396536e-05,0.32818285,0.6361638969490901,GSE135893
SH3RF3,-0.0022071763,0.052945554,0.2148888372782267,GSE135893
AC109344.1,0.0,,1.0,GSE135893
SEPT10,0.10528526,0.009774317,0.06163874941601047,GSE135893
SOWAHC,0.008530829,0.6758029,1.0,GSE135893
RP11-506F3.1,-0.002183306,0.02591049,0.1285187730259385,GSE135893
RGPD5,-0.00883763,0.029826706,0.14289507198086693,GSE135893
LIMS3,-2.6907888e-05,0.328183,0.6361638969490901,GSE135893
LINC01123,-0.014489872,0.3193956,0.6361638969490901,GSE135893
MALL,-0.9020096,5.5462975e-13,5.191026305005649e-10,GSE135893
NPHP1,-0.004399352,0.6313594,1.0,GSE135893
LINC00116,-0.17977978,0.00049528363,0.00590102075084733,GSE135893
RP11-1223D19.1,-0.00015875851,0.1266597,0.39315266161951146,GSE135893
LINC01106,0.00020535104,0.98411846,1.0,GSE135893
RP13-1039J1.2,0.0,,1.0,GSE135893
AC108938.5,0.0,,1.0,GSE135893
LIMS3L,0.0002152631,0.32818305,0.6361638969490901,GSE135893
RP13-1039J1.3,-2.4722587e-05,0.328183,0.6361638969490901,GSE135893
RGPD6,-0.0024123583,0.0143909,0.08297176212410223,GSE135893
AC123886.2,-0.008014576,0.00027988295,0.0037526367609985794,GSE135893
BUB1,-0.019494766,9.81628e-05,0.0016554041568152453,GSE135893
AC114776.3,-0.0030170358,0.24184635,0.5909617094618733,GSE135893
ACOXL,-0.32933578,2.006249e-08,1.9999572466603706e-06,GSE135893
AC096670.3,-0.0012312452,0.0011790353,0.011795253851539466,GSE135893
BCL2L11,-0.05431246,0.00016705928,0.00251402198773251,GSE135893
AC108463.1,0.0,,1.0,GSE135893
MIR4435-2HG,0.23775257,3.3087526e-06,0.0001061762965885767,GSE135893
RP11-181E10.3,0.0013268264,0.32818305,0.6361638969490901,GSE135893
AC068491.2,0.0,,1.0,GSE135893
RP11-803D5.4,0.010958843,0.030256921,0.14440180035545452,GSE135893
RP11-68E19.2,0.0,,1.0,GSE135893
AC017002.1,-0.00016817637,0.16374166,0.4648687576412172,GSE135893
AC017002.2,0.005535556,0.078801796,0.28488709324483197,GSE135893
AC017002.4,0.0,,1.0,GSE135893
ANAPC1,-0.03107313,0.040015534,0.1763153377780575,GSE135893
MERTK,-0.074505694,9.381851e-05,0.0015997575493139425,GSE135893
TMEM87B,-0.00036384165,0.9895396,1.0,GSE135893
FBLN7,0.01981361,0.22820428,0.5680073143953832,GSE135893
ZC3H8,-0.00043616816,0.9507658,1.0,GSE135893
ZC3H6,-0.034416817,0.022134773,0.11461642170870233,GSE135893
RGPD8,-0.0064752907,0.10341481,0.3433675645436881,GSE135893
TTL,-0.009286338,0.064765595,0.24719211084605291,GSE135893
POLR1B,-0.036228552,0.0066232956,0.045928240789360815,GSE135893
CHCHD5,-0.2694489,5.4702554e-08,4.441320098625927e-06,GSE135893
AC012442.6,-0.000114105016,0.11188868,0.3616978872546328,GSE135893
AC079922.3,0.00038263388,0.94860125,1.0,GSE135893
SLC20A1,-0.10552326,0.0029024556,0.024141036763040555,GSE135893
NT5DC4,-0.00033628,0.24286094,0.5926243204014809,GSE135893
CKAP2L,-0.00012092596,0.32818305,0.6361638969490901,GSE135893
IL1A,-9.650797e-05,0.20253026,0.5270354297192774,GSE135893
IL1B,0.0024788552,0.806389,1.0,GSE135893
IL37,-0.0018968337,0.10898436,0.35541221244311866,GSE135893
IL36G,-0.0002764847,0.32818308,0.6361638969490901,GSE135893
IL36A,0.0,,1.0,GSE135893
IL36B,0.0,,1.0,GSE135893
IL36RN,0.0,,1.0,GSE135893
IL1F10,0.0,,1.0,GSE135893
IL1RN,-0.002434855,0.3920233,0.726518503231916,GSE135893
PSD4,-0.018311165,0.27448514,0.6361638969490901,GSE135893
AC016683.5,-2.6907888e-05,0.328183,0.6361638969490901,GSE135893
PAX8,-0.0061201267,0.33178923,0.6416038888086684,GSE135893
RP11-65I12.1,0.025559131,0.29765943,0.6361638969490901,GSE135893
IGKV1OR2-108,-2.4722587e-05,0.328183,0.6361638969490901,GSE135893
AC016745.3,0.0005112499,0.35408926,0.6740293096980161,GSE135893
RP11-480C16.1,0.0007697395,0.7399729,1.0,GSE135893
CBWD2,-0.1309258,7.6024284e-05,0.0013491137283522534,GSE135893
FOXD4L1,0.00031824457,0.7263484,1.0,GSE135893
RP11-395L14.3,0.0,,1.0,GSE135893
PGM5P4-AS1,-0.023238312,5.6928798e-06,0.0001649319784086861,GSE135893
FAM138B,-0.00025788366,0.105937384,0.34933002728711465,GSE135893
RABL2A,0.0060161613,0.67514163,1.0,GSE135893
AC017074.1,0.0,,1.0,GSE135893
AC017074.2,-0.0005344992,0.0052390383,0.03826667141062711,GSE135893
SLC35F5,-0.050692767,0.022775797,0.117107845255592,GSE135893
AC024704.2,0.0,,1.0,GSE135893
AC104653.1,0.0,,1.0,GSE135893
RP11-141B14.1,0.00073563505,0.6588853,1.0,GSE135893
ACTR3,-0.05110553,0.23641121,0.5822410233387969,GSE135893
LINC01191,-2.4722587e-05,0.328183,0.6361638969490901,GSE135893
AC110769.3,0.0,,1.0,GSE135893
AC010982.2,0.0,,1.0,GSE135893
DPP10,-0.004275347,0.007912909,0.05249410220294411,GSE135893
DPP10-AS3,0.0,,1.0,GSE135893
DPP10-AS2,0.0,,1.0,GSE135893
DPP10-AS1,-0.00092955097,0.09224648,0.31735275748014835,GSE135893
AC009312.1,0.0,,1.0,GSE135893
DDX18,-0.1440703,0.00023598624,0.003281601487837745,GSE135893
AC009404.2,-0.004313687,0.002012572,0.018160578893671182,GSE135893
CCDC93,-0.0251287,0.06994342,0.2617944471589381,GSE135893
AC009303.1,-7.619184e-05,0.2268276,0.5664521657487598,GSE135893
RP11-98C1.2,-1.6396536e-05,0.32818285,0.6361638969490901,GSE135893
INSIG2,-0.04551302,0.24930014,0.6023789804376724,GSE135893
AC093901.1,-0.0026307965,0.002025566,0.018248508811335672,GSE135893
RP11-19E11.1,0.0,,1.0,GSE135893
EN1,0.0,,1.0,GSE135893
MARCO,-0.0031505572,0.5180774,0.8948174606758917,GSE135893
RP11-77A13.1,-0.00020880024,0.32818297,0.6361638969490901,GSE135893
C1QL2,-0.00056985393,0.22162777,0.5581527875672453,GSE135893
STEAP3,-0.07636792,1.8954995e-06,6.816111039294588e-05,GSE135893
STEAP3-AS1,-0.00021871504,0.058426622,0.2296761711776896,GSE135893
C2orf76,-0.030275144,0.0012883918,0.012674765596574131,GSE135893
DBI,-1.5193052,7.1884543e-12,4.249259259654345e-09,GSE135893
TMEM37,-0.049077652,0.007977137,0.05277423787142454,GSE135893
SCTR,-0.2871116,2.3252682e-09,3.9770348597898036e-07,GSE135893
AC013275.2,-0.003627599,0.0111868605,0.0684879637697811,GSE135893
CFAP221,-0.16462736,1.01100134e-07,7.067360853494455e-06,GSE135893
TMEM177,-0.014458437,0.008795378,0.05682674200164221,GSE135893
PTPN4,-0.14246857,4.614097e-05,0.0009033549166525517,GSE135893
EPB41L5,0.3056233,5.1445168e-06,0.00015157644766649692,GSE135893
AC012363.4,-8.523832e-05,0.1987117,0.5201112245481756,GSE135893
TMEM185B,-0.011277102,0.36146396,0.6842612957202944,GSE135893
RALB,-0.017893195,0.3448163,0.6610663056034451,GSE135893
AC012363.2,0.0,,1.0,GSE135893
AC012363.13,0.0,,1.0,GSE135893
INHBB,0.01680313,0.17619963,0.4836804155322539,GSE135893
AC073257.2,0.0,,1.0,GSE135893
AC073257.1,0.0,,1.0,GSE135893
AC018866.1,0.0,,1.0,GSE135893
GLI2,0.0,,1.0,GSE135893
RP11-297J22.1,0.0,,1.0,GSE135893
AC067960.1,0.0,,1.0,GSE135893
AC079988.3,0.0,,1.0,GSE135893
TFCP2L1,-0.34302595,8.040909e-08,5.9676294944223415e-06,GSE135893
CLASP1,0.012257397,0.50318354,0.875190008113637,GSE135893
RP11-204L24.2,4.9527618e-05,0.8366416,1.0,GSE135893
NIFK-AS1,-0.032446798,0.005754656,0.04118763383030069,GSE135893
NIFK,-0.1378589,2.054371e-05,0.00046270037703586485,GSE135893
TSN,4.7512352e-05,0.99858105,1.0,GSE135893
AC018737.3,-2.4722587e-05,0.328183,0.6361638969490901,GSE135893
AC062020.2,0.0,,1.0,GSE135893
AC062020.1,0.0,,1.0,GSE135893
AC073409.1,0.0,,1.0,GSE135893
AC079154.1,0.0,,1.0,GSE135893
CNTNAP5,-5.9795308e-05,0.32818288,0.6361638969490901,GSE135893
AC097499.1,0.0,,1.0,GSE135893
AC114813.1,0.0,,1.0,GSE135893
AC023347.1,-2.4722587e-05,0.328183,0.6361638969490901,GSE135893
GYPC,0.0009198673,0.88995224,1.0,GSE135893
RP11-521O16.1,0.000549472,0.3648341,0.6887741709792038,GSE135893
RP11-521O16.2,0.00045363986,0.41474614,0.7587254133860822,GSE135893
BIN1,0.008407146,0.7161557,1.0,GSE135893
CYP27C1,-0.0004420455,0.24613571,0.598103033968437,GSE135893
ERCC3,-0.0028209686,0.8585869,1.0,GSE135893
MAP3K2,-0.07333748,0.0486066,0.2025164833726069,GSE135893
AC068282.3,-0.00015907518,0.101119116,0.3384095642406362,GSE135893
PROC,-0.0028679825,0.09474947,0.32337234719756114,GSE135893
IWS1,-0.03210585,0.4553731,0.8123327781655737,GSE135893
AC010976.2,-0.0011128383,0.2796147,0.6361638969490901,GSE135893
MYO7B,0.004995898,0.3308466,0.6402587788950314,GSE135893
RP11-286H15.1,0.002321254,0.16007727,0.46373000300542455,GSE135893
LIMS2,0.14113562,1.7876478e-06,6.50464402503057e-05,GSE135893
GPR17,0.0,,1.0,GSE135893
WDR33,-0.17661518,1.0930296e-05,0.00027732334887420063,GSE135893
SFT2D3,-0.033203285,0.009984168,0.06268055974300211,GSE135893
POLR2D,-0.06425018,1.8811738e-06,6.771823827934079e-05,GSE135893
AMMECR1L,0.0006775856,0.96096075,1.0,GSE135893
RP11-395A13.2,-0.015020294,0.118593276,0.3758907636238416,GSE135893
SAP130,-0.009717083,0.46731952,0.8277712044229819,GSE135893
UGGT1,0.0073937923,0.6892884,1.0,GSE135893
HS6ST1,0.057273228,0.0037375542,0.029506361474991787,GSE135893
AC012451.1,0.0,,1.0,GSE135893
AC068483.1,0.0,,1.0,GSE135893
AC079586.1,0.0,,1.0,GSE135893
AC079776.1,-0.00046174924,0.014407129,0.08302271343150902,GSE135893
AC079776.3,0.0,,1.0,GSE135893
RAB6C,0.0,,1.0,GSE135893
POTEF,-2.88667e-05,0.32818308,0.6361638969490901,GSE135893
AC018804.3,0.0,,1.0,GSE135893
CCDC74B,-0.0011878769,0.445403,0.7993293745539953,GSE135893
SMPD4,-0.032726932,0.0140526965,0.08128610416287517,GSE135893
MZT2B,-0.2058253,0.0035966318,0.02860158418892323,GSE135893
TUBA3E,0.0,,1.0,GSE135893
CCDC115,-0.030094296,0.15477937,0.45248617530748203,GSE135893
IMP4,-0.08480376,0.0092523405,0.0592002206444146,GSE135893
PTPN18,-0.0068312734,0.7115805,1.0,GSE135893
POTEI,-1.6396536e-05,0.32818285,0.6361638969490901,GSE135893
AC013269.3,0.0,,1.0,GSE135893
CFC1B,0.0,,1.0,GSE135893
AC013269.4,0.0,,1.0,GSE135893
AC013269.5,0.0,,1.0,GSE135893
TISP43,0.0,,1.0,GSE135893
AC140481.4,0.0,,1.0,GSE135893
CFC1,0.0,,1.0,GSE135893
POTEJ,0.0,,1.0,GSE135893
GPR148,0.0,,1.0,GSE135893
AC140481.8,0.0,,1.0,GSE135893
AMER3,0.0,,1.0,GSE135893
AC133785.1,0.0,,1.0,GSE135893
ARHGEF4,0.027341733,0.0007006775,0.007776227963282156,GSE135893
FAM168B,-0.037279747,0.11268166,0.36358113161114386,GSE135893
PLEKHB2,-0.10350451,0.04569023,0.19362176382388727,GSE135893
POTEE,0.0,,1.0,GSE135893
LINC01120,0.0,,1.0,GSE135893
RP11-109E12.1,-2.4722587e-05,0.328183,0.6361638969490901,GSE135893
MZT2A,-0.03737992,0.38584304,0.7177494253412244,GSE135893
TUBA3D,0.0,,1.0,GSE135893
CCDC74A,-0.0030032774,0.07800048,0.2827153484553262,GSE135893
LINC01087,0.0,,1.0,GSE135893
C2orf27B,-8.68097e-05,0.23800269,0.5845524776528463,GSE135893
AC103564.7,0.0,,1.0,GSE135893
AJ239322.3,0.0,,1.0,GSE135893
AJ239322.1,0.0,,1.0,GSE135893
RP1-156L9.1,0.0,,1.0,GSE135893
ANKRD30BL,0.0,,1.0,GSE135893
AC097532.2,0.0,,1.0,GSE135893
RP11-725P16.2,0.0027108458,0.1371809,0.41599973567630133,GSE135893
GPR39,0.08118287,0.0029924938,0.024725131452190467,GSE135893
LYPD1,0.009819593,0.021286665,0.1115447705591309,GSE135893
AC010974.3,0.0,,1.0,GSE135893
NCKAP5,0.68948925,4.0660364e-09,6.22731956102417e-07,GSE135893
AC016909.1,0.0,,1.0,GSE135893
AC010890.1,0.0037921097,0.19301468,0.5116384763626117,GSE135893
AC011243.1,0.0,,1.0,GSE135893
MGAT5,-0.024794495,0.07440716,0.2733698460959827,GSE135893
TMEM163,-0.43255317,5.861191e-11,2.0882162058305215e-08,GSE135893
CCNT2-AS1,-0.00089726364,0.84476435,1.0,GSE135893
ACMSD,-0.0017251137,0.012812324,0.07594976080535668,GSE135893
CCNT2,0.007147625,0.7752594,1.0,GSE135893
MAP3K19,0.00057164975,0.77681476,1.0,GSE135893
RAB3GAP1,-0.01637952,0.54812235,0.9342118640114586,GSE135893
ZRANB3,-0.0036349557,0.42315826,0.7702390120350286,GSE135893
R3HDM1,-0.02926584,0.020165997,0.10695310724336539,GSE135893
UBXN4,-0.07740998,0.14533788,0.43259845558198523,GSE135893
LCT,-0.0005040351,0.04897947,0.20352299161552134,GSE135893
AC011893.3,0.0,,1.0,GSE135893
MCM6,-0.009434872,0.02728791,0.13360052767938582,GSE135893
DARS,-0.104133725,0.0014123494,0.013644540358488041,GSE135893
DARS-AS1,-0.006494781,8.873994e-05,0.0015309797334952086,GSE135893
AC068492.1,0.0,,1.0,GSE135893
CXCR4,-0.0069658295,0.20830654,0.5369515280963029,GSE135893
THSD7B,-1.6396536e-05,0.32818285,0.6361638969490901,GSE135893
HNMT,-0.12639976,5.466452e-06,0.00015905581395853066,GSE135893
AC069394.1,0.0,,1.0,GSE135893
AC097721.2,-0.00096771214,0.8150709,1.0,GSE135893
AC114763.1,0.0,,1.0,GSE135893
SPOPL,-0.030014012,0.02812882,0.1365272897703225,GSE135893
RP11-231E19.1,-5.9795308e-05,0.32818288,0.6361638969490901,GSE135893
AC092620.3,-4.9445174e-05,0.328183,0.6361638969490901,GSE135893
NXPH2,0.0,,1.0,GSE135893
AC062021.1,0.0,,1.0,GSE135893
AC016710.1,0.0,,1.0,GSE135893
AC078851.1,0.0,,1.0,GSE135893
AC073928.2,0.0,,1.0,GSE135893
LRP1B,-7.691227e-05,0.22766294,0.5676243126114497,GSE135893
KYNU,-0.007427156,0.00028746278,0.0038313967548513376,GSE135893
ARHGAP15,-0.00083484664,0.5446584,0.9299073162760225,GSE135893
RP11-190J23.1,0.0,,1.0,GSE135893
AC096558.1,0.0,,1.0,GSE135893
RP11-570L15.2,0.0,,1.0,GSE135893
RP11-570L15.1,0.0,,1.0,GSE135893
AC092652.1,0.0,,1.0,GSE135893
RP11-434H14.1,0.0,,1.0,GSE135893
CTD-2252P21.1,0.0,,1.0,GSE135893
AC079584.2,0.0,,1.0,GSE135893
AC016910.1,0.0,,1.0,GSE135893
GTDC1,-0.021776143,1.0333468e-05,0.00026537794513099405,GSE135893
ZEB2,-0.010109892,0.00019897934,0.0028737290270656086,GSE135893
RP11-107E5.4,0.0,,1.0,GSE135893
ZEB2-AS1,-0.00017884056,0.086077794,0.3029355761033397,GSE135893
LINC01412,0.0,,1.0,GSE135893
TEX41,-0.0042175823,0.037475303,0.16813486725210985,GSE135893
AC023128.1,0.0,,1.0,GSE135893
RP11-514A9.1,0.0,,1.0,GSE135893
AC064865.1,0.0,,1.0,GSE135893
AC092484.1,0.0,,1.0,GSE135893
AC079163.1,0.0,,1.0,GSE135893
AC062031.1,0.0,,1.0,GSE135893
AC103881.1,0.0,,1.0,GSE135893
AC062032.1,0.0,,1.0,GSE135893
ACVR2A,0.037732944,0.29391712,0.6361638969490901,GSE135893
AC009480.3,-2.4722587e-05,0.328183,0.6361638969490901,GSE135893
ORC4,0.046565987,0.20765583,0.5360266305971427,GSE135893
MBD5,-0.020042405,0.17142496,0.4763705103618583,GSE135893
EPC2,-0.018203754,0.015342659,0.08685409325026026,GSE135893
AC105402.4,0.0,,1.0,GSE135893
KIF5C,-1.6396536e-05,0.32818285,0.6361638969490901,GSE135893
LYPD6B,-0.0022857247,0.009765829,0.06163874941601047,GSE135893
LYPD6,-1.6396536e-05,0.32818285,0.6361638969490901,GSE135893
MMADHC,-0.19143753,0.00027677452,0.0037168754820944647,GSE135893
AC144449.1,0.0030587073,0.5646698,0.9560847365436842,GSE135893
AC007364.1,0.0,,1.0,GSE135893
AC016682.1,0.0,,1.0,GSE135893
AC113610.1,0.0,,1.0,GSE135893
RND3,0.08259219,0.040032923,0.17636889579343495,GSE135893
AC104777.2,0.0,,1.0,GSE135893
AC104777.3,0.0,,1.0,GSE135893
AC104777.1,0.0,,1.0,GSE135893
AC104777.4,0.0,,1.0,GSE135893
AC023469.2,0.0,,1.0,GSE135893
AC023469.1,0.0,,1.0,GSE135893
AC018731.3,0.0,,1.0,GSE135893
RBM43,-0.001594808,0.82324004,1.0,GSE135893
NMI,-0.013376012,0.46147022,0.8202995238817326,GSE135893
TNFAIP6,-0.00029185013,0.7371722,1.0,GSE135893
RIF1,-0.026589125,0.23538418,0.5803054510421897,GSE135893
NEB,-0.004818183,0.016022589,0.08958929898931345,GSE135893
ARL5A,-0.28368407,2.2575699e-07,1.3069855808610264e-05,GSE135893
CACNB4,-0.119321376,1.413647e-05,0.00034168882056536217,GSE135893
AC079790.2,-0.0002290592,0.18053849,0.49031918845636663,GSE135893
STAM2,-0.0667023,0.00093593623,0.009754233016248504,GSE135893
FMNL2,-0.043256857,0.0063651926,0.04459737972014565,GSE135893
PRPF40A,-0.13877462,0.0013580093,0.013232147226639592,GSE135893
ARL6IP6,0.040340245,0.11647405,0.3713547075921662,GSE135893
AC011901.2,0.0,,1.0,GSE135893
AC079150.3,0.0,,1.0,GSE135893
RPRM,-0.007582785,0.0094648115,0.06018255516439592,GSE135893
GALNT13,0.021326194,0.0180477,0.0981596761666497,GSE135893
AC009227.2,-1.6396536e-05,0.32818285,0.6361638969490901,GSE135893
AC009227.3,0.0,,1.0,GSE135893
AC061961.2,0.0,,1.0,GSE135893
KCNJ3,0.0,,1.0,GSE135893
AC092625.1,0.0,,1.0,GSE135893
AC093375.1,0.0004638231,0.48284036,0.8487491164051729,GSE135893
RP11-605B16.1,-0.0077686245,0.31309673,0.6361638969490901,GSE135893
NR4A2,-0.1274443,0.00018276123,0.002692591533847528,GSE135893
GPD2,-0.019908853,0.34792754,0.6651464807795135,GSE135893
GALNT5,0.23428792,1.3168961e-05,0.000323643311262833,GSE135893
ERMN,-6.0515733e-05,0.328183,0.6361638969490901,GSE135893
CYTIP,-0.0031793753,0.0023634085,0.020550370145949626,GSE135893
ACVR1C,-0.023224737,0.006686497,0.046261772154055886,GSE135893
AC019186.1,-0.0010254852,0.060608927,0.2356788449793349,GSE135893
ACVR1,-0.021533392,0.21910866,0.553878539793489,GSE135893
UPP2,0.0,,1.0,GSE135893
RP11-546J1.1,-0.00019678749,0.05252737,0.21376188317592737,GSE135893
RP11-1152H14.1,-7.6295786e-05,0.32818288,0.6361638969490901,GSE135893
CCDC148-AS1,0.0,,1.0,GSE135893
CCDC148,0.006944544,0.36304888,0.686259130786211,GSE135893
PKP4,-0.00017037988,0.9964837,1.0,GSE135893
AC005042.1,0.0,,1.0,GSE135893
AC005042.4,-0.0001301158,0.16292897,0.4644764468584727,GSE135893
AC005042.5,0.0,,1.0,GSE135893
DAPL1,-0.0006108265,0.06296297,0.24254646686413528,GSE135893
TANC1,0.13188387,0.0057238694,0.04104287055929301,GSE135893
WDSUB1,-0.00029049814,0.98373985,1.0,GSE135893
BAZ2B,-0.09596078,0.029075256,0.14013183561379247,GSE135893
AC008277.1,-0.00019574186,0.16676296,0.4691809680370107,GSE135893
AC009506.1,-0.025916912,0.009797825,0.06173716242649574,GSE135893
AC009961.3,-0.016928546,0.004155504,0.031996241662356754,GSE135893
MARCH7,-0.10731572,0.0015415084,0.014622630275626507,GSE135893
CD302,-0.46696746,5.949088e-10,1.3274739558361409e-07,GSE135893
LY75-CD302,-9.432267e-05,0.20849222,0.5369515280963029,GSE135893
LY75,0.008993311,0.103976324,0.3446849928783976,GSE135893
PLA2R1,0.048735686,0.0020037713,0.0180957031884827,GSE135893
ITGB6,-0.14688593,0.11864792,0.37598320262727847,GSE135893
RBMS1,0.09851354,0.07583477,0.27737482171788763,GSE135893
AC009313.1,0.0,,1.0,GSE135893
TANK,-0.18218553,1.0654433e-06,4.351399406941985e-05,GSE135893
AC009299.2,-0.00057354243,0.45838138,0.8164888122799433,GSE135893
AC009299.3,-0.040495835,0.0010015992,0.010314145768152363,GSE135893
PSMD14,-0.049684808,0.07059804,0.26366762405810984,GSE135893
TBR1,0.0,,1.0,GSE135893
AC009487.4,0.0,,1.0,GSE135893
SLC4A10,-2.6907888e-05,0.328183,0.6361638969490901,GSE135893
DPP4,-0.25559258,1.6454116e-08,1.776939084398904e-06,GSE135893
AC008063.2,-3.0462805e-05,0.9659095,1.0,GSE135893
AC008063.3,0.0,,1.0,GSE135893
GCG,0.0,,1.0,GSE135893
AC007750.5,0.0,,1.0,GSE135893
FAP,-0.0013825153,0.13536976,0.41176751711216386,GSE135893
