,rwr_up,rwr_down,rwr_net
439915,1.7958874853759272e-10,2.0901144143481865e-08,-2.072155539494427e-08
439996,2.088184035215057e-06,2.8657036808903622e-06,-7.775196456753052e-07
440,2.6486084697466207e-05,5.028881413041081e-05,-2.3802729432944602e-05
440021,4.162221676020301e-06,1.628880465491372e-09,4.16059279555481e-06
440023,5.766317291610186e-13,1.5026109216168086e-08,-1.5025532584438924e-08
440026,1.5018390327921187e-08,0.00018782538117888465,-0.00018781036278855674
440050,1.3070319194316416e-11,4.006883704929155e-07,-4.0067530017372117e-07
440051,5.766317291610186e-13,1.5026109216168086e-08,-1.5025532584438924e-08
440073,3.1754643690930985e-07,5.187658964950466e-07,-2.0121945958573672e-07
440138,5.296555674437452e-07,1.927150629926562e-05,-1.8741850731821875e-05
440145,5.737993474930914e-06,6.5749708570512e-05,-6.001171509558108e-05
440153,8.759800685908224e-09,9.066009443544776e-08,-8.190029374953954e-08
440193,4.0943925698252994e-07,0.00010995345482191693,-0.0001095440155649344
440270,0.001439476724709408,7.023825001881938e-07,0.0014387743422092198
440275,3.349195706402458e-06,0.00015785215103910895,-0.0001545029553327065
440279,1.2704586095509284e-07,1.853878609075502e-06,-1.726832748120409e-06
440335,3.543089752940292e-08,0.00040735034299203,-0.0004073149120945006
440387,2.2701972801703855e-06,5.398144355214509e-05,-5.17112462719747e-05
440400,5.6190717370396305e-06,0.00028995362463235546,-0.0002843345528953158
440435,1.1317487247372805e-07,1.9192801972843763e-07,-7.875314725470958e-08
440503,2.79473206081687e-06,0.00012020526501213477,-0.0001174105329513179
440533,1.5637309243451732e-06,3.5153301482761674e-08,1.5285776228624115e-06
440560,1.056677312307152e-07,7.243783632901238e-06,-7.138115901670523e-06
440561,8.80664488697226e-07,1.1204749013168645e-05,-1.032408452447142e-05
440563,4.600696916123621e-09,4.065595439205321e-08,-3.605525747592959e-08
440567,4.4866971165329666e-06,3.71553430656201e-05,-3.266864594908713e-05
440590,9.117682840601015e-08,7.518850634500767e-08,1.598832206100248e-08
440699,9.236308520862203e-08,6.131441686030474e-06,-6.039078600821852e-06
440730,5.721264608757909e-07,1.585798652823568e-07,4.135465955934341e-07
440738,1.9072812932557936e-05,1.0404680789288708e-05,8.668132143269228e-06
440804,1.0136981505510267e-07,1.2644126685604898e-07,-2.5071451800946303e-08
440822,2.6066591100255776e-08,2.102796497107311e-07,-1.8421305861047534e-07
440829,1.3069645489331195e-08,5.9133371397072634e-08,-4.606372590774144e-08
440854,7.564239473555561e-07,1.444342031498967e-06,-6.879180841434109e-07
440955,0.0,1.037507934263726e-07,-1.037507934263726e-07
441024,5.919684292183362e-07,0.00019718072047026164,-0.0001965887520410433
441161,3.2714142873696787e-08,3.3847987603535134e-06,-3.3520846174798167e-06
441234,0.0,0.0,0.0
441272,7.180988351576956e-08,3.572434032558077e-07,-2.8543351974003817e-07
441273,7.428130587522006e-08,2.226787052244627e-07,-1.4839739934924264e-07
441478,5.681762651504465e-07,3.3764749976262534e-06,-2.808298732475807e-06
441509,1.8942202254757408e-08,1.8437152374569467e-08,5.050498801879403e-10
441521,0.0,0.0,0.0
441525,3.0981056502880214e-09,6.339778601557594e-09,-3.2416729512695727e-09
441531,3.982550444898886e-06,1.1971748174573018e-05,-7.989197729674133e-06
441549,6.637118297289802e-08,3.927675917986694e-06,-3.861304735013795e-06
441608,2.1234070782849415e-08,1.688735432420374e-08,4.346716458645674e-09
441669,2.1234070782849415e-08,1.688735432420374e-08,4.346716458645674e-09
441670,6.585330312168325e-08,7.168993890465697e-08,-5.8366357829737255e-09
441871,1.056677312307152e-07,7.243783632901238e-06,-7.138115901670523e-06
441873,1.056677312307152e-07,7.243783632901238e-06,-7.138115901670523e-06
441925,2.7495973841784848e-05,1.00175614871006e-05,1.747841235468425e-05
441933,1.2302124621820184e-05,8.159160496448088e-06,4.142964125372097e-06
442038,4.334763375261312e-05,9.521553325483954e-07,4.239547842006473e-05
442117,1.8533989490681444e-06,4.280597423948548e-06,-2.4271984748804035e-06
442184,2.1234070782849415e-08,1.688735432420374e-08,4.346716458645674e-09
442247,4.299071398345143e-09,4.856129143068533e-09,-5.570577447233899e-10
442361,2.1234070782849415e-08,1.688735432420374e-08,4.346716458645674e-09
442590,8.238684403609767e-08,5.563986931095386e-07,-4.7401184907344096e-07
442721,3.7106606864436253e-06,2.7213987067966364e-07,3.4385208157639615e-06
442862,6.853971171205324e-07,1.8038331617927863e-06,-1.1184360446722539e-06
442867,8.696707159471694e-08,1.1889913200327427e-06,-1.1020242484380258e-06
442868,8.696707159471694e-08,1.1889913200327427e-06,-1.1020242484380258e-06
443,4.664358970414868e-05,8.12045365804742e-06,3.852313604610126e-05
4430,0.001872499010849247,2.397018845602216e-07,0.0018722593089646868
4435,2.259526162511718e-07,3.177528301902206e-05,-3.1549330402770883e-05
4436,0.00011277813823733271,1.3676233283943394e-05,9.910190495338931e-05
4437,1.7071792929887697e-06,4.98030957671965e-05,-4.809591647420773e-05
4438,6.013926283237573e-06,4.7919107736263595e-06,1.2220155096112136e-06
4439,1.3012096486211413e-06,1.3540124225602889e-05,-1.2238914576981748e-05
444,6.40524624461511e-06,0.0006140680999267425,-0.0006076628536821274
4440,3.3956433739154146e-06,1.0147189159127008e-05,-6.751545785211593e-06
445,2.717368321519656e-06,0.00041854051624143037,-0.0004158231479199107
445328,3.91446883034465e-08,4.119552154902661e-05,-4.115637686072317e-05
445329,1.0280904404683658e-05,5.043012409819128e-06,5.23789199486453e-06
445372,6.319493799647845e-07,3.905247063326987e-07,2.414246736320858e-07
4477,1.3938246150838786e-05,7.680969588683667e-06,6.257276562155119e-06
4478,9.283150398965168e-05,0.0002227470820782532,-0.00012991557808860154
4481,2.6029331701962122e-05,1.910997848917816e-06,2.4118333853044306e-05
4482,3.179623834945295e-05,5.1060816046047375e-05,-1.9264577696594423e-05
4485,4.3946135414492766e-05,2.6428791044663308e-05,1.7517344369829458e-05
4486,0.0002360859907177029,1.7630505380349245e-06,0.00023432294017966798
4487,4.264547357253579e-06,8.90746067494315e-06,-4.642913317689571e-06
4488,1.2335584024280102e-06,3.5069587804135046e-06,-2.273400377985494e-06
448831,9.886529048711353e-07,4.2041417222131603e-07,5.682387326498192e-07
448834,1.2260827870581062e-07,1.4773520904626566e-07,-2.512693034045504e-08
448835,5.372376558087359e-08,3.159035560937096e-08,2.213340997150263e-08
4493,6.361084919759866e-05,3.689805578812086e-06,5.992104361878657e-05
4494,0.00031509862928333387,2.9096138746932704e-07,0.00031480766789586455
4495,0.0008003895616157127,2.835671972329317e-07,0.0008001059944184797
4496,0.0001162388520863899,2.9096138746932704e-07,0.00011594789069892058
4499,0.00045851277479524083,1.2527820431898598e-07,0.00045838749659092185
4501,4.819987594261519e-05,3.574225430584868e-06,4.4625650512030324e-05
4502,0.00029095940017361064,1.0774638632266184e-05,0.00028018476154134447
4504,8.273971495283119e-07,1.330854122534137e-06,-5.034569730058251e-07
4507,0.0003109817774623916,1.6454520458856116e-05,0.00029452725700353547
4508,7.093454644810881e-06,0.0010915202185855588,-0.001084426763940748
4509,8.133259007229501e-07,0.0007568293872685097,-0.0007560160613677867
4512,5.909279245384158e-06,0.0010432351068542843,-0.0010373258276089002
4513,5.711458295420889e-06,0.0008257138128881494,-0.0008200023545927286
4514,5.459646996148944e-06,0.0011041634853491801,-0.0010987038383530312
4515,2.0781273518432424e-07,2.5518016343224088e-06,-2.3439888991380846e-06
4519,2.5472060299660403e-06,0.0008371339527940982,-0.0008345867467641321
4520,1.2777278881004535e-05,9.53572582114188e-07,1.1823706298890347e-05
4521,3.3995585870491955e-07,3.0420800888946433e-05,-3.0080845030241514e-05
4522,8.535370056110933e-06,6.930665243575106e-05,-6.077128237964013e-05
4524,9.204976656393471e-06,8.806177110524831e-05,-7.885679444885484e-05
4528,8.172975379539414e-07,0.0001201912829397295,-0.00011937398540177556
4534,5.590624277360901e-06,3.676269972809169e-05,-3.117207545073079e-05
4535,1.0750852207248067e-05,0.0010371748028562729,-0.0010264239506490248
4536,6.5061715396274725e-06,0.0009253381750772028,-0.0009188320035375754
4537,1.0641816553179009e-05,0.0008041126244913238,-0.0007934708079381448
4538,1.0747466401392548e-05,0.0008858808629418198,-0.0008751333965404273
4539,1.789024425762022e-06,0.0004522341677787019,-0.00045044514335293987
4540,7.154211459151826e-06,0.000523348708929181,-0.0005161944974700291
4541,1.3996728810349292e-06,0.00023308596951001517,-0.00023168629662898024
4542,1.5241979043389947e-05,9.190583598346239e-06,6.051395445043708e-06
4543,1.818381800693842e-06,1.206488099885985e-06,6.118937008078571e-07
4544,4.079539884625583e-06,4.1897321233172296e-06,-1.1019223869164669e-07
4547,1.0314729056883363e-06,1.4390754990669908e-05,-1.3359282084981572e-05
4548,1.6164412409438786e-05,6.133597163920614e-05,-4.517155922976736e-05
4552,1.7296768289103762e-05,0.00036726529182623264,-0.0003499685235371289
4580,2.133584071880698e-06,0.00012024173463465372,-0.00011810815056277303
4582,0.00014468712508979272,0.001353819724661051,-0.0012091325995712582
4584,0.00011415168844561838,6.4729274217179525e-06,0.00010767876102390043
4585,5.011204975672068e-06,3.2136514026819406e-05,-2.712530905114734e-05
4586,4.847622165569872e-05,3.0365776011062573e-05,1.8110445644636147e-05
4588,5.342598580646537e-06,7.464345132602489e-06,-2.1217465519559524e-06
4589,3.666320196518963e-06,1.0605199542634988e-05,-6.938879346116026e-06
4591,0.00010414675904600449,1.28752987962553e-06,0.00010285922916637896
4593,1.8138219790752623e-05,4.3683016139330025e-06,1.376991817681962e-05
4595,3.1793706025455857e-06,9.85739473958667e-06,-6.6780241370410845e-06
4597,2.7464500025480904e-06,0.0002783003258700676,-0.0002755538758675195
4598,7.009604435935645e-06,0.00014113983009768057,-0.00013413022566174492
4599,0.00033182777711662553,1.1830300271743591e-05,0.0003199974768448819
4600,0.00014992614107315784,8.662185471768021e-06,0.00014126395560138983
4601,6.108469481363713e-05,1.4039568003402061e-06,5.968073801329692e-05
4602,1.659564085380513e-06,7.396692766671548e-06,-5.737128681291035e-06
4603,6.649518474349058e-07,5.838300551300547e-07,8.112179230485109e-08
4604,3.5565075157630403e-06,9.300525501762694e-06,-5.744017985999654e-06
4605,1.2369804192856796e-06,3.8586891342196346e-06,-2.621708714933955e-06
4606,1.7168261324802952e-05,2.8542851914075373e-06,1.4313976133395414e-05
4607,2.6818727247716037e-05,6.207408581126763e-06,2.0611318666589274e-05
4608,1.4213565547465389e-06,1.5710092616404865e-05,-1.4288736061658326e-05
4609,0.0003314628687292019,0.000274186325079407,5.727654364979487e-05
4610,1.5096605968246814e-06,1.8409484775861692e-05,-1.689982417903701e-05
4613,4.821814252177658e-06,9.679887096817905e-06,-4.858072844640247e-06
4615,2.3888000143375863e-05,4.410754599694127e-05,-2.021954585356541e-05
4616,1.4672605849503401e-06,0.00023373815754532015,-0.0002322708969603698
4617,4.444419575394637e-06,1.778546680125781e-06,2.6658728952688557e-06
4618,5.834173262448208e-06,1.8979764649241454e-06,3.9361967975240625e-06
4619,3.753587459337825e-05,3.9930939714479815e-06,3.354278062193027e-05
462,1.1071691973077335e-05,2.0247820759244637e-05,-9.176128786167303e-06
4620,3.9298238642215515e-05,3.6301690100576825e-06,3.566806963215783e-05
4621,7.362759262144103e-05,3.62929472462121e-06,6.999829789681982e-05
4622,3.4815428845182724e-05,1.7892034322077839e-06,3.302622541297494e-05
4624,7.58277015494467e-05,6.00483479450633e-06,6.982286675494037e-05
4625,6.89906578995311e-05,4.204187528497612e-06,6.478647037103349e-05
4626,4.212119895114003e-05,5.102067239471787e-06,3.7019131711668243e-05
4627,0.001057317450876126,1.1052235412423901e-05,0.0010462652154637022
4628,0.00010500868195956565,4.630802355378172e-06,0.00010037787960418748
4629,6.455176513301229e-05,6.413367698876632e-06,5.8138397434135655e-05
463,0.0004967826787831529,3.2591624607580446e-07,0.0004964567625370771
4632,7.435973641932574e-05,7.440759356092552e-06,6.691897706323319e-05
4633,7.919129984867701e-05,7.0320162916267795e-06,7.215928355705023e-05
4634,6.600280592494227e-05,7.289248517396795e-06,5.871355740754547e-05
4635,7.225270061084568e-05,3.4245796278539376e-06,6.882812098299174e-05
4636,2.749572419170428e-05,1.4214910098936442e-05,1.3280814092767836e-05
4637,0.001071323767343427,4.719762041835881e-05,0.0010241261469250682
4638,4.155682905476466e-05,0.0001120965923205982,-7.053976326583354e-05
4640,1.208924948811855e-05,2.652106311197357e-06,9.437143176921194e-06
4641,0.001508928426102768,9.425572687409416e-06,0.0014995028534153586
4642,0.00038308945035318674,7.835339171424403e-07,0.0003823059164360443
4643,1.0288159331497598e-05,6.366232692186862e-05,-5.337416759037102e-05
4644,0.00014277032720268356,3.602260431861955e-05,0.00010674772288406401
4645,0.00034464126259551404,7.82390461067315e-06,0.0003368173579848409
4646,0.00013230964538136637,7.80328995509933e-05,5.427674583037307e-05
4647,7.906603851127211e-05,1.4468067262947658e-05,6.459797124832445e-05
4648,2.2996961042298955e-05,4.045409864563701e-08,2.2956506943653317e-05
4649,0.00021642492358271278,1.5510486531384537e-06,0.00021487387492957432
4650,1.5077887616159543e-06,1.6872380173586097e-05,-1.536459141197014e-05
4651,4.26828278014138e-06,5.4466188643426756e-05,-5.019790586328538e-05
4653,3.846331337477901e-06,1.605032388703044e-06,2.2412989487748565e-06
4654,4.001369337087897e-05,8.963732166081326e-06,3.104996120479764e-05
4656,1.755975630488563e-05,3.8993708789321385e-06,1.3660385425953492e-05
4659,4.155345589867654e-05,6.77495343377513e-05,-2.619607843907476e-05
466,8.893002389569634e-05,6.52611543151267e-06,8.240390846418367e-05
4660,1.8779359256726724e-05,2.7315998360356762e-05,-8.536639103630038e-06
4661,1.7040762200954651e-06,1.968644296658946e-06,-2.6456807656348105e-07
4664,1.6322431848048457e-07,7.496366460528507e-06,-7.3331421420480224e-06
4665,1.8447794133370986e-06,4.711801207040115e-05,-4.527323265706405e-05
4666,1.706269903435708e-06,0.0010983993118365747,-0.001096693041933139
4668,3.928658673240202e-05,4.0122388499011136e-06,3.5274347882500904e-05
4669,2.45487497997951e-05,2.644775533668033e-05,-1.8990055368852304e-06
467,5.8860735955046954e-05,5.460743748623332e-05,4.253298468813637e-06
4670,3.0709942853322222e-06,0.00020293353745545775,-0.00019986254317012553
4671,7.498176960520697e-05,3.2227783378271425e-06,7.175899126737984e-05
4673,4.970506587701113e-06,0.00016929540912113194,-0.0001643249025334308
4674,3.746566000104723e-09,1.1154333462970536e-05,-1.1150586896970432e-05
4675,2.8134888951921004e-10,1.009545591292007e-06,-1.0092642424024877e-06
4676,3.275916783925537e-05,9.994732645326478e-06,2.276443519392889e-05
4678,3.451118298317827e-07,0.00012906830371891485,-0.00012872319188908307
468,7.88998474799292e-06,0.00028268590057760974,-0.00027479591582961683
4680,0.007151215975998663,6.328340426418639e-07,0.007150583141956021
4681,0.0001225862687498781,7.437094045998786e-07,0.00012184255934527821
4682,1.8360615470620158e-06,0.00012707932484370044,-0.00012524326329663843
4683,0.00042205971720472716,8.086738153315524e-06,0.00041397297905141164
4684,5.888085303723047e-05,1.6177407730499043e-05,4.270344530673143e-05
4685,1.1463713105760091e-06,1.0556603143097463e-05,-9.410231832521453e-06
4686,1.2910588569994947e-05,6.70561170006025e-05,-5.414552843060756e-05
4688,1.571433261280629e-05,2.2412444692577566e-05,-6.698112079771275e-06
4689,3.673164475467427e-06,2.0796672927597043e-05,-1.7123508452129617e-05
4690,0.0005013544350625922,9.690955065841248e-05,0.00040444488440417967
4691,2.043364070482788e-05,0.0006005472392215993,-0.0005801135985167715
4692,4.554765984402921e-05,3.735073375173152e-06,4.181258646885606e-05
4693,1.4097772576079795e-05,1.0788317027598215e-06,1.3018940873319974e-05
4694,1.0979438585110742e-06,0.0002509271761587464,-0.00024982923230023533
4695,1.339785471982812e-05,0.00036397308310482415,-0.000350575228384996
4696,9.72210152553891e-07,0.00037026820709839604,-0.00036929599694584213
4698,1.4253804027630946e-05,0.00026464519964412137,-0.0002503913956164904
47,2.809367558585441e-06,7.77628213229184e-05,-7.495345376433296e-05
4700,1.333338192123148e-05,0.00025621654190294225,-0.00024288315998171077
4701,1.5733819595138743e-06,0.0001614118037714063,-0.00015983842181189242
4702,1.5136912263283917e-05,0.00019451428303752553,-0.00017937737077424162
4703,4.7884180497541424e-05,1.1047271707695154e-05,3.683690878984627e-05
4704,1.4527584463405558e-05,0.00010811089420695834,-9.358330974355278e-05
4705,1.8377054865044422e-06,0.0001803356361109366,-0.00017849793062443215
4706,6.5325286421849455e-06,0.0002879820003896072,-0.00028144947174742224
4707,9.468553764787466e-07,0.00040027515882647504,-0.0003993283034499963
4708,9.939757715777222e-07,0.00032189485750204504,-0.00032090088173046733
4709,7.764175403819218e-06,0.0001913067648353427,-0.0001835425894315235
471,3.712653729300089e-05,0.00013507090331983353,-9.794436602683263e-05
4710,1.1391566344068613e-06,0.0003619683585750166,-0.0003608292019406097
4711,1.7005138169773572e-06,0.00014621919749368146,-0.0001445186836767041
4712,4.590539703818959e-06,0.00017182741504050247,-0.0001672368753366835
4713,0.00010421236747406268,0.00024531454547512655,-0.00014110217800106386
4714,1.1802007186483803e-05,0.00014609939446021025,-0.00013429738727372645
4715,1.3324997564237051e-05,0.00027227719190562905,-0.000258952194341392
4716,1.0149384020116712e-05,0.0002765945623577223,-0.0002664451783376056
4717,9.356071186808743e-07,0.0003831363683294993,-0.0003822007612108184
4718,1.081124663236128e-06,0.00017998856880959674,-0.0001789074441463606
4719,1.0332997993828203e-05,0.0001291442698871369,-0.0001188112718933087
472,1.958018981210762e-05,5.513120222775591e-05,-3.555101241564829e-05
4720,1.4731653804586283e-05,0.00012126567250632865,-0.00010653401870174236
4722,1.4695872754248295e-05,0.00019581546575675422,-0.00018111959300250592
4723,1.2063344245455878e-05,0.00021881166966490628,-0.0002067483254194504
4724,1.042853263690494e-05,0.0001381197207517149,-0.00012769118811480995
4725,1.042806011171082e-06,0.000435795630030838,-0.0004347528240196669
4726,1.3431246072990317e-05,0.0002304553690654581,-0.00021702412299246776
4728,1.7509985910515887e-05,0.00038670534227114816,-0.00036919535636063225
4729,1.3724040512867386e-05,0.0004444707697005135,-0.0004307467291876461
473,9.014835795344737e-07,8.188053824219168e-05,-8.097905466265721e-05
4731,9.497446420086529e-07,0.00022461178217313008,-0.00022366203753112143
4733,3.633244001085001e-07,7.223735696685254e-05,-7.187403256674404e-05
4734,0.00011600921589207916,7.607859072821825e-05,3.993062516386091e-05
4736,2.8434352763541926e-06,0.001348892362249711,-0.0013460489269733569
4738,5.740489488983093e-05,0.00024296993901073947,-0.00018556504412090854
4739,0.0014870350726792724,2.7182111883514674e-06,0.001484316861490921
474,1.3859987214406141e-06,6.12479994158011e-07,7.735187272826031e-07
4741,5.246701484783569e-06,2.401491885631452e-06,2.845209599152117e-06
474170,6.621118775506072e-05,4.537896087120555e-08,6.616580879418951e-05
474343,4.7344770913451835e-05,5.562146672433527e-07,4.6788556246208484e-05
474344,4.2809770014516313e-07,2.008600938758684e-06,-1.5805032386135208e-06
474354,0.0,2.641999664321964e-07,-2.641999664321964e-07
474383,9.012000303859701e-06,5.95717517007575e-07,8.416282786852127e-06
474384,2.1692433523827946e-06,7.350470017844022e-06,-5.181226665461227e-06
4744,3.699949333964858e-06,5.730342359631737e-06,-2.030393025666879e-06
4745,6.796948718224485e-05,2.3075855469070347e-06,6.566190163533781e-05
4747,2.8360224574752376e-05,3.186161127588144e-05,-3.501386701129064e-06
475,2.714034155422845e-06,0.0001364233619214972,-0.00013370932776607438
4750,2.3661397478178628e-07,7.435510576963027e-06,-7.1988966021812405e-06
4751,4.07439309586839e-06,1.4628201769988409e-05,-1.0553808674120018e-05
4752,7.128610817134574e-09,5.8268024625307836e-08,-5.113941380817326e-08
4753,5.119114230991278e-05,6.616805219804675e-06,4.45743370901081e-05
4756,0.00016155557337763256,1.1396525479002643e-05,0.0001501590478986299
4758,1.992078880525742e-06,0.00036392434914472404,-0.0003619322702641983
4759,1.7992135806975179e-06,6.534793904019335e-07,1.1457341902955845e-06
476,6.369068805023715e-06,0.0004880000894124407,-0.000481631020607417
4760,2.251184511459498e-06,4.567321897998149e-06,-2.316137386538651e-06
4761,1.08137091861375e-07,8.338463951583713e-06,-8.230326859722339e-06
4762,7.274057174363514e-07,5.472218842493485e-07,1.8018383318700285e-07
4763,1.6868924299188347e-05,5.4958617515789714e-05,-3.808969321660137e-05
477,3.912906475979855e-06,7.937250863952948e-06,-4.024344387973093e-06
4771,7.330046637352433e-05,8.605016279494687e-05,-1.2749696421422534e-05
4772,1.1921285502291914e-05,7.36995071726251e-05,-6.177822167033319e-05
4773,4.023832584299937e-05,1.1087914182684674e-05,2.9150411660314693e-05
4774,1.6762706008753241e-07,0.00021308378080114965,-0.00021291615374106212
4775,4.651941357147663e-06,4.622589900221691e-05,-4.1573957645069245e-05
4776,4.1744831652440076e-06,1.0180100189412968e-05,-6.005617024168961e-06
4778,3.1856356456007302e-06,1.1818866090256837e-05,-8.633230444656108e-06
4779,2.4594450588990423e-06,3.2288965141085405e-05,-2.9829520082186364e-05
478,4.107207553469008e-06,8.11934849508056e-06,-4.012140941611551e-06
4780,0.0006122491944466069,3.960668537448277e-05,0.0005726425090721241
4781,1.9195527377960507e-06,9.840157503440857e-05,-9.648202229661252e-05
4782,9.277227082853865e-08,0.00033947202328286257,-0.000339379251012034
4783,1.6211736433009957e-06,0.00010070011175291562,-9.907893810961462e-05
4784,4.1132837353962164e-08,0.0003310001321669764,-0.00033095899932962243
479,5.2685177250509705e-06,2.361244569885988e-05,-1.834392797380891e-05
4790,7.438816706706326e-05,0.00023251799143519635,-0.00015812982436813307
4791,5.385508765053141e-06,5.261044048589682e-05,-4.722493172084368e-05
4792,1.8624717996178933e-05,0.0008398414739991751,-0.0008212167560029961
4793,1.6257610265467067e-06,0.00011427767479352683,-0.00011265191376698012
4794,2.1837038551753003e-06,3.667830527486082e-05,-3.449460141968552e-05
4795,3.0524946874855027e-07,7.939361130371466e-05,-7.908836183496611e-05
4796,2.662088315644751e-07,5.933273482273344e-06,-5.667064650708869e-06
4798,2.1233917449496383e-06,1.6149285715910614e-05,-1.4025893970960976e-05
4799,7.460140812299629e-06,7.818813759078351e-06,-3.5867294677872267e-07
48,8.664782994470404e-06,0.0001408240893965372,-0.0001321593064020668
480,2.965945504920586e-06,5.8186702557510684e-06,-2.8527247508304824e-06
4800,2.0181001670625746e-06,3.42593776636043e-05,-3.224127749654173e-05
4801,1.8696929446433684e-06,2.3857044757823816e-05,-2.1987351813180447e-05
4802,1.7425901539522186e-06,8.25532847035602e-05,-8.081069454960798e-05
4803,0.00014804794273637085,1.0652072926471059e-05,0.0001373958698098998
4804,2.304277061874064e-05,2.3121140310944027e-05,-7.836969220338587e-08
4807,1.1831658260318418e-07,1.3206552835218396e-06,-1.2023387009186554e-06
4808,1.145192093163976e-07,1.4133027032319022e-05,-1.4018507823002625e-05
4809,4.909999644101308e-06,0.0004380405813864854,-0.0004331305817423841
481,4.942134222516003e-05,0.00048265713206897397,-0.00043323578984381396
4810,4.2317378638174345e-06,5.096760453898672e-06,-8.650225900812374e-07
4811,9.614327304376364e-05,2.854495973721154e-06,9.328877707004249e-05
4814,9.418900370814384e-09,0.00014096680932241664,-0.00014095739042204583
4817,1.629339723761082e-07,1.697823095580426e-05,-1.6815296983428153e-05
4818,5.008655152740508e-07,3.2388632415758786e-06,-2.737997726301828e-06
482,3.999547599638314e-06,7.899887204602978e-06,-3.9003396049646645e-06
4820,7.644278061660949e-05,5.309528021059646e-06,7.113325259554985e-05
4821,2.123592875517755e-06,1.6379596841511323e-05,-1.4256003965993568e-05
4824,5.159585968157243e-07,2.2335727199357767e-05,-2.1819768602542044e-05
4825,6.452280885239289e-07,1.471768560682949e-06,-8.265404721590202e-07
4826,2.5678369627554375e-07,7.6241486726263715e-06,-7.3673649763508275e-06
4828,2.918354061056171e-07,4.612436040964109e-05,-4.5832525003535475e-05
4829,2.522235159171138e-07,1.0336218709295906e-06,-7.813983550124767e-07
483,0.00020435602984707356,7.487602454997992e-06,0.00019686842739207556
4830,5.917303734524563e-06,0.00016304315644713477,-0.0001571258527126102
4831,5.914825719663938e-06,0.0004370262099967833,-0.0004311113842771193
4832,1.7707544101338736e-06,0.00011707862960213661,-0.00011530787519200274
4833,1.3291055522533176e-06,0.0002992055658284889,-0.0002978764602762356
4836,6.099394835372307e-06,8.032538455737045e-06,-1.933143620364738e-06
4837,3.303440478861262e-06,0.0009844300804365796,-0.0009811266399577182
4838,4.707476300035094e-06,2.38237922370369e-06,2.3250970763314037e-06
4839,1.2445966660021317e-06,6.946904036231875e-05,-6.822444369631662e-05
4841,2.775062103768315e-06,0.00021405669610600708,-0.00021128163400223877
4842,2.0790930669796168e-05,1.2402134105295303e-05,8.388796564500865e-06
4843,1.406929605667856e-05,1.1255316155509588e-05,2.8139799011689707e-06
4846,0.00011069801786909226,4.443191950267729e-05,6.626609836641497e-05
4848,8.796908162894669e-06,0.00011046599476417565,-0.00010166908660128097
4849,2.6932654816213666e-06,4.279115619728746e-05,-4.009789071566609e-05
4850,1.5017096110841703e-06,5.774783903420198e-05,-5.624612942311781e-05
4851,4.100288199463046e-05,0.0001027550364538677,-6.175215445923724e-05
4852,1.1062166226121831e-05,4.957393960769982e-06,6.104772265351849e-06
4853,0.00023840074324146685,9.141014226039883e-06,0.00022925972901542696
4854,7.502456606523371e-05,3.148913628764462e-05,4.3535429777589096e-05
4855,2.2423080205568182e-05,1.9466361668312072e-05,2.9567185372561095e-06
4857,4.6114111880763476e-05,1.0861090191944818e-05,3.525302168881866e-05
4858,4.537043810710736e-05,1.465209681341259e-06,4.39052284257661e-05
486,1.6533817532531675e-05,9.444376382300584e-06,7.089441150231091e-06
4860,5.391542204043154e-06,0.00020195658683753187,-0.00019656504463348872
4861,5.011825475093628e-06,2.2228119667151584e-07,4.789544278422112e-06
4862,2.283622371794706e-06,6.095930268301302e-05,-5.867568031121832e-05
4863,5.59134987782075e-05,2.6072376857693533e-06,5.330626109243815e-05
4864,1.0090844088165929e-05,0.0003349206412980174,-0.00032482979720985147
4867,1.2047691576598516e-05,6.218020209532934e-05,-5.0132510518730826e-05
4868,5.447739050162619e-05,3.6948956709418343e-06,5.078249483068436e-05
4869,1.1328411219395223e-05,0.0010050433634304844,-0.0009937149522110892
487,3.5497557637018367e-06,2.656788420162081e-06,8.929673435397556e-07
4878,1.2958739997013641e-05,8.279483579363036e-06,4.679256417650605e-06
4879,4.294995707392298e-06,1.3504701073244061e-06,2.9445256000678923e-06
488,1.3563857635298632e-05,8.893217746308078e-05,-7.536831982778215e-05
4880,3.3953242421735126e-06,1.08076215118243e-06,2.3145620909910825e-06
4881,6.6412046599650264e-06,0.0001334057419192323,-0.0001267645372592673
4882,3.068727403048682e-05,2.6161183503341178e-06,2.80711556801527e-05
4883,0.00019109260137024187,9.05555905894083e-07,0.00019018704546434778
4884,3.706296471438388e-08,8.312336925741219e-06,-8.275273961026836e-06
4885,2.7149945315592753e-07,1.271024668083877e-05,-1.2438747227682843e-05
4886,6.791059007516425e-07,3.367596268113744e-06,-2.6884903673621016e-06
4887,6.834278584503336e-07,2.0207885045009555e-07,4.813490080002381e-07
4889,2.9920445041225816e-07,1.2065334426334624e-07,1.7855110614891192e-07
489,7.15800066914207e-06,6.111302205142353e-06,1.046698463999717e-06
4891,3.189919185621961e-05,0.00012385381256063455,-9.195462070441494e-05
4892,1.335062549129899e-06,1.6888626216911912e-07,1.1661762869607798e-06
4893,9.460476092988593e-05,5.515849013659208e-05,3.944627079329385e-05
4897,3.437418406068486e-05,2.4587786113920844e-06,3.1915405449292774e-05
4898,5.820040624316859e-06,7.209071521230794e-05,-6.627067458799109e-05
