drug,pearson,cmap
LY-215490,-0.009183414015000271,0.0
LY-2157299,-0.042076946245795166,0.0
LY-2228820,0.022501298682610697,0.0
LY-2334737,-0.10954557726246826,0.0
LY-2603618,-0.004220983538247964,0.06280301717710914
LY-2784544,-0.06602950166720874,0.0
LY-2801653,-0.04448890316732184,0.0
LY-2811376,0.0032321511317418405,-0.08881010190026292
LY-2874455,0.08423885995646288,-0.10529129533588627
LY-2886721,-0.006426692901764618,0.0
LY-294002,0.025946809595438377,0.0
MBX-2982,0.004970629109874326,-0.044309590582854476
MC1568,-0.048445648187853525,0.07222491857143873
MD-920,0.01639751381882886,0.0
MDL-73005EF,0.06615742955147404,-0.1454714583419556
MF-101,-0.03434147982001554,0.08561414174977001
MG-132,-0.05657742809633044,0.14401470368431352
MGCD-265,0.06852284821862081,0.0
MK-0752,0.0218992450544885,-0.07087244387597744
MK-0773,-0.01915709564720704,0.06456558021265234
MK-0812,-0.09612296399150812,0.0
MK-0893,0.022819970936169522,-0.08470244743218505
MK-1775,-0.06807982523672143,0.13767243707620422
MK-2206,0.011001738752424993,0.0
MK-2461,0.08079571161146265,-0.11195313528789971
MK-3207,0.024624019619545072,-0.10044981435666803
MK-5108,-0.08350308598342947,0.0
MK-8033,0.018438645602124517,-0.08088776749639955
MK-8245,0.049428930597095445,0.0
MLN-0128,0.04968929315862576,-0.11138102359421448
MLN-2480,0.012535946124866094,0.0
MLN-8054,-0.1068470271200836,0.12956602073829865
N6022,-0.010478029339387681,0.0
NF-449,-0.002935666969199954,-0.10119999664298471
NMS-1286937,-0.06854340402637552,0.11755057934602456
NPK76-II-72-1,0.08713364480204973,-0.131304229215972
NSC-4644,0.058659735588800097,0.0
NSI-189,0.016138465868772472,-0.09690822458152032
NU-7026,0.011592941053775754,-0.10093601020032064
NU-7441,0.011789523485268804,0.0
NVP-AEW541,-0.14026862034065826,0.1387861247547351
NVP-AUY922,0.04823251193065377,-0.09941858198150325
NVP-BEZ235,0.024274314904662822,0.0
NVP-BGJ398,0.013859268667011164,0.0
NVP-BHG712,0.11120043886279653,-0.12260985906629748
NVP-DPP728,0.010969598328457274,0.0
NVP-TAE226,0.033961359625006675,0.0
NVP-TAE684,-0.004115864043206221,0.0
NXY-059,0.035337316746525696,-0.08950914207760968
O6-benzylguanine,0.022807641834351702,-0.10239531605407284
OCO-1112,-0.03979681814801796,0.0
ORE-1001,0.009834585395612057,0.0
ORG-9768,-0.039161109711578324,0.08302819053834747
OSI-027,-0.008905263504642859,0.0
OSI-930,-0.12018781820407863,0.10391144412455458
OTS-167,-0.04345698844295474,0.0
PA-824,0.005847157868488542,0.0
PCA-4248,0.048027519756357294,-0.10758527683257524
PCI-24781,-0.0038455970646170214,0.0
PD-0325901,0.16753570219103459,-0.1408596645169703
PD-123319,0.0073189198656949134,-0.07974176779988779
PD-153035,0.04334380093276729,0.0
PD-173074,-0.06640312082258606,0.0
PD-184352,0.16101359568269039,-0.1584203952870117
PF-02545920,0.00497963063225869,0.05055351760165948
PF-03084014,0.053698523016898106,0.0
PF-03758309,0.06444979564986268,0.0
PF-03814735,-0.006737957360326228,0.0
PF-04136309,0.00048213724837227814,-0.10912444587703596
PF-04217903,0.009302649201972933,0.0
PF-04447943,0.04348272126865058,-0.09631346881976119
PF-04457845,-0.01050252859510903,0.0
PF-04620110,-0.03830553347828483,0.10777047872708509
PF-04691502,0.04085027743585687,0.0
PF-431396,-0.06996081020449456,0.0
PF-477736,-0.1544066259773751,0.1534236759440678
PF-562271,-0.03819255734337529,0.0
PF-573228,0.11041388265779535,-0.13222513469667507
PFI-1,0.07118437693212643,0.0
PH-797804,0.02139660470020111,0.0
PHA-665752,-0.030990868606552622,0.0
PHA-767491,-0.0068518768560244135,-0.07559827100108646
PHA-793887,0.029328992374931657,0.0
PHA-848125,0.07980440831825865,0.0
PI-103,0.04171793815087894,0.0
PIK-93,-0.030827721057040392,0.0
PK-11195,-0.01016262087688285,0.0
PKI-179,0.04253280385830803,0.0
PLX-4720,-0.044938242778526635,0.0
PRX-08066,0.005368511194163563,0.0
PS-178990,0.02419034117510316,-0.10695848920507217
PSI-6130,-0.025084062533738738,0.0
PSI-7976,-0.11632350818544313,0.10823401400505245
PX-12,0.06173277065051283,-0.13286063137887966
QL-X-138,-0.0025217308200019676,0.0
QL-XI-92,-0.06612730177409093,0.11226857686279271
QL-XII-47,-0.07661205564192926,0.11805649035977098
R-428,0.030285712408015527,-0.057799745679001535
R-547,0.049985616180020793,0.0
RAF-265,-0.032840963308206246,0.0
REV-5901,0.008716528469510338,-0.07960421763843079
RG-108,-0.06108386001246603,0.0
RG-2833,-0.12592639931341185,0.0
RG-4733,0.08599255394218124,-0.1285431037455783
RGFP-966,-0.057423053715545444,0.0
RHO-kinase-inhibitor-III[rockout],0.02829146144703348,-0.10911684521704734
RS-127445,-0.0125688461244865,0.0
RU-58841,-0.029705007948036946,-0.09932558889448548
Ro-4987655,0.12114967885375329,-0.1289860565460156
S-18986,-0.08404848051865534,0.0
S-ruxolitinib,0.06897299485335286,-0.142882264003045
SAR-245408,-0.12124473468147814,0.12986747029297768
SAR-245409,-0.09649762037481882,0.0
SB-203580,-0.03891099133854075,0.0
SB-216763,-0.074328360041476,0.11373675326785923
SB-239063,0.007759982980383811,0.0
SB-242235,-0.011313281792617928,0.0
SB-271046,0.052169652279094786,-0.10811402098525574
SB-525334,0.0331231778903583,0.0
SB-590885,-0.024227839864296684,0.0
SB-683698,0.00935350951785475,0.0
SB-705498,-0.02490550912700059,0.0
SB-743921,-0.06774675506259292,0.12726281803902534
SB-756050,-0.012082836546366726,0.0
SB-939,0.0031711613094295796,0.0
SC-12267,0.018149664818674586,0.0
SCH-28080,0.030987855962498947,-0.1227790103045433
SDZ-NKT-343,-0.04796437949174522,0.0
SEP-227900,-0.06781362499922382,0.0
SGI-1776,0.014232573321335209,0.0
SGX523,-0.0139406783980467,0.0
SK&F-10047-(+),-0.064296396993814,0.0
SN-38,-0.04041791890950993,0.12600375346331721
SNX-2112,0.0836688629985202,-0.1325247055702441
SR-2640,-0.012117744762931513,0.0
SR-27897,-0.007612274634648889,0.0
SR-33805,-0.0204470629991994,0.0
SR-57227A,0.03105815878731123,-0.09894793419589945
ST-1859,0.04298487851160697,-0.11380184193301796
STA-5326,-0.0069155975681791425,0.0
SU-014813,0.06322398329745638,-0.10966858928224532
SU-11274,-0.0013646688244529114,0.0
SU-11652,0.014086524443799625,0.0
SYK-inhibitor,0.03917188385513563,0.0
T-5224,-0.00021437691311380474,0.0
TAK-285,0.016175521787145992,-0.07592157520297822
TAK-715,0.037273905397448785,-0.11415087163799303
TAK-733,0.0760571738712938,0.0
TAK-875,-0.018954236413261952,0.0
