drug,ipf_pearson,ipf_cmap,ra_pearson,ra_cmap,uc_pearson,uc_cmap
BCI-540,-0.03342498271752215,0.10818776006006073,0.01995928291990361,-0.2595689200348952,0.03736597106698581,0.0
BGT-226,0.039436879610263036,-0.09238827568978199,0.05903892144430995,0.0,0.021786378453731443,-0.0939521385298775
BI-2536,0.090137441704258,-0.15696599898744235,0.0008453497582126176,0.0,-0.029004192386589304,0.11160373564755388
BIBX-1382,0.04392736422819333,-0.09406445577400785,-0.025063207290809013,0.23409242417944173,0.09674451609783233,-0.13164088063992016
BIIB-021,0.03057784448266109,-0.11102648373466709,0.00995094312669463,0.2314028098384976,0.05924221625947422,-0.11855832418787318
BIX-01294,0.021819458500890437,0.0,-0.023629803999678917,0.0,-0.07074542707685115,0.12201422239556471
BIX-01338,0.011357021004014877,0.0,0.014313453488968961,0.0,-0.01085389393365966,0.0
BIX-02189,-0.03747212908617846,0.12476185034760363,-0.0032226623536039957,0.0,-0.01098204333889966,0.0
BMS-299897,0.0023700363125630204,0.0,-0.02330964770780288,0.0,-0.011278155173420748,0.0
BMS-345541,-0.04315236277408288,0.0,-0.04016773874507795,-0.318597980909559,-0.11414437427798269,0.1431485066398287
BMS-387032,-0.07531646737264656,0.10528275178771265,-0.054711416129378077,0.0,-0.02765494432679372,0.0
BMS-509744,0.006181278475094596,-0.07940888607751767,0.010454577486438155,0.23478185375780297,0.0021117062810613882,0.0
BMS-599626,0.023405616746732475,0.0,-0.030598523718527382,0.0,0.007778270633151401,0.0
BMS-707035,-0.014244156044337871,0.0,-0.07331414640999889,0.0,0.0021507052167105438,0.0
BMS-777607,-0.05141520978902429,0.12059034987749284,-0.004400349728271029,0.0,0.02822487874114242,0.0
BMS-927711,0.0038811096180002614,-0.07259224498186162,-0.008759019913667464,0.2879017512659343,0.03997457541249865,-0.12293429667136183
BMY-14802,-0.028449856192124628,0.0,-0.039588316214260275,0.0,0.049827822654219665,0.0
BRD-K68548958,-0.029632527053040574,0.0,-0.03167178748383556,0.0,-0.04892258125335409,0.0
BRD-K73261812,-0.009063325358674454,-0.08202292913205969,0.01240610732566573,-0.12946197718806868,-0.00793271337279538,0.0
BS-181,0.003335349325965414,0.0,-0.0009576666786785687,0.19128054271455383,-0.08849292573098472,0.11526810292600292
BTS-54505,-0.07566959880657692,0.13967768709348521,-0.03207458419390996,0.0,-0.018233780698123387,-0.07059631541926277
BVD-523,0.005529328088075693,0.0,-0.026898618231240883,0.0,0.0976283198254456,-0.09549395961527662
BX-795,-0.0062006423681214805,0.0,-0.0436228479230624,0.14122047191088127,-0.06527769792343013,0.11988056025385876
BX-912,-0.0683345324811075,0.10893137175231632,-0.05069191425338893,0.0,-0.09035163477833326,0.13755905614064692
CB-10-277-(free-acid),-0.05386217409424775,0.0977282073669549,0.02422489049642184,-0.2092103691050412,-0.005701252053715176,0.0
CC-401,-0.018828439971160377,0.07906269193090736,-0.05237572294257165,-0.19611612247910137,-0.04687155570695416,-0.06648192335467895
