drug,ipf_pearson,ipf_cmap,ra_pearson,ra_cmap
"ICI-185,282",-0.00989256067356385,0.0,0.06990083759371403,-0.2909125600548378
ICI-192605,-0.06987873365131526,0.11644993871238984,0.00818478442867419,-0.2320468742381332
IKK-2-inhibitor-V,0.0009482164603640568,0.0,0.04090848326925018,-0.19847395866133505
IKK-inhibitor-X,-0.027895698015397954,0.0,-0.046655544286634,0.20885490746011615
IOWH-032,-0.015067608777273301,0.0,-0.0017307936843513104,-0.1552341100336811
IOX2,-0.06443129048377708,0.1051058342356843,-0.010609740046034299,-0.22185303046850519
IPI-145,0.010399017500070974,-0.08167578203568972,0.013240534514729828,0.0
JNJ-26481585,0.09779492405315289,-0.14489485697836282,-0.02596835274730133,0.15534862495045118
JNJ-38877605,-0.0561700869746861,0.10548625460200109,-0.04602444387511229,-0.20783896387959652
JNK-9L,-0.09004852236843852,0.13322482197553165,-0.051169563683082946,0.0
JNK-IN-5A,-0.030214848650294297,0.0,0.01493061224234817,0.0
JQ1-(+),0.07535657705127373,-0.10935154084872376,0.02062165532307517,0.12883675737786654
JQ1-(-),-0.06837013809398741,0.12561928407356632,0.019716640893078795,-0.21011470213002903
JTC-801,0.012212506485041352,-0.06457770146687077,-0.03032039887214245,0.0
JTE-907,0.009792445904931588,-0.10285995070496397,-0.0845947670016917,0.0
JW-7-24-1,0.02038260389882414,0.0,0.04180929675412447,0.0
JW55,-0.04470541192692909,0.1455793661686548,-0.009558690347474785,0.0
JWE-035,0.009858800254052252,0.0,0.048152390679058577,0.0
KBG,-0.032224507991265805,0.13739454965556652,0.02191323056182108,0.0
KD-023,0.01677987585300492,0.0,0.02319376274135319,-0.2143607773013971
KD-025,0.026773990534127205,0.0,0.027605853181038725,-0.23144141932056733
KI-20227,-0.050175661927130154,0.1307213606515428,0.023768727926594936,-0.21742683755957992
KIN001-043,-0.051450611725210434,0.11897251172087775,-0.00212243536044115,0.0
