drug,ipf_pearson,ipf_cmap,ra_pearson,ra_cmap
REV-5901,-0.08367820252702868,0.10758401185270888,-0.06617786454168988,0.25666071450965094
RG-108,-0.0396746891412821,0.13209073973817526,-0.013119137713160525,0.0
RG-2833,-0.02783880945614777,0.0,-0.006238252411326222,-0.21562584853039263
RG-4733,0.017447414601665562,-0.10086714630353279,-0.0239271642472956,0.0
RGFP-966,-0.07841266136868515,0.0,0.01752214411108488,0.21028402674046828
RHO-kinase-inhibitor-III[rockout],-0.0443208828897822,0.10273205222156653,-0.01752129253989162,-0.29024548321994426
RS-127445,-0.02901698174401714,0.1190289299592357,-0.05627686202919779,-0.16031262144867242
RU-58841,-0.03416319816599203,0.13379594636972011,0.023261367942614568,-0.2813191835857076
Ro-4987655,0.06132817176607354,-0.10522057992567804,-0.010510813649859698,0.0
S-18986,-0.01824067766950152,0.0,-0.026146423027965125,-0.25026410305322616
S-ruxolitinib,0.04699585160379788,-0.13387414074462836,0.035520407398408574,0.0
SAR-245408,-0.12479538118460971,0.1610430124660255,0.019335470703982196,-0.26766278172413777
SAR-245409,-0.07784577887931299,0.10988001113644952,-0.03218794823558264,-0.24754272242115333
SB-203580,-0.04156462619562033,0.0,-0.0387224802283994,0.194752568203463
SB-216763,-0.06119794886440969,0.09910362068429955,-0.02689528385874705,0.0
SB-239063,-0.07188491829911471,0.12594766227587434,0.011527431931893416,0.0
SB-242235,-0.020153196365240978,0.0,0.024561574824485434,0.0
SB-271046,-0.017198554829083557,0.08164266842491102,-0.032786544487536706,0.0
SB-525334,0.026065930260302347,0.0,0.0030998685568071425,-0.18046506021109543
SB-590885,-0.03750316471086752,0.11884133748875747,-0.019917795016364162,-0.18648779741218685
SB-683698,-0.05905173297688658,0.10298746273087409,-0.06753339151993455,-0.24894219241377474
SB-705498,-0.08607845083141981,0.14739363671132633,0.0743709731032413,0.0
SB-743921,0.0034847767078448728,0.06668615179500881,0.05038103846262423,0.0
SB-756050,-0.0153421256127941,0.0,-0.04814401952841933,0.0
SB-939,0.039601575200033025,0.0,-0.025356487230501025,0.15292624704988486
SC-12267,-0.04520080314199443,0.0,-0.09622182473659963,0.22328071468812993
SCH-28080,-0.023316140961932956,0.0,-0.02800559865272258,0.0
SDZ-NKT-343,0.012282844147215855,0.08714157091996798,-0.03913554846913947,0.15701515554670992
SEP-227900,-0.002468707002422442,0.0,-0.013520303628350426,0.2106982949286414
SGI-1776,-0.02723926020449525,0.0,0.004977638849459209,-0.15479187945602726
SGX523,-0.05567505126251576,0.10699235256779888,-0.017294817652710057,0.0
SK&F-10047-(+),-0.03453451085503863,0.10131798384606217,-0.0498614820558675,0.3158946405600916
SN-38,-0.01184046855464681,0.0,0.0008116137910184038,0.0
SNX-2112,0.032245780746102494,-0.1323903286403942,0.0061037698053411716,0.23259889142400167
SR-2640,-0.005398492031667595,0.0,-0.05241892885631305,0.0
SR-27897,-0.0444203369924441,0.10904507797222472,-0.05685246449396195,0.0
SR-33805,0.024297424960743177,0.0,-0.10464713371153382,0.0
SR-57227A,0.0028640729987460894,0.0,-0.008220576153518223,-0.16109760736998963
ST-1859,0.045418586060650384,-0.11383190024978194,0.01703591476724353,0.0
STA-5326,0.16407441649846716,-0.13502220104318907,0.013544595929879043,0.0
SU-014813,0.030496366928080724,0.0,-0.048704679932468006,0.0
SU-11274,-0.012704231504074938,0.0,-0.014602639270132833,-0.23900102531102108
SU-11652,0.004828147278000123,-0.08581171188350761,-0.036456609955430985,-0.3048636454446928
SYK-inhibitor,-0.050667231720387035,0.0,-0.008786722936786935,-0.23928833581574627
T-5224,-0.05424945800841883,0.10096269921161152,-0.029665902610599624,0.0
TAK-285,0.032449313669372,0.0,0.05476525144632861,0.2891071241539514
TAK-715,-0.034362504026903745,0.09638363094389851,-0.010085451842713141,0.21007528691730581
TAK-733,0.058944009875273796,-0.10859268439182973,-0.018470282908358525,-0.22987177443426382
TAK-875,-0.07010766074379572,0.15581603013515094,0.006467167848175892,0.0
TAS-103,-0.0286744650546783,0.0,-2.0636926849888292e-05,0.26328140161845714
TG-100115,-0.022072756451030764,0.0,-0.05951371679529111,0.0
TG-100801,-0.040469830661820645,0.10215088401433517,0.0007090912275311322,0.0
TG-101348,0.047582035737765954,-0.08431960103937956,-0.018010067427746346,0.0
TGX-221,-0.010146705148637919,0.08358257591422238,-0.04155597282405628,0.0
TH-302,-0.013700460476607059,0.0,-0.024910367928650572,-0.22398581436654902
THZ-2-98-01,-0.0843283336950531,0.16441071184445472,0.0035737667091502237,-0.2237324447520816
TIC10,-0.04838808437093018,0.0,-0.0043253612367768444,-0.20293830419585135
TPCA-1,-0.008510381888232783,0.11355269952356992,0.002336482935767891,-0.2413113676936422
TTNPB,-0.04105037116619996,0.140090235326836,-0.02439490056137794,-0.1987173376432634
TWS-119,-0.00951812314394896,0.0,-0.06493761537940708,0.23394144356293284
UK-383367,0.007361549844842635,-0.0759120205267273,-0.003213989622833639,0.0
UNC-0321,-0.05675092317324254,0.0,0.010037865595332814,0.0
UNC-0638,0.04489561294656892,-0.11321585132503184,-0.022144143305807825,0.0
UNC-1215,-0.09526882424353249,0.1635141045276891,-0.03662386656163905,-0.18398432935878167
UNC-669,-0.07402721287628033,0.12905778741771595,0.04044085605522602,-0.28043251881765796
VE-821,0.045719170155132556,-0.14286941531836508,0.027410552415368886,0.0
VE-822,0.01624901174547149,0.0,-0.006869480131513823,0.21995207880231188
VGX-1027,-0.023640255364201154,0.0,-0.027314703306563683,0.0
VP-20629,0.07481574264554143,-0.12518883895615276,0.06043928068878446,-0.275066561416338
VT-464,-0.03407221042074775,0.06789467247872356,-0.011758358653121312,0.0
VTP-27999,-0.030534726657662502,0.0,-0.06504165186047926,0.0
VX-222,-0.04214976997773803,0.1134449862540193,0.05544323923581166,0.0
VX-661,-0.03204284558110868,-0.0721405732701362,0.005711010145746093,0.0
VX-745,-0.04465618422656155,0.10463358348831019,-0.04814951765896041,0.258054132000323
VX-765,-0.004064184296716217,0.0,-0.05765172900696899,0.0
WAY-362450,-0.031804793631853304,0.0,-0.05870628834940236,-0.31943301338226504
WH-4-025,0.11420120809249984,-0.13210447855249804,-0.01764633415860921,0.33054841870485074
WYE-125132,-0.026959669444100814,0.09269488026592625,0.048140567496532234,0.0
WZ-3105,-0.022156825328456933,0.0,-0.03796252994198347,0.0
WZ-4-145,0.08913114617134812,-0.12761658403995932,0.017577755173561974,0.0
WZ-4002,0.013055856255189579,0.0,-0.04031300688750856,-0.23024145684481923
WZ-7043,-0.03090859115203462,0.0,0.042785620597426015,-0.22975194298797208
XBD-173,-0.01223075282478681,0.058729471363143076,-0.04219391814624601,0.20115611892997265
XL-147,-0.05053335465794259,0.0,0.0031558884016529257,0.0
XL-888,0.04810804882128546,-0.13445233209617935,0.010280781202562058,0.0
XMD-1150,0.03327636897129331,-0.0918012750183809,0.0022514555149578093,0.16966466356022397
XMD-1499,-0.03851206607112675,0.0,0.033073300908392896,-0.28882800854791074
XMD-16144,0.016362433199475643,0.0,-0.021897922433298828,0.22908120690090417
XMD-885,0.05927807129069232,-0.14239186496253906,0.017096202350402545,0.0
XMD-892,0.05248930817247263,0.0,0.033550540795429955,0.0
XMD11-85H,0.06099201736585746,-0.11592529649297884,0.00740182803527859,0.0
Y-26763,-0.011410277459107339,0.0,-0.0762438163512222,0.2007521479631374
Y-27152,-0.03462384179232461,0.10131931169510146,-0.021294975633860774,-0.19356467270814617
Y-27632,-0.05923675907915103,0.0,-0.004791105814420334,-0.25738302925494766
Y-39983,-0.03529940130080774,0.09799081187325659,0.007942454416009638,0.0
YM-155,-0.013077035494604889,0.0,0.01768343487158574,-0.205928735602105
YM-201636,0.0878661381064763,-0.0993134437851525,0.00573791888856261,0.0
YM-976,-0.029265789443166726,0.0,0.02964426100797163,-0.31156758337092577
Z160,-0.07678425906668744,0.13376190983178693,0.006997054460404297,-0.17103546661238694
ZD-7114,-0.06036963988904168,0.11172096053156035,0.0001844937882808094,0.0
ZD-7288,-0.05277247433654972,0.14259118027886247,0.02154525180281536,0.2694122820734818
ZK-200775,-0.06703869302195617,0.12688932299036115,0.007670861990808114,0.23201056087513006
ZK-811752,-0.029734174286775945,0.0,0.03205686051041035,-0.24793947747350517
ZK-93423,-0.03732694475694611,0.09960913580019672,0.030327729102274534,0.0
ZK-93426,-0.03303551365534074,0.0,0.011483437302228654,-0.20552899065427327
ZM-447439,-0.08354909129256201,0.12138499030966018,0.03619893679472549,-0.25095846562270113
ZSTK-474,-0.01765853588348957,0.09781040352860351,0.006366377278229217,-0.16332385699306395
abacavir,-0.029145284225760584,0.0,0.007984207365742594,0.0
abiraterone-acetate,-0.06738233514236325,0.13117369400744616,0.007611812185403335,0.0
acarbose,-0.04281084838377405,0.1125349842328255,0.03743121712030005,0.0
acebutolol,-0.05577778321759403,0.1401881260682074,-0.025465650272027913,-0.26233243730964606
acecainide,-0.01488040651970984,0.0,-0.0500165182080375,0.0
acenocoumarol,-0.027684455543437448,0.10033178788460927,-0.003330713321153955,0.0
acetazolamide,-0.014436397285372186,0.05880648279296444,-0.11058581324750938,0.0
acetylcysteine,-0.024310537408058438,0.0,-0.061637743742017775,-0.21849868711491635
acexamic-acid,0.019419587496879165,0.0,-0.036134934770467635,-0.23808927929811757
acifran,-0.07240100453471232,0.1278191056326204,0.0015672023345003575,-0.30051495069078105
acipimox,-0.0025889187696749496,0.0,-0.041090939929015025,0.0
acivicin,-0.025505838532620947,0.07967319479659167,0.007940314325102999,-0.19808156926312828
aclidinium,-0.024773402824783186,0.0,0.02710609262924964,0.2886730122570883
acrivastine,-0.04229025478737067,0.10469712164900503,0.02043685549429271,0.2401095804456005
actarit,-0.007427286409190031,-0.08728705366707992,-0.07580761902871978,0.0
acyclovir,-0.07141281189736491,0.11895948230929934,-0.011747214776187608,0.0
adapalene,-0.07633348410474901,0.13914523878103452,-0.057795092068355466,-0.2273260874045989
adarotene,-0.04053422693118001,0.0,0.0009184763555700508,0.0
adatanserin,-0.01477115988277499,0.0,-0.03304285442287044,-0.25485348111943684
adenosine,-0.024453866409576967,0.10482322577643852,0.05948676632944986,0.0
adoprazine,-0.029940473430342448,0.0897414042372647,-0.0016332026747494935,0.0
afatinib,0.07656834103888605,-0.13039293535244095,-0.041656354295778096,0.2673325221059665
afloqualone,-0.04669028423815681,0.10252277483665162,0.01149790154675246,0.0
agomelatine,-0.05300063518474078,0.14468329105641686,-0.03972947314125356,0.0
alagebrium,-0.02483222292500689,0.0,-0.0001629893306877207,-0.24188126367091545
alaproclate,-0.002310910498016204,0.0,-0.07167448473881195,0.0
albendazole,0.002029995602015032,0.0,0.07693910934208982,0.0
alectinib,0.0009649688131481798,0.0,-0.00924624051404759,0.0
alisertib,-0.023857658244996235,0.0,0.020239885223293348,0.0
aliskiren,-0.01798589332163351,0.0,0.015041305803146348,-0.29005245566855187
alizapride,-0.034016574346059564,0.0,-0.08234108424320881,-0.2277651305320067
allopurinol,-0.04400191029637654,0.09103748832959896,-0.03896802698033315,0.19795365749329047
almitrine,-0.09375326562595389,0.14966716146873874,-0.0033061663903615423,0.0
almorexant,-0.03627005186022455,0.0,-0.044894623243148954,-0.19233293176814875
alpelisib,-0.07767227372904094,0.1811814911344263,0.0013441633488646412,0.22455632446025212
alprostadil,-0.06680797545423661,0.10291266586219294,9.24643704998294e-05,-0.29110509926262806
altanserin,-0.04908406829795806,0.09452791094142363,0.019512443208812843,-0.20365414406222132
altrenogest,-0.02271090463390894,0.08579036864906234,-0.029240289946383856,0.0
altretamine,-0.009959419875656548,0.0,-0.06427879321559159,-0.1898057869868079
alvespimycin,0.05922044067106043,-0.11415482303941663,0.021507409164272306,0.0
alvimopan,-0.006918369208710553,0.0,-0.04165494796649052,0.0
alvocidib,-0.052229242073881986,0.09609694331263964,-0.032027365173443914,0.0
amantadine,-0.0497553452602326,0.08174151202292508,-0.02485480465445409,0.0
ambrisentan,-0.013663126877131514,0.0,0.03403042652127084,-0.2176013127729583
ambroxol,-0.02842791598898197,0.07940782606258803,-0.03009201044961359,0.2773550754433585
amcinonide,-0.046502713509276976,0.12082929085256965,0.0038316085776986227,-0.42609762722019184
amfepramone,-0.04970628320296012,0.07587666755593059,-0.013809096841949604,-0.2608055416577761
amikacin,-0.0034309217866625224,0.0,0.04922163954370848,0.0
amiloride,-0.01628841427789847,0.0664934467308467,0.013973251494551635,-0.23148717494102217
amineptine,-0.019528265805197523,0.0,-0.032533398764766144,0.0
aminocaproic-acid,-0.04129083518393098,0.08390653052299427,-0.01070736708739099,-0.1994480556988818
aminoglutethimide,-0.07822334937101139,0.13322612075715606,0.04551725035879903,-0.14785691002289242
aminoguanidine,-0.023271036881733095,0.0,-0.0077400625354651625,0.0
aminosalicylic-acid,-0.007163975984255961,0.09388978767274087,0.09001230859110282,0.0
amiodarone,-0.035488881698906787,0.12037645358638673,-0.0005034002897705938,0.0
amiprilose,-0.030645241433231257,0.0,-0.016488499451230623,-0.2759973945901766
amitifadine,-0.03443602884354806,0.0,-0.04646117661536183,-0.29710256516646605
amitriptyline,-0.044268131640877444,0.0,0.014814273878288878,-0.3083009959645306
amlexanox,-0.016091625927337424,0.0,0.001229157733360128,0.0
amlodipine,-0.03487522857771307,0.0,0.021058150391487705,-0.2933508661394853
ammonium-glycyrrhizinate,-0.038580228479037346,0.10519950150024376,-0.07920438088344056,0.0
amodiaquine,-0.009897802746105144,0.0,0.007016897040021218,-0.300085508076792
amonafide,-0.07482868623682849,0.1009291297285557,-0.009202823049362504,0.0
amoxapine,-0.0036771773651905555,0.0,-0.028219432150776384,-0.24964205440493087
ampalex,-0.009964696882664962,0.07514823836302488,-0.003187593571353409,0.0
amrinone,-0.05129295753119531,0.13170307459073574,-0.030053713051209362,0.0
amsacrine,-0.042363419720525944,0.0,-0.006905613219234931,0.0
amtolmetin-guacil,-0.04788780922139658,0.11703628761547272,-0.07995025106255502,0.21136635988127828
amuvatinib,0.009723917986200923,0.0,-0.0056322833572056115,-0.2725616816794367
anacardic-acid,-0.08840100677505014,0.11852403478428569,-0.014553905868949757,0.0
anacetrapib,-0.00017895995794247252,0.0,-0.004715116733815934,0.0
anagrelide,0.029784211842904112,0.0,0.0621993629284537,-0.2466106544221136
anamorelin,0.010949916937257602,-0.11186011114573324,-0.01943878688248705,-0.27515388127047113
anandamide,0.029890277758003545,0.0,-0.06207937205091953,-0.24891014673085596
anastrozole,-0.035475565579373994,0.09068402881304369,0.018669397215495327,-0.21422651570338963
andarine,0.01785114030464729,-0.11368533321935362,-0.02407930164632126,0.0
andrographolide,-0.01900457986558788,0.0,-0.0312611488273809,0.0
anecortave-acetate,-0.01162531136305988,0.0,-0.0070114494336462226,-0.22115349466856066
anidulafungin,-0.025831127158258315,0.12414370481280995,-0.034198898352990045,0.0
aniracetam,-0.03362626490297777,0.0,-0.019226630213982833,0.0
anisodamine,-0.041787307208797066,0.0,-0.03523694159317965,0.17878990479239817
apabetalone,0.001434786927642512,-0.0881723541457258,-0.021926021723247886,-0.2845862231926648
apafant,-0.05293295716452723,0.12396373052106514,0.07499490153924504,-0.2492734144225885
aphidicolin,-0.02425036358618549,0.0,-0.006283920841910598,0.2310220661421048
apixaban,-0.028131745892091702,0.09330081533867604,-0.005956940932137394,-0.24728851726392453
apocynin,-0.02113478582788999,0.07850804003729638,0.024081699124573742,0.0
apremilast,-0.07218384202761825,0.1093545729320427,-0.02575713969097891,0.0
aprepitant,-0.03230369201262651,0.08488513905143155,-0.06757481486192865,0.0
arbutin,-0.007619592486680121,0.0913379983206208,0.030266410985829224,-0.17603654174072528
argatroban,-0.0009308169533189624,-0.08847157015535481,0.004907011036354645,-0.16169951151592737
arglabin,-0.04385334211252694,0.09410677847334367,-0.005069986563133287,-0.2860903388250282
aripiprazole,0.012750660634400742,0.0,0.022018563205414253,0.0
armodafinil,0.010337639874477425,-0.0937204978681508,-0.0649061404147205,0.0
arofylline,-0.03866563022081874,0.11671783383012177,0.021639668164850297,0.0
artesunate,-0.08060617498615064,0.12935027974673793,0.0037410223403092093,-0.30337696555814353
asenapine,-0.034038080068669645,0.0,0.04754020017311596,-0.2780675053418222
aspirin,0.001105073649432536,0.0,-0.016220811472415345,0.0
asymmetrical-dimethylarginine,-0.02535374446753867,-0.09475482850430353,-0.021017880538657684,0.0
ataluren,-0.006442687004432437,0.0,-0.016389151745781292,0.0
atenolol-(+/-),-0.03040104215995227,0.10129923788419062,0.042512063246308046,-0.15842931650403308
atipamezole,0.014719447683485544,0.0,-0.015646252694870938,0.0
atomoxetine,-0.07701355439059418,0.11719290025057198,-0.016313593876487797,-0.1897205194726238
atorvastatin,0.11344019459726805,-0.1287819836291307,0.022126941345892607,-0.23448269524252177
atovaquone,-0.012699533936244616,0.0,-0.027000314007491227,-0.26150703044870005
atracurium,-0.03343544077480543,0.08828081611686497,-0.02528041920392936,0.0
atrasentan,-0.062071242227509024,0.14899330356979848,0.004219072851453981,0.0
aurora-a-inhibitor-i,-0.03163150800579498,0.0,-0.02901562928712952,0.28625402257060156
avagacestat,0.03177363489990269,-0.11481260244526326,-0.01365164806478139,0.24883191386803316
avanafil,-0.015929236034451007,-0.08788893895828491,-0.033520335322385464,-0.21538793063698558
avasimibe,-0.037725277232825156,0.1480996982316418,0.015429990016684346,0.22408091294986368
azacitidine,0.021530146400360956,0.0,0.03384595610268855,-0.29929403393079346
azathioprine,-0.05914974395107008,0.11894800275945816,-0.02770121018172533,0.0
azelaic-acid,-0.07047726140875893,0.13126014786210688,-0.07254952869371832,-0.2575582611101386
azelastine,-0.06193638811162075,0.12612909443262105,-0.03303405099209381,0.0
azithromycin,-0.022022020416005678,0.0,0.03524099825855715,0.0
bafilomycin a1,0.10462217781692944,-0.09480609335556134,0.021621943408511812,0.0
baicalin,-0.05499195763521464,0.14417505315639684,-0.05367377356148505,0.0
balaglitazone,-0.01168771236144361,0.0,0.02658896966518117,0.0
balapiravir,-0.02571010136485942,0.10337954259260163,-0.01467426173645074,0.0
balicatib,-0.05360424462649476,0.15225101071528932,0.037244127659128275,0.2928401992291515
balsalazide,-0.0173089086719071,0.08938639021569555,-0.039838135903792586,-0.34571992475049734
bambuterol,-0.06801955048666784,0.14970915406260527,0.035352175989716565,-0.1990730985737811
barasertib,-0.07500973213519711,0.12976536435757474,0.02367954624230032,-0.269585556052682
barasertib-HQPA,-0.06134796186946258,0.09073654091783909,-0.006306023924071317,-0.24966467891637859
bardoxolone-methyl,0.006923318996359032,0.0,0.03922874278767669,-0.31612809078549686
baricitinib,0.04740418102451492,-0.1433431789298084,-0.021683270041901494,-0.19422123408499248
basimglurant,-0.06073005715490894,0.12855471464237556,-0.04290926021131632,0.0
batimastat,-0.05830846886416722,0.09948604482891499,0.003950566079025222,0.24481392421355394
bavisant,-0.03559652751375649,0.0,-0.02369981598968569,0.0
bazedoxifene,0.010461256480589274,0.0,0.025004795740259742,-0.22784058939368865
beclomethasone-dipropionate,-0.013375245143487327,0.12680390573826011,0.007004400001258184,0.0
belinostat,0.04402556400355449,-0.10933561232970697,-0.014264284958335042,0.16405187885486094
bemegride,-0.045555650451396854,0.11524840778586123,-0.04908051958052427,0.0
benazepril,-0.013413842659318196,0.0,0.0015808025137879838,-0.22529987002799323
bendamustine,-0.025704804144220866,0.0799657772741231,0.015918058074295787,0.2362535173099255
bendroflumethiazide,-0.0343466039824958,0.0,-0.01914265736722729,0.0
benfluorex,-0.04014088060855324,0.10850433463445763,-0.008456783282445141,-0.24840819447374568
benzamil,-0.010380851932372252,0.0,-0.033141067022293934,0.0
benzbromarone,-0.0048002805027771,0.0,0.039435917937464746,0.0
benzotript,-0.03524536031106649,0.0898543087576856,-0.05585520977358918,0.20617542898480268
benzthiazide,-0.08456548310248681,0.1573362281576898,-0.015070851451684537,-0.16785174889636673
benzydamine,-0.024726577265381283,0.1064957713009046,-0.028147434438889098,0.26383753683437083
benzylpenicillin,-0.05019427949007586,0.0,-0.030797227657113655,0.0
bepotastine,-0.006327423490919247,0.07715092433251022,-0.032266349017637454,0.15554801460321632
berberine,-0.026743744081918996,0.07757971193172006,0.004118229243318066,0.0
betahistine,-0.01918206249299613,0.08092678440454193,0.027485534444297948,0.0
betrixaban,-0.04321729220171543,0.14094842656042092,-0.03444077098715491,0.18713896796529383
betulinic-acid,-0.012265492073921731,0.0,0.024500893430701276,0.0
bevirimat-dimeglumine,-0.02851136306085386,0.0,0.014776254805547482,0.0
bexarotene,-0.049784629308803605,0.10323980397701432,-0.02287615739336412,0.3038279412428566
bezafibrate,-0.03344467763522667,0.0,-0.030057113597102614,0.0
bicalutamide,-0.08491582837197258,0.13408127581445062,0.02905228137701961,-0.24861256401193188
bifemelane,-9.144845031346403e-05,0.0,0.08252401074456345,0.2656755140991288
bifonazole,-0.05646489561452849,0.0,0.012704366325483076,-0.1531152627680704
bimatoprost,-0.037887220579243465,0.0,-0.041941499385087684,0.1858440104033533
bindarit,-0.06483948516673661,0.14501671641060718,-0.06603341245886786,0.0
binimetinib,0.04118847823446846,0.0,-0.016684289840969764,0.0
biperiden,-0.029782892762388158,0.07039098811325732,0.014362989313606215,-0.19699304127846237
birinapant,-0.012707624905139334,0.0,0.004839917415641864,-0.20484300126636637
bisindolylmaleimide,0.030527352791844577,-0.06104625166509405,-0.022935275050409702,-0.20568394655536068
bisoprolol,-0.03798206258948886,0.10877774140341398,-0.06092363711873657,0.0
bitopertin,-0.004281782302980104,-0.07862094653159588,-0.0013112569930760402,-0.23598932527047295
blonanserin,-0.0724377549356522,0.11243180658981276,0.025237428658218517,-0.18309478975157434
bms-906024,-0.015741414308034617,0.0,0.026479895174096223,0.22323802873883386
bopindolol,0.009885752605221938,-0.0893237919323038,-0.07757688541902798,0.19813719067789884
bortezomib,0.041898034022820996,-0.12572881330076258,0.010903605876704773,-0.17406499346402443
bosentan,-0.05137076204419659,0.11456830713064267,-0.0530701673436734,0.0
bosutinib,0.05472031102200982,0.0,-0.00791346976321971,0.0
brequinar,-0.02173326725237046,0.0,-0.00552256863977651,-0.24155749554478723
bretazenil,-0.06175159749621845,0.1062423025724458,0.017102205178435664,-0.35562022285738704
brexpiprazole,0.04312610715732895,-0.127484577207322,0.010190618928087043,0.0
brivanib,-0.07841804430659581,0.14900865879189545,-0.03682111211251213,0.16340279703992416
brivudine,-0.0014077164087464575,0.0,-0.015700760845790442,-0.2350876759487731
bromocriptine,-0.0539238310951197,0.14698369616408846,-0.006629552687415716,-0.21972100626050123
bropirimine,-0.038848110250259034,0.11290173795005484,0.006929935098224252,0.0
broxuridine,-0.007707681083337954,0.0,0.0063095219980894785,0.0
bruceantin,0.011711716331659197,0.0,0.04035539277126505,0.0
bucladesine,-0.030346418878529246,0.11325206734361519,0.022904313211356334,0.2285457290325033
budipine,0.02217406895542655,-0.08287671954504638,0.017741250700541795,0.21362198104236987
buflomedil,-0.021549193631207927,0.0,-0.0033419348004309034,-0.2603935447606063
bumetanide,-0.02771311963041408,0.08057822196647643,-0.07845739574478235,0.0
buparlisib,-0.021519745408682112,0.06450635865180034,0.015373203554796823,0.0
bupivacaine,-0.005802873562872503,0.0,0.01331320387651201,-0.2660247221739859
bupropion,-0.05496716356996296,0.09715193868984115,0.01616260458795524,-0.3390256241404451
buspirone,-0.05553802947428484,0.09527876118709583,-0.032749345309130186,0.0
busulfan,-0.011865905096324455,0.0,-0.04392995562633613,0.0
butaclamol,-0.02509612202243468,0.09157298618824992,-0.027948400473977578,0.0
butoconazole,-0.038587339569498634,0.12903742065045706,0.02880613815942847,0.0
butorphanol-(+)-tartrate,-0.012558727535239865,0.0,-0.035172996485434545,0.0
cabazitaxel,0.02734785989328535,0.0,0.018786544983583245,0.0
cabergoline,0.025624590269233062,-0.11199692471771647,-0.0003063357479311748,0.28261264926097385
cabozantinib,-0.0069531113885648544,0.0,-0.003748873787766079,0.17835285666420642
caffeine,0.013194540221472834,0.0,-0.03822314813925602,-0.2653794211564536
calcitriol,-0.024601506750818194,0.0,0.07206624520014744,-0.283090202685795
calpain inhibitor ii,0.03478692465650553,-0.09220029790900436,-0.01092348016766609,0.0
calpeptin,-0.02065858404917207,0.07529756999965109,-0.0442663165455612,0.0
camicinal,-0.026586559867882147,0.07367110760447165,-0.07764508656681368,0.0
camostat-mesilate,-0.05950364819826888,0.09672766756151471,0.020680102156217354,0.0
camptothecin,0.0026670017666443257,0.07485905904486091,-0.012934555128633481,0.0
canagliflozin,-0.07901129136310593,0.10268042963169122,-0.01001125373674151,-0.24928786996469376
candesartan,-0.02976337534514848,0.0,-0.03266754278645875,0.0
canertinib,0.04435807276228953,-0.09315284751272532,-0.040794358840717186,0.2257062444492739
capecitabine,-0.05368673131832075,0.10800455902116932,0.007900194883964146,-0.2752204252367354
capsaicin,-0.034025781096629716,0.10158350220405048,-0.025024053265427497,-0.19930955294192437
carbachol,-0.06517334106732031,0.12627844925702367,-0.05657297606869048,0.0
carbamazepine,-0.016729641465013115,0.0,-0.006513330573399217,0.0
carbenoxolone,-0.010953832075740926,0.0,-0.0838645643335892,0.0
carbimazole,-0.050685994512529815,0.0999911703881457,-0.05692533334291905,0.0
carfilzomib,0.022351853621883085,0.0,0.023114602957013147,0.0
carglumic-acid,0.006523048743743365,-0.0800953320342398,-0.024424297003011974,0.19344707462653427
cariporide,-0.025265742871335643,0.0,0.0052031854231671,-0.3639878627365243
cariprazine,0.008624057351528196,0.0,0.02276459258573034,-0.1986512163719314
carisoprodol,-0.04842397231466623,0.1740889777834589,-0.0030509183578524787,-0.18997310662603134
carprofen,-0.05414718267771383,0.11175406010006822,0.01969995080157516,-0.22172607868074265
carvedilol,-0.01843511321389635,0.09012677510333575,-0.07256401481477033,0.0
castanospermine,-0.05524177469641711,0.10224624786298694,-0.01987161733186123,0.0
cediranib,0.10535231992888568,-0.13056622599138085,-0.029236322607248823,0.251302593330382
cefdinir,0.01097233451076584,0.0,0.014984511177318256,0.0
cefepime,-0.023617597733947077,0.0,-0.03126359298255784,0.0
cefoperazone,-0.026805235126288428,0.0,-0.00794216618634745,-0.35251772470475895
cefotetan,-0.014010511193926716,0.0,-0.0005218458841107393,0.0
cefozopran,-0.10400295697504068,0.16247519079806655,-0.04224973399696644,0.0
celastrol,-0.05233131752379691,0.0,0.0005577454060834358,-0.18237420391335307
celecoxib,0.001975426491286673,0.0,-0.025357234147720616,-0.26787257414516996
cepharanthine,0.12209582174402096,-0.14033389119672662,0.0030902365737382805,0.0
cevimeline,-0.07061254868694515,0.12554628723522188,-0.04307182017798999,0.0
chelerythrine,-0.025782970931477942,0.0,-0.008032944242374886,-0.2789081788361358
chenodiol,-0.05961677542583328,0.09409432747519515,0.03219283960791759,0.0
chlorambucil,-0.043722669517366204,0.12374777246455376,-0.031620937554469715,-0.24229827625064634
chloramphenicol,-0.04698783608952151,0.11430799222399307,-0.05506774536792689,-0.211759379696587
chlormezanone,-0.037380617772673964,0.0985680094064758,-0.026583078332860884,0.0
chloroquine,-0.02932211137452542,0.11659136978052154,-0.02689782806284627,-0.24578199598091943
chloroxine,-0.05358716782219753,0.124555419820721,0.00496652540943685,-0.2199886328926718
chlorphenamine,-0.0847283918207835,0.1150240827729236,0.02150132287149137,-0.18805562498316566
chlorpromazine,-0.01297875297908549,0.0,0.036190926348243745,-0.25700128114447607
chlorpropamide,0.035466299119947135,-0.08880350865905229,-0.0004537021478127508,0.18478784568092227
chlorprothixene,-0.008779580601766238,0.0,-0.011492308187023546,-0.26984583782388594
chlorthalidone,-0.036664212723924436,0.0,-0.03990376316410391,0.2922862037554946
cholic-acid,-0.06527560297524845,0.12195813650175241,-0.08439634888259041,0.0
choline-alfoscerate,-0.05316815505177893,0.0,-0.004961391242929435,0.18214713283815437
chrysin,-0.044327730021266616,0.10141517589033335,-0.0176773925244078,-0.17300854575236319
